@relation 'pouchdb-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R2,5,6,10,8,11,7,12,15,17,18,16,19,1,20,53'

@attribute created_at_day_turn {noite,manha,tarde,madrugada}
@attribute intra_branch {false,true}
@attribute description_length numeric
@attribute files_modified numeric
@attribute files_added numeric
@attribute files_changed numeric
@attribute num_commits numeric
@attribute src_files numeric
@attribute src_churn numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute test_churn numeric
@attribute commits_on_files_touched numeric
@attribute created_at_week_day {sabado,sexta-feira,quarta-feira,terca-feira,segunda-feira,quinta-Feira,domingo}
@attribute commits_to_hottest_file numeric
@attribute status {0,1}

@data
tarde,true,4,1,0,1,1,1,4,5.149038,0.247493,0,4,segunda-feira,4,1
madrugada,false,3,1,0,1,3,0,0,13.933681,0.669739,0,0,segunda-feira,0,1
noite,true,20,3,1,4,1,5,16,19.000213,0.915255,9,9,sabado,7,1
tarde,true,7,2,0,2,1,1,4,10.64466,0.512762,0,14,sexta-feira,14,0
tarde,true,7,3,0,3,12,3,229,70.399084,3.391591,561,12,terca-feira,8,0
noite,true,5,4,0,4,5,3,6,5.288698,0.254203,6,14,domingo,14,0
noite,true,6,2,0,2,2,1,0,4.461912,0.21496,6,1,sabado,1,0
tarde,true,4,3,0,3,1,2,15,14.863115,0.716065,0,14,sabado,13,1
tarde,true,7,1,0,1,1,1,6,4.310514,0.207669,0,11,sexta-feira,11,1
tarde,true,9,3,0,3,1,3,107,13.495823,0.650193,17,15,quinta-Feira,8,0
manha,true,5,8,0,8,1,8,42,36.098241,1.739117,64,18,quinta-Feira,10,0
noite,false,261,3,0,3,17,3,274,62.808071,3.033227,1229,12,terca-feira,8,0
tarde,true,10,1,0,1,1,1,6,4.685396,0.226275,0,1,terca-feira,1,1
noite,true,9,2,0,2,1,2,3,9.691907,0.468057,11,2,segunda-feira,2,1
manha,false,76,1,0,1,2,1,19,4.310514,0.208635,0,10,segunda-feira,10,1
tarde,true,3,1,0,1,1,1,2,4.560417,0.221309,0,1,terca-feira,1,0
madrugada,false,61,1,1,2,1,2,27,9.435391,0.458943,163,1,segunda-feira,1,1
madrugada,false,44,2,0,2,1,0,0,8.533935,0.415112,0,1,sabado,1,1
madrugada,false,26,41,3,44,2,7,51,248.921198,12.108144,0,38,sabado,7,1
noite,false,5,8,0,8,1,2,27,36.532013,1.777008,0,7,sexta-feira,3,1
noite,false,6,1,0,1,1,1,3,4.761313,0.231602,0,2,quarta-feira,2,1
tarde,true,7,1,0,1,1,0,0,4.375005,0.213286,0,19,domingo,19,1
madrugada,true,5,1,0,1,1,0,0,5.312272,0.258979,0,13,domingo,13,0
madrugada,true,72,4,1,5,1,5,33,24.657268,1.202068,0,16,domingo,11,1
madrugada,true,7,5,1,6,1,6,37,29.190753,1.42308,2,9,domingo,6,0
tarde,true,7,3,0,3,1,2,0,0,0,8,0,sexta-feira,0,1
madrugada,true,2,18,9,27,4,21,1206,137.020603,6.820751,740,48,sexta-feira,18,0
tarde,true,7,1,0,1,2,1,0,8.689749,0.432564,94,1,quinta-Feira,1,1
tarde,true,5,18,9,27,5,21,1211,147.31358,7.332862,740,48,quinta-Feira,18,0
manha,true,7,2,0,2,2,1,48,18.831664,0.937388,0,2,quinta-Feira,2,1
tarde,true,6,1,0,1,1,0,0,4.466005,0.222305,0,17,quarta-feira,17,1
tarde,true,27,2,0,2,2,2,53,8.871538,0.441598,47,11,terca-feira,10,0
tarde,true,30,2,0,2,2,1,4,17.973344,0.894657,0,0,segunda-feira,0,1
madrugada,true,20,1,0,1,2,1,0,8.561665,0.426173,94,9,segunda-feira,9,1
noite,true,37,2,0,2,1,2,2,8.83418,0.439738,43,16,domingo,9,1
tarde,true,158,2,0,2,1,2,93,9.247666,0.46032,0,1,domingo,1,0
noite,true,8,1,0,1,1,0,0,4.659268,0.231924,0,16,sexta-feira,16,1
manha,true,60,2,1,3,1,2,0,9.053134,0.450637,60,2,sexta-feira,2,0
madrugada,true,8,1,0,1,1,0,0,5.025365,0.251319,0,11,quinta-Feira,11,0
madrugada,false,8,1,0,1,1,0,0,4.581467,0.229119,0,3,quinta-Feira,3,1
manha,true,52,1,0,1,2,1,78,10.1668,0.508429,0,0,quarta-feira,0,1
madrugada,true,35,9,1,10,1,11,46,46.320387,2.316427,206,26,quarta-feira,15,1
tarde,true,9,1,0,1,1,1,0,4.75139,0.237611,11,3,terca-feira,3,1
madrugada,false,61,2,0,2,2,1,2,4.778569,0.23898,0,6,terca-feira,6,1
madrugada,true,8,13,0,13,2,10,32,98.639389,4.933145,36,24,segunda-feira,15,0
madrugada,true,2,6,0,6,4,5,6,41.343968,2.06769,22,9,segunda-feira,8,0
madrugada,false,41,6,0,6,4,5,6,22.642854,1.132407,22,9,domingo,8,1
noite,true,20,1,0,1,1,1,0,4.468927,0.223498,56,6,sabado,6,1
tarde,true,18,1,0,1,2,1,0,8.683579,0.43428,184,6,sabado,6,1
tarde,false,52,1,0,1,1,0,0,4.857244,0.242902,0,2,quinta-Feira,2,1
manha,true,21,9,0,9,1,33,104,42.518211,2.126262,2,22,quinta-Feira,8,1
tarde,false,22,1,0,1,1,1,2,4.493676,0.228404,0,6,quarta-feira,6,1
manha,true,24,11,7,18,1,19,840,84.143608,4.276844,0,21,quarta-feira,7,1
tarde,true,81,1,0,1,1,0,0,5.069495,0.258289,0,9,terca-feira,9,1
tarde,true,7,1,0,1,1,1,0,4.260502,0.217071,4,0,terca-feira,0,1
tarde,true,7,2,0,2,1,1,3,9.947749,0.506834,0,9,terca-feira,9,1
noite,true,4,1,0,1,1,0,0,4.555407,0.232096,0,16,segunda-feira,16,1
tarde,true,8,1,0,1,1,0,0,5.19111,0.265167,0,8,segunda-feira,8,1
manha,true,48,1,0,1,1,1,17,4.627689,0.236384,0,1,segunda-feira,1,1
manha,true,7,5,1,6,1,2,41,28.152109,1.43802,0,16,segunda-feira,15,0
madrugada,true,7,1,0,1,1,0,0,5.060018,0.258468,0,7,segunda-feira,7,1
noite,true,336,32,11,44,15,34,5311,574.719518,29.356888,4349,49,domingo,15,1
tarde,true,3,3,0,3,3,1,4,19.625541,1.002464,0,7,domingo,7,0
madrugada,true,43,1,0,1,1,1,0,4.38297,0.224436,21,1,domingo,1,1
tarde,true,14,2,0,2,1,1,3,9.687451,0.496058,0,9,sabado,7,1
manha,true,44,1,0,1,1,0,0,5.079009,0.260075,0,6,sabado,6,1
manha,true,27,6,0,6,4,4,77,59.800548,3.062144,14,21,sabado,14,0
manha,true,64,2,0,2,1,2,54,8.712886,0.446152,64,4,sabado,4,1
manha,true,18,2,1,3,3,2,63,14.359904,0.735313,0,9,sexta-feira,6,0
manha,true,10,1,0,1,1,1,15,4.775667,0.247603,0,4,sexta-feira,4,1
manha,true,144,20,3,24,9,17,1578,447.091983,22.893768,2517,39,sexta-feira,14,1
manha,true,46,2,0,2,1,2,45,9.210559,0.471635,24,6,sexta-feira,4,1
tarde,true,13,2,0,2,2,2,105,19.142898,0.980213,0,9,quinta-Feira,6,1
tarde,false,12,1,0,1,2,1,36,9.476194,0.485229,0,1,quinta-Feira,1,0
madrugada,true,18,13,6,19,4,18,546,122.653379,6.359168,169,22,quarta-feira,5,0
madrugada,true,23,1,0,1,1,1,15,4.891829,0.253625,0,2,quarta-feira,2,1
manha,true,43,9,5,14,2,16,408,134.341879,6.965178,116,21,terca-feira,5,1
madrugada,true,50,7,1,8,7,6,840,114.59952,5.941632,242,11,segunda-feira,5,1
madrugada,false,17,1,0,1,1,0,0,4.487448,0.23266,0,3,segunda-feira,3,1
noite,true,23,1,0,1,1,0,0,5.123504,0.265638,0,5,domingo,5,1
noite,true,41,9,0,9,6,6,459,114.700702,5.946878,337,24,domingo,14,1
noite,true,252,9,0,9,6,6,743,113.554247,5.887438,171,23,domingo,14,1
noite,true,29,1,0,1,1,1,11,4.75897,0.246738,0,2,sabado,2,1
madrugada,true,9,1,0,1,1,0,0,4.972695,0.257822,0,3,sabado,3,0
madrugada,true,8,1,0,1,2,1,34,9.722914,0.50411,0,1,sabado,1,1
tarde,false,25,6,2,8,2,6,82,32.033793,1.660875,100,18,quinta-Feira,6,1
tarde,true,64,1,0,1,1,1,1,4.251859,0.220449,0,3,quinta-Feira,3,1
madrugada,true,29,1,0,1,2,0,0,8.903643,0.461633,0,14,quarta-feira,14,0
madrugada,true,35,1,0,1,1,1,0,4.756385,0.246607,11,0,quarta-feira,0,1
madrugada,true,95,5,1,6,1,3,6,29.305766,1.526974,12,18,segunda-feira,13,0
madrugada,true,68,7,0,7,1,6,58,32.526585,1.694795,11,45,segunda-feira,22,1
noite,true,55,1,1,2,2,2,452,19.005579,0.990284,0,2,domingo,2,1
noite,true,39,1,0,1,1,1,7,4.436946,0.231187,0,2,domingo,2,0
madrugada,true,6,2,0,2,2,1,142,19.417294,1.01169,0,14,domingo,12,1
madrugada,true,49,3,1,4,3,3,6,34.260851,1.785012,601,6,domingo,3,0
noite,true,25,0,2,2,2,2,1294,9.762605,0.508641,0,0,sabado,0,1
madrugada,false,2,1,0,1,1,1,11,5.096193,0.265517,0,1,sabado,1,1
tarde,true,38,1,0,1,1,0,0,4.964287,0.258646,0,1,quinta-Feira,1,1
manha,true,3,1,0,1,3,0,0,5.461828,0.284569,0,3,quinta-Feira,3,1
tarde,false,20,1,0,1,1,0,0,4.572232,0.239409,0,13,quarta-feira,13,0
noite,false,23,1,0,1,1,1,3,4.682146,0.245164,0,4,terca-feira,4,1
manha,true,69,8,5,13,3,11,610,90.612006,4.802325,848,26,terca-feira,20,1
noite,true,24,1,0,1,1,0,0,4.681471,0.248112,0,12,segunda-feira,12,1
madrugada,true,112,7,1,8,2,6,98,44.290087,2.34732,571,34,segunda-feira,20,0
madrugada,true,44,1,0,1,1,0,0,4.683292,0.248209,0,4,segunda-feira,4,1
noite,true,116,1,0,1,1,1,2,4.278766,0.226769,0,8,domingo,8,0
noite,true,200,6,4,10,2,11,477,63.360161,3.35801,1134,30,domingo,20,1
tarde,false,30,1,0,1,1,0,0,4.75596,0.25206,0,2,domingo,2,1
madrugada,true,46,5,1,6,1,5,51,27.130767,1.437895,327,32,domingo,20,0
madrugada,true,21,3,0,3,1,3,20,13.786078,0.728927,61,16,domingo,9,0
madrugada,true,73,3,1,4,1,3,7,17.679745,0.937019,218,23,domingo,18,0
noite,true,44,2,0,2,1,1,6,9.548885,0.506087,0,1,sabado,1,1
noite,true,33,1,0,1,1,1,0,4.539917,0.240614,2,18,sabado,18,1
manha,true,44,1,0,1,1,1,0,4.525804,0.239866,1,18,sabado,18,1
tarde,false,59,1,0,1,2,1,15,4.496033,0.238288,0,7,sexta-feira,7,0
noite,false,16,1,0,1,1,1,0,4.215277,0.223955,4,1,quinta-Feira,1,1
tarde,true,19,12,1,13,2,12,103,67.786643,3.611498,143,31,quinta-Feira,12,1
tarde,true,6,1,0,1,1,1,15,5.235772,0.278176,0,1,quinta-Feira,1,1
tarde,true,6,0,1,1,1,1,25,0,0,0,0,quinta-Feira,0,1
tarde,false,47,1,0,1,3,1,36,0,0,0,0,quarta-feira,0,1
tarde,false,5,1,0,1,1,1,6,0,0,0,0,quarta-feira,0,1
tarde,true,3,1,0,1,7,1,204,28.422936,1.514328,0,2,quarta-feira,2,1
noite,true,6,1,0,1,1,1,2,4.746865,0.252905,0,3,terca-feira,3,1
tarde,true,27,4,1,5,1,4,63,23.122291,1.244483,0,22,terca-feira,11,1
tarde,true,7,1,0,1,1,1,3,4.587694,0.246918,0,1,terca-feira,1,1
tarde,true,51,2,0,2,1,1,12,10.172436,0.547495,0,2,segunda-feira,2,1
manha,true,33,9,8,21,2,20,151,85.794608,4.617585,0,22,segunda-feira,11,0
manha,true,135,1,0,1,1,0,0,4.315931,0.232289,0,11,segunda-feira,11,1
madrugada,true,132,1,0,1,1,1,22,4.734703,0.254828,0,3,segunda-feira,3,1
noite,true,196,9,8,21,2,20,294,158.559362,8.533885,0,22,domingo,11,1
madrugada,true,121,4,1,5,3,5,665,71.286113,3.83672,0,18,domingo,7,0
tarde,true,51,3,0,3,1,3,44,15.32821,0.825018,5,0,sexta-feira,0,1
tarde,true,31,3,0,3,1,3,48,14.620844,0.786945,0,8,sexta-feira,4,1
madrugada,true,41,1,0,1,1,1,4,4.686347,0.252236,0,0,sexta-feira,0,1
tarde,true,16,1,0,1,1,0,0,4.611551,0.24821,0,3,quarta-feira,3,1
tarde,true,142,2,0,2,1,1,30,9.959344,0.536047,0,4,terca-feira,4,1
tarde,true,25,1,0,1,1,1,12,4.976306,0.267842,0,1,segunda-feira,1,1
tarde,true,64,8,0,8,2,8,580,76.452179,4.114923,28,13,segunda-feira,4,1
madrugada,true,5,4,3,7,2,4,24,33.101254,1.781625,325,19,segunda-feira,13,1
noite,true,6,1,0,1,1,1,13,4.99486,0.269548,0,5,domingo,5,1
tarde,true,28,2,1,3,1,3,26,14.165546,0.764443,0,8,domingo,7,1
madrugada,true,22,1,0,1,1,1,10,5.082931,0.2743,0,0,domingo,0,1
noite,true,8,1,0,1,1,1,8,4.943374,0.266769,0,4,sexta-feira,4,1
tarde,false,41,1,0,1,2,1,16,10.037048,0.54165,0,4,quinta-Feira,4,1
tarde,true,28,1,0,1,1,1,3,4.48143,0.241841,0,2,quarta-feira,2,1
noite,false,14,1,0,1,3,1,0,0,0,19,0,terca-feira,0,0
tarde,true,32,1,0,1,2,1,4,10.354112,0.558756,0,0,terca-feira,0,0
manha,true,37,2,0,2,1,0,0,8.877563,0.479076,0,14,terca-feira,14,1
manha,true,8,9,6,18,16,9,422,78.640562,4.243821,0,22,terca-feira,14,0
tarde,true,52,1,0,1,2,1,0,9.173392,0.501231,12,19,segunda-feira,19,1
tarde,false,7,1,0,1,2,1,3,0,0,0,0,segunda-feira,0,1
tarde,false,13,1,0,1,1,1,6,5.087265,0.277966,0,3,segunda-feira,3,1
tarde,true,8,1,0,1,1,1,10,4.989433,0.272621,0,3,domingo,3,1
tarde,true,7,4,0,4,1,4,12,18.067556,0.987205,16,2,domingo,2,1
tarde,true,151,4,0,4,1,4,49,17.54194,0.958485,219,7,domingo,4,1
madrugada,false,60,1,0,1,1,1,3,4.828907,0.26385,0,7,domingo,7,1
madrugada,true,6,1,0,1,2,1,24,9.842533,0.537793,0,2,domingo,2,1
noite,true,35,3,0,3,2,2,14,22.715074,1.272321,0,16,domingo,16,1
noite,true,81,2,5,7,2,6,59,66.297908,3.713491,56,9,domingo,8,1
tarde,true,16,1,0,1,1,0,0,5.187151,0.291279,0,9,sabado,9,0
tarde,true,12,1,0,1,1,0,0,5.3578,0.300861,0,9,sabado,9,0
tarde,true,25,1,0,1,1,0,0,5.148768,0.289123,0,9,sabado,9,1
tarde,true,23,1,0,1,1,0,0,5.355399,0.300726,0,9,sabado,9,0
noite,true,4,1,0,1,1,1,2,4.280179,0.240349,0,2,sexta-feira,2,1
tarde,true,88,2,7,9,2,1,108,29.089565,1.633491,0,0,sexta-feira,0,1
tarde,true,8,1,0,1,1,1,2,4.554522,0.255754,0,0,sexta-feira,0,1
tarde,true,105,2,1,3,1,2,5,14.384344,0.807736,0,16,sexta-feira,16,1
tarde,false,20,1,0,1,1,1,4,4.547006,0.255332,0,1,quinta-Feira,1,0
tarde,false,6,1,0,1,1,1,0,4.680604,0.262834,20,3,quinta-Feira,3,1
manha,true,6,1,0,1,1,1,4,4.786379,0.268774,0,1,quarta-feira,1,1
noite,true,6,1,1,2,2,1,38,0,0,0,0,terca-feira,0,1
manha,false,4,1,0,1,2,1,4,4.916447,0.277609,0,3,terca-feira,3,1
manha,false,5,1,0,1,1,1,4,4.578708,0.258538,0,0,terca-feira,0,1
manha,false,51,1,0,1,1,1,4,4.453746,0.251482,0,1,terca-feira,1,1
noite,true,12,2,1,3,5,1,245,19.187189,1.083411,0,0,segunda-feira,0,1
tarde,false,25,1,1,2,3,1,109,4.691928,0.264931,0,0,domingo,0,1
madrugada,false,4,1,0,1,3,1,7,14.907151,0.841738,0,3,domingo,3,0
tarde,true,53,2,0,2,2,2,8,19.411729,1.096159,83,6,sabado,6,1
tarde,true,1,2,0,2,2,2,7,13.750306,0.776461,16,6,sexta-feira,5,1
madrugada,false,110,4,0,4,1,3,8,19.065445,1.079163,45,26,sexta-feira,21,1
madrugada,false,57,2,0,2,1,2,11,8.900626,0.503803,49,34,sexta-feira,32,1
noite,true,7,1,0,1,1,1,2,4.614981,0.261222,0,1,quinta-Feira,1,1
tarde,true,20,2,0,2,2,2,14,0,0,28,0,terca-feira,0,1
noite,false,33,1,0,1,13,1,514,14.509131,0.821275,0,1,segunda-feira,1,1
madrugada,false,2,1,0,1,1,1,2,4.886317,0.276585,0,3,sexta-feira,3,1
manha,true,45,1,0,1,2,1,20,10.083115,0.570745,0,1,quarta-feira,1,1
noite,false,3,1,0,1,2,1,0,4.590458,0.259838,33,35,sabado,35,0
noite,true,68,1,0,1,2,1,134,9.816125,0.555632,0,3,sabado,3,1
noite,true,14,1,0,1,1,0,0,4.407196,0.249465,0,1,sabado,1,1
noite,true,67,7,1,8,3,6,216,62.898483,3.560307,1106,28,sabado,15,1
noite,true,181,4,1,5,4,3,5,25.785022,1.459536,1047,9,sexta-feira,6,0
tarde,false,17,3,1,4,6,2,3,13.244691,0.749703,666,4,sexta-feira,2,0
madrugada,false,4,1,0,1,1,0,0,4.662894,0.263939,0,1,quinta-Feira,1,1
noite,true,7,1,0,1,1,1,10,4.995503,0.282766,0,3,quarta-feira,3,1
madrugada,false,17,1,0,1,2,0,0,4.356994,0.246624,0,24,domingo,24,0
noite,false,9,1,0,1,1,1,2,4.634972,0.262359,0,3,sabado,3,1
noite,true,6,1,0,1,1,1,21,4.931532,0.279145,0,1,sabado,1,1
manha,false,5,1,0,1,1,0,0,4.593756,0.260026,0,1,quinta-Feira,1,0
madrugada,false,45,1,0,1,1,1,1,4.488404,0.254062,0,12,quinta-Feira,12,1
noite,true,6,1,0,1,1,0,0,4.662894,0.263939,0,1,quarta-feira,1,1
tarde,true,30,2,0,2,2,2,6,14.840541,0.840037,0,2,terca-feira,1,1
noite,true,2,1,0,1,2,0,0,8.957935,0.507057,0,26,segunda-feira,26,1
tarde,true,15,1,0,1,1,0,0,4.512845,0.255446,0,26,segunda-feira,26,1
madrugada,true,65,3,0,3,3,2,161,39.458972,2.233543,0,5,domingo,4,1
madrugada,false,20,4,8,20,4,10,25,9.748148,0.551786,0,4,domingo,4,0
noite,true,60,1,0,1,1,1,0,4.511005,0.255342,71,37,sabado,37,1
noite,true,34,1,0,1,1,1,0,4.527879,0.256297,36,37,sabado,37,0
noite,true,48,1,0,1,2,1,0,8.948901,0.506545,106,37,sabado,37,1
noite,true,33,2,0,2,2,0,0,19.351517,1.095377,0,2,sabado,2,1
noite,true,33,2,0,2,1,2,3,8.856541,0.501317,142,42,sabado,37,1
noite,true,38,2,0,2,2,2,8,17.987575,1.018172,32,42,sabado,37,1
madrugada,false,100,1,0,1,1,1,0,4.455056,0.252177,59,37,sexta-feira,37,0
noite,true,14,1,0,1,1,1,15,4.87218,0.275799,0,3,quinta-Feira,3,1
noite,true,15,0,0,0,1,1,6,0,0,0,0,quinta-Feira,0,1
tarde,false,3,1,0,1,1,1,2,4.544079,0.257226,0,2,quinta-Feira,2,1
noite,true,6,1,0,1,1,1,4,4.763556,0.26965,0,2,quarta-feira,2,1
noite,true,17,2,0,2,2,0,0,18.559906,1.050617,0,1,quarta-feira,1,1
noite,true,42,1,0,1,2,0,0,9.18229,0.51978,0,1,quarta-feira,1,0
madrugada,true,6,1,0,1,1,1,2,4.949993,0.280203,0,3,quarta-feira,3,1
noite,true,17,1,0,1,1,1,22,5.033825,0.312759,0,1,terca-feira,1,1
manha,true,5,1,0,1,1,1,24,4.985744,0.309772,0,6,terca-feira,6,1
noite,true,45,3,0,3,1,2,14,13.946245,0.866501,32,40,segunda-feira,29,1
madrugada,true,19,1,0,1,1,0,0,4.573588,0.284164,0,29,segunda-feira,29,1
madrugada,true,76,1,3,4,2,2,696,20.188693,1.254353,0,1,segunda-feira,1,1
noite,true,22,27,30,59,17,21,1223,1021.832698,63.679851,0,37,sabado,18,1
noite,true,33,1,0,1,1,1,11,4.591729,0.286153,0,18,sabado,18,1
manha,true,7,1,0,1,1,1,0,4.363562,0.271934,31,32,sabado,32,1
manha,true,77,4,0,4,3,3,363,39.907673,2.487016,0,19,quinta-Feira,18,1
noite,false,3,2,0,2,2,1,2,10.176575,0.636074,0,19,quarta-feira,19,0
manha,true,40,0,1,1,1,1,128,4.896197,0.309097,0,0,quarta-feira,0,1
manha,true,35,2,0,2,2,2,16,17.66694,1.115316,75,38,quarta-feira,37,1
tarde,false,52,1,0,1,1,1,0,4.402221,0.277913,6,35,terca-feira,35,1
tarde,false,76,1,0,1,1,1,5,4.536018,0.286359,0,23,terca-feira,23,1
madrugada,false,5,1,0,1,1,1,0,4.038302,0.254939,7,31,terca-feira,31,1
madrugada,false,91,1,0,1,1,1,0,4.528597,0.285891,13,31,terca-feira,31,1
noite,true,49,2,0,2,1,2,8,8.760814,0.553072,26,35,domingo,30,1
noite,true,29,4,0,7,2,6,1218,38.800968,2.449511,0,53,domingo,30,0
noite,true,28,4,1,5,2,5,1026,41.803987,2.639092,26,15,sabado,12,1
madrugada,false,17,1,0,1,1,1,0,3.885735,0.245307,4,28,sabado,28,1
madrugada,false,29,1,0,1,2,1,0,4.480798,0.282874,12,28,sabado,28,1
noite,true,6,2,0,2,1,2,16,9.571627,0.604259,0,20,sexta-feira,18,0
madrugada,false,58,1,0,1,1,1,0,4.631624,0.292395,19,28,sexta-feira,28,1
noite,false,8,1,0,1,1,1,1,4.516309,0.285116,0,17,quinta-Feira,17,1
manha,true,44,1,0,1,1,1,2,4.417987,0.278908,0,11,quinta-Feira,11,1
noite,true,7,1,0,1,1,1,18,5.01464,0.316537,0,2,quarta-feira,2,1
madrugada,false,25,1,0,1,2,0,0,8.163024,0.515271,0,0,quarta-feira,0,1
noite,false,32,1,0,1,1,1,4,4.50696,0.284491,0,17,terca-feira,17,1
noite,true,25,3,2,5,1,3,155,14.640275,0.924131,0,8,domingo,4,1
noite,true,10,2,0,2,2,0,0,11.288629,0.712567,0,3,domingo,2,0
noite,true,25,2,0,2,2,0,0,8.939694,0.564296,0,3,domingo,2,1
tarde,true,6,0,1,1,1,1,49,5.175403,0.327748,0,0,sexta-feira,0,1
noite,true,52,6,0,6,1,5,16,28.04984,1.776406,0,32,quinta-Feira,29,1
noite,true,26,1,0,1,1,1,0,4.641429,0.294885,15,8,quarta-feira,8,1
noite,false,16,2,1,3,4,2,21,20.288212,1.288976,0,24,quarta-feira,21,1
madrugada,false,117,2,1,3,2,0,0,28.719761,1.830381,0,4,quarta-feira,3,1
madrugada,false,31,1,0,1,1,1,4,4.743363,0.302306,0,1,quarta-feira,1,0
tarde,false,38,3,1,4,3,2,23,15.603908,0.994476,0,24,terca-feira,21,1
madrugada,true,19,4,1,5,10,3,36,45.879276,2.923187,54,55,segunda-feira,29,1
madrugada,false,8,1,0,1,1,1,14,4.510003,0.287354,0,16,segunda-feira,16,1
tarde,false,64,4,0,4,9,3,36,27.474308,1.750519,54,57,domingo,31,1
madrugada,true,35,2,0,2,3,2,3,26.258211,1.673036,796,27,domingo,25,1
noite,true,15,1,0,1,1,1,2,4.68204,0.298316,0,1,sabado,1,1
noite,true,170,2,0,2,1,2,60,9.924853,0.632362,0,3,sabado,3,1
noite,true,5,1,0,1,1,1,60,4.997259,0.319295,0,3,sexta-feira,3,1
madrugada,true,7,4,1,5,1,4,37,22.845026,1.459662,37,30,sexta-feira,15,1
noite,true,22,3,0,3,1,3,0,12.18513,0.778558,25,63,terca-feira,32,1
tarde,true,6,1,0,1,1,1,18,4.958665,0.316832,0,1,terca-feira,1,1
tarde,false,354,1,0,1,2,1,0,9.025013,0.578503,289,27,terca-feira,27,0
tarde,true,11,0,1,1,1,1,61,5.049741,0.323688,0,0,terca-feira,0,1
tarde,false,42,1,0,1,2,1,13,8.971519,0.575074,0,25,terca-feira,25,1
madrugada,true,21,1,0,1,1,1,75,4.55417,0.291922,0,10,terca-feira,10,1
madrugada,true,46,8,0,8,4,7,334,73.880047,4.735708,76,54,segunda-feira,32,0
madrugada,true,43,1,1,2,1,2,325,9.660709,0.621153,0,25,segunda-feira,25,1
madrugada,true,126,6,0,6,4,5,466,104.393965,6.712199,128,54,segunda-feira,32,0
tarde,true,1,1,0,1,1,0,0,3.947166,0.253791,0,23,domingo,23,0
tarde,true,4,1,0,1,1,0,0,4.108248,0.264147,0,22,domingo,22,1
madrugada,true,23,1,0,1,1,1,3,4.639036,0.298276,0,6,domingo,6,1
madrugada,true,17,2,0,2,2,2,0,9.131355,0.587118,15,32,domingo,31,1
madrugada,true,43,1,0,1,1,0,0,5.142113,0.330622,0,21,domingo,21,1
noite,true,5,2,0,2,6,0,0,14.706074,0.945577,0,22,sabado,19,0
tarde,true,63,3,0,3,2,2,3,5.175564,0.332781,5,19,sabado,19,1
tarde,true,6,1,0,1,1,0,0,5.396188,0.346966,0,19,sabado,19,0
tarde,true,6,1,0,1,1,0,0,5.366995,0.345089,0,19,sabado,19,0
noite,true,10,2,0,2,1,2,4,9.623154,0.618754,0,1,sexta-feira,1,1
madrugada,false,3,1,0,1,1,1,4,4.804105,0.309851,0,1,sexta-feira,1,1
noite,true,25,1,0,1,1,1,0,3.725675,0.240295,16,9,quinta-Feira,9,1
manha,true,6,2,0,2,2,2,12,14.348544,0.92544,0,5,quinta-Feira,3,1
tarde,false,73,4,2,6,3,4,55,44.516474,2.889486,38,41,terca-feira,32,1
madrugada,true,130,4,0,4,6,4,24,42.761773,2.775592,359,47,terca-feira,30,1
madrugada,true,8,1,0,1,1,0,0,5.153152,0.334486,0,18,segunda-feira,18,1
madrugada,true,7,1,0,1,1,0,0,5.164388,0.335215,0,18,segunda-feira,18,0
madrugada,true,7,1,0,1,1,0,0,5.151758,0.334395,0,18,segunda-feira,18,0
noite,true,6,1,0,1,1,0,0,5.313859,0.344917,0,18,domingo,18,0
noite,true,7,1,0,1,1,0,0,5.171416,0.335671,0,18,domingo,18,0
noite,true,5,1,0,1,1,0,0,5.337695,0.34645,0,18,domingo,18,0
tarde,true,2,3,0,3,4,3,4,16.598706,1.077361,82,31,domingo,26,1
madrugada,true,16,1,0,1,1,1,6,5.027827,0.325311,0,1,domingo,1,1
noite,true,9,1,0,1,1,0,0,5.145348,0.332915,0,17,sabado,17,1
noite,true,4,2,0,3,1,2,72,9.09841,0.588686,0,53,sabado,31,1
