@relation 'pouchdb-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R2,5,6,10,8,11,7,12,15,17,18,16,19,1,20,53'

@attribute created_at_day_turn {noite,manha,tarde,madrugada}
@attribute intra_branch {false,true}
@attribute description_length numeric
@attribute files_modified numeric
@attribute files_added numeric
@attribute files_changed numeric
@attribute num_commits numeric
@attribute src_files numeric
@attribute src_churn numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute test_churn numeric
@attribute commits_on_files_touched numeric
@attribute created_at_week_day {sabado,sexta-feira,quarta-feira,terca-feira,segunda-feira,quinta-Feira,domingo}
@attribute commits_to_hottest_file numeric
@attribute status {0,1}

@data
tarde,true,8,1,0,1,1,1,1,3.646736,0.268474,0,19,quinta-Feira,19,1
manha,true,67,6,0,6,3,3,26,25.004485,1.840842,10,21,quinta-Feira,11,0
manha,true,10,5,0,5,1,3,23,25.227918,1.857291,6,21,quinta-Feira,11,0
noite,true,22,3,0,3,3,2,42,35.900285,2.642995,60,20,quarta-feira,11,1
noite,true,26,1,0,1,2,0,0,5.369003,0.395268,0,8,terca-feira,8,0
manha,true,59,6,0,6,1,6,74,26.682632,1.972141,0,43,segunda-feira,19,1
madrugada,true,19,1,0,1,1,1,8,5.038678,0.372414,0,2,segunda-feira,2,1
noite,true,70,10,7,17,5,10,2087,150.112041,11.094938,2472,58,domingo,19,0
noite,true,131,1,1,2,1,2,122,9.732176,0.719315,0,10,domingo,10,0
manha,true,47,3,1,4,2,4,200,40.212283,2.972132,15,20,domingo,12,1
madrugada,true,129,1,0,1,1,1,3,5.128648,0.379064,0,2,domingo,2,1
noite,false,36,1,0,1,1,1,0,4.446872,0.328673,31,9,sabado,9,0
noite,true,44,2,0,2,1,2,26,9.333823,0.689873,40,12,sabado,10,1
noite,true,316,10,6,16,2,9,1664,105.704627,7.81274,2340,58,sabado,19,1
tarde,true,40,2,0,2,1,2,2,9.055567,0.669306,4,25,sabado,17,1
noite,true,6,1,0,1,1,1,9,4.383818,0.324012,0,18,sexta-feira,18,1
noite,false,64,1,0,1,1,1,3,4.580883,0.338577,0,15,sexta-feira,15,0
noite,true,10,3,0,3,11,2,198,29.971478,2.21522,0,12,sexta-feira,11,1
noite,true,54,2,0,2,1,2,10,9.113212,0.673563,23,25,quinta-Feira,16,1
tarde,true,8,9,0,9,1,8,8,42.701419,3.156026,27,37,quarta-feira,13,1
tarde,true,6,5,0,5,2,5,31,22.302,1.648295,76,37,terca-feira,19,1
tarde,true,5,2,0,2,7,2,95,22.071452,1.637276,135,13,terca-feira,10,1
manha,true,2,1,0,1,1,1,31,4.604219,0.341545,0,19,terca-feira,19,0
manha,false,5,1,0,1,1,1,4,5.03026,0.373149,0,5,terca-feira,5,1
noite,false,30,1,0,1,2,1,0,4.112218,0.305048,88,5,segunda-feira,5,1
noite,false,53,1,0,1,1,1,31,4.604219,0.341545,0,19,segunda-feira,19,1
tarde,true,4,4,1,5,3,4,54,30.261115,2.244953,0,13,segunda-feira,9,0
manha,true,35,2,0,2,1,2,16,9.676908,0.717892,0,3,segunda-feira,3,1
tarde,true,5,2,1,3,1,2,38,15.195869,1.127322,0,11,domingo,9,1
tarde,true,2,6,0,6,2,6,44,31.698543,2.351768,394,46,domingo,18,1
madrugada,true,28,1,0,1,1,1,10,5.001201,0.397753,0,0,domingo,0,1
madrugada,true,137,10,6,17,11,9,5361,304.93342,24.251823,9167,55,domingo,17,0
tarde,false,67,2,0,2,2,2,20,18.167254,1.445085,46,23,sexta-feira,14,1
manha,false,15,2,0,2,1,2,26,8.721769,0.696445,0,10,quinta-Feira,10,1
noite,true,22,1,0,1,2,1,80,10.185328,0.813312,0,7,quarta-feira,7,1
noite,true,6,2,0,2,4,2,31,36.300989,2.898683,0,8,quarta-feira,7,1
madrugada,true,28,5,0,5,2,5,24,41.679168,3.328137,164,39,segunda-feira,17,1
madrugada,true,90,6,0,6,3,6,20,53.32035,4.257701,953,30,segunda-feira,19,1
noite,true,12,4,0,4,6,4,89,86.040766,6.87047,0,49,domingo,19,1
noite,true,19,1,0,1,1,1,92,4.722583,0.377105,0,1,domingo,1,0
manha,true,32,1,0,1,1,1,14,4.901305,0.391376,0,1,domingo,1,1
manha,true,91,1,0,1,1,1,29,4.969258,0.396803,0,16,domingo,16,1
manha,true,72,7,18,25,2,14,2011,101.522348,8.106709,0,14,domingo,8,1
tarde,true,2,5,1,6,3,4,7,32.630581,2.605485,729,29,sabado,12,1
tarde,true,6,1,0,1,1,1,0,4.549226,0.363246,84,12,sabado,12,1
tarde,true,6,2,0,2,2,2,4,4.585543,0.366146,2,11,sexta-feira,11,1
noite,true,3,5,1,6,2,4,7,27.703708,2.212104,365,29,segunda-feira,12,0
noite,true,6,5,0,5,1,3,7,22.753496,1.816836,6,29,segunda-feira,12,0
noite,true,48,3,0,3,1,2,189,13.72145,1.095667,0,23,segunda-feira,13,0
tarde,true,2,4,1,5,2,2,16,23.883413,1.907102,0,20,segunda-feira,12,0
madrugada,true,8,1,0,1,1,1,10,4.741313,0.378596,0,5,segunda-feira,5,1
madrugada,true,36,1,0,1,1,1,0,4.549226,0.363258,84,10,domingo,10,0
noite,true,149,4,0,4,1,4,167,17.657655,1.409972,86,33,sabado,17,1
madrugada,true,4,1,0,1,4,1,33,12.607929,1.006749,0,0,sexta-feira,0,1
madrugada,true,39,5,2,7,1,2,55,28.017069,2.260872,0,15,segunda-feira,13,1
madrugada,true,94,1,0,1,1,1,8,4.878146,0.39365,0,16,domingo,16,1
tarde,true,39,1,0,1,1,1,8,5.065034,0.408731,0,9,sabado,9,1
noite,true,8,2,0,2,1,1,59,8.534318,0.68869,0,8,sexta-feira,8,1
tarde,true,12,6,0,6,5,6,126,8.860339,0.714999,841,9,sexta-feira,9,0
madrugada,true,58,5,2,8,1,11,63,31.996043,2.46699,0,16,sexta-feira,7,0
noite,false,7,1,0,1,1,1,4,4.795862,0.38701,0,4,quinta-Feira,4,1
manha,true,91,1,0,1,1,1,24,4.360892,0.35191,0,15,quinta-Feira,15,1
noite,true,53,2,0,2,1,2,110,9.006224,0.726773,61,23,quarta-feira,18,1
madrugada,true,149,24,21,48,13,25,2302,97.757635,7.949693,0,5,segunda-feira,5,0
noite,true,8,1,0,1,1,1,4,4.388239,0.356853,0,2,domingo,2,1
noite,false,30,2,2,4,1,1,2,19.096382,1.552926,0,6,domingo,4,1
noite,true,6,2,0,2,2,1,7,5.113225,0.41581,0,10,sabado,10,0
madrugada,false,32,2,0,2,2,2,5,13.073818,1.063229,44,21,sexta-feira,17,1
noite,true,22,2,0,2,1,2,16,9.317331,0.757732,14,12,quarta-feira,8,1
manha,false,31,3,0,3,3,2,5,13.073818,1.063229,44,23,quarta-feira,18,0
madrugada,false,27,1,0,1,1,1,0,4.215631,0.342836,37,9,quarta-feira,9,0
tarde,false,7,2,0,2,1,2,1,9.21277,0.749229,20,15,terca-feira,8,1
madrugada,false,64,1,0,1,2,1,0,4.345985,0.353437,66,9,terca-feira,9,0
noite,true,8,5,1,6,1,2,50,27.876432,2.276174,0,20,domingo,16,1
madrugada,true,6,4,0,4,1,4,0,18.141291,1.481353,10,4,sabado,3,1
tarde,true,22,3,0,3,1,3,36,13.748614,1.122669,23,20,sexta-feira,17,1
manha,false,52,1,0,1,1,1,2,5.08565,0.415278,0,17,sexta-feira,17,0
tarde,true,7,1,2,3,3,1,36,5.087084,0.422681,0,0,quinta-Feira,0,1
manha,true,9,2,0,2,2,1,0,4.587028,0.381263,63,8,quarta-feira,8,0
manha,true,19,5,0,5,1,4,89,0,0,74,0,quarta-feira,0,1
noite,true,13,10,0,10,7,9,342,69.390027,5.767538,384,53,terca-feira,15,1
madrugada,true,77,1,0,1,1,1,6,4.914964,0.408527,0,3,terca-feira,3,1
noite,true,6,3,0,3,1,3,8,13.35271,1.109863,0,10,segunda-feira,7,1
noite,true,17,1,0,1,1,0,0,4.599207,0.382281,0,14,segunda-feira,14,0
noite,true,35,10,0,10,6,9,293,73.561651,6.114367,402,54,segunda-feira,15,0
manha,true,8,5,0,5,1,4,8,22.998858,1.911641,46,34,segunda-feira,15,1
manha,true,19,1,0,1,1,0,0,5.389299,0.447953,0,12,segunda-feira,12,0
manha,true,9,2,0,2,1,2,36,0,0,57,0,segunda-feira,0,1
madrugada,true,24,1,0,1,1,1,0,4.164285,0.346131,34,4,segunda-feira,4,1
madrugada,true,50,5,0,5,1,5,92,24.188898,2.010556,178,34,segunda-feira,14,1
madrugada,true,56,1,0,1,1,1,8,4.939779,0.410589,0,1,sabado,1,1
madrugada,true,57,6,1,7,1,3,40,32.461229,2.709312,0,29,sabado,14,1
noite,true,10,1,0,1,1,1,0,4.171908,0.348201,22,8,sexta-feira,8,0
noite,true,19,1,0,1,1,0,0,4.530775,0.378157,0,15,quinta-Feira,15,1
noite,true,12,2,0,2,1,2,25,8.646104,0.721639,22,17,quinta-Feira,13,1
noite,true,39,2,0,2,1,2,117,9.239926,0.771202,45,18,terca-feira,14,1
madrugada,true,162,6,0,6,2,6,455,46.185452,3.855593,0,31,segunda-feira,14,0
noite,true,102,4,0,4,1,4,9,17.965932,1.499752,42,26,domingo,15,1
tarde,false,16,6,0,6,10,6,407,46.623307,3.891999,0,31,domingo,14,0
madrugada,true,20,2,1,3,1,2,45,10.370072,0.871434,0,8,sabado,8,1
noite,true,3,1,0,1,1,1,27,4.639259,0.389854,0,1,sexta-feira,1,0
manha,true,106,2,0,2,1,1,20,9.715415,0.816399,0,8,sexta-feira,7,0
noite,false,16,1,0,1,1,1,20,5.008127,0.420839,0,8,quinta-Feira,8,1
noite,true,14,1,0,1,2,1,4,9.144377,0.768414,0,0,quinta-Feira,0,1
noite,true,21,2,0,2,3,2,54,27.624633,2.321333,0,15,quinta-Feira,14,1
tarde,false,44,1,0,1,1,1,17,4.735685,0.397946,0,1,quinta-Feira,1,0
manha,true,36,2,0,2,2,2,12,18.729746,1.573884,0,10,quinta-Feira,10,1
madrugada,true,6,0,1,1,1,1,16,5.112357,0.431417,0,0,quinta-Feira,0,1
tarde,true,24,2,0,2,1,2,1,9.181969,0.77484,29,14,quarta-feira,9,1
noite,false,42,1,0,1,2,1,2,9.437247,0.796382,0,8,terca-feira,8,1
tarde,true,32,1,0,1,1,1,15,4.622421,0.390072,0,12,terca-feira,12,1
manha,true,27,3,0,3,4,3,9,35.769877,3.018514,587,19,terca-feira,12,1
madrugada,false,9,3,1,4,2,1,48,37.864601,3.207514,0,7,terca-feira,4,1
noite,true,23,2,0,2,2,2,15,8.896916,0.753659,40,15,segunda-feira,12,0
noite,true,5,2,0,2,4,1,0,14.150991,1.198732,6,16,segunda-feira,13,0
noite,true,7,1,0,1,1,1,0,4.174243,0.353601,6,3,segunda-feira,3,1
manha,true,8,1,0,1,1,1,16,4.361596,0.369338,0,15,segunda-feira,15,1
tarde,false,24,4,0,4,2,0,0,34.71374,2.939527,0,4,domingo,4,1
madrugada,true,6,2,0,2,2,1,16,5.131314,0.434515,0,13,domingo,13,0
noite,true,9,1,0,1,1,1,23,4.869507,0.412295,0,0,sabado,0,1
tarde,true,9,1,0,1,1,1,2,3.744917,0.318432,0,14,sabado,14,1
tarde,true,5,2,0,2,4,2,305,36.976211,3.144109,0,20,sabado,16,1
manha,true,9,2,1,3,1,3,15,14.799042,1.258371,0,13,sabado,10,1
madrugada,true,9,2,0,2,1,2,2,8.666104,0.736844,23,3,sabado,3,1
madrugada,true,18,2,0,2,1,2,28,8.012399,0.681342,66,16,sabado,12,1
madrugada,true,6,3,0,3,2,2,2,5.131314,0.436346,23,13,sabado,13,0
noite,true,15,2,0,2,2,2,28,17.833033,1.516436,15,16,sexta-feira,14,1
noite,false,52,1,0,1,1,1,4,4.904318,0.41704,0,7,sexta-feira,7,1
noite,false,22,1,0,1,1,0,0,4.45304,0.378665,0,1,quinta-Feira,1,1
noite,true,42,5,0,5,6,4,25,18.420917,1.566409,7,15,quinta-Feira,11,0
noite,false,4,1,0,1,1,0,0,4.591716,0.390453,0,11,quinta-Feira,11,1
tarde,true,5,1,0,1,1,1,2,4.961424,0.421891,0,7,quinta-Feira,7,0
tarde,true,39,1,0,2,1,0,0,4.526358,0.383516,0,3,quinta-Feira,3,1
tarde,true,41,1,0,1,1,1,8,5.118148,0.433658,0,2,quinta-Feira,2,1
manha,true,7,1,0,1,1,1,1,4.976185,0.421629,0,7,quinta-Feira,7,1
tarde,true,8,1,1,2,2,1,24,19.421378,1.645563,0,26,quarta-feira,26,0
noite,true,7,1,0,1,1,1,5,4.426508,0.376881,0,0,terca-feira,0,1
noite,true,5,5,0,5,1,1,2,23.095524,1.966395,0,31,terca-feira,25,1
tarde,true,46,1,1,3,1,2,74,9.976905,0.845672,0,1,terca-feira,1,0
tarde,true,5,2,2,5,4,2,195,5.201657,0.442849,0,0,terca-feira,0,1
manha,true,18,1,0,1,1,0,0,4.218385,0.359137,0,2,terca-feira,2,1
manha,true,49,1,0,1,1,1,0,4.447855,0.378673,40,0,terca-feira,0,0
noite,true,27,1,0,1,1,1,0,4.382396,0.3731,79,5,domingo,5,1
noite,true,191,1,0,1,2,1,20,4.746125,0.404068,0,11,sabado,11,1
manha,true,28,2,0,2,1,2,16,8.753647,0.745248,30,15,sabado,13,1
manha,true,23,6,0,6,6,6,766,9.430958,0.802911,599,12,sabado,8,1
noite,true,6,1,0,1,1,1,0,4.201893,0.357731,30,5,sexta-feira,5,0
tarde,true,62,2,0,2,4,2,215,17.914201,1.531569,0,22,segunda-feira,16,1
madrugada,true,11,3,0,3,1,3,56,13.93218,1.191127,19,4,segunda-feira,3,0
madrugada,true,40,3,0,3,1,3,36,13.49104,1.153412,83,12,segunda-feira,11,1
noite,true,9,1,0,1,1,0,0,5.416824,0.46311,0,16,domingo,16,0
noite,true,38,5,1,6,1,2,63,28.157015,2.407275,0,30,sabado,28,1
noite,true,29,1,0,1,1,0,0,4.528632,0.387174,0,28,sabado,28,0
noite,true,61,4,0,4,3,4,794,9.150332,0.782305,28,22,sabado,16,1
noite,true,22,1,0,1,1,1,0,4.704543,0.402213,4,5,sabado,5,0
madrugada,true,29,1,0,1,1,0,0,5.403265,0.46195,0,16,sabado,16,0
madrugada,true,244,1,0,1,1,1,7,4.820085,0.415942,0,3,sexta-feira,3,1
manha,true,20,1,0,1,1,1,8,4.736209,0.408704,0,3,quinta-Feira,3,1
noite,true,37,3,0,3,3,3,87,41.523141,3.583179,36,13,quarta-feira,8,1
noite,false,52,2,0,2,1,2,13,9.788449,0.84468,0,8,quarta-feira,8,1
manha,true,9,4,2,6,3,5,103,27.680639,2.38866,60,38,quarta-feira,16,0
madrugada,true,7,1,0,1,1,0,0,4.300405,0.371089,0,34,segunda-feira,34,0
noite,true,23,2,0,2,2,2,14,9.980421,0.861227,0,6,domingo,6,1
tarde,true,4,1,0,1,2,0,0,9.133117,0.78807,0,35,domingo,35,1
noite,true,83,2,0,2,7,2,1146,4.781109,0.412548,170,15,sabado,15,1
noite,true,48,19,0,19,1,19,0,85.868218,7.409322,42,28,sabado,5,0
tarde,true,6,1,0,1,2,0,0,9.203787,0.794168,0,1,sabado,1,1
tarde,true,21,6,0,6,1,5,79,29.434624,2.539829,0,16,sabado,8,1
noite,true,15,1,0,1,2,1,26,9.993804,0.862337,0,5,sexta-feira,5,1
noite,true,11,4,0,4,7,3,194,13.378444,1.159503,3,15,quinta-Feira,14,0
noite,true,13,1,0,1,1,1,0,4.436627,0.38452,20,2,quarta-feira,2,1
noite,true,20,1,0,1,1,1,1,4.818139,0.417586,0,3,quarta-feira,3,1
noite,true,5,1,0,1,1,1,2,4.240565,0.367528,0,13,quarta-feira,13,1
madrugada,true,23,4,0,4,5,4,78,4.49837,0.391367,377,15,quarta-feira,15,0
madrugada,true,11,3,0,3,2,0,0,28.023679,2.438118,0,3,quarta-feira,3,1
noite,true,16,1,0,1,1,1,8,5.005941,0.435508,0,7,terca-feira,7,0
noite,true,5,1,0,1,1,1,4,4.498245,0.39134,0,24,segunda-feira,24,0
noite,true,28,1,0,1,1,1,57,0,0,0,0,segunda-feira,0,1
tarde,false,32,2,0,2,1,0,0,9.125937,0.793941,0,3,segunda-feira,2,1
noite,false,10,5,1,7,1,2,19,27.612932,2.402394,0,5,domingo,3,1
tarde,true,6,2,0,2,2,1,0,5.153455,0.44837,3,18,domingo,18,1
madrugada,true,26,3,2,5,7,5,775,27.432045,2.386691,144,25,domingo,20,1
madrugada,true,6,6,1,7,5,6,322,17.651275,1.535727,583,44,domingo,23,1
madrugada,true,34,1,0,1,1,0,0,5.194538,0.455685,0,17,sabado,17,1
madrugada,true,34,7,0,7,3,6,297,62.461519,5.479363,114,87,sabado,39,1
madrugada,true,13,2,0,2,2,1,4,18.236371,1.599764,0,40,sabado,39,1
noite,true,12,4,0,4,2,3,13,19.466802,1.707652,14,30,sexta-feira,17,0
tarde,true,4,7,0,7,4,6,214,72.079175,6.322897,76,85,sexta-feira,39,0
madrugada,true,19,1,0,1,2,1,2,8.519505,0.747332,0,13,sexta-feira,13,1
madrugada,true,80,2,0,2,2,2,20,18.138764,1.591134,0,15,sexta-feira,13,1
noite,false,32,8,0,8,11,6,247,60.085259,5.270684,40,89,quinta-Feira,39,1
noite,true,48,4,2,6,2,5,54,18.056239,1.583895,126,31,quinta-Feira,20,0
noite,true,23,10,2,12,3,9,221,46.060266,4.04041,104,75,quinta-Feira,39,1
madrugada,false,16,1,0,1,2,1,28,8.864379,0.777584,0,13,quinta-Feira,13,1
noite,true,14,1,0,1,2,1,122,9.358042,0.820888,0,13,quarta-feira,13,0
noite,true,7,3,0,3,2,3,24,27.042349,2.372157,0,45,terca-feira,23,1
noite,true,7,2,0,2,6,2,664,4.68366,0.410851,200,13,terca-feira,13,1
noite,true,13,1,0,1,1,1,29,4.585653,0.402254,0,13,terca-feira,13,0
madrugada,true,52,0,1,1,4,1,305,4.92017,0.431598,0,0,terca-feira,0,1
madrugada,true,8,1,0,1,2,1,8,9.970539,0.874617,0,6,domingo,6,1
noite,true,8,1,0,1,1,1,3,4.575658,0.401377,0,14,sabado,14,0
manha,true,5,1,0,1,2,1,89,4.55485,0.399552,0,14,sabado,14,0
manha,false,34,1,0,1,3,1,14,4.677347,0.410299,0,23,sexta-feira,23,1
madrugada,true,37,1,0,1,2,1,4,9.548584,0.837606,0,20,sexta-feira,20,1
noite,true,16,1,0,1,2,1,4,4.365423,0.382937,0,15,quinta-Feira,15,1
tarde,false,156,4,2,6,3,5,11,9.146734,0.802355,139,4,quarta-feira,4,0
madrugada,true,50,2,0,2,3,1,5,5.499184,0.482391,0,21,domingo,21,1
madrugada,true,7,3,0,3,3,2,8,14.509033,1.272738,14,42,domingo,21,0
madrugada,true,23,1,0,1,3,1,12,4.554365,0.399511,0,14,domingo,14,1
tarde,false,9,2,0,2,1,2,8,9.00448,0.789877,14,21,sabado,14,1
madrugada,true,25,3,0,3,2,3,104,13.599393,1.192944,83,45,sexta-feira,27,0
noite,true,63,1,0,1,1,1,35,4.595208,0.403093,0,25,quinta-Feira,25,0
noite,true,20,1,0,1,1,0,0,5.174488,0.453908,0,22,quinta-Feira,22,1
noite,true,4,1,0,1,1,1,6,4.815009,0.422374,0,25,quarta-feira,25,1
manha,true,110,3,0,3,2,3,136,27.193998,2.385467,140,33,quarta-feira,17,1
tarde,false,3,1,0,1,1,1,2,4.521078,0.403725,0,24,terca-feira,24,1
madrugada,false,12,1,0,1,1,1,1,4.574802,0.408522,0,24,terca-feira,24,1
noite,true,6,2,0,2,1,0,0,9.740145,0.869792,0,65,terca-feira,51,0
noite,true,45,2,0,2,1,0,0,9.538976,0.851828,0,65,terca-feira,51,1
madrugada,false,12,1,0,1,1,0,0,4.368825,0.390135,0,1,terca-feira,1,0
noite,true,33,12,0,12,5,10,243,9.878576,0.882154,1112,28,segunda-feira,19,1
madrugada,true,8,1,0,1,1,1,0,4.329169,0.388204,29,9,segunda-feira,9,1
madrugada,true,8,1,0,1,1,1,4,5.024298,0.450537,0,5,sabado,5,1
noite,true,8,1,0,1,1,1,2,4.813434,0.431629,0,7,quinta-Feira,7,1
tarde,false,2,1,0,1,1,1,2,4.753548,0.426259,0,1,quinta-Feira,1,1
noite,true,40,5,0,5,2,5,35,21.202674,1.9013,1290,57,terca-feira,20,0
noite,false,3,1,0,1,2,0,0,8.743641,0.793299,0,4,segunda-feira,4,1
madrugada,true,34,1,3,4,1,1,2,9.528066,0.864391,0,20,segunda-feira,20,1
madrugada,true,35,3,0,3,2,3,30,10.28552,0.933108,22,6,segunda-feira,6,1
noite,true,21,37,6,43,30,24,1252,222.704096,20.203834,164,202,sabado,52,1
noite,true,5,1,0,1,2,1,0,4.06901,0.369143,97,11,sabado,11,1
noite,true,69,5,0,5,3,5,120,31.082748,2.819843,49,85,sabado,35,1
madrugada,true,21,2,0,2,1,2,39,8.819575,0.800114,5,35,sabado,29,1
madrugada,true,30,1,0,1,1,1,61,4.675979,0.424206,0,29,sabado,29,1
madrugada,true,37,6,0,6,1,6,40,25.714077,2.332786,24,92,sabado,35,1
madrugada,true,95,1,0,1,1,1,0,4.488784,0.410134,33,19,sexta-feira,19,0
madrugada,true,5,1,0,1,2,1,39,5.145567,0.470173,0,6,sexta-feira,6,1
manha,true,18,2,1,3,2,0,0,9.253851,0.845689,0,5,quinta-Feira,5,1
manha,true,24,6,0,6,1,5,4,28.264285,2.58301,37,72,quarta-feira,52,1
noite,true,6,5,0,5,2,4,8,23.359525,2.134776,70,69,terca-feira,50,1
noite,false,20,1,0,1,1,1,2,4.440241,0.405784,0,19,terca-feira,19,0
manha,false,19,1,0,1,1,0,0,4.357892,0.398258,0,50,terca-feira,50,0
madrugada,true,46,1,0,1,3,1,311,5.049285,0.461443,0,6,segunda-feira,6,1
madrugada,false,17,3,0,3,2,0,0,13.930497,1.273078,0,7,segunda-feira,7,1
madrugada,true,13,9,1,10,2,4,12,47.400313,4.33181,8,71,segunda-feira,50,1
madrugada,true,19,1,0,1,1,1,4,4.800011,0.438662,0,2,segunda-feira,2,1
madrugada,true,6,1,0,1,1,0,0,4.566889,0.417358,0,4,segunda-feira,4,1
noite,false,13,1,0,1,1,1,32,5.013374,0.458144,0,5,domingo,5,1
tarde,true,14,2,0,2,1,2,4,8.831289,0.807042,29,18,domingo,15,1
manha,true,8,13,0,13,5,10,92,64.351592,5.880728,22,142,domingo,51,1
tarde,false,54,1,0,1,1,1,2,4.274041,0.39058,0,25,sabado,25,1
manha,true,136,4,0,4,2,4,171,17.270596,1.578262,520,83,sabado,36,0
noite,true,20,10,0,10,8,8,49,19.285287,1.783227,4,54,sexta-feira,52,1
noite,true,48,1,0,1,1,1,4,4.357652,0.402933,0,29,sexta-feira,29,0
noite,true,13,1,0,1,1,1,8,4.877949,0.451043,0,8,sexta-feira,8,1
manha,true,47,4,0,4,2,4,92,17.248146,1.594861,276,84,sexta-feira,37,0
manha,true,8,1,0,1,1,1,8,4.884956,0.451691,0,26,sexta-feira,26,1
noite,true,41,5,5,10,6,4,1255,4.975603,0.460072,0,0,quinta-Feira,0,1
noite,true,8,3,0,3,4,2,50,8.838298,0.817239,120,40,quinta-Feira,29,0
madrugada,true,19,4,2,6,2,4,92,24.643084,2.278639,0,77,quinta-Feira,30,1
noite,true,4,4,0,4,1,4,123,17.716854,1.638201,0,82,quarta-feira,37,0
tarde,true,7,1,0,1,1,1,3,4.768875,0.440957,0,9,quarta-feira,9,1
madrugada,true,8,1,0,1,1,1,4,4.656114,0.432374,0,4,quarta-feira,4,1
noite,true,8,1,0,1,2,0,0,9.220583,0.856238,0,53,terca-feira,53,0
noite,true,56,1,0,1,1,1,104,5.115066,0.474999,0,4,segunda-feira,4,1
madrugada,true,12,44,11,55,38,34,1683,88.565678,8.229334,1066,148,segunda-feira,37,1
madrugada,true,7,1,0,1,1,1,2,4.199174,0.390178,0,13,segunda-feira,13,1
madrugada,true,6,2,0,2,1,2,3,8.852868,0.82259,0,21,segunda-feira,19,1
noite,true,7,1,1,2,1,2,30,10.134326,0.946267,0,1,sabado,1,0
madrugada,true,51,3,0,3,1,3,8,13.403186,1.251489,12,22,sabado,15,1
madrugada,true,17,1,0,1,1,0,0,4.253272,0.397139,0,1,sabado,1,1
madrugada,true,4,1,0,1,1,0,0,4.49586,0.41979,0,53,sabado,53,1
noite,true,43,6,1,7,3,5,269,28.074533,2.62144,275,78,sexta-feira,36,1
noite,true,21,2,0,2,1,1,4,0,0,0,0,quinta-Feira,0,0
tarde,true,8,4,0,4,1,4,140,18.993293,1.773449,0,84,quinta-Feira,37,1
tarde,true,60,6,0,6,1,4,92,29.865073,2.788572,6,93,quinta-Feira,56,0
tarde,true,7,4,0,4,1,4,114,17.897512,1.671145,74,91,quinta-Feira,31,1
tarde,true,7,7,0,7,1,7,334,32.274796,3.013623,183,117,quarta-feira,36,0
manha,true,5,1,0,1,1,0,0,4.303296,0.401815,0,57,quarta-feira,57,1
noite,true,21,1,0,1,1,1,6,4.976934,0.464716,0,3,terca-feira,3,1
noite,false,34,4,0,4,2,0,0,23.222283,2.360719,0,13,segunda-feira,12,1
noite,true,26,3,11,14,3,2,918,19.420407,1.97423,0,15,segunda-feira,11,1
tarde,false,13,1,0,1,1,1,2,4.441928,0.451555,0,31,segunda-feira,31,1
madrugada,true,66,6,0,6,4,4,375,29.641041,3.013234,26,94,segunda-feira,55,0
noite,true,23,1,0,1,2,1,15,4.664025,0.474133,0,31,domingo,31,1
noite,true,45,1,0,1,1,1,6,4.224177,0.429424,0,39,sabado,39,1
noite,true,35,1,0,1,3,1,8,0,0,0,0,sabado,0,0
madrugada,true,24,6,0,6,3,4,87,30.185237,3.114132,3,93,sexta-feira,56,1
noite,true,49,1,0,1,2,1,12,0,0,0,0,quinta-Feira,0,1
noite,true,12,3,0,3,1,2,55,14.908283,1.538205,82,71,quinta-Feira,55,1
noite,true,21,1,0,1,1,0,0,5.426812,0.559927,0,22,quinta-Feira,22,0
noite,false,12,1,0,1,2,0,0,9.031318,0.931832,0,2,quinta-Feira,2,1
noite,true,9,1,0,1,1,0,0,5.233496,0.539981,0,23,quinta-Feira,23,0
manha,true,6,1,0,1,2,1,12,9.294458,0.958982,0,33,quinta-Feira,33,1
manha,true,105,4,1,5,2,4,148,9.372395,0.967024,0,27,quinta-Feira,26,1
noite,false,14,1,0,1,1,1,2,4.611868,0.475843,0,3,quarta-feira,3,1
tarde,true,7,3,0,3,1,2,55,0,0,82,0,quarta-feira,0,1
madrugada,true,7,1,0,1,2,1,4,8.474961,0.874424,0,1,quarta-feira,1,1
