@relation 'node-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,2,10,8,12,7,11,15,9,1,16,17,18,19,20,53'

@attribute description_length numeric
@attribute created_at_day_turn {manha,madrugada,noite,tarde}
@attribute files_modified numeric
@attribute files_added numeric
@attribute src_files numeric
@attribute num_commits numeric
@attribute files_changed numeric
@attribute src_churn numeric
@attribute files_deleted numeric
@attribute created_at_week_day {terca-feira,segunda-feira,domingo,sabado,sexta-feira,quinta-Feira,quarta-feira}
@attribute test_churn numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute commits_on_files_touched numeric
@attribute commits_to_hottest_file numeric
@attribute status {0,1}

@data
20,noite,1,0,1,2,1,5,0,quinta-Feira,0,10.779317,0.016174,34,34,1
22,madrugada,1,0,1,1,1,4,0,quinta-Feira,0,4.943059,0.008401,8,8,0
2,madrugada,1,0,1,2,1,6,0,quinta-Feira,0,9.066147,0.015409,1,1,0
110,madrugada,2,0,2,6,2,347,0,quinta-Feira,0,37.35624,0.060501,9,7,0
15,madrugada,1,0,1,1,1,2,0,quinta-Feira,0,4.786752,0.008136,1,1,1
73,madrugada,2,1,3,1,3,12,0,quinta-Feira,10,14.053525,0.023885,43,43,0
35,noite,2,2,4,1,4,21,0,quarta-feira,18,18.525871,0.031486,14,14,0
80,noite,1,1,2,1,2,5,0,quarta-feira,38,9.397654,0.01522,10,10,0
6,noite,1,0,1,1,1,2,0,quarta-feira,0,4.789312,0.00814,1,1,0
23,manha,4,0,1,1,4,11,0,quarta-feira,0,19.155488,0.032468,57,33,0
19,noite,1,0,0,1,1,0,0,terca-feira,0,4.197301,0.007134,3,3,0
52,noite,1,0,1,3,1,69,0,terca-feira,0,9.521851,0.015421,12,12,0
38,madrugada,1,0,1,1,1,10,0,terca-feira,0,5.426533,0.009224,0,0,0
40,noite,1,0,0,1,1,0,0,segunda-feira,0,4.544516,0.007725,7,7,1
75,noite,1,0,1,1,1,0,0,domingo,6,4.951343,0.008499,3,3,1
95,manha,0,0,0,0,0,0,0,domingo,0,0,0,0,0,0
4,manha,2,0,2,1,2,12,0,sabado,0,9.316568,0.015991,13,10,0
7,madrugada,4,2,6,1,6,11,0,sabado,46,29.278013,0.050262,3,2,1
8,noite,2,1,3,1,3,6,0,sexta-feira,14,12.362381,0.021225,12,12,0
27,noite,2,0,1,1,2,2,0,sexta-feira,0,9.328741,0.016016,9,7,0
166,tarde,216,64,146,4,286,9223,6,sexta-feira,3815,1423.111811,2.4435,29,26,0
7,manha,2,0,2,1,2,20,0,sexta-feira,15,9.201673,0.014903,4,4,0
58,madrugada,1,0,1,1,1,12,0,sexta-feira,0,4.656518,0.007995,1,1,1
31,madrugada,1,0,1,1,1,36,0,sexta-feira,0,4.577202,0.007859,13,13,1
25,madrugada,1,0,1,1,1,2,0,sexta-feira,0,4.559713,0.007829,1,1,0
70,madrugada,2,0,2,1,2,4,0,sexta-feira,4,9.273524,0.015923,10,10,0
26,madrugada,0,0,0,0,0,0,0,sexta-feira,0,0,0,0,0,0
74,madrugada,1,0,1,1,1,0,0,sexta-feira,6,4.997704,0.008581,1,1,0
78,noite,1,0,0,5,1,0,0,quinta-Feira,0,4.67644,0.008029,6,6,0
69,noite,2,0,2,2,2,13,0,quinta-Feira,12,13.90713,0.023879,9,8,0
97,manha,1,0,0,1,1,0,0,quinta-Feira,0,4.509485,0.007743,20,20,0
16,manha,1,0,1,1,1,4,0,quinta-Feira,0,4.381941,0.007524,42,42,0
12,madrugada,8,6,16,3,14,76,0,quinta-Feira,2,0,0,0,0,0
17,tarde,1113,246,1277,173,1560,63596,201,quarta-feira,7883,103.308828,0.167139,92,36,1
30,tarde,0,0,1,1,0,0,0,quarta-feira,0,0,0,0,0,0
84,manha,0,0,2,1,0,13,0,quarta-feira,0,0,0,0,0,0
18,manha,1,0,0,1,1,0,0,quarta-feira,0,4.616067,0.007929,7,7,0
124,madrugada,1,1,1,1,2,32,0,quarta-feira,0,0,0,0,0,1
42,madrugada,1,0,1,1,1,6,0,quarta-feira,0,4.729173,0.008124,4,4,0
16,madrugada,1,0,0,1,1,0,0,quarta-feira,0,4.634908,0.007963,2,2,0
6,madrugada,0,0,0,0,0,0,0,quarta-feira,0,0,0,0,0,0
21,noite,6,0,6,2,6,23,0,terca-feira,0,27.287866,0.046879,31,16,0
10,manha,1,0,1,5,1,23,0,terca-feira,0,4.480758,0.007698,14,14,0
12,tarde,1,1,2,1,2,2,0,segunda-feira,53,9.12024,0.015153,3,3,0
4,manha,1,0,1,1,1,38,0,segunda-feira,0,4.518292,0.007762,12,12,0
48,manha,2,0,2,4,2,29,0,segunda-feira,7,13.966678,0.023995,9,9,0
69,madrugada,8,0,8,2,8,161,0,segunda-feira,24,39.798813,0.068358,59,39,1
14,noite,1,0,1,1,1,2,0,domingo,0,4.480641,0.007699,10,10,0
9,manha,1,0,0,1,1,0,0,domingo,0,4.94974,0.008505,11,11,1
44,madrugada,2,0,2,2,2,2,0,domingo,2,7.876385,0.013533,12,11,0
56,noite,2,0,2,5,2,13,0,sabado,14,9.230781,0.015858,8,7,0
5,noite,1,0,1,1,1,4,0,sabado,0,4.939905,0.008488,32,32,0
76,tarde,3,1,4,1,4,30,0,sabado,27,19.7755,0.033978,11,10,1
29,tarde,2,0,3,2,2,0,0,sabado,35,9.848518,0.01692,1,1,1
91,manha,1,0,1,1,1,25,0,sabado,0,4.750013,0.00767,7,7,1
32,manha,7,3,9,1,10,134,0,sabado,57,49.552753,0.085149,6,5,0
33,noite,1,0,1,1,1,15,0,sexta-feira,0,4.41424,0.007579,4,4,0
42,noite,1,1,2,3,2,94,0,sexta-feira,30,14.018302,0.024088,5,5,1
248,tarde,147,6,25,2,163,696,10,sexta-feira,890,801.37036,1.376717,27,26,0
47,manha,1,2,3,6,4,14,1,sexta-feira,14,9.875301,0.016974,38,38,0
112,manha,626,110,543,250,911,14128,175,sexta-feira,3828,18.187434,0.029456,12,8,1
44,manha,2,0,2,1,2,10,0,sexta-feira,9,9.329812,0.016037,4,4,0
100,madrugada,1,0,1,1,1,8,0,sexta-feira,0,4.888841,0.008391,2,2,1
21,madrugada,2,0,2,2,2,7,0,sexta-feira,8,9.959783,0.01712,4,4,1
31,madrugada,1,0,1,1,1,2,0,sexta-feira,0,5.123858,0.008807,29,29,0
72,madrugada,1,0,0,1,1,0,0,sexta-feira,0,4.860914,0.008355,20,20,1
440,madrugada,1,1,2,1,2,165,0,sexta-feira,0,9.83049,0.016888,2,2,0
88,noite,3,0,3,1,3,36,0,quinta-Feira,0,13.392759,0.02169,60,48,0
125,noite,57,77,375,7,212,31986,78,quinta-Feira,0,599.734865,1.023541,2,2,0
44,noite,1,0,1,1,1,15,0,quinta-Feira,0,4.89592,0.008415,9,9,1
4,noite,1,0,1,1,1,2,0,quinta-Feira,0,5.228618,0.008923,32,32,0
100,tarde,3,1,2,8,4,172,0,quinta-Feira,156,39.155082,0.067267,12,7,0
22,manha,1,0,1,1,1,0,0,quinta-Feira,6,4.576736,0.007813,2,2,0
35,manha,3,32,34,1,35,17393,0,quinta-Feira,0,159.969489,0.271882,50,30,1
15,manha,1,0,1,1,1,2,0,quinta-Feira,0,4.556786,0.007779,10,10,1
50,madrugada,6,0,6,1,6,0,0,quinta-Feira,53,28.907591,0.049348,10,9,1
49,madrugada,3,2,5,2,5,41,0,quinta-Feira,57,24.589054,0.041983,13,9,1
118,noite,1,0,1,1,1,6,0,quarta-feira,0,4.591609,0.00784,2,2,1
5,tarde,2,3,5,1,5,2,0,quarta-feira,9,22.091616,0.037973,5,5,0
24,madrugada,1,0,1,1,1,1,0,quarta-feira,0,5.229398,0.008929,31,31,0
19,madrugada,1,0,1,1,1,6,0,quarta-feira,0,4.547916,0.007765,3,3,1
9,madrugada,1,0,1,1,1,1,0,quarta-feira,0,5.198713,0.008876,30,30,0
38,noite,3,2,6,3,5,197,0,terca-feira,55,23.56208,0.03816,26,12,0
10,noite,1,0,1,1,1,1,0,terca-feira,0,5.217401,0.008908,29,29,0
18,noite,1,0,1,1,1,1,0,terca-feira,0,5.186954,0.008856,28,28,0
36,noite,1,0,0,1,1,0,0,terca-feira,0,4.834356,0.008254,19,19,1
12,noite,1,0,1,4,1,17,0,terca-feira,0,4.487277,0.007709,7,7,0
3,tarde,1,0,0,1,1,0,0,terca-feira,0,4.371415,0.007464,5,5,0
74,manha,7,0,7,1,7,0,0,terca-feira,51,33.749483,0.057624,11,9,0
18,madrugada,1,0,1,1,1,9,0,terca-feira,0,4.675936,0.007984,2,2,1
56,madrugada,1238,305,1388,230,1760,70622,217,terca-feira,9183,92.942218,0.150367,88,36,1
10,madrugada,5,0,4,4,5,22,0,terca-feira,12,29.583666,0.05052,52,29,0
64,tarde,4,0,3,1,4,56,0,segunda-feira,0,18.609618,0.031779,45,36,1
13,tarde,1,0,1,3,1,16,0,segunda-feira,0,9.614751,0.016419,5,5,0
1,tarde,6,2,7,16,8,309,0,domingo,0,55.979694,0.099087,2,2,0
92,tarde,2,1,2,1,3,6,0,sabado,20,14.113117,0.024186,14,7,0
87,manha,1,0,1,1,1,2,0,sabado,0,5.150813,0.008827,12,12,0
28,manha,1,0,1,1,1,4,0,sabado,0,4.944157,0.008473,12,12,0
36,manha,3,0,3,1,3,68,0,sabado,42,14.303224,0.024512,4,3,0
38,manha,1,1,2,2,2,13,0,sabado,18,13.926767,0.023606,10,10,0
18,madrugada,3,0,6,1,7,179,4,sabado,78,13.155314,0.022539,40,34,0
22,madrugada,1,0,1,1,1,0,0,sabado,2,4.701591,0.008055,1,1,0
3,madrugada,1,0,1,2,1,37,0,sabado,0,10.120315,0.017282,35,35,1
5,madrugada,1,0,0,1,1,0,0,sabado,0,4.571642,0.007833,1,1,0
24,madrugada,1,0,1,1,1,0,0,sabado,2,4.517413,0.007742,1,1,1
74,madrugada,1,0,1,1,1,13,0,sabado,0,4.984301,0.008509,8,8,0
79,tarde,3,0,3,6,3,108,0,sexta-feira,41,13.847386,0.022427,12,9,0
156,tarde,153,50,57,2,209,3615,6,sexta-feira,1442,1036.018414,1.775476,23,22,0
57,tarde,1,0,1,1,1,0,0,sexta-feira,13,5.049627,0.00868,3,3,0
83,tarde,23,0,27,16,32,3364,9,sexta-feira,139,294.817629,0.506483,77,21,0
17,manha,5,0,6,1,6,35,1,sexta-feira,106,23.009383,0.039435,8,7,0
74,manha,1,1,2,1,2,19,0,sexta-feira,7,10.682089,0.018308,1,1,0
97,madrugada,1,0,1,1,1,13,0,sexta-feira,0,0,0,0,0,0
37,madrugada,1,0,1,1,1,3,0,sexta-feira,0,5.011959,0.008591,33,33,0
80,madrugada,1,1,2,1,2,81,0,sexta-feira,13,9.585167,0.016431,5,5,0
46,noite,1,0,1,1,1,6,0,quarta-feira,0,4.509677,0.00773,13,13,0
4,noite,1,0,0,5,1,0,0,quarta-feira,0,24.315493,0.041779,2,2,1
39,tarde,0,1,1,1,1,164,0,quarta-feira,0,5.042307,0.008571,0,0,1
41,manha,10,0,10,1,10,0,0,quarta-feira,33,0,0,0,0,0
45,manha,3,0,1,1,3,25,0,quarta-feira,0,15.178716,0.026019,11,10,1
7,noite,1,0,0,1,1,0,0,terca-feira,0,4.785081,0.008203,4,4,1
41,tarde,1,1,2,1,2,38,0,terca-feira,26,9.699222,0.016629,19,19,1
13,tarde,1,0,0,1,1,0,0,terca-feira,0,4.541155,0.007786,3,3,0
32,manha,1,0,1,4,1,441,0,terca-feira,0,5.048058,0.008668,5,5,0
58,manha,1,0,0,1,1,0,0,terca-feira,0,4.677536,0.00802,20,20,0
27,madrugada,1,1,2,2,2,12,0,terca-feira,40,9.51238,0.016309,2,2,0
26,noite,2,0,2,1,2,5,0,segunda-feira,5,9.593761,0.016448,14,12,0
36,noite,2,0,2,1,2,23,0,segunda-feira,0,9.619376,0.016495,18,11,0
11,noite,1,0,0,1,1,0,0,segunda-feira,0,4.612255,0.007909,9,9,0
62,madrugada,1,1,2,1,2,9,0,segunda-feira,42,9.402051,0.016124,7,7,0
14,madrugada,1,1,2,1,2,2,0,segunda-feira,29,9.277942,0.015912,18,18,0
53,madrugada,4,2,5,2,7,40,1,segunda-feira,193,42.81459,0.069341,17,11,0
92,manha,1,0,0,1,1,0,0,domingo,0,4.569654,0.007837,6,6,0
26,manha,1,0,1,1,1,1,0,domingo,0,4.358149,0.007474,11,11,0
19,madrugada,1,0,1,1,1,2,0,domingo,0,4.787997,0.008212,29,29,0
9,noite,1,0,0,1,1,0,0,sabado,0,4.468999,0.007664,5,5,0
80,noite,1,0,1,2,1,110,0,sabado,0,9.524258,0.016334,9,9,1
29,noite,4,0,4,4,4,128,0,sabado,0,4.978026,0.008537,9,9,0
128,noite,1,0,1,1,1,2,0,sabado,0,4.83035,0.008284,9,9,0
14,manha,1,0,1,1,1,1,0,sabado,0,4.978828,0.008539,17,17,0
7,madrugada,3,0,3,1,3,33,0,sabado,0,13.802712,0.023672,9,9,0
20,madrugada,1,0,1,1,1,1,0,sabado,0,4.653829,0.007981,10,10,0
267,tarde,272,5,48,2,293,788,16,sexta-feira,801,1405.083283,2.407784,21,20,0
66,manha,1,0,1,1,1,2,0,sexta-feira,0,4.750463,0.008141,4,4,0
29,madrugada,6,0,6,4,6,49,0,sexta-feira,0,9.868104,0.01691,11,9,0
10,madrugada,18,0,16,1,18,338,0,sexta-feira,7,83.918078,0.139428,110,24,0
13,madrugada,1,0,1,1,1,2,0,sexta-feira,0,4.874209,0.008347,9,9,0
40,noite,2,2,4,3,4,6,0,quinta-Feira,81,4.55012,0.0078,19,19,0
28,noite,3,1,4,1,4,8,0,quinta-Feira,1,18.46849,0.031631,6,4,0
18,noite,5,0,5,2,5,20,0,quinta-Feira,112,24.284404,0.041592,32,20,1
6,tarde,1,0,1,1,1,33,0,quinta-Feira,0,4.00777,0.006889,14,14,0
86,manha,1,0,1,1,1,0,0,quinta-Feira,11,4.8373,0.008285,1,1,1
100,manha,1,0,1,1,1,0,0,quinta-Feira,19,4.580035,0.007689,4,4,0
3,manha,1,0,1,1,1,0,0,quinta-Feira,27,4.714503,0.007915,4,4,0
111,madrugada,1,0,1,1,1,16,0,quinta-Feira,0,4.354254,0.00748,21,21,0
78,madrugada,5,1,6,1,6,35,0,quinta-Feira,106,27.836111,0.047672,7,6,1
30,madrugada,2,0,2,1,2,36,0,quinta-Feira,1,9.268025,0.015562,7,7,0
5,noite,1,0,1,1,1,2,0,quarta-feira,0,5.321337,0.008936,28,28,0
37,tarde,1,0,1,1,1,15,0,quarta-feira,0,4.689571,0.007875,9,9,0
6,manha,0,0,0,0,0,0,0,quarta-feira,0,0,0,0,0,0
35,manha,1,0,1,1,1,19,0,quarta-feira,0,4.422533,0.007427,10,10,0
177,manha,132,1,133,6,133,0,0,quarta-feira,1421,646.341715,1.085263,28,8,0
33,madrugada,1,0,1,2,1,274,0,quarta-feira,0,9.402179,0.016102,10,10,1
52,madrugada,1,1,2,1,2,30,0,quarta-feira,41,9.59775,0.016119,9,9,0
43,madrugada,1,0,0,1,1,0,0,quarta-feira,0,4.884258,0.008365,19,19,1
41,noite,7,0,7,8,7,156,0,terca-feira,26,67.176161,0.115045,52,42,1
67,tarde,1,0,1,1,1,0,0,terca-feira,4,4.465368,0.0075,2,2,0
15,manha,1,0,0,1,1,0,0,terca-feira,0,4.600008,0.007726,6,6,0
29,manha,1,0,1,1,1,0,0,terca-feira,51,4.840442,0.008129,3,3,0
47,manha,2,0,2,1,2,8,0,terca-feira,17,9.41528,0.01581,11,10,1
25,manha,2,0,1,3,2,0,0,terca-feira,5,13.494881,0.022665,4,3,0
14,madrugada,2,0,1,2,2,4,0,terca-feira,0,14.21033,0.023866,22,19,0
58,madrugada,2,0,1,1,2,4,0,terca-feira,0,9.626398,0.016167,21,18,1
47,madrugada,1,0,1,1,1,1,0,terca-feira,0,4.369395,0.007338,3,3,1
29,madrugada,1,0,0,3,1,0,0,terca-feira,0,4.569392,0.007373,6,6,0
67,manha,2,0,9,1,10,1010,8,segunda-feira,252,8.871021,0.014899,40,24,0
40,madrugada,1,0,1,1,1,6,0,segunda-feira,0,4.510636,0.007576,4,4,0
12,madrugada,1,0,1,1,1,1,0,segunda-feira,0,5.22239,0.008771,33,33,0
95,madrugada,5,0,4,2,5,49,0,segunda-feira,6,24.902493,0.040331,35,20,0
9,madrugada,1,0,0,1,1,0,0,segunda-feira,0,4.958203,0.008327,9,9,0
8,noite,1,0,0,5,1,0,0,domingo,0,18.998095,0.030768,7,7,0
38,madrugada,6,0,6,1,6,27,0,domingo,0,28.04362,0.047099,13,10,0
55,madrugada,1,0,0,1,1,0,0,domingo,0,4.75819,0.007991,11,11,0
32,madrugada,1,0,1,1,1,8,0,domingo,0,4.739591,0.00796,8,8,0
11,noite,1,0,1,1,1,9,0,sabado,0,4.697129,0.007889,8,8,0
29,noite,1,0,0,1,1,0,0,sabado,0,4.661189,0.007828,1,1,0
34,manha,1,0,1,1,1,49,0,sabado,0,4.709717,0.007911,10,10,0
4,madrugada,1,0,1,1,1,4,0,sabado,0,5.196179,0.008728,23,23,0
49,madrugada,1,0,1,1,1,2,0,sabado,0,4.674262,0.007851,7,7,0
5,madrugada,1,0,1,1,1,1,0,sabado,0,5.190008,0.00886,40,40,0
6,madrugada,1,0,1,1,1,1,0,sabado,0,5.194326,0.008725,32,32,0
153,noite,134,2,14,1,136,202,0,sexta-feira,79,709.276229,1.191506,19,18,0
26,tarde,1,0,1,1,1,4,0,sexta-feira,0,4.211638,0.007075,9,9,0
36,manha,2,0,2,1,2,87,0,sexta-feira,2,9.103517,0.015289,11,10,0
33,manha,6,0,201,2,236,24975,230,sexta-feira,4,43.454953,0.072982,43,28,0
57,madrugada,2,0,2,1,2,212,0,sexta-feira,0,0,0,0,0,0
55,madrugada,759,177,811,251,1127,28011,191,sexta-feira,11999,13.630649,0.022076,22,12,1
5,madrugada,1,0,1,1,1,1,0,sexta-feira,0,5.200766,0.008737,32,32,0
88,madrugada,1,0,0,1,1,0,0,sexta-feira,0,4.825149,0.008106,1,1,0
15,madrugada,1,0,0,3,1,0,0,sexta-feira,0,4.356255,0.007466,5,5,0
35,madrugada,2,0,2,2,2,24,0,sexta-feira,54,9.773707,0.016738,2,1,1
5,madrugada,1,0,1,1,1,1,0,sexta-feira,0,5.183924,0.008709,30,30,0
5,madrugada,1,0,1,1,1,1,0,sexta-feira,0,5.228074,0.008783,30,30,0
31,noite,1,0,1,1,1,0,0,quinta-Feira,11,4.729574,0.007943,2,2,0
22,noite,1,0,0,1,1,0,0,quinta-Feira,0,4.619769,0.007761,9,9,0
89,tarde,1,0,1,1,1,413,0,quinta-Feira,0,5.393207,0.009061,21,21,0
9,tarde,4,0,3,1,4,7,0,quinta-Feira,0,20.051524,0.033687,8,8,1
29,manha,1,0,0,1,1,0,0,quinta-Feira,0,4.665074,0.007837,7,7,0
119,madrugada,1,0,1,1,1,6,0,quinta-Feira,0,5.326633,0.00895,27,27,0
23,madrugada,1,1,2,1,2,5,0,quinta-Feira,8,9.29902,0.015624,8,8,0
57,noite,6,1,7,1,7,170,0,quarta-feira,0,31.460572,0.052881,32,23,0
47,noite,1103,135,996,250,1312,50294,74,quarta-feira,8692,140.284934,0.227199,228,61,1
76,tarde,20,2,22,3,22,609,0,quarta-feira,56,151.052499,0.253896,5,4,1
70,tarde,1,0,0,1,1,0,0,quarta-feira,0,4.728806,0.007942,4,4,0
8,tarde,1,0,0,1,1,0,0,quarta-feira,0,4.566968,0.007676,1,1,0
103,tarde,1,0,1,1,1,0,0,quarta-feira,1,4.443393,0.007469,1,1,1
19,madrugada,1,0,0,1,1,0,0,quarta-feira,0,4.611697,0.007752,6,6,0
21,madrugada,2,1,2,1,3,6,0,quarta-feira,28,13.952516,0.023446,13,7,0
51,madrugada,35,0,0,1,35,0,0,quarta-feira,0,154.34957,0.25925,86,10,0
8,madrugada,20,1,17,1,22,425,1,quarta-feira,0,96.90242,0.162891,9,7,0
12,madrugada,1,0,1,1,1,4,0,quarta-feira,0,4.591095,0.007436,16,16,0
43,noite,0,0,0,0,0,0,0,terca-feira,0,0,0,0,0,0
76,noite,1,0,1,1,1,14,0,terca-feira,0,4.610291,0.007751,9,9,0
52,manha,1,0,1,1,1,28,0,terca-feira,0,4.799243,0.008069,10,10,0
315,manha,185,34,332,34,228,17449,9,terca-feira,2013,9.397761,0.015221,3,2,1
122,madrugada,2,0,2,1,2,2,0,terca-feira,10,9.163756,0.015407,9,8,0
21,madrugada,1,0,1,1,1,1,0,terca-feira,0,4.557442,0.007662,6,6,0
41,madrugada,15,2,15,6,17,493,0,terca-feira,71,79.572881,0.133784,48,22,0
16,madrugada,1,0,1,1,1,2,0,segunda-feira,0,4.894352,0.008229,25,25,0
210,madrugada,7,1,7,7,8,67,0,segunda-feira,115,50.430963,0.084745,57,41,0
5,madrugada,3,0,3,4,3,129,0,segunda-feira,20,29.105432,0.048882,11,8,0
44,manha,1,0,1,1,1,3,0,domingo,0,4.317692,0.007262,17,17,0
57,manha,50,0,50,1,50,0,0,domingo,100,225.307179,0.379462,4,3,0
11,madrugada,1,0,0,1,1,0,0,domingo,0,4.741975,0.007986,7,7,0
102,tarde,855,229,1204,250,1211,22458,127,sabado,6099,40.066649,0.06489,84,61,1
12,manha,1,0,1,1,1,2,0,sabado,0,4.668534,0.007864,29,29,0
4,manha,0,5,8,1,5,110,0,sabado,0,23.662781,0.038323,0,0,0
39,madrugada,1,0,1,3,1,106,0,sabado,0,4.92703,0.008279,3,3,0
28,madrugada,1,0,1,1,1,1,0,sabado,0,4.790331,0.00805,10,10,0
26,noite,2,3,5,1,5,135,0,sexta-feira,9,23.552583,0.039686,8,7,0
91,noite,218,18,75,3,236,472,0,sexta-feira,506,1169.540042,1.970671,16,14,0
6,noite,1,0,1,1,1,2,0,sexta-feira,0,5.245199,0.008838,20,20,0
6,tarde,1,0,1,1,1,4,0,sexta-feira,0,4.96741,0.00837,19,19,1
9,manha,0,0,0,0,0,0,0,sexta-feira,0,0,0,0,0,0
46,madrugada,4,0,4,1,4,67,0,sexta-feira,0,18.717348,0.031541,0,0,0
5,madrugada,1,0,1,1,1,11,0,sexta-feira,0,4.36515,0.007356,3,3,0
36,madrugada,1,1,2,1,2,9,0,sexta-feira,20,9.328239,0.015719,20,20,0
67,noite,3,1,3,2,4,233,0,quinta-Feira,151,14.046012,0.022748,21,17,1
26,noite,23,0,23,1,23,171,0,quinta-Feira,0,107.646963,0.173707,166,28,0
43,noite,2,1,3,3,3,53,0,quinta-Feira,34,13.787962,0.023237,20,19,0
89,manha,2,2,0,2,5,0,1,quinta-Feira,0,20.294613,0.032868,9,8,0
58,manha,3,0,3,1,3,8,0,quinta-Feira,7,14.283956,0.024072,18,16,0
61,manha,1,1,1,8,2,146,0,quinta-Feira,0,4.661678,0.007834,0,0,0
18,madrugada,1,1,2,1,2,12,0,quinta-Feira,24,9.541983,0.015454,5,5,0
289,noite,3,4,6,1,7,179,0,quarta-feira,78,29.076323,0.049636,62,51,0
71,noite,15,7,19,15,22,219,0,quarta-feira,251,19.201491,0.031098,28,28,1
21,noite,15,0,15,3,15,363,0,quarta-feira,0,9.443556,0.015914,4,4,0
8,noite,0,0,0,0,0,0,0,quarta-feira,0,0,0,0,0,0
53,noite,1,1,2,2,2,19,0,quarta-feira,24,14.844534,0.025019,39,39,1
44,madrugada,3,1,3,1,4,45,0,quarta-feira,31,19.285137,0.032504,46,39,0
54,noite,1,0,1,1,1,2,0,terca-feira,0,4.746791,0.008,2,2,0
46,noite,2,2,3,2,4,10,0,terca-feira,52,14.019515,0.023625,23,17,0
6,noite,1,0,0,1,1,0,0,terca-feira,0,4.403705,0.007422,2,2,0
118,manha,1558,428,1513,250,2217,84549,231,terca-feira,6819,67.111348,0.108296,102,44,1
18,madrugada,1,0,0,1,1,0,0,terca-feira,0,4.597741,0.007748,4,4,0
9,noite,1,0,1,1,1,0,0,domingo,1,4.761111,0.008023,2,2,0
40,manha,1,0,1,4,1,39,0,domingo,0,4.811093,0.007792,44,44,0
35,madrugada,1,0,1,1,1,2,0,domingo,0,4.448695,0.007498,28,28,0
42,madrugada,10,5,12,4,15,138,0,domingo,20,45.036538,0.077357,51,25,0
139,noite,1,0,1,1,1,125,0,sabado,0,0,0,0,0,0
6,noite,0,2,2,1,2,78,0,sabado,0,0,0,0,0,0
21,noite,1,0,0,1,1,0,0,sabado,0,0,0,0,0,0
249,madrugada,19,2,19,41,21,3628,0,sabado,23,584.14312,0.984046,77,23,0
11,madrugada,1,0,0,1,1,0,0,sabado,0,4.573434,0.007707,1,1,0
28,madrugada,2,0,2,1,2,0,0,sabado,16,9.670124,0.016298,3,3,0
18,madrugada,1,0,0,1,1,0,0,sabado,0,4.413713,0.007439,5,5,0
8,noite,1,0,1,1,1,1,0,sexta-feira,0,5.229587,0.008814,27,27,0
21,noite,9,0,6,7,9,60,0,sexta-feira,30,46.982929,0.079185,35,17,0
53,manha,2,1,3,1,3,10,0,sexta-feira,33,13.780389,0.023157,6,5,0
55,manha,1,7,8,1,8,0,0,sexta-feira,2287,41.063305,0.06925,4,4,0
697,madrugada,3,0,2,1,3,29,0,sexta-feira,0,0,0,0,0,0
7,madrugada,1,0,1,1,1,9,0,sexta-feira,0,4.652169,0.00784,4,4,0
61,madrugada,1,0,0,1,1,0,0,sexta-feira,0,4.587519,0.007736,2,2,0
61,noite,2,0,2,2,2,5,0,quinta-Feira,8,9.432427,0.016196,12,11,0
16,noite,1,0,0,1,1,0,0,quinta-Feira,0,4.259172,0.007183,2,2,0
39,tarde,1,0,0,1,1,0,0,quinta-Feira,0,4.099744,0.006914,1,1,0
18,manha,1,0,0,3,1,0,0,quinta-Feira,0,4.295133,0.007243,3,3,0
22,manha,1,0,0,1,1,0,0,quinta-Feira,0,4.365088,0.007361,3,3,0
36,manha,1,0,1,1,4,48,3,quinta-Feira,0,4.913407,0.008286,10,9,0
41,madrugada,34,0,0,1,34,0,0,quinta-Feira,0,156.354001,0.263678,78,10,0
73,madrugada,1,0,1,1,1,2,0,quinta-Feira,0,4.694396,0.007911,26,26,0
50,madrugada,32,0,0,1,32,0,0,quinta-Feira,0,146.708607,0.267495,0,0,0
4,madrugada,4,0,4,1,4,25,0,quinta-Feira,0,18.451225,0.031118,44,38,0
26,noite,1,0,1,1,1,52,0,quarta-feira,0,4.804537,0.008103,9,9,0
12,noite,1,0,0,1,1,0,0,quarta-feira,0,4.609264,0.007773,1,1,0
12,noite,1,0,0,1,1,0,0,quarta-feira,0,4.537785,0.008274,0,0,0
