@relation 'netty-data-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-last-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,2,8,12,6,11,10,9,15,1,17,14,18,19,16,53'

@attribute num_commits numeric
@attribute created_at_day_turn {noite,tarde,madrugada,manha}
@attribute files_added numeric
@attribute src_files numeric
@attribute description_length numeric
@attribute files_changed numeric
@attribute files_modified numeric
@attribute files_deleted numeric
@attribute src_churn numeric
@attribute created_at_week_day {terca-feira,segunda-feira,sabado,sexta-feira,quinta-Feira,domingo,quarta-feira}
@attribute new_entropy numeric
@attribute other_files numeric
@attribute entropy_diff numeric
@attribute commits_on_files_touched numeric
@attribute test_churn numeric
@attribute status {0,1}

@data
3,manha,0,1,7,1,1,0,12,segunda-feira,4.675615,0,0.060053,5,0,1
1,madrugada,0,1,6,1,1,0,2,segunda-feira,4.544591,0,0.05837,0,0,1
4,tarde,3,2,33,4,1,0,0,sabado,73.78424,2,0.947679,11,473,1
1,noite,0,0,7,1,1,0,0,sexta-feira,4.709455,1,0.060488,10,0,0
1,noite,0,0,7,1,1,0,0,sexta-feira,4.709455,1,0.081728,12,0,0
1,noite,0,0,7,1,1,0,0,sexta-feira,4.709455,1,0.060418,11,0,0
3,manha,2,5,72,5,3,0,322,sexta-feira,70.875479,0,1.229968,0,369,1
2,manha,6,23,65,19,13,0,670,sexta-feira,177.326926,0,3.077319,16,22,1
18,tarde,1,2,30,4,2,1,3540,segunda-feira,4.480957,1,0.05615,0,394,0
1,manha,0,14,87,13,13,0,103,segunda-feira,60.331455,0,1.047001,18,8,1
250,manha,94,341,1,363,268,1,30141,segunda-feira,3629.164375,24,45.476735,155,7940,0
1,tarde,0,1,61,1,1,0,2,domingo,4.378088,0,0.05486,2,0,1
2,manha,0,3,60,3,3,0,150,sabado,26.015473,0,0.451833,3,0,1
1,noite,0,1,39,1,1,0,36,sexta-feira,4.943513,0,0.085858,8,0,1
1,noite,0,0,8,1,1,0,0,sexta-feira,4.331558,1,0.07523,11,0,0
1,noite,0,1,48,1,1,0,18,sexta-feira,5.215019,0,0.090574,8,0,1
1,noite,0,1,53,1,1,0,8,sexta-feira,3.979587,0,0.069117,17,0,1
1,noite,1,7,194,7,6,0,380,sexta-feira,32.608852,0,0.566346,11,0,0
2,noite,0,1,49,1,1,0,214,sexta-feira,8.354966,0,0.145108,17,0,1
12,noite,15,18,29,21,6,0,27,quarta-feira,259.023222,1,3.290985,3,9441,0
1,noite,0,5,27,5,5,0,18,terca-feira,23.001999,0,0.292249,2,0,1
3,noite,0,11,173,11,11,0,588,segunda-feira,93.455916,0,1.187373,13,52,0
9,noite,0,8,80,8,8,0,3046,segunda-feira,136.343154,0,1.732263,14,294,0
1,noite,0,2,38,2,2,0,8,segunda-feira,8.617723,0,0.10949,1,143,0
9,noite,1,8,81,8,7,0,1497,sexta-feira,46.335241,0,0.819707,0,86,1
1,manha,0,4,159,4,4,0,10,sexta-feira,19.431122,0,0.252949,1,0,0
1,tarde,0,1,47,1,1,0,1,quinta-Feira,3.011009,0,0.038256,0,0,0
250,manha,76,309,1,323,245,2,27576,quinta-Feira,3314.158561,27,42.107203,130,7592,0
2,madrugada,0,2,44,2,2,0,40,quarta-feira,17.551042,0,0.22299,15,0,1
1,noite,0,1,52,1,1,0,113,terca-feira,4.061903,0,0.051607,1,0,1
1,noite,0,2,80,2,2,0,18,segunda-feira,8.224316,0,0.107191,0,0,0
1,madrugada,1,2,12,2,1,0,3,segunda-feira,8.729549,0,0.111042,2,30,0
1,noite,0,2,46,2,2,0,11,domingo,8.979774,0,0.15912,0,39,0
7,noite,1,7,11,8,6,1,1812,sexta-feira,50.434629,0,0.641541,11,3994,1
1,tarde,0,4,71,4,4,0,214,quinta-Feira,18.49457,0,0.328004,1,0,1
3,manha,0,4,24,4,4,0,10,quinta-Feira,35.654677,0,0.453819,8,89,1
1,madrugada,0,2,55,2,2,0,18,quinta-Feira,8.20379,0,0.145495,4,0,1
4,madrugada,15,34,74,38,23,0,4578,quinta-Feira,318.420654,0,5.647235,12,984,1
1,madrugada,0,1,53,1,1,0,42,quinta-Feira,4.175707,0,0.053149,4,0,1
1,noite,0,1,72,1,1,0,55,quarta-feira,4.42857,0,0.056368,3,0,1
6,noite,0,2,43,2,2,0,22,quarta-feira,43.861557,0,0.604956,1,68,0
1,noite,0,1,27,1,1,0,10,quarta-feira,3.258649,0,0.044945,1,0,1
4,manha,88,102,145,105,17,0,55427,quarta-feira,1998.349446,3,27.630015,20,27236,0
4,manha,36,104,205,85,14,35,23424,quarta-feira,959.299395,0,13.263674,3,2714,1
4,madrugada,0,7,77,8,8,0,418,terca-feira,108.215708,1,1.379859,12,236,0
1,tarde,0,2,58,2,2,0,36,quinta-Feira,8.682406,0,0.153983,1,26,1
6,manha,1,2,142,3,2,0,254,quinta-Feira,17.876562,0,0.227944,2,1298,1
2,manha,0,2,67,2,2,0,72,quarta-feira,9.00344,0,0.21056,2,30,1
1,manha,0,2,15,2,2,0,36,terca-feira,8.967204,0,0.114341,0,0,1
1,noite,0,2,96,2,2,0,97,sabado,9.130985,0,0.116442,2,0,0
1,tarde,0,1,40,1,1,0,17,quinta-Feira,4.708431,0,0.065109,1,0,0
250,tarde,203,587,40,592,378,11,45040,quinta-Feira,4657.113982,29,59.389416,181,12397,1
17,tarde,3,0,24,6,3,0,0,quinta-Feira,9.501397,3,0.121166,0,0,0
1,noite,0,1,71,1,1,0,2,quarta-feira,4.514152,0,0.062422,3,0,1
3,tarde,0,2,106,2,2,0,3,terca-feira,22.678118,0,0.402199,1,70,1
2,noite,0,1,60,1,1,0,59,segunda-feira,4.241247,0,0.058648,0,0,0
4,tarde,0,2,131,2,2,0,132,segunda-feira,25.71533,0,0.456064,2,140,1
6,madrugada,0,4,41,4,4,0,1128,quarta-feira,57.05704,0,1.012694,20,0,1
1,noite,0,1,49,1,1,0,0,terca-feira,4.855572,0,0.061954,1,11,0
3,tarde,2,2,64,2,0,0,1353,segunda-feira,30.791487,0,0.426639,0,741,1
1,madrugada,0,1,58,1,1,0,10,quinta-Feira,4.46526,0,0.062115,2,0,1
1,madrugada,1,6,98,6,5,0,212,terca-feira,27.877013,0,0.498197,14,0,1
1,noite,1,4,39,4,3,0,35,sexta-feira,18.392727,0,0.32951,0,96,0
52,tarde,1,13,103,14,13,0,1643,sexta-feira,106.115801,0,1.478968,8,1488,1
2,tarde,2,10,121,11,9,0,2105,sexta-feira,102.283317,1,1.832429,15,20,1
1,tarde,0,1,100,1,1,0,26,sexta-feira,4.390953,0,0.078665,0,0,0
3,tarde,0,10,111,10,10,0,616,sexta-feira,36.964709,0,0.662231,2,0,1
1,tarde,0,1,76,1,1,0,42,sexta-feira,4.674605,0,0.083747,5,0,1
1,tarde,0,2,58,2,2,0,3,sexta-feira,9.425901,0,0.168867,1,10,1
8,tarde,0,8,101,8,8,0,360,sexta-feira,54.694111,0,0.979858,3,683,0
6,tarde,3,7,41,7,4,0,1681,sexta-feira,168.513548,0,3.018959,4,543,1
1,tarde,0,2,106,2,2,0,4,sexta-feira,8.905137,0,0.159538,2,16,1
1,madrugada,0,0,32,1,1,0,0,quarta-feira,4.870288,1,0.067878,7,0,1
2,noite,0,0,58,1,1,0,0,terca-feira,9.135161,1,0.117342,8,0,0
2,manha,0,2,54,2,2,0,26,terca-feira,18.204287,0,0.419594,0,0,0
2,noite,0,6,57,6,6,0,120,segunda-feira,52.770454,0,0.677843,7,0,0
3,noite,0,2,8,2,2,0,4,segunda-feira,18.655563,0,0.239633,1,16,0
2,tarde,0,2,18,2,2,0,4,domingo,17.573391,0,0.225873,6,18,0
1,tarde,1,43,163,3,2,0,20,domingo,13.622287,2,0.175089,3,0,0
1,noite,0,1,79,1,1,0,0,sexta-feira,4.587748,0,0.058966,4,2,0
2,noite,0,1,76,1,1,0,0,sexta-feira,8.15309,0,0.104792,10,4,0
3,noite,1,5,88,5,4,0,53,sexta-feira,47.46322,0,0.610429,3,435,0
2,noite,0,1,27,1,1,0,4,sexta-feira,8.864848,0,0.114012,1,0,0
12,noite,16,20,230,22,6,0,6356,sexta-feira,235.451874,0,3.285967,1,5045,0
2,tarde,0,1,42,1,1,0,10,sexta-feira,10.213487,0,0.131357,9,0,0
2,tarde,24,24,54,24,0,0,4066,sexta-feira,230.455245,0,4.135783,0,438,0
1,manha,0,13,46,13,13,0,70,quinta-Feira,57.075231,0,0.734063,29,13,0
1,manha,0,3,187,3,3,0,557,quarta-feira,14.535636,0,0.260848,2,0,1
1,manha,0,4,79,4,4,0,3,quarta-feira,16.39158,0,0.294154,0,26,0
1,madrugada,0,3,118,3,3,0,132,quarta-feira,13.975244,0,0.250792,2,0,0
1,madrugada,0,4,126,4,4,0,76,quarta-feira,18.53891,0,0.332689,2,0,1
1,noite,0,1,25,1,1,0,2,terca-feira,4.52464,0,0.081197,1,0,0
1,manha,0,23,29,24,24,0,371,terca-feira,111.713454,1,1.436757,45,260,0
1,madrugada,0,6,67,6,6,0,25,terca-feira,27.486454,0,0.353506,31,93,0
1,tarde,0,1,79,1,1,0,4,domingo,3.987838,0,0.071563,0,0,0
1,tarde,0,1,73,1,1,0,4,domingo,3.987838,0,0.091916,0,0,0
6,noite,3,26,70,29,22,4,1073,sexta-feira,14.007739,0,0.180035,0,510,0
2,tarde,0,2,153,2,2,0,184,sexta-feira,8.421757,0,0.151126,0,77,1
1,noite,0,2,65,2,2,0,2,segunda-feira,8.968635,0,0.115623,1,0,0
2,manha,0,13,110,13,13,0,585,domingo,60.747691,0,0.783618,36,234,0
3,noite,0,1,9,1,1,0,31,sexta-feira,4.852885,0,0.0626,0,0,0
1,noite,0,1,100,1,1,0,2,quarta-feira,4.319364,0,0.055718,7,0,0
1,madrugada,0,1,43,1,1,0,7,terca-feira,5.026419,0,0.064839,2,0,0
1,madrugada,0,1,33,1,1,0,2,segunda-feira,4.842377,0,0.062465,4,0,0
2,manha,1,2,144,2,1,0,10,domingo,8.785299,0,0.158461,1,168,0
1,noite,0,1,53,1,1,0,2,sabado,4.298159,0,0.055412,2,0,0
1,noite,0,2,79,2,2,0,2,sexta-feira,9.171618,0,0.11824,10,6,0
1,manha,0,28,28,28,27,1,546,sexta-feira,127.770559,0,1.647208,52,170,0
1,madrugada,0,2,45,2,2,0,4,sexta-feira,8.172487,0,0.105492,13,12,0
1,madrugada,0,1,91,1,1,0,14,sexta-feira,3.63561,0,0.046929,3,0,0
1,madrugada,0,2,56,2,2,0,37,sexta-feira,8.287905,0,0.106981,15,1,0
1,noite,0,1,28,1,1,0,2,quinta-Feira,4.055226,0,0.052345,3,0,0
1,tarde,1,2,78,2,1,0,142,quinta-Feira,9.319187,0,0.130749,3,0,1
1,noite,0,2,60,2,2,0,26,quarta-feira,9.81612,0,0.126687,4,0,0
1,noite,0,1,68,1,1,0,6,quarta-feira,4.675044,0,0.060336,9,0,0
1,noite,5,5,68,5,0,0,384,quarta-feira,24.101802,0,0.435049,0,120,0
1,tarde,0,4,55,2,2,0,25,quarta-feira,9.622068,0,0.124183,13,8,0
5,madrugada,0,2,131,2,2,0,96,quarta-feira,8.891758,0,0.114756,4,0,0
1,madrugada,0,4,120,4,4,0,55,quarta-feira,17.886811,0,0.230843,11,47,0
6,madrugada,18,32,274,49,31,0,2818,segunda-feira,159.055282,2,2.052734,3,76,0
1,noite,0,1,102,1,1,0,66,domingo,4.279362,0,0.077244,0,0,0
1,madrugada,0,14,81,13,13,0,565,sabado,58.157544,0,0.75055,32,286,0
1,madrugada,0,1,24,1,1,0,67,sabado,4.328252,0,0.055858,2,0,0
1,noite,0,1,24,1,1,0,72,sexta-feira,4.235729,0,0.097956,0,0,1
1,tarde,0,6,80,6,6,0,105,sexta-feira,28.728791,0,0.40298,2,29,0
1,manha,0,1,104,1,1,0,266,sexta-feira,4.330783,0,0.05589,11,0,0
1,madrugada,0,64,36,64,47,17,2356,sexta-feira,212.222265,0,4.907875,1,508,0
5,noite,0,5,141,5,5,0,568,quinta-Feira,21.880489,0,0.282375,22,82,0
1,tarde,0,2,99,2,2,0,150,quarta-feira,9.779716,0,0.12629,9,0,0
2,tarde,1,2,170,2,1,0,25,terca-feira,9.603839,0,0.124096,6,44,1
1,noite,0,1,43,1,1,0,2,segunda-feira,4.30959,0,0.055687,1,0,0
7,tarde,0,2,86,2,2,0,71,segunda-feira,16.627488,0,0.214853,2,0,0
27,madrugada,0,11,56,11,11,0,1491,segunda-feira,18.375459,0,0.237439,25,518,0
1,noite,0,38,47,38,38,0,159,domingo,173.377059,0,2.2403,42,100,0
1,noite,1,1,131,3,2,0,1,domingo,14.496862,2,0.187322,3,0,0
1,madrugada,0,51,125,51,51,0,902,domingo,220.40549,0,2.84798,37,20,0
1,manha,0,2,70,2,2,0,12,quinta-Feira,8.410439,0,0.194519,0,0,0
5,manha,1,7,86,8,7,0,1137,quinta-Feira,96.44638,0,1.250117,19,349,0
1,manha,0,1,57,1,1,0,1,quarta-feira,4.816433,0,0.06243,0,0,0
4,noite,1,5,146,5,4,0,298,terca-feira,37.477771,0,0.485779,5,234,0
3,noite,0,5,70,5,5,0,27,terca-feira,31.050654,0,0.562948,0,21,0
7,madrugada,1,21,193,21,19,1,1117,terca-feira,85.069763,0,1.102656,39,280,0
1,manha,0,13,64,13,13,0,163,segunda-feira,57.504368,0,0.809355,5,0,1
2,madrugada,18,18,245,23,5,0,2957,segunda-feira,86.782869,0,1.124852,0,0,0
1,noite,0,1,86,1,1,0,6,domingo,4.792998,0,0.062125,8,0,0
3,tarde,18,19,245,32,14,0,6008,domingo,177.844434,0,2.305163,0,0,0
1,manha,2,9,3,15,13,0,59,domingo,68.498159,6,0.887852,18,9,0
2,madrugada,0,2,78,2,2,0,24,domingo,18.737839,0,0.242874,16,296,0
2,noite,1,0,12,1,0,0,0,sabado,0,1,0,0,0,0
2,madrugada,0,7,63,7,7,0,131,sabado,31.902652,0,0.413512,24,157,0
3,noite,0,2,52,2,2,0,21,sexta-feira,16.935743,0,0.219516,8,49,0
3,tarde,0,1,28,1,1,0,4,sexta-feira,9.434191,0,0.12244,0,0,1
3,madrugada,22,29,44,33,11,0,8288,sexta-feira,477.121558,5,6.887083,12,1728,0
1,noite,0,1,41,1,1,0,6,quinta-Feira,4.030771,0,0.052655,0,0,0
2,manha,14,70,54,70,55,1,17711,quinta-Feira,640.801151,0,9.256267,14,996,0
3,noite,0,1,71,1,1,0,10,quarta-feira,12.740831,0,0.235559,2,0,0
1,tarde,1,16,392,16,15,0,507,quarta-feira,70.268683,0,0.917944,12,324,0
1,noite,0,0,35,1,1,0,0,terca-feira,4.569112,1,0.066,0,0,0
9,noite,0,0,35,3,3,0,0,terca-feira,9.104135,3,0.11893,0,0,0
5,noite,0,1,23,1,1,0,185,segunda-feira,21.826368,0,0.403538,1,0,0
9,madrugada,7,25,566,30,23,0,12028,segunda-feira,426.461395,0,9.853093,5,474,1
1,tarde,0,1,14,1,1,0,2,domingo,4.131201,0,0.054003,2,0,0
12,tarde,10,18,615,23,13,0,11863,sabado,370.166049,0,6.843831,6,72,0
7,tarde,10,18,615,23,13,0,8284,sabado,239.499188,0,3.459038,7,45,1
8,tarde,10,18,615,23,13,0,8353,sabado,239.598567,0,3.131624,8,45,0
2,tarde,0,2,5,2,2,0,5,sexta-feira,13.924985,0,0.201117,0,68,0
1,tarde,89,88,65,92,3,0,5318,quinta-Feira,447.485351,3,5.848807,10,5842,0
2,noite,0,18,200,18,18,0,681,quarta-feira,164.025286,0,2.143874,5,38,1
1,noite,0,1,75,1,1,0,2,quarta-feira,4.542429,0,0.059371,0,0,0
29,noite,14,32,58,33,15,4,28460,quarta-feira,2028.565708,4,26.514138,18,10178,0
1,tarde,0,3,78,3,3,0,28,quarta-feira,13.031442,0,0.170326,2,0,0
2,manha,0,2,84,2,2,0,242,quarta-feira,18.79242,0,0.245624,8,300,1
4,madrugada,1,7,110,7,6,0,331,quarta-feira,91.76164,0,1.199345,24,68,0
3,manha,0,2,61,2,2,0,8,terca-feira,19.135443,0,0.251028,0,58,0
1,noite,0,1,66,1,1,0,0,segunda-feira,4.845909,0,0.063571,2,10,0
1,noite,0,1,43,1,1,0,8,segunda-feira,4.085731,0,0.053599,3,0,0
1,noite,0,2,37,2,2,0,6,segunda-feira,8.531056,0,0.111914,2,8,0
4,madrugada,1,24,154,24,23,0,116,segunda-feira,0,0,0,0,6,0
2,noite,0,2,46,2,2,0,358,domingo,17.599137,0,0.230863,1,12,0
12,noite,3,4,120,6,3,0,2994,sexta-feira,161.475825,0,2.992976,1,627,0
9,madrugada,0,12,46,12,12,0,637,sexta-feira,55.153849,0,0.723474,9,98,0
1,noite,0,0,49,2,2,0,0,quinta-Feira,8.868922,2,0.116337,8,0,0
2,tarde,5,11,569,11,6,0,2790,quinta-Feira,101.905158,0,1.888805,9,0,0
1,manha,0,1,19,1,1,0,4,quinta-Feira,4.740967,0,0.062975,0,0,1
3,madrugada,0,4,91,5,5,0,214,quinta-Feira,39.095979,1,0.903277,4,30,0
3,madrugada,0,4,91,4,4,0,129,quinta-Feira,12.456665,0,0.165463,0,13,0
4,madrugada,0,4,92,4,4,0,216,quinta-Feira,29.609458,0,0.433573,0,22,1
6,madrugada,3,7,141,8,5,0,9712,quinta-Feira,62.000606,0,1.149177,0,28,0
1,noite,1,6,44,6,5,0,84,segunda-feira,28.147573,0,0.369236,7,73,0
1,madrugada,0,2,56,2,2,0,31,sabado,9.036991,0,0.12189,11,0,0
1,madrugada,0,1,88,1,1,0,16,sabado,4.507246,0,0.060793,0,0,0
1,noite,2,3,121,3,1,0,111,sexta-feira,14.571419,0,0.217001,1,0,0
1,noite,0,1,73,1,1,0,4,sexta-feira,4.986657,0,0.074263,0,0,0
1,tarde,0,1,52,1,1,0,4,sexta-feira,4.986657,0,0.067259,0,0,0
1,madrugada,0,6,42,6,6,0,73,sexta-feira,27.692645,0,0.373515,9,16,0
1,madrugada,0,1,39,1,1,0,0,sexta-feira,4.433128,0,0.059793,13,2,0
1,madrugada,0,1,37,1,1,0,5,sexta-feira,4.365098,0,0.058876,3,0,0
1,noite,0,2,37,2,2,0,10,quinta-Feira,8.696382,0,0.117295,2,0,0
252,noite,73,538,1,596,483,40,31204,quinta-Feira,5367.589864,25,72.392427,130,6209,0
4,manha,0,1,107,1,1,0,50,quinta-Feira,14.494427,0,0.195486,0,0,0
4,madrugada,0,12,162,12,12,0,1088,quinta-Feira,54.693812,0,0.737653,18,99,0
1,noite,2,3,115,3,1,0,111,quarta-feira,14.571419,0,0.196524,1,0,0
35,noite,44,91,229,107,63,0,5372,terca-feira,386.341387,13,5.753497,40,2820,0
4,madrugada,0,2,76,2,2,0,107,terca-feira,8.011076,0,0.149398,1,0,0
2,madrugada,0,1,28,1,1,0,37,terca-feira,9.029342,0,0.121778,0,0,0
3,noite,1,1,107,1,0,0,0,segunda-feira,13.806333,0,0.186205,0,422,0
6,noite,5,9,554,10,5,0,4276,domingo,139.820249,0,3.230418,3,0,0
1,noite,0,5,58,5,5,0,0,sabado,23.105819,0,0.311625,22,402,0
3,tarde,0,1,90,2,2,0,5,sabado,3.770087,1,0.050847,1,0,0
32,madrugada,11,35,97,41,25,5,27974,sabado,1899.71081,1,25.621115,17,11272,0
1,madrugada,0,1,123,1,1,0,14,sabado,4.485656,0,0.060497,1,0,0
1,noite,0,1,45,1,1,0,1,sexta-feira,4.520844,0,0.060972,10,0,0
1,noite,0,3,15,3,3,0,0,quinta-Feira,13.721037,0,0.185054,15,8,0
1,tarde,0,1,36,1,1,0,0,quinta-Feira,4.685636,0,0.063194,17,2,0
2,madrugada,1,3,83,3,2,0,81,quinta-Feira,21.729988,0,0.293069,3,152,0
2,noite,5,6,101,6,1,0,996,quarta-feira,52.383936,0,0.706494,0,0,0
2,noite,0,6,62,6,6,0,0,quarta-feira,0,0,0,0,22,0
1,noite,0,3,66,3,3,0,0,segunda-feira,14.743198,0,0.199622,18,15,0
15,manha,5,11,133,16,11,0,1791,segunda-feira,66.97509,0,1.24901,8,0,0
7,noite,8,38,136,41,31,2,4261,sabado,201.089764,0,2.729833,29,1574,0
3,noite,0,1,65,1,1,0,24,sexta-feira,8.661804,0,0.117586,1,0,0
6,noite,0,2,104,2,2,0,167,sexta-feira,44.31816,0,0.601628,1,0,0
7,manha,16,48,93,54,34,4,8644,quarta-feira,246.172502,0,3.341844,27,296,0
1,madrugada,0,1,67,1,1,0,71,terca-feira,4.586984,0,0.06227,6,0,0
5,madrugada,0,4,4,4,4,0,627,terca-feira,21.973846,0,0.409788,4,0,0
1,noite,0,6,77,6,6,0,0,segunda-feira,27.305603,0,0.371166,19,240,1
1,noite,0,3,66,3,3,0,7,sabado,13.200219,0,0.246169,2,0,0
1,tarde,0,2,63,2,2,0,3,sabado,8.803441,0,0.203395,1,0,0
1,madrugada,0,1,108,1,1,0,0,sabado,4.431899,0,0.060243,4,31,0
41,tarde,22,30,281,48,26,0,23721,sexta-feira,1042.326986,5,15.522605,20,5855,1
1,tarde,0,1,69,1,1,0,4,sexta-feira,4.453674,0,0.083056,2,0,0
1,manha,0,1,69,1,1,0,4,sexta-feira,4.281835,0,0.098928,1,0,0
1,manha,0,1,69,1,1,0,4,sexta-feira,4.453674,0,0.066325,2,0,0
1,manha,0,1,69,1,1,0,4,sexta-feira,4.453674,0,0.060539,2,0,0
12,madrugada,8,107,204,109,99,2,58189,sexta-feira,2579.824541,0,35.067639,36,2688,1
1,madrugada,2,6,74,6,3,1,637,quinta-Feira,22.917382,0,0.311517,14,39,1
1,noite,0,1,42,1,1,0,1,terca-feira,4.213267,0,0.057452,1,0,0
1,noite,0,6,64,6,6,0,0,segunda-feira,29.49097,0,0.402141,19,68,0
1,tarde,0,1,22,1,1,0,2,segunda-feira,4.327873,0,0.059015,1,0,0
1,tarde,0,1,44,1,1,0,0,segunda-feira,4.719397,0,0.064478,7,41,0
1,noite,0,10,63,10,10,0,0,domingo,46.676454,0,0.637686,22,2405,0
1,noite,6,33,82,33,26,1,4497,sabado,148.211504,0,2.021009,26,920,0
1,madrugada,0,1,58,1,1,0,6,sabado,4.597491,0,0.085737,1,0,0
1,noite,0,1,75,2,2,0,14,sexta-feira,9.461299,1,0.129015,13,0,0
1,noite,0,1,27,1,1,0,6,quinta-Feira,5.006142,0,0.093358,1,0,0
1,madrugada,0,1,28,1,1,0,2,quinta-Feira,4.514405,0,0.061957,2,0,0
1,noite,0,1,16,1,1,0,2,quarta-feira,4.496578,0,0.061712,1,0,1
1,tarde,0,1,57,1,1,0,8,quarta-feira,4.336046,0,0.059509,1,0,1
1,noite,0,5,26,5,5,0,0,terca-feira,0,0,0,0,5,1
1,tarde,0,0,208,1,1,0,0,terca-feira,4.678152,1,0.064204,12,0,1
1,tarde,0,30,86,28,28,0,204,terca-feira,131.409957,0,1.803509,8,105,1
1,madrugada,0,1,78,1,1,0,0,segunda-feira,4.443042,0,0.061056,1,11,0
1,madrugada,2,21,78,22,20,0,689,segunda-feira,98.923702,1,1.353138,21,1747,0
1,tarde,0,1,56,1,1,0,28,domingo,4.85726,0,0.090739,8,0,0
1,noite,0,6,98,6,6,0,0,sabado,0,0,0,0,193,1
1,tarde,0,1,96,1,1,0,28,sexta-feira,3.678439,0,0.088093,0,0,1
4,madrugada,0,6,91,6,6,0,119,sexta-feira,8.79284,0,0.120831,13,341,0
2,tarde,2,3,325,3,1,0,162,quinta-Feira,23.816682,0,0.44415,2,380,1
3,tarde,1,3,90,3,2,0,844,quinta-Feira,22.933714,0,0.313328,6,1016,1
2,tarde,2,9,8,9,7,0,545,quarta-feira,69.64544,0,1.301059,24,141,0
1,manha,5,16,93,16,11,0,375,quarta-feira,0,0,0,0,127,0
250,manha,77,345,1,413,301,35,29969,terca-feira,3268.738922,10,44.9191,18,9683,0
1,manha,0,4,219,4,4,0,62,terca-feira,18.64429,0,0.278237,3,2,0
1,tarde,0,1,88,1,1,0,0,segunda-feira,3.871049,0,0.053196,5,1,0
2,noite,0,1,5,1,1,0,12,domingo,4.285002,0,0.058543,1,0,0
1,manha,0,2,24,2,2,0,14,sabado,0,0,0,0,45,0
1,noite,0,1,76,1,1,0,0,sexta-feira,4.716614,0,0.06511,4,16,0
1,noite,0,2,56,2,2,0,22,quinta-Feira,9.517961,0,0.13139,14,39,0
1,tarde,7,22,68,24,17,0,975,quarta-feira,0,3,0,0,211,0
3,tarde,20,18,33,22,2,0,2303,quarta-feira,300.371657,2,4.482577,25,895,1
11,tarde,19,18,38,35,16,0,810,quarta-feira,92.043546,2,1.375517,22,163,0
1,manha,0,1,161,1,1,0,262,quarta-feira,4.348023,0,0.081085,3,0,0
1,noite,0,0,55,1,1,0,0,terca-feira,4.453965,1,0.061562,0,0,0
1,noite,0,18,41,16,16,0,244,terca-feira,72.665462,0,1.003091,19,340,0
1,manha,3,18,89,18,14,1,957,terca-feira,77.236552,0,1.067554,22,191,0
5,noite,0,2,69,2,2,0,162,segunda-feira,9.58665,0,0.132507,6,34,0
1,tarde,0,2,42,2,2,0,98,segunda-feira,9.425043,0,0.130366,2,26,0
6,manha,15,26,74,36,21,0,1331,segunda-feira,120.514349,10,1.794731,30,1480,0
3,noite,0,5,57,5,5,0,162,quinta-Feira,68.238976,0,0.945145,7,808,0
4,noite,1,18,130,19,18,0,809,quinta-Feira,64.008834,0,0.88716,12,357,0
9,manha,0,6,112,6,6,0,2305,quinta-Feira,22.474204,0,0.311486,8,1452,0
1,noite,0,0,10,0,0,0,0,quarta-feira,0,0,0,0,0,0
1,noite,0,0,10,0,0,0,0,quarta-feira,0,0,0,0,0,0
5,tarde,3,18,96,19,16,0,0,terca-feira,140.977305,2,1.951211,31,5087,1
2,tarde,0,2,16,2,2,0,27,terca-feira,13.20779,0,0.182804,2,0,0
6,manha,0,3,108,3,3,0,336,terca-feira,34.293621,0,0.641795,19,0,0
13,noite,31,74,230,78,47,0,13265,segunda-feira,451.56,0,6.249865,27,2687,0
1,tarde,0,0,56,1,1,0,0,segunda-feira,4.482601,1,0.062126,6,0,0
1,manha,0,1,52,1,1,0,25,segunda-feira,4.223649,0,0.079044,6,0,0
1,madrugada,0,0,10,0,0,0,0,segunda-feira,0,0,0,0,0,0
6,noite,3,3,69,9,6,0,602,domingo,32.73082,2,0.453628,27,324,0
1,noite,0,2,92,2,2,0,10,domingo,8.473866,0,0.126629,3,0,0
2,madrugada,0,2,63,2,2,0,24,domingo,18.236651,0,0.252748,0,16,0
3,madrugada,2,42,110,43,41,0,2151,sabado,530.48448,1,7.352149,20,1274,0
