@relation 'okhttp-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R36,22,6,2,7,10,12,11,15,17,16,18,23,8,14,53'

@attribute requester {swankjesse,dave-r12,morder,mattlogan,nfuller,alexrwegener,NightlyNexus,reisub,JakeWharton,SpikeKing,mreichelt,nxtstep,franmontiel,chadbrubaker,lh62863,iNoles,gkimbwala,pforhan,tasomaniac,artem-zinnatullin,jgilfelt,ChristianBecker,topwu,moltak,austynmahoney,lburgazzoli,twbarber,cswzxly,yschimke,jonan,adstro,rburgst,TOdorus,SuriyaaKudoIsc,0xced,chaitanyajun12,rnauber,AhmedDaraz,alexeimoisseev,javedkansi,sunyal,timcooijmans,rfc2822,thest1,markhobson,ErikHellman,drorweiss,marenzo,iagreen,RasKasa,ansman,cketti,KENJU,felipecsl,JasperG,snodnipper,mgp,dmoneyUK,jwriteclub,vicmosin,pguilbot,MichaelEvans,minakov,halizton,gfx,duanhongyi,the4thfloor,GUIpsp,Wopple,pwerry,yegorius,peknudsen,Ponyets,deronbrown,alokmenghrajani,unguiculus,StephenBarlow,wjam,HugoGresse,nfukuzaki,circlespainter,ajwhite,kryali,quinnjn,kenmasumitsu,lalbuquerque,aried3r,hiddenmin,cy6erGn0m,adriancole,nashira,dmide,longbai,ipsi,busylee999,klyubin,mikevoyt,kboyarshinov,raggi,brennantaylor,jbornemann,joschi,alfishe,josketres,mruddy,marshallpierce,dcheckoway,yelinaung,tomxor,LaLiLuLeLo,davidschreiber,bendog24,mescortes,mpost,seato,DanGe42,baldur,dlubarov,tomrozb,lcolitti,hostinmars,westarle,BugsBunnyBR,fbiville,andrewgaul,mlc,MiguelLavigne,kkocel,lexer,anderius,indutny,robUx4,nmittler,ross,fizbin,goaway,rtyley,takke,adamsp,normanmaurer,marco-cova,intrications,lingmingyb,hwrdprkns,nacx,carck,pablolb,xiaobi625,JonWatson,rupertbates,everett-toews,desseim,aahlenst,romkavt,narayank,vmarko,menny,kriswuollett,kruton,candrews,edenman,orrc}
@attribute at_mentions_description numeric
@attribute description_length numeric
@attribute created_at_day_turn {manha,noite,tarde,madrugada}
@attribute num_commits numeric
@attribute files_modified numeric
@attribute src_files numeric
@attribute files_changed numeric
@attribute src_churn numeric
@attribute new_entropy numeric
@attribute test_churn numeric
@attribute entropy_diff numeric
@attribute at_mentions_comments numeric
@attribute files_added numeric
@attribute other_files numeric
@attribute status {0,1}

@data
JakeWharton,0,19,manha,1,1,1,1,28,4.609227,0,0.362209,0,0,0,1
JakeWharton,0,5,manha,1,1,1,1,2,4.42521,0,0.347748,0,0,0,1
JakeWharton,0,5,manha,1,1,1,1,4,4.862496,0,0.382112,0,0,0,1
JakeWharton,0,4,manha,2,15,15,15,68,135.44751,96,10.643936,0,0,0,1
JakeWharton,0,8,manha,3,4,4,4,143,57.855989,24,4.546524,0,0,0,1
JakeWharton,0,7,manha,1,1,0,1,0,4.341293,0,0.341131,0,0,1,1
JakeWharton,0,4,manha,1,1,1,1,5,4.82055,0,0.37879,0,0,0,1
JakeWharton,0,5,manha,4,10,10,10,246,127.846659,90,10.04596,0,0,0,1
JakeWharton,0,20,madrugada,1,1,0,1,0,4.496585,0,0.353333,0,0,1,1
adriancole,0,30,noite,1,2,2,2,43,9.815493,0,0.771281,0,0,0,0
JakeWharton,0,8,tarde,3,2,2,2,162,28.71042,132,2.256005,0,0,0,1
JakeWharton,0,9,tarde,3,4,4,4,698,53.96912,36,4.24078,0,0,0,1
JakeWharton,0,5,tarde,2,8,9,8,396,78.560576,241,6.173189,0,0,0,1
JakeWharton,0,7,tarde,1,1,1,1,2,4.478559,0,0.35192,0,0,0,1
JakeWharton,0,27,manha,2,13,14,14,118,122.232159,642,9.604936,0,0,0,0
JakeWharton,0,7,madrugada,2,5,5,5,5,39.423302,197,3.097861,0,0,0,1
JakeWharton,0,7,madrugada,1,1,1,1,3,4.670955,0,0.36704,0,0,0,1
swankjesse,0,26,madrugada,2,2,2,2,0,19.553584,170,1.536495,0,0,0,1
JakeWharton,0,7,madrugada,4,5,5,5,47,46.486777,0,3.65288,0,0,0,1
JakeWharton,0,6,madrugada,2,8,8,8,72,73.387328,212,5.766696,0,0,0,1
JakeWharton,0,6,madrugada,1,4,4,4,27,19.101711,9,1.501014,0,0,0,1
JakeWharton,0,5,madrugada,9,10,10,10,940,265.581506,442,20.869419,0,0,0,1
JakeWharton,0,2,madrugada,1,1,1,1,11,4.742735,0,0.372676,0,0,0,1
swankjesse,0,6,noite,1,4,4,4,21,18.742883,6,1.472801,0,0,0,1
JakeWharton,0,8,manha,4,6,6,6,99,104.512108,127,8.212478,0,0,0,1
JakeWharton,0,6,noite,1,1,1,1,8,4.76038,0,0.378448,0,0,0,1
ChristianBecker,0,2,noite,1,1,1,1,2,4.952091,0,0.393689,0,0,0,1
JakeWharton,0,3,manha,1,1,1,1,8,5.004983,0,0.397895,0,0,0,1
JakeWharton,0,76,manha,6,13,22,22,5309,383.281755,3273,30.470781,0,7,0,1
swankjesse,0,37,madrugada,2,3,3,3,66,28.46726,56,2.26314,3,0,0,1
swankjesse,0,4,noite,2,3,4,4,68,38.590085,100,3.079971,0,1,0,1
swankjesse,0,22,noite,2,5,5,5,28,43.731032,136,3.490283,0,0,0,1
swankjesse,0,11,madrugada,2,3,3,3,88,24.826859,122,1.981473,0,0,0,1
swankjesse,0,9,madrugada,1,4,4,4,60,18.870745,166,1.506106,0,0,0,1
swankjesse,0,21,noite,1,1,1,1,5,4.796739,0,0.382827,0,0,0,1
swankjesse,0,8,noite,3,2,2,2,374,28.680183,307,2.288963,0,0,0,1
swankjesse,0,30,manha,3,3,3,3,421,42.086035,84,3.358834,2,0,0,1
swankjesse,0,31,manha,3,2,4,4,12,57.734872,957,4.644521,0,2,0,1
swankjesse,0,26,madrugada,2,4,5,5,74,48.377287,134,3.907326,0,1,0,1
swankjesse,0,8,noite,1,1,0,1,0,4.914698,0,0.396946,0,0,1,1
swankjesse,0,29,noite,1,6,6,6,27,28.193277,423,2.277115,0,0,0,1
swankjesse,0,5,noite,2,3,3,3,149,28.694134,0,2.317569,0,0,0,1
swankjesse,0,5,madrugada,2,12,9,12,148,56.5116,4,4.564297,0,0,3,1
JakeWharton,0,8,tarde,3,20,20,20,1291,168.90311,741,13.64147,0,0,0,0
swankjesse,0,4,manha,3,2,2,2,175,14.308867,203,1.155601,1,0,0,1
swankjesse,0,7,manha,5,10,10,10,235,149.292874,1367,12.056981,0,0,0,0
swankjesse,0,68,manha,1,6,6,6,122,28.30793,16,2.286165,0,0,0,1
swankjesse,0,8,manha,1,2,2,2,2,9.631448,21,0.777839,0,0,0,1
JakeWharton,0,22,madrugada,1,5,5,5,52,22.899826,0,1.8494,0,0,0,1
JakeWharton,0,11,madrugada,2,2,2,2,32,18.455266,60,1.490465,0,0,0,1
JakeWharton,0,13,madrugada,1,1,1,1,32,4.637406,0,0.374521,0,0,0,0
JakeWharton,0,10,madrugada,1,7,8,8,36,37.887889,28,3.071623,0,1,0,1
JakeWharton,0,7,noite,1,2,2,2,18,9.81913,0,0.796057,0,0,0,1
JakeWharton,0,49,noite,1,14,14,14,56,64.192234,0,5.204197,0,0,0,1
JakeWharton,0,5,noite,1,1,1,1,1,4.537919,0,0.367898,0,0,0,1
swankjesse,0,4,noite,2,0,2,2,282,19.976783,0,1.632668,0,2,0,1
swankjesse,0,3,manha,1,1,3,3,172,14.355606,0,1.182827,0,2,0,1
JakeWharton,0,24,madrugada,1,2,2,2,99,9.91279,175,0.816762,0,0,0,1
JakeWharton,0,148,manha,3,1,1,1,21,14.194279,0,1.169532,0,0,0,1
swankjesse,0,12,manha,1,2,2,2,0,9.854672,58,0.811972,0,0,0,1
JakeWharton,0,18,madrugada,1,1,1,1,30,4.927918,0,0.406002,0,0,0,1
JakeWharton,0,10,madrugada,1,2,2,2,17,10.15711,0,0.836826,0,0,0,1
swankjesse,0,56,noite,2,6,6,6,335,54.559277,460,4.494825,0,0,0,1
swankjesse,0,32,manha,2,7,8,8,795,76.861071,0,6.357805,0,1,0,1
swankjesse,0,35,noite,2,11,11,11,646,104.435791,12,8.638942,0,0,0,1
JakeWharton,0,23,tarde,2,1,1,1,0,9.904562,1273,0.819452,0,0,0,1
JakeWharton,0,7,manha,1,2,2,4,26,21.092157,0,1.762083,0,2,2,1
nfuller,0,361,noite,2,1,2,2,145,14.682986,172,1.241786,2,1,0,1
JakeWharton,0,4,madrugada,2,4,3,4,38,37.148468,8,3.141763,0,0,1,1
swankjesse,0,8,madrugada,1,1,1,1,0,4.685493,4,0.396267,0,0,0,1
adriancole,0,30,noite,2,14,19,14,388,134.8701,564,11.405914,0,0,1,1
nfuller,0,107,noite,1,12,9,12,148,56.5116,4,4.779165,1,0,3,1
mruddy,0,102,noite,1,1,1,1,0,4.969939,26,0.420306,0,0,0,0
nfuller,0,21,tarde,1,1,1,1,0,4.948301,39,0.418476,2,0,0,1
nfuller,0,17,noite,1,1,1,1,4,4.97565,0,0.420788,0,0,0,1
mruddy,0,253,noite,2,4,2,4,15,28.418237,0,2.403316,2,0,2,1
swankjesse,0,47,tarde,1,3,5,5,157,0,249,0,0,2,0,1
nfuller,0,51,noite,4,7,10,10,161,125.390986,1714,10.690797,0,3,0,1
klyubin,0,144,noite,1,2,2,2,98,9.731849,4,0.829675,0,0,0,1
nfuller,0,160,tarde,1,2,2,2,20,9.501768,18,0.810064,0,0,0,1
marshallpierce,0,154,madrugada,6,8,9,16,197,80.587992,138,6.870451,2,6,0,0
JakeWharton,0,89,tarde,1,6,7,7,458,32.892775,10,2.804241,0,1,0,0
adriancole,0,25,manha,1,2,2,2,6,0,0,0,0,0,0,1
nfuller,0,307,tarde,2,2,2,2,263,19.176765,238,1.6349,0,0,0,1
JakeWharton,0,7,madrugada,1,1,1,1,4,4.771138,0,0.406758,0,0,0,1
JakeWharton,0,27,tarde,1,1,1,1,1,4.427644,0,0.377474,0,0,0,1
JakeWharton,0,5,tarde,1,1,1,1,19,4.687345,0,0.399614,0,0,0,1
nfuller,0,237,noite,1,2,2,2,15,9.716349,26,0.865044,0,0,0,1
nfuller,0,39,noite,1,3,5,5,9,24.474814,217,2.197752,0,2,0,1
nfuller,0,31,noite,1,1,1,1,0,4.849008,4,0.435424,0,0,0,1
swankjesse,0,53,manha,1,4,4,4,23,18.869255,0,1.694392,0,0,0,1
dcheckoway,0,5,noite,42,23,19,41,1050,379.141284,162,34.045545,0,17,17,0
JakeWharton,0,7,manha,1,7,11,7,36,34.622428,180,3.108986,0,0,0,1
JakeWharton,1,7,madrugada,1,3,2,3,8,15.280774,0,1.372186,0,0,0,1
swankjesse,0,56,manha,1,4,4,4,16,19.244415,10,1.728114,1,0,0,0
yelinaung,0,11,noite,1,1,1,1,8,5.03903,0,0.452497,0,0,0,1
swankjesse,0,4,manha,4,21,22,23,652,115.270185,157,10.543098,0,2,1,1
swankjesse,0,7,manha,1,2,2,2,0,0,7,0,0,0,0,1
swankjesse,0,8,manha,1,2,3,4,515,19.538534,0,1.78698,0,2,1,1
swankjesse,0,48,madrugada,1,16,16,16,126,76.760431,124,7.020475,0,0,0,1
the4thfloor,0,11,tarde,1,2,2,2,11,9.443641,26,0.863711,0,0,0,1
nfuller,0,35,madrugada,1,1,3,3,304,14.985319,336,1.370551,0,2,0,1
tomxor,0,6,madrugada,1,1,1,1,116,4.983717,0,0.455832,0,0,0,1
swankjesse,0,4,manha,2,10,11,10,386,96.306885,218,8.808396,0,0,0,1
swankjesse,0,24,madrugada,1,2,2,2,180,9.617316,0,0.879554,0,0,0,1
LaLiLuLeLo,0,155,madrugada,2,6,7,7,59,33.101298,138,3.027287,1,1,0,0
swankjesse,0,9,noite,1,4,4,4,85,19.099096,246,1.74667,0,0,0,1
swankjesse,0,5,manha,1,1,2,2,5,10.32526,1056,0.948637,0,1,0,1
swankjesse,0,39,manha,1,1,1,1,2,4.115844,0,0.378144,0,0,0,1
swankjesse,0,23,manha,1,1,1,1,2,4.543061,0,0.417395,0,0,0,1
swankjesse,0,8,madrugada,1,1,1,1,2,5.012564,0,0.460531,0,0,0,1
swankjesse,0,46,madrugada,2,12,12,12,1064,106.8162,185,9.813768,0,0,0,0
swankjesse,0,9,noite,2,4,4,4,20,0,45,0,0,0,0,1
swankjesse,0,22,noite,1,2,2,2,0,0,47,0,0,0,0,1
swankjesse,0,31,noite,2,4,4,4,100,38.683969,92,3.553935,0,0,0,1
swankjesse,0,47,noite,1,4,4,4,11,19.452741,98,1.78714,0,0,0,1
swankjesse,0,8,noite,1,4,4,4,20,18.548753,43,1.704102,0,0,0,1
swankjesse,0,29,noite,1,5,5,5,20,24.239308,6,2.237314,0,0,0,1
swankjesse,0,10,noite,1,1,1,1,20,4.744102,0,0.437886,0,0,0,1
swankjesse,0,6,manha,1,1,1,1,4,0,0,0,0,0,0,1
swankjesse,0,39,madrugada,1,3,4,4,32,19.546492,72,1.81248,0,1,0,1
swankjesse,0,87,noite,2,5,11,6,26,48.597834,4088,4.506312,0,1,0,1
davidschreiber,0,8,tarde,1,1,1,1,4,4.66736,0,0.432788,0,0,0,0
swankjesse,0,11,manha,1,1,1,1,8,4.579392,0,0.42463,0,0,0,1
JakeWharton,0,5,manha,1,1,1,1,2,4.5442,0,0.421367,0,0,0,1
adriancole,0,27,noite,2,2,4,3,0,19.21145,234,1.772944,0,0,0,1
swankjesse,0,17,noite,2,9,11,10,592,97.422994,400,9.030825,6,1,0,1
swankjesse,0,7,manha,1,1,1,1,2,4.931874,0,0.45717,0,0,0,1
swankjesse,0,46,madrugada,2,10,11,11,794,106.438184,216,9.913062,0,1,0,1
swankjesse,0,2,madrugada,2,12,15,15,644,129.511007,222,12.232105,1,3,0,1
swankjesse,0,11,tarde,1,2,2,2,5,9.426014,0,0.890272,0,0,0,1
swankjesse,0,10,manha,1,3,4,4,169,19.268252,144,1.828501,0,1,0,1
swankjesse,0,4,madrugada,3,3,3,3,32,43.545945,39,4.1322,0,0,0,1
swankjesse,0,45,madrugada,1,4,5,4,66,18.764666,11,1.780633,0,0,0,1
bendog24,0,7,noite,1,1,1,1,11,5.003492,0,0.474894,0,0,0,1
bendog24,0,8,noite,1,1,1,1,12,5.000416,0,0.474602,0,0,0,0
swankjesse,0,7,madrugada,2,2,2,2,125,20.12494,0,1.910108,0,0,0,1
mescortes,0,7,noite,2,6,6,6,57,58.36238,72,5.539924,0,0,0,1
klyubin,0,63,madrugada,1,2,2,2,23,9.212562,0,0.874483,0,0,0,1
adriancole,0,17,noite,2,4,4,4,41,4.849081,52,0.460288,0,0,0,1
adriancole,0,2,noite,1,2,2,2,0,9.042259,5,0.858314,0,0,0,1
swankjesse,0,5,madrugada,1,3,3,4,30,18.852548,6,1.797664,0,1,1,1
adriancole,0,97,noite,1,8,8,8,39,38.138182,50,3.603025,0,0,0,1
adriancole,0,83,noite,1,17,24,19,504,83.257602,1071,7.865587,2,0,1,1
mpost,0,59,noite,2,2,2,2,43,4.589139,18,0.433549,0,0,0,0
seato,0,42,madrugada,2,2,2,2,2,4.509462,9,0.426025,1,0,0,1
DanGe42,0,73,madrugada,3,6,8,6,110,29.640259,322,2.800219,2,0,0,0
JakeWharton,0,9,noite,2,4,3,4,56,37.727972,28,3.564384,0,0,1,1
baldur,0,41,noite,1,2,2,2,2,9.400728,6,0.888142,0,0,0,1
JakeWharton,0,6,madrugada,2,9,10,10,561,93.746591,0,8.898472,0,1,0,1
seato,0,110,noite,1,2,5,5,64,22.984449,174,2.181695,0,3,0,0
JakeWharton,0,3,madrugada,1,1,0,1,0,4.733219,0,0.449279,0,0,1,1
nfuller,0,37,tarde,1,1,1,1,0,4.978872,11,0.472596,0,0,0,1
dlubarov,0,67,manha,3,5,7,8,817,28.764903,155,2.743801,1,3,0,0
nfuller,0,72,noite,2,1,2,2,63,20.643321,138,1.969107,0,1,0,1
nfuller,0,23,tarde,1,1,1,1,0,4.926884,33,0.469961,0,0,0,1
seato,0,118,madrugada,2,3,5,6,64,18.343442,220,1.749728,0,3,0,0
dlubarov,0,102,madrugada,7,7,7,11,327,33.60932,170,3.205896,1,4,0,0
nfuller,0,252,tarde,1,7,7,7,327,32.764599,78,3.524209,0,0,0,0
tomrozb,0,43,madrugada,2,2,2,2,9,9.444298,5,0.900864,0,0,0,1
lcolitti,0,152,noite,1,4,5,4,41,18.778133,37,1.791196,0,0,0,1
seato,0,22,noite,1,1,1,1,0,4.80174,8,0.458025,0,0,0,1
lcolitti,0,79,noite,1,2,2,2,6,9.545908,44,0.910559,0,0,0,1
swankjesse,0,16,manha,1,1,1,1,2,4.636019,0,0.442218,0,0,0,1
hostinmars,0,73,tarde,6,3,3,3,495,14.266451,0,1.427268,2,0,0,0
ChristianBecker,0,18,noite,1,1,1,1,2,3.760945,0,0.376259,0,0,0,1
ChristianBecker,1,55,manha,1,2,2,2,3,9.141024,9,0.914501,0,0,0,1
hostinmars,0,108,tarde,5,7,7,8,9495,29.40176,0,2.94146,3,1,0,0
westarle,0,25,noite,1,1,1,1,42,4.623167,0,0.462519,2,0,0,1
adriancole,1,14,tarde,1,2,2,2,2,10.120825,5,1.012528,0,0,0,1
westarle,1,71,madrugada,11,10,11,24,82,296.791077,1854,29.691035,0,13,4,1
westarle,0,46,manha,5,1,1,4,0,8.887279,254,0.889085,0,3,3,0
swankjesse,0,10,noite,2,3,3,3,249,28.469115,89,2.848245,0,0,0,1
swankjesse,0,25,tarde,2,8,8,8,480,75.144161,552,7.517937,0,0,0,1
JakeWharton,0,6,manha,1,1,1,1,2,4.661848,0,0.466389,0,0,0,1
JakeWharton,0,7,manha,2,1,0,1,0,8.964111,0,0.896804,0,0,0,1
JakeWharton,0,87,manha,2,2,2,2,298,19.610596,108,1.96192,0,0,0,1
BugsBunnyBR,0,44,manha,1,2,1,2,17,10.149804,0,1.015426,0,0,0,0
JakeWharton,0,53,manha,1,1,1,1,44,4.566363,0,0.456834,0,0,0,1
fbiville,0,5,madrugada,1,1,1,1,1,5.032892,0,0.503508,0,0,0,0
fbiville,0,5,madrugada,1,1,1,1,4,4.588078,0,0.459007,2,0,0,0
swankjesse,0,24,madrugada,1,3,3,3,2,13.30558,6,1.330935,1,0,0,1
adriancole,0,77,noite,2,10,16,10,486,96.601342,1276,9.662873,0,0,0,1
JakeWharton,0,4,manha,1,1,0,1,0,4.939654,0,0.494123,0,0,0,1
andrewgaul,0,8,madrugada,1,1,0,1,0,4.748183,0,0.474972,0,0,1,1
mlc,0,127,madrugada,4,3,3,3,138,28.544736,92,2.8554,3,0,0,1
swankjesse,0,12,tarde,1,2,2,2,6,9.70964,13,0.971278,0,0,0,1
JakeWharton,0,7,noite,1,2,2,2,28,9.353004,21,0.935615,0,0,0,1
MiguelLavigne,0,78,tarde,2,5,5,5,40,46.697472,76,4.671316,1,0,0,1
JakeWharton,0,7,manha,1,1,1,1,2,4.424736,0,0.442622,0,0,0,1
swankjesse,0,7,manha,1,1,1,1,2,4.406873,0,0.440835,0,0,0,1
swankjesse,0,95,madrugada,2,4,4,4,22,40.106184,74,4.011966,1,0,0,1
JakeWharton,0,15,noite,1,44,43,44,111,210.846173,75,21.091317,0,0,1,1
kkocel,0,18,manha,13,3,4,5,377,9.764464,127,0.976757,3,2,0,0
JakeWharton,0,6,manha,1,6,6,6,10,27.626494,17,2.790966,0,0,0,1
swankjesse,0,7,madrugada,2,0,2,2,210,19.801676,0,2.000464,0,2,0,1
swankjesse,0,13,madrugada,2,10,12,10,32,45.012177,0,4.547354,0,0,0,1
JakeWharton,0,17,madrugada,4,1,4,4,534,57.105918,0,5.769123,0,3,0,0
swankjesse,0,3,manha,1,1,1,1,0,4.952606,10,0.500337,0,0,0,1
JakeWharton,0,11,manha,1,2,2,2,8,9.349537,0,0.94454,0,0,0,1
swankjesse,0,6,madrugada,1,0,1,1,66,5.076429,0,0.515471,0,1,0,1
swankjesse,0,9,madrugada,1,4,4,4,28,19.095034,32,1.93895,0,0,0,1
swankjesse,0,10,madrugada,1,3,3,3,83,14.312796,83,1.453352,0,0,0,1
swankjesse,0,8,madrugada,1,3,3,3,6,13.5794,40,1.3789,0,0,0,1
JakeWharton,0,159,manha,2,6,6,6,98,28.559542,11,2.915051,0,0,0,1
swankjesse,0,21,madrugada,1,1,1,1,5,4.643214,0,0.473929,0,0,0,1
swankjesse,0,14,madrugada,2,1,3,2,12,14.570686,1046,1.487218,2,1,0,1
swankjesse,0,7,madrugada,1,2,2,2,4,9.591714,11,0.979018,0,0,0,1
lexer,1,29,noite,1,1,1,1,1,4.602121,0,0.479395,0,0,0,1
swankjesse,0,2,manha,3,0,14,24,2087,88.519939,1545,9.220964,1,14,0,1
lexer,0,32,madrugada,1,0,2,2,92,9.15014,85,0.953146,4,2,0,0
swankjesse,0,4,noite,1,1,2,2,52,9.780067,0,1.024073,0,1,0,1
swankjesse,0,6,noite,1,7,7,7,42,33.468569,32,3.504502,1,0,0,1
swankjesse,0,26,manha,1,1,1,1,2,4.485135,0,0.46964,0,0,0,1
anderius,0,25,tarde,4,1,1,1,122,13.793883,0,1.444361,2,0,0,1
swankjesse,0,4,manha,1,0,1,1,45,5.00957,0,0.530025,0,1,0,1
swankjesse,0,8,manha,1,0,1,1,56,4.919321,0,0.520476,0,1,0,1
swankjesse,0,2,tarde,2,0,1,1,120,9.993038,0,1.097883,0,1,0,1
swankjesse,0,6,tarde,2,0,8,8,1143,70.191171,0,7.711535,0,7,0,1
adriancole,0,14,madrugada,3,2,2,2,131,30.636902,218,3.366087,1,0,0,1
swankjesse,0,3,tarde,1,1,1,1,101,4.86667,0,0.534703,0,0,0,1
swankjesse,0,5,madrugada,1,3,3,3,45,14.901838,0,1.637766,0,0,0,1
JakeWharton,0,8,madrugada,1,1,1,1,0,4.717707,136,0.518493,0,0,0,1
JakeWharton,0,7,madrugada,1,1,1,1,15,4.88046,0,0.53638,0,0,0,1
JakeWharton,0,12,noite,2,3,3,3,57,28.397212,18,3.120957,0,0,0,0
swankjesse,0,1,manha,1,3,3,3,8,13.877163,26,1.525317,0,0,0,1
JakeWharton,0,20,noite,1,1,1,1,3,4.749764,0,0.522072,0,0,0,1
JakeWharton,0,7,manha,2,2,3,4,77,28.43995,348,3.12599,0,1,1,1
swankjesse,0,5,manha,2,2,1,2,124,18.578994,0,2.042126,0,0,1,1
swankjesse,0,4,tarde,1,2,2,2,2,9.34294,39,1.026942,0,0,0,1
swankjesse,0,3,manha,1,0,1,1,61,4.786954,0,0.528929,0,1,0,1
swankjesse,0,14,tarde,1,3,1,3,18,14.262777,0,1.575847,0,0,2,1
swankjesse,0,11,manha,1,1,0,1,0,4.505088,0,0.497756,0,0,1,1
swankjesse,0,6,tarde,1,8,8,8,66,37.820402,0,4.089498,0,0,0,0
swankjesse,0,8,tarde,2,5,5,6,2380,56.426549,20,6.10137,0,1,1,0
swankjesse,0,8,tarde,2,11,2,13,142,125.803804,0,13.751143,0,2,11,0
adriancole,0,17,madrugada,2,1,1,1,8,9.039165,0,0.99872,0,0,0,1
JakeWharton,0,11,noite,1,1,1,1,2,4.489135,0,0.495959,0,0,0,1
swankjesse,0,38,tarde,2,1,1,1,188,9.743775,0,1.076491,0,0,0,1
swankjesse,0,7,manha,1,3,3,3,9,13.49881,0,1.491345,0,0,0,1
swankjesse,0,35,manha,1,5,5,5,26,23.606236,3,2.608002,0,0,0,1
swankjesse,0,22,madrugada,1,2,2,2,15,8.695394,0,0.960662,0,0,0,1
JakeWharton,0,5,madrugada,1,1,0,1,0,4.343946,0,0.479885,0,0,1,1
JakeWharton,0,18,madrugada,1,1,1,1,2,4.306853,0,0.475787,0,0,0,1
JakeWharton,0,6,noite,1,6,7,7,73,27.51613,22,3.02397,0,0,0,1
JakeWharton,0,7,noite,1,1,1,1,47,4.661806,0,0.512324,0,0,0,1
indutny,0,73,noite,3,6,6,8,230,61.403504,0,6.748128,6,2,0,0
swankjesse,0,2,noite,1,13,14,14,239,62.227841,58,6.800728,0,0,0,1
swankjesse,0,9,tarde,1,2,2,2,1,9.073779,41,0.99165,0,0,0,1
swankjesse,0,7,tarde,2,3,3,3,14,22.51892,210,2.461034,0,0,0,1
swankjesse,0,46,madrugada,1,5,5,5,320,23.406334,119,2.557728,0,0,0,1
swankjesse,0,16,madrugada,2,12,18,12,133,113.565962,92,12.410505,0,0,0,1
swankjesse,0,41,noite,3,19,18,22,390,302.602619,819,33.430817,0,3,4,1
swankjesse,0,28,noite,1,5,5,5,30,22.7927,5,2.505941,0,0,0,1
swankjesse,0,20,noite,1,2,2,2,0,10.016892,53,1.101306,0,0,0,1
adriancole,0,173,noite,1,1,1,1,1,4.575362,0,0.511267,0,0,0,1
adriancole,0,31,noite,1,4,4,4,55,0,19,0,0,0,0,1
adriancole,0,14,manha,1,1,1,1,0,5.086955,54,0.568416,0,0,0,1
adriancole,0,34,manha,1,1,1,1,0,5.148684,14,0.575314,0,0,0,1
adriancole,0,30,manha,1,4,4,4,15,19.889672,17,2.222271,1,0,0,1
swankjesse,0,23,madrugada,1,5,5,5,26,23.348482,66,2.609021,0,0,0,1
adriancole,0,14,manha,1,1,1,1,0,4.696654,9,0.52484,0,0,0,1
adriancole,0,10,manha,2,2,2,2,61,19.299461,0,2.156668,0,0,0,1
swankjesse,0,23,tarde,1,3,3,3,5,14.199924,27,1.586786,0,0,0,1
swankjesse,0,3,manha,1,5,6,5,18,22.291467,2,2.490996,0,0,0,1
swankjesse,0,31,madrugada,1,3,5,5,17,24.379769,193,2.755082,0,2,0,1
adriancole,0,32,noite,3,18,24,18,722,22.682107,1290,2.563234,0,0,0,1
swankjesse,0,4,madrugada,1,8,8,8,56,36.096716,18,4.079085,0,0,0,1
swankjesse,0,21,madrugada,1,12,12,12,181,56.6154,44,6.396867,0,0,0,1
swankjesse,0,24,tarde,1,4,5,5,53,23.379457,0,2.656267,0,1,0,1
swankjesse,0,9,manha,1,7,12,7,128,33.981855,53,3.860952,0,0,0,1
swankjesse,1,28,madrugada,2,13,14,14,141,128.580236,604,14.691533,2,1,0,1
swankjesse,0,18,noite,1,3,2,3,15,13.658421,0,1.56026,0,0,1,1
swankjesse,0,25,noite,1,4,4,4,4,18.973718,108,2.167449,0,0,0,1
adriancole,0,15,noite,1,10,10,10,82,46.725048,15,5.337603,0,0,0,1
swankjesse,0,9,tarde,1,2,2,2,23,9.498949,12,1.085145,0,0,0,1
JakeWharton,0,11,tarde,1,1,3,2,0,9.926441,532,1.140415,0,1,0,1
JakeWharton,0,6,manha,2,2,2,2,49,14.026768,0,1.611486,0,0,0,1
