@relation 'bundler-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,8,36,6,9,12,2,10,11,14,15,5,1,16,17,53'

@attribute num_commits numeric
@attribute files_added numeric
@attribute requester {indirect,segiddins,RochesterinNYC,schneems,allenzhao,sonalkr132,BronzDoc,asutoshpalai,mobilutz,njam,mib32,jbodah,Elffers,glennpratt,christhekeele,cirdes,lamont-granquist,dtognazzini,Zorbash,vassilevsky,MOZGIII,arthurnn,hughbien,Agis-,morsheed,pcarranza,dthjones,drn,smellsblue,deepj,jperville,doy,benlovell,fotanus,JuanitoFatas,TimMoore,stantona,CoralineAda,blackxored,deivid-rodriguez,dwb,felixbuenemann,sikachu,denmat,Nikolay-Pomytkin,andremedeiros,csfrancis,toolmantim,voxik,goughy000,jtarchie,A5308Y,samphippen,dilumn,Sirupsen,esasse,jasonkarns,jaym,lukaso,robinboening,philnash,heliocola,asymmetric,jrafanie,esse,masarakki,Eric-Guo,smlance,seanlinsley,pmenglund,chulkilee,grosser,Koronen,jordanthomas,mastfish,sferik,tf,steved,frsyuki,EduardoBautista,byroot,roseweixel,cdwort,hbd225,mattbrictson,amatsuda,ethanez713,PG-kura,AlexanderPavlenko,mcantor,joshk,pducks32,danieltdt,timblair,Bartuz,tjschuck,cstrahan,steverob,habibalamin,karlo57,tony-spataro-rs,strand,neoeno,postmodern,waynn,skateman,ivantsepp,e2,hartator,repinel,akihiro17,nickborromeo,spastorino,Strech,ineiti,stevenjack,pjump,fny,aprescott,hone,tenderlove,korobkov,hiukkanen,panthomakos,sealocal,jdmundrawala,digitalextremist,mlarraz,matiasow,seamusabshere,jhass,simi,chastell,bobishh,kodnin,marocchino,marutosi,niku4i,janlelis,Sxl1092,sanemat,kohgpat,kirs,banyan,maclover7,keiths-osc,neerfri,moeffju,steakknife,darnould,tamird,bjfish,ccutrer,eagletmt,joneslee85,k0kubun,dsisnero,claudiob,bkeepers,selcham,BenMorganIO,tdtds,jnraine,pangloss,eapache,aroben,y-yagi,onetwopunch,myronmarston,gfvcastro,rohit,myabc,petedmarsh,dholdren,toy,thomasfedb,kuraga,doodzik,staugaard,Who828,GeekOnCoffee,gsamokovarov,obfusk,zzak,Deradon,agenteo,arronmabrey,patvice,Sketch,gretel,twcctz50,elia,dubek,rrrene,dangoita,danfinnie,DevRubySlippers,Intrepidd,fvaleur,seuros,meganemura,yous,ryansouza,dx7,aasmith,kares,ruyrocha,HonoreDB,benlakey,bak,eloyesp,citizen428,hwartig,tonytonyjan,ejaypcanaria,splattael,allyraza,reiz,lgierth,pmahoney,jetaggart,tryba,nickpellant,mraidel,zmack,jasonrclark,jemc,rodreegez,Razzell,Nerian,IvanUkhov,notlaforge,jc00ke,Juanxo,prathamesh-sonpatki,aptinio,vinbarnes,tiredpixel,mvz,mattwynne,gjaldon,MSNexploder,deitrick,unak,robolson,aughr,richo,grant-olson,1337807,gnufied,jmmk,peter-mtso,YorickPeterse,mokhan,jm,dylanahsmith,j15e,d-reinhold,mathonsunday,stevecj,vais,as-cii,urbanautomaton,tbuehlmann,aitor,mrphs,headius,kiela,mdkent,suzukaze,stlay,jfvanderwalt,divineforest,lardcanoe,burke,strzalek,davidblondeau,jwworth,narutosanjiv,zebardy,punkle,smashwilson,kgrz,shrey-sharma,andreychernih,suhastech,loveky,codertux,salimane,v-yarotsky,rafaelfranca,deependersingla,olivierlacan,phallstrom,tundal45,DavidEGrayson,dougcole,yaotti,tdumitrescu,skottler,sunny,ognevsky,spohlenz,arunagw,rhysd,mrkn,steveklabnik,qblake,grddev,tyler,cainlevy,jendiamond,misfo,mfojtik,samsm,ghedamat,joyicecloud,cowboyd,brandonblack,henrik,jasonmp85,SamSaffron,steved555,benjamintanweihao,wfarr,joallard,Garoe,snackbandit,mcfiredrill,rykov,larskanis,flyinprogramer,xaviershay,Plaristote,jlsuttles,JordanFaust,faun,lucasmazza,ssrihari,shtirlic,fuadsaud,gudleik,ndbroadbent,nubbel,ixti,rthbound,tricknotes,jfoy,JonRowe,apsoto,kml,mipearson,Gaelan,rahearn,bwillis,Nitrodist,pjvds,regularfry,matthewd,BrentWheeldon,mpapis,epinault,Holek,ardavis,Ptico,hbakhtiyor,dougal,qichunren,chief,nslocum,jayniz,rehevkor5,sakuro,gregory-m,bradleybuda,dmueller,halorgium,nevir,okitan,coop,ogra,danielsdeleo,JamesFerguson,zimbatm,alup,sunaku,jarl-dk,raggi,matthewrudy,parndt,luislavena,gaffneyc,CosmicCat,utkarshkukreti,ddopson,databus23,matschaffer,EmilRehnberg,RyanonRails,Peeja,andreagoulet,dblock,csgui,timoschilling,NARKOZ,gkop,liveh2o,ToadJamb,jisaacks,semanticart,farski,drbrain,crowbot,Empact,kcurtin,wildchild,cheald,wallyqs,sol,brettporter,nbibler,tomykaira,koraktor,pivotalcommon,rking,MafcoCinco,phocke,dkastner,jmoses,benmoss,godfat,BMorearty,davidcelis,brainopia,jdelStrother,mkristian,Flameeyes,mrflip,carlosantoniodasilva,hirochachacha,eightbitraptor,kikito,luismreis,zofrex,trans,bobbus,takkanm,phil-monroe,bowsersenior,jgaskins,gilesbowkett,nwwatson,rkh,stevenh512,coding46,drogus,kucaahbe,mpabst,dougbarth,fpauser,bryanwoods,richardkmichael,bpardee,echohead,kytrinyx,jimmycuadra,jgeiger,ariofrio,jhlllnd,floehopper,dlee,soulcutter,dekellum,etehtsea,svenfuchs,hlidotbe,gerwinbrunner,Fluxx,josevalim,nashby,Vanuan,jpatokal,zeha,knu,d,geemus,lsimoneau,ANithian,mattconnolly,mhoran,vijaydev,osheroff,jreidinger,sodabrew,invisiblefunnel,ilude,dadooda,brixen,eric1234,laserlemon,stve,petervandenabeele,nurse,jeremy,derekprior,jredville,smartinez87,lunks,lastobelus,arsduo,albus522,jjb,sleeper,francois,timfel,jch,roend83,maxjustus,nono,bensie,jacobo,lanej,pirj,sundbp,benhoskings,nextmat,leereilly,stephencelis,slagyr,rwilcox,radsaq,DNNX,Trevoke,tpope,retr0h,tiegz,robertwahler,boffbowsh,neonlex,cldwalker,mtylty,cgriego,kmayer,mheffner,tadman,joelmoss,leejarvis,rkbodenner,benhamill,ybart,pascalh1011,mbirk,rubiii,csquared,mikehoward,mpj,tissak,ngollan,josh,ryanbriones,evanphx,dhh,krekoten,rslifka,cmeiklejohn,gucki,jordansissel,voidlock,bgreenlee,jonah-carbonfive,nledez,botanicus,jackdempsey,epall,wuputah,nolith,hedgehog,nicksieger,opsb,goneflyin,vandrijevik,mjio,jfelchner,baroquebobcat,sumbach,Lytol,sgrove,davesmylie,tigris,aaronblohowiak,bcardarella,now,adelcambre,ecoleman,gyngve,leobessa,dasch,ai,net1957,sdhull,rcarver,mcolyer,kalv,shwoodard,ultrasaurus,tsigo,dismaldenizen,bobbywilson0,antono,jfirebaugh,tarcieri,rjharmon,ddollar,kakutani,jstorimer,irjudson,trampoline,dennisreimann,graaff,aslakhellesoy,MasterLambaster,mephux,bsears,fd,chipiga,spraints}
@attribute description_length numeric
@attribute files_deleted numeric
@attribute src_files numeric
@attribute created_at_day_turn {manha,madrugada,noite,tarde}
@attribute files_modified numeric
@attribute files_changed numeric
@attribute other_files numeric
@attribute src_churn numeric
@attribute intra_branch {true,false}
@attribute created_at_week_day {sabado,quinta-Feira,quarta-feira,terca-feira,segunda-feira,domingo,sexta-feira}
@attribute test_churn numeric
@attribute new_entropy numeric
@attribute status {0,1}

@data
1,0,arunagw,3,0,1,?,1,1,0,2,false,quinta-Feira,0,4.359623,1
1,0,indirect,66,0,1,noite,1,1,0,6,true,quarta-feira,0,4.256918,1
1,0,rhysd,33,0,1,noite,1,1,0,2,false,quarta-feira,0,4.635174,1
3,1,mrkn,6,0,2,tarde,1,2,0,9,false,quarta-feira,30,4.556415,1
1,0,steveklabnik,18,0,1,noite,1,1,0,1,false,segunda-feira,0,4.78295,1
2,0,qblake,80,0,2,noite,2,2,0,31,false,domingo,16,9.341668,1
1,1,grddev,36,0,3,manha,2,3,0,7,false,sexta-feira,49,13.76893,1
2,0,davidblondeau,94,0,2,manha,2,2,0,17,false,sexta-feira,17,9.203494,1
1,0,tyler,170,0,1,tarde,1,1,0,2,false,terca-feira,0,4.84834,1
1,0,cainlevy,200,0,2,madrugada,2,2,0,8,false,sexta-feira,0,8.862393,1
3,0,jendiamond,16,0,2,noite,2,2,0,28,false,quinta-Feira,33,8.554124,1
4,0,misfo,99,0,1,madrugada,4,4,3,18,false,quinta-Feira,0,14.527259,0
2,0,mfojtik,33,0,1,tarde,1,1,0,14,false,sabado,0,8.730974,0
1,0,zzak,12,0,0,madrugada,1,1,1,0,false,domingo,0,4.888815,1
1,0,kirs,13,0,2,tarde,2,2,0,22,false,sexta-feira,11,9.122885,0
1,0,jendiamond,23,0,2,madrugada,2,2,0,6,false,sexta-feira,0,8.794798,0
1,0,samsm,15,0,2,tarde,2,2,0,5,false,quinta-Feira,1,8.45253,0
1,0,ghedamat,9,0,1,madrugada,1,1,0,2,false,quinta-Feira,0,4.878328,1
1,0,joyicecloud,4,0,1,madrugada,1,1,0,2,false,terca-feira,0,4.55202,1
2,0,samsm,20,0,3,madrugada,3,3,0,4,false,domingo,42,9.116831,1
1,0,cowboyd,35,0,1,noite,1,1,0,6,false,sexta-feira,0,4.30695,1
6,2,joyicecloud,8,0,6,noite,7,9,1,84,false,sexta-feira,53,54.466562,1
11,0,joyicecloud,17,0,5,madrugada,5,5,0,114,false,quinta-Feira,0,58.758722,0
1,0,brandonblack,39,0,3,madrugada,4,4,1,27,false,quarta-feira,4,18.503479,1
1,0,joyicecloud,9,0,6,noite,6,6,0,6,false,terca-feira,19,24.032523,1
1,0,gnufied,37,0,1,madrugada,1,1,0,2,true,terca-feira,0,3.442644,1
1,0,joyicecloud,19,0,1,noite,1,1,0,0,false,quarta-feira,5,4.297847,1
2,0,joyicecloud,12,0,11,noite,11,11,0,49,false,quarta-feira,71,44.653226,1
1,0,joyicecloud,15,0,3,noite,3,3,0,6,false,quarta-feira,16,13.363252,1
1,0,henrik,18,0,0,noite,1,1,1,0,false,quarta-feira,0,4.684276,1
2,0,jasonmp85,90,0,3,madrugada,4,4,1,4,false,quarta-feira,12,37.229016,1
1,0,SamSaffron,34,0,1,madrugada,1,1,0,7,false,segunda-feira,0,4.072781,1
1,0,jendiamond,4,0,2,madrugada,2,2,0,7,false,sabado,7,8.651885,1
2,0,steved555,46,0,2,noite,3,3,1,17,false,quinta-Feira,42,9.476251,1
1,1,joyicecloud,12,0,1,madrugada,0,1,0,0,false,quarta-feira,53,4.751475,0
1,0,benjamintanweihao,32,0,1,tarde,1,1,0,1,false,terca-feira,0,4.78295,0
4,0,gnufied,7,0,2,manha,2,2,0,12,true,terca-feira,0,19.578274,1
1,0,gnufied,12,0,1,manha,1,1,0,2,true,terca-feira,0,3.715813,0
1,0,wfarr,112,0,1,madrugada,2,2,1,4,false,terca-feira,0,9.710426,1
2,0,joallard,182,0,3,noite,3,3,0,72,false,segunda-feira,22,17.794324,1
3,0,sanemat,46,0,1,manha,1,1,0,14,false,sexta-feira,0,4.754371,1
6,0,Garoe,24,0,10,tarde,11,11,1,163,false,quarta-feira,161,131.816435,0
6,0,snackbandit,58,0,1,noite,2,2,1,13,false,terca-feira,0,4.557475,1
1,0,mcfiredrill,43,0,2,noite,2,2,0,10,false,sabado,0,8.954909,1
1,0,rykov,62,0,2,noite,2,2,0,2,false,segunda-feira,14,8.728404,1
1,0,larskanis,6,0,1,manha,1,1,0,6,false,segunda-feira,0,4.922899,1
1,0,kirs,37,0,1,tarde,1,1,0,8,false,sabado,0,4.589846,1
4,2,schneems,62,0,11,noite,11,13,0,287,false,sexta-feira,181,90.399648,1
3,1,kirs,29,0,1,noite,2,3,2,11,false,quarta-feira,0,34.176748,1
4,0,kirs,33,0,1,noite,1,1,0,15,false,quarta-feira,0,19.50282,1
1,0,flyinprogramer,16,0,2,manha,2,2,0,32,false,terca-feira,2,8.596147,1
16,1,xaviershay,13,0,17,madrugada,20,21,4,99,false,domingo,145,96.986717,1
4,0,larskanis,52,0,8,noite,9,9,1,34,false,sabado,41,42.757548,1
1,0,xaviershay,7,0,2,madrugada,2,2,0,12,false,quarta-feira,0,9.332831,1
1,0,xaviershay,26,0,2,madrugada,2,2,0,3,false,quarta-feira,2,8.704952,1
4,0,Plaristote,187,0,4,tarde,4,4,0,58,false,terca-feira,0,23.231261,1
5,2,jlsuttles,7,0,17,noite,4,6,0,30,false,segunda-feira,80,40.651053,1
2,0,simi,14,0,3,madrugada,3,3,0,13,false,segunda-feira,20,14.707389,1
1,0,JordanFaust,14,0,1,manha,1,1,0,2,false,sabado,0,4.96783,0
1,0,faun,19,0,1,madrugada,1,1,0,2,false,sabado,0,4.752608,1
1,0,lucasmazza,39,0,2,tarde,2,2,0,22,false,quinta-Feira,24,9.028169,1
1,0,ssrihari,13,0,2,manha,2,2,0,6,false,quarta-feira,0,9.022402,1
1,0,shtirlic,6,0,1,tarde,1,1,0,2,false,terca-feira,0,4.485018,1
3,0,jlsuttles,13,0,2,noite,2,2,0,6,false,segunda-feira,0,9.265077,1
1,0,kirs,9,0,1,tarde,1,1,0,0,false,domingo,2,4.439182,1
1,0,fuadsaud,10,0,2,madrugada,2,2,0,2,false,sabado,4,9.062238,1
17,4,gnufied,53,0,9,noite,10,14,1,442,true,sexta-feira,93,133.844962,1
5,0,gnufied,11,0,4,noite,4,4,0,102,true,quinta-Feira,33,17.225715,1
2,0,gnufied,39,0,3,manha,3,3,0,32,true,quinta-Feira,0,26.369244,1
1,0,flyinprogramer,95,0,2,manha,2,2,0,70,false,quinta-Feira,2,9.224605,1
5,0,jendiamond,21,0,1,madrugada,1,1,0,116,false,terca-feira,0,4.850694,1
1,0,ssrihari,12,0,1,tarde,1,1,0,2,false,segunda-feira,0,4.614866,0
2,1,gnufied,22,0,2,manha,1,2,0,12,true,segunda-feira,37,9.03025,1
3,0,gnufied,62,0,3,tarde,3,3,0,12,true,domingo,26,4.401682,0
1,0,simi,16,0,1,tarde,1,1,0,1,false,quinta-Feira,0,4.73229,1
1,1,gnufied,30,0,3,manha,2,3,0,174,true,quinta-Feira,0,13.839817,1
2,0,gnufied,3,0,1,madrugada,1,1,0,8,true,terca-feira,0,9.461831,1
2,0,gnufied,8,0,2,noite,2,2,0,102,false,segunda-feira,0,17.742124,1
2,1,gudleik,76,0,3,manha,3,4,1,16,false,sabado,29,18.302337,0
1,0,ndbroadbent,52,0,2,manha,2,2,0,2,false,sabado,9,8.445919,1
3,0,nubbel,78,0,2,noite,2,2,0,8,false,quinta-Feira,28,10.249234,1
1,0,ixti,6,0,1,madrugada,1,1,0,14,false,quinta-Feira,0,4.574798,1
2,0,ixti,7,0,1,madrugada,1,1,0,26,false,quinta-Feira,0,9.790496,0
1,0,ixti,6,0,1,madrugada,1,1,0,3,false,quarta-feira,0,5.04664,0
9,0,Garoe,89,0,11,tarde,12,12,1,190,false,domingo,131,45.655212,0
1,0,Garoe,89,0,9,tarde,10,10,1,113,false,domingo,89,45.655212,0
3,0,rthbound,20,0,7,noite,7,7,0,0,false,sexta-feira,65,13.398363,1
7,0,rthbound,10,0,8,noite,8,8,0,0,false,quinta-Feira,42,17.451451,1
1,0,tricknotes,4,0,1,noite,1,1,0,3,false,quinta-Feira,0,4.413364,1
27,1,rthbound,15,2,40,madrugada,38,41,2,1556,false,quinta-Feira,62,185.292445,1
3,0,rthbound,13,0,3,noite,3,3,0,0,false,terca-feira,7,12.482184,1
2,1,headius,144,0,3,tarde,2,3,0,109,false,domingo,1,13.774518,1
1,0,TimMoore,10,0,3,manha,4,4,1,10,false,sabado,6,18.65752,1
1,1,jfoy,69,0,3,madrugada,2,3,0,0,false,quarta-feira,130,13.682127,1
1,0,JonRowe,27,0,1,tarde,1,1,0,2,false,segunda-feira,0,4.389207,0
1,0,apsoto,2,0,0,noite,1,1,1,0,false,sabado,0,4.79448,1
1,0,kml,170,0,1,manha,1,1,0,2,false,quinta-Feira,0,4.389207,0
1,0,TimMoore,21,0,6,tarde,6,6,0,30,false,terca-feira,6,28.35705,1
1,0,TimMoore,18,0,1,manha,1,1,0,4,false,segunda-feira,0,4.641587,1
7,0,mipearson,141,0,3,manha,3,3,0,59,false,domingo,69,4.770627,1
1,0,Gaelan,2,0,1,madrugada,1,1,0,3,false,quarta-feira,0,4.312727,0
3,0,rahearn,64,0,4,madrugada,4,4,0,25,false,quarta-feira,6,18.090781,1
1,0,bwillis,36,0,3,manha,3,3,0,15,false,segunda-feira,24,13.735823,0
13,2,eagletmt,108,0,14,manha,13,15,0,448,false,quinta-Feira,0,127.014597,1
1,0,Nitrodist,13,0,1,madrugada,1,1,0,2,false,quarta-feira,0,4.662797,1
4,0,pjvds,224,0,2,noite,3,3,1,6,false,domingo,5,17.988985,0
2,2,regularfry,38,0,8,noite,6,8,0,226,false,sexta-feira,118,40.395775,0
1,2,regularfry,57,0,5,noite,3,5,0,184,false,sexta-feira,0,22.198814,1
1,0,matthewd,71,0,2,noite,2,2,0,5,false,segunda-feira,0,8.001982,1
1,0,bkeepers,98,0,12,noite,12,12,0,6,false,quarta-feira,78,53.487716,1
1,0,BrentWheeldon,24,0,1,madrugada,1,1,0,4,false,quarta-feira,0,3.693855,1
1,0,mpapis,25,0,1,madrugada,1,1,0,4,false,sexta-feira,0,4.263055,0
1,0,tenderlove,20,0,1,madrugada,1,1,0,3,false,quarta-feira,0,4.833733,1
1,0,epinault,4,0,1,noite,1,1,0,1,false,terca-feira,0,4.125255,0
1,0,Holek,66,0,1,tarde,1,1,0,2,false,terca-feira,0,4.390655,1
1,0,prathamesh-sonpatki,2,0,4,noite,5,5,1,10,false,sabado,0,21.528522,1
1,0,ardavis,6,0,0,madrugada,1,1,1,0,false,quinta-Feira,0,4.648056,1
1,0,banyan,7,0,2,manha,3,3,1,8,false,terca-feira,18,13.309194,0
1,0,Agis-,10,0,1,noite,1,1,0,3,false,quinta-Feira,0,4.60884,1
1,0,Ptico,35,0,1,tarde,1,1,0,7,false,quinta-Feira,0,4.726452,1
1,0,hbakhtiyor,24,0,1,manha,2,2,1,1,false,terca-feira,0,9.623753,0
1,0,dougal,48,0,2,noite,2,2,0,9,false,domingo,0,8.565969,0
1,0,qichunren,20,0,1,tarde,1,1,0,2,false,terca-feira,0,4.121336,0
1,0,chief,47,0,1,noite,1,1,0,29,false,domingo,0,4.278463,1
1,0,nslocum,16,0,1,noite,1,1,0,4,false,sexta-feira,0,4.643579,1
1,0,jayniz,73,0,1,noite,1,1,0,1,false,terca-feira,0,4.154496,1
1,0,rehevkor5,39,0,1,noite,1,1,0,1,false,segunda-feira,0,4.706705,1
1,0,sakuro,35,0,2,noite,2,2,0,1,false,domingo,1,8.662038,0
1,1,gregory-m,98,0,6,madrugada,5,6,0,43,false,sabado,57,29.069998,0
2,0,bradleybuda,15,0,3,manha,4,4,1,8,false,sexta-feira,14,18.727886,1
1,0,dmueller,54,0,1,noite,1,1,0,4,false,quinta-Feira,0,4.722133,1
1,0,simi,9,0,1,tarde,1,1,0,2,false,quinta-Feira,0,4.081849,1
20,1,simi,6,0,10,tarde,13,14,3,118,false,quinta-Feira,310,122.010438,1
1,0,halorgium,51,0,1,manha,1,1,0,4,false,quarta-feira,0,4.295591,0
4,1,nevir,99,1,4,noite,2,4,0,41,false,terca-feira,41,24.093469,0
1,0,okitan,86,0,1,tarde,2,2,1,4,false,segunda-feira,0,9.2193,0
3,2,coop,61,0,2,tarde,3,5,4,31,false,segunda-feira,30,9.274661,1
3,0,coop,62,0,2,madrugada,4,4,2,4,false,segunda-feira,4,14.288743,0
1,0,ogra,84,0,1,manha,1,1,0,6,false,sabado,0,4.937076,1
1,0,voxik,291,0,1,tarde,1,1,0,0,false,quinta-Feira,7,4.056043,1
5,2,danielsdeleo,161,0,6,noite,6,8,1,81,false,quarta-feira,50,45.579638,1
4,0,JamesFerguson,91,0,4,tarde,4,4,0,18,false,terca-feira,17,26.868319,1
1,1,simi,184,0,4,tarde,3,4,0,29,false,segunda-feira,134,18.032096,1
1,0,zimbatm,26,0,1,madrugada,1,1,0,5,false,segunda-feira,0,4.457288,0
1,0,alup,19,0,1,madrugada,1,1,0,2,false,quarta-feira,0,4.703473,1
1,0,chastell,56,0,1,noite,1,1,0,8,false,domingo,0,4.223031,1
1,0,sunaku,16,0,1,noite,1,1,0,20,false,sabado,0,4.457961,1
1,0,jarl-dk,4,0,1,noite,1,1,0,6,false,quinta-Feira,0,4.285515,1
1,0,raggi,22,0,1,noite,1,1,0,2,true,quarta-feira,0,4.661702,1
1,0,matthewrudy,25,0,4,tarde,9,9,5,3,false,quarta-feira,4,40.760984,1
1,0,alup,62,0,1,madrugada,1,1,0,2,false,segunda-feira,0,4.341592,0
1,0,parndt,73,0,0,madrugada,1,1,1,0,false,segunda-feira,0,5.296602,0
1,0,luislavena,38,0,2,madrugada,2,2,0,2,false,domingo,13,8.678846,1
1,0,rykov,132,0,4,manha,4,4,0,10,false,sabado,28,18.060002,1
1,0,gaffneyc,48,0,1,madrugada,1,1,0,0,false,sabado,26,4.598503,1
1,0,gaffneyc,81,0,2,noite,2,2,0,2,false,sexta-feira,26,9.315404,1
4,1,CosmicCat,65,0,6,noite,5,6,0,29,false,quinta-Feira,150,13.546914,1
1,0,utkarshkukreti,29,0,2,noite,2,2,0,2,false,quarta-feira,32,8.991986,1
2,0,ddopson,35,0,3,manha,4,4,1,13,false,quarta-feira,0,14.369997,1
1,0,databus23,48,0,1,tarde,1,1,0,4,false,terca-feira,0,4.511811,0
3,2,matschaffer,82,0,4,manha,5,7,3,25,false,terca-feira,17,26.323681,1
3,0,databus23,20,0,3,madrugada,3,3,0,6,false,terca-feira,6,14.091581,1
1,0,EmilRehnberg,62,0,1,madrugada,2,2,1,4,false,segunda-feira,0,9.333832,1
1,1,databus23,71,0,2,?,1,2,0,963,false,quarta-feira,0,9.599313,1
1,0,RyanonRails,1214,0,1,noite,1,1,0,4,false,terca-feira,0,4.327904,1
1,0,Peeja,27,0,1,noite,1,1,0,4,false,domingo,0,4.643664,0
1,0,andreagoulet,17,0,2,noite,2,2,0,4,false,domingo,6,8.771523,1
1,0,andreagoulet,17,0,0,tarde,1,1,1,0,false,domingo,0,4.635721,1
1,0,tricknotes,10,0,1,tarde,1,1,0,2,false,domingo,0,4.735083,1
1,0,tricknotes,15,0,0,tarde,1,1,1,0,false,sabado,0,5.292355,0
1,0,tricknotes,9,0,1,manha,1,1,0,0,false,sabado,5,4.885094,1
3,0,tricknotes,39,0,1,noite,4,4,3,3,false,quarta-feira,0,17.758923,1
1,2,tricknotes,13,0,2,noite,0,2,0,0,false,quarta-feira,0,0,1
1,1,dblock,120,0,4,madrugada,3,4,0,18,false,terca-feira,50,18.32414,1
1,0,csgui,31,0,1,madrugada,1,1,0,28,false,segunda-feira,0,4.750775,1
2,0,csgui,8,0,2,tarde,2,2,0,3,false,segunda-feira,0,9.779932,1
2,0,wfarr,12,0,4,manha,4,4,0,52,false,segunda-feira,28,18.01859,1
3,0,sanemat,35,0,4,noite,4,4,0,4,false,sabado,45,18.417384,0
1,0,regularfry,43,0,1,manha,1,1,0,8,false,sexta-feira,0,4.776001,1
1,0,ndbroadbent,36,0,3,madrugada,3,3,0,13,false,sabado,10,13.492374,1
1,0,timoschilling,6,0,0,madrugada,1,1,1,0,false,quinta-Feira,0,4.680955,1
1,0,utkarshkukreti,35,0,1,madrugada,1,1,0,2,false,terca-feira,0,4.610965,1
1,0,banyan,149,0,1,noite,1,1,0,1,false,segunda-feira,0,4.729699,1
1,0,NARKOZ,9,0,2,manha,2,2,0,2,false,sexta-feira,4,9.074152,1
1,0,rohit,19,0,0,tarde,1,1,1,0,false,segunda-feira,0,4.672048,1
1,1,rohit,31,0,1,manha,0,1,0,0,false,sexta-feira,0,0,1
1,0,gkop,122,0,2,tarde,2,2,0,5,false,quinta-Feira,12,0,1
1,0,rohit,63,0,2,tarde,2,2,0,6,false,terca-feira,9,9.24013,1
2,0,banyan,107,0,3,noite,8,8,5,48,false,segunda-feira,365,43.79387,1
3,0,liveh2o,100,0,1,madrugada,1,1,0,42,false,segunda-feira,0,4.343203,0
2,0,ToadJamb,8,0,1,madrugada,1,1,0,6,false,segunda-feira,0,8.121661,1
3,0,jisaacks,120,0,1,noite,1,1,0,6,false,domingo,0,3.813205,1
1,0,semanticart,16,0,2,noite,2,2,0,4,false,domingo,0,8.685211,1
1,0,rohit,37,0,3,tarde,3,3,0,8,false,domingo,17,13.628313,1
1,0,farski,19,0,1,noite,1,1,0,2,false,sabado,0,4.373012,1
2,0,rohit,32,0,2,manha,2,2,0,10,false,sabado,0,7.929912,1
1,0,chastell,77,0,2,madrugada,2,2,0,3,false,sabado,0,8.668341,1
3,0,drbrain,536,0,5,madrugada,5,5,0,68,false,quinta-Feira,15,35.605534,1
2,0,crowbot,56,0,2,tarde,2,2,0,7,false,terca-feira,11,8.774521,1
1,0,Empact,45,0,2,tarde,2,2,0,6,false,segunda-feira,22,8.655645,1
1,0,kcurtin,25,0,2,noite,2,2,0,2,false,sabado,12,8.958292,1
3,0,wildchild,46,0,2,tarde,2,2,0,0,false,sabado,68,0,0
1,0,grosser,158,0,2,manha,2,2,0,37,false,sabado,0,9.459022,0
2,0,cheald,174,0,2,manha,2,2,0,55,false,sabado,0,12.865937,1
1,2,kcurtin,40,0,2,noite,2,4,2,3,false,sexta-feira,25,18.821618,1
1,0,rohit,69,0,1,manha,1,1,0,1,false,sexta-feira,0,4.925578,1
2,0,rohit,45,0,0,manha,1,1,1,0,false,quarta-feira,0,9.619106,1
1,1,rohit,13,0,0,tarde,0,1,1,0,false,terca-feira,0,0,1
1,0,rohit,30,0,1,tarde,1,1,0,5,false,terca-feira,0,4.065252,1
1,0,wallyqs,118,0,2,noite,2,2,0,2,false,segunda-feira,57,9.407517,1
1,0,sol,3,0,1,noite,1,1,0,0,false,domingo,4,4.831905,1
1,0,shtirlic,22,0,2,madrugada,2,2,0,12,false,segunda-feira,17,8.653061,1
1,0,tenderlove,23,0,1,manha,1,1,0,3,false,sexta-feira,0,4.125805,1
1,0,jc00ke,21,0,1,madrugada,1,1,0,1,false,quarta-feira,0,4.470694,1
1,0,jc00ke,20,0,0,madrugada,1,1,1,0,false,quarta-feira,0,4.452649,1
1,1,sol,4,0,3,noite,2,3,0,8,false,segunda-feira,7,13.963433,1
3,0,sol,9,0,17,madrugada,17,17,0,309,false,domingo,24,74.989503,1
1,0,brettporter,64,0,3,manha,3,3,0,13,false,sexta-feira,45,13.912391,1
