@relation 'bundler-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,8,36,6,9,12,2,10,11,14,15,5,1,16,17,53'

@attribute num_commits numeric
@attribute files_added numeric
@attribute requester {indirect,segiddins,RochesterinNYC,schneems,allenzhao,sonalkr132,BronzDoc,asutoshpalai,mobilutz,njam,mib32,jbodah,Elffers,glennpratt,christhekeele,cirdes,lamont-granquist,dtognazzini,Zorbash,vassilevsky,MOZGIII,arthurnn,hughbien,Agis-,morsheed,pcarranza,dthjones,drn,smellsblue,deepj,jperville,doy,benlovell,fotanus,JuanitoFatas,TimMoore,stantona,CoralineAda,blackxored,deivid-rodriguez,dwb,felixbuenemann,sikachu,denmat,Nikolay-Pomytkin,andremedeiros,csfrancis,toolmantim,voxik,goughy000,jtarchie,A5308Y,samphippen,dilumn,Sirupsen,esasse,jasonkarns,jaym,lukaso,robinboening,philnash,heliocola,asymmetric,jrafanie,esse,masarakki,Eric-Guo,smlance,seanlinsley,pmenglund,chulkilee,grosser,Koronen,jordanthomas,mastfish,sferik,tf,steved,frsyuki,EduardoBautista,byroot,roseweixel,cdwort,hbd225,mattbrictson,amatsuda,ethanez713,PG-kura,AlexanderPavlenko,mcantor,joshk,pducks32,danieltdt,timblair,Bartuz,tjschuck,cstrahan,steverob,habibalamin,karlo57,tony-spataro-rs,strand,neoeno,postmodern,waynn,skateman,ivantsepp,e2,hartator,repinel,akihiro17,nickborromeo,spastorino,Strech,ineiti,stevenjack,pjump,fny,aprescott,hone,tenderlove,korobkov,hiukkanen,panthomakos,sealocal,jdmundrawala,digitalextremist,mlarraz,matiasow,seamusabshere,jhass,simi,chastell,bobishh,kodnin,marocchino,marutosi,niku4i,janlelis,Sxl1092,sanemat,kohgpat,kirs,banyan,maclover7,keiths-osc,neerfri,moeffju,steakknife,darnould,tamird,bjfish,ccutrer,eagletmt,joneslee85,k0kubun,dsisnero,claudiob,bkeepers,selcham,BenMorganIO,tdtds,jnraine,pangloss,eapache,aroben,y-yagi,onetwopunch,myronmarston,gfvcastro,rohit,myabc,petedmarsh,dholdren,toy,thomasfedb,kuraga,doodzik,staugaard,Who828,GeekOnCoffee,gsamokovarov,obfusk,zzak,Deradon,agenteo,arronmabrey,patvice,Sketch,gretel,twcctz50,elia,dubek,rrrene,dangoita,danfinnie,DevRubySlippers,Intrepidd,fvaleur,seuros,meganemura,yous,ryansouza,dx7,aasmith,kares,ruyrocha,HonoreDB,benlakey,bak,eloyesp,citizen428,hwartig,tonytonyjan,ejaypcanaria,splattael,allyraza,reiz,lgierth,pmahoney,jetaggart,tryba,nickpellant,mraidel,zmack,jasonrclark,jemc,rodreegez,Razzell,Nerian,IvanUkhov,notlaforge,jc00ke,Juanxo,prathamesh-sonpatki,aptinio,vinbarnes,tiredpixel,mvz,mattwynne,gjaldon,MSNexploder,deitrick,unak,robolson,aughr,richo,grant-olson,1337807,gnufied,jmmk,peter-mtso,YorickPeterse,mokhan,jm,dylanahsmith,j15e,d-reinhold,mathonsunday,stevecj,vais,as-cii,urbanautomaton,tbuehlmann,aitor,mrphs,headius,kiela,mdkent,suzukaze,stlay,jfvanderwalt,divineforest,lardcanoe,burke,strzalek,davidblondeau,jwworth,narutosanjiv,zebardy,punkle,smashwilson,kgrz,shrey-sharma,andreychernih,suhastech,loveky,codertux,salimane,v-yarotsky,rafaelfranca,deependersingla,olivierlacan,phallstrom,tundal45,DavidEGrayson,dougcole,yaotti,tdumitrescu,skottler,sunny,ognevsky,spohlenz,arunagw,rhysd,mrkn,steveklabnik,qblake,grddev,tyler,cainlevy,jendiamond,misfo,mfojtik,samsm,ghedamat,joyicecloud,cowboyd,brandonblack,henrik,jasonmp85,SamSaffron,steved555,benjamintanweihao,wfarr,joallard,Garoe,snackbandit,mcfiredrill,rykov,larskanis,flyinprogramer,xaviershay,Plaristote,jlsuttles,JordanFaust,faun,lucasmazza,ssrihari,shtirlic,fuadsaud,gudleik,ndbroadbent,nubbel,ixti,rthbound,tricknotes,jfoy,JonRowe,apsoto,kml,mipearson,Gaelan,rahearn,bwillis,Nitrodist,pjvds,regularfry,matthewd,BrentWheeldon,mpapis,epinault,Holek,ardavis,Ptico,hbakhtiyor,dougal,qichunren,chief,nslocum,jayniz,rehevkor5,sakuro,gregory-m,bradleybuda,dmueller,halorgium,nevir,okitan,coop,ogra,danielsdeleo,JamesFerguson,zimbatm,alup,sunaku,jarl-dk,raggi,matthewrudy,parndt,luislavena,gaffneyc,CosmicCat,utkarshkukreti,ddopson,databus23,matschaffer,EmilRehnberg,RyanonRails,Peeja,andreagoulet,dblock,csgui,timoschilling,NARKOZ,gkop,liveh2o,ToadJamb,jisaacks,semanticart,farski,drbrain,crowbot,Empact,kcurtin,wildchild,cheald,wallyqs,sol,brettporter,nbibler,tomykaira,koraktor,pivotalcommon,rking,MafcoCinco,phocke,dkastner,jmoses,benmoss,godfat,BMorearty,davidcelis,brainopia,jdelStrother,mkristian,Flameeyes,mrflip,carlosantoniodasilva,hirochachacha,eightbitraptor,kikito,luismreis,zofrex,trans,bobbus,takkanm,phil-monroe,bowsersenior,jgaskins,gilesbowkett,nwwatson,rkh,stevenh512,coding46,drogus,kucaahbe,mpabst,dougbarth,fpauser,bryanwoods,richardkmichael,bpardee,echohead,kytrinyx,jimmycuadra,jgeiger,ariofrio,jhlllnd,floehopper,dlee,soulcutter,dekellum,etehtsea,svenfuchs,hlidotbe,gerwinbrunner,Fluxx,josevalim,nashby,Vanuan,jpatokal,zeha,knu,d,geemus,lsimoneau,ANithian,mattconnolly,mhoran,vijaydev,osheroff,jreidinger,sodabrew,invisiblefunnel,ilude,dadooda,brixen,eric1234,laserlemon,stve,petervandenabeele,nurse,jeremy,derekprior,jredville,smartinez87,lunks,lastobelus,arsduo,albus522,jjb,sleeper,francois,timfel,jch,roend83,maxjustus,nono,bensie,jacobo,lanej,pirj,sundbp,benhoskings,nextmat,leereilly,stephencelis,slagyr,rwilcox,radsaq,DNNX,Trevoke,tpope,retr0h,tiegz,robertwahler,boffbowsh,neonlex,cldwalker,mtylty,cgriego,kmayer,mheffner,tadman,joelmoss,leejarvis,rkbodenner,benhamill,ybart,pascalh1011,mbirk,rubiii,csquared,mikehoward,mpj,tissak,ngollan,josh,ryanbriones,evanphx,dhh,krekoten,rslifka,cmeiklejohn,gucki,jordansissel,voidlock,bgreenlee,jonah-carbonfive,nledez,botanicus,jackdempsey,epall,wuputah,nolith,hedgehog,nicksieger,opsb,goneflyin,vandrijevik,mjio,jfelchner,baroquebobcat,sumbach,Lytol,sgrove,davesmylie,tigris,aaronblohowiak,bcardarella,now,adelcambre,ecoleman,gyngve,leobessa,dasch,ai,net1957,sdhull,rcarver,mcolyer,kalv,shwoodard,ultrasaurus,tsigo,dismaldenizen,bobbywilson0,antono,jfirebaugh,tarcieri,rjharmon,ddollar,kakutani,jstorimer,irjudson,trampoline,dennisreimann,graaff,aslakhellesoy,MasterLambaster,mephux,bsears,fd,chipiga,spraints}
@attribute description_length numeric
@attribute files_deleted numeric
@attribute src_files numeric
@attribute created_at_day_turn {manha,madrugada,noite,tarde}
@attribute files_modified numeric
@attribute files_changed numeric
@attribute other_files numeric
@attribute src_churn numeric
@attribute intra_branch {true,false}
@attribute created_at_week_day {sabado,quinta-Feira,quarta-feira,terca-feira,segunda-feira,domingo,sexta-feira}
@attribute test_churn numeric
@attribute new_entropy numeric
@attribute status {0,1}

@data
1,0,tjschuck,14,0,1,noite,1,1,0,2,false,quinta-Feira,0,4.510922,1
1,0,segiddins,11,0,2,manha,2,2,0,19,true,quarta-feira,44,9.289402,1
2,0,pducks32,71,0,4,madrugada,6,6,2,30,false,terca-feira,109,46.618973,0
1,0,segiddins,9,0,2,madrugada,2,2,0,4,true,terca-feira,40,9.512899,1
1,0,cstrahan,196,0,2,manha,2,2,0,41,false,domingo,0,8.454205,0
32,1,smlance,6,0,39,noite,43,44,4,139,false,sabado,527,278.578497,1
1,0,steverob,24,0,1,noite,1,1,0,2,false,sabado,0,4.620026,1
6,2,habibalamin,33,0,6,noite,8,10,2,85,false,sabado,84,51.74284,0
1,0,karlo57,23,0,1,tarde,1,1,0,0,false,sabado,2,4.487021,1
7,1,tony-spataro-rs,11,0,5,madrugada,4,5,0,46,false,sabado,59,30.620417,1
1,0,strand,9,0,1,noite,1,1,0,4,false,sexta-feira,0,4.763235,1
11,0,neoeno,109,0,4,madrugada,4,4,0,13,false,sexta-feira,327,43.507022,1
1,0,karlo57,11,0,1,manha,1,1,0,0,false,quinta-Feira,2,4.12558,1
1,0,postmodern,11,0,0,madrugada,1,1,1,0,false,quinta-Feira,0,4.595052,1
1,0,asymmetric,27,0,1,noite,1,1,0,0,false,quarta-feira,2,4.487021,1
1,0,asymmetric,31,0,2,tarde,2,2,0,4,false,quarta-feira,0,9.078152,1
1,0,pducks32,6,0,1,noite,1,1,0,0,false,terca-feira,2,4.487021,1
1,0,pducks32,6,0,1,noite,1,1,0,0,false,terca-feira,2,4.487021,0
1,0,pducks32,23,0,1,noite,1,1,0,0,false,terca-feira,12,4.78763,0
5,0,pducks32,5,0,3,noite,3,3,0,90,false,terca-feira,20,18.654106,0
5,0,karlo57,9,0,3,tarde,3,3,0,7,false,segunda-feira,30,4.521098,1
2,0,pducks32,8,0,1,madrugada,1,1,0,45,false,segunda-feira,0,4.850074,0
3,0,segiddins,12,0,1,madrugada,1,1,0,14,true,quinta-Feira,0,4.114564,1
1,0,waynn,9,0,1,madrugada,1,1,0,2,false,quarta-feira,0,4.899308,1
2,0,skateman,30,0,2,noite,2,2,0,24,false,segunda-feira,2,13.401145,1
1,0,ivantsepp,21,0,4,manha,4,4,0,20,false,segunda-feira,1,16.611926,1
2,0,e2,31,0,2,noite,2,2,0,14,false,sabado,0,4.059064,1
3,0,hartator,140,0,6,madrugada,6,6,0,4,false,sabado,20,26.160383,0
1,0,mattbrictson,62,0,0,noite,1,1,1,0,false,sexta-feira,0,4.85736,1
16,0,indirect,271,0,7,tarde,7,7,0,103,true,sexta-feira,452,105.063028,1
1,0,fotanus,5,0,2,madrugada,2,2,0,3,false,quinta-Feira,5,8.501178,1
3,0,repinel,64,0,6,madrugada,6,6,0,48,false,quinta-Feira,61,59.005098,1
2,0,steverob,40,0,0,noite,1,1,1,0,false,quarta-feira,0,4.576143,1
2,0,ivantsepp,183,1,3,manha,4,5,1,32,false,quarta-feira,0,21.219909,0
1,0,segiddins,7,0,1,manha,1,1,0,4,true,quarta-feira,0,4.239772,1
2,0,segiddins,13,0,3,madrugada,3,3,0,20,true,quarta-feira,0,26.881047,1
8,0,segiddins,16,0,6,madrugada,6,6,0,53,true,domingo,28,8.268622,1
2,0,segiddins,16,0,2,noite,2,2,0,14,true,sexta-feira,3,4.328148,1
2,0,jrafanie,96,0,0,noite,1,1,1,0,false,sexta-feira,0,9.767446,1
1,1,segiddins,20,0,2,manha,1,2,0,4,true,sexta-feira,7,9.499882,1
2,0,akihiro17,29,0,2,noite,2,2,0,10,false,quinta-Feira,26,17.722361,1
7,0,segiddins,14,0,11,noite,11,11,0,100,true,terca-feira,0,53.067823,1
1,0,nickborromeo,313,0,2,manha,2,2,0,4,false,terca-feira,8,9.430522,0
3,0,segiddins,3,0,2,manha,2,2,0,13,true,segunda-feira,0,8.627271,1
1,0,spastorino,47,0,1,noite,1,1,0,2,true,domingo,0,4.619723,0
3,0,fotanus,37,0,1,noite,1,1,0,125,false,domingo,0,9.063956,1
1,0,fotanus,14,0,1,noite,1,1,0,2,false,domingo,0,4.457502,0
2,0,segiddins,8,0,3,manha,3,3,0,72,true,domingo,0,26.577097,1
1,0,segiddins,6,0,1,madrugada,1,1,0,7,true,domingo,0,4.104692,1
1,0,segiddins,31,0,1,noite,1,1,0,14,true,sabado,0,4.52764,1
2,0,fotanus,12,0,2,noite,2,2,0,4,false,sexta-feira,9,8.489648,1
1,0,segiddins,12,0,1,madrugada,1,1,0,2,true,sexta-feira,0,4.627266,1
4,0,fotanus,31,0,3,tarde,3,3,0,17,false,quinta-Feira,51,9.479868,1
4,0,Strech,32,0,2,tarde,2,2,0,32,false,quinta-Feira,72,40.136523,1
2,0,ineiti,38,0,2,manha,2,2,0,7,false,quinta-Feira,0,9.293252,0
1,0,segiddins,17,0,1,madrugada,1,1,0,2,true,quarta-feira,0,4.567511,1
3,2,stevenjack,168,0,1,madrugada,1,3,2,14,false,segunda-feira,0,18.191198,1
1,0,segiddins,9,0,1,madrugada,1,1,0,2,true,sabado,0,4.246999,1
1,0,segiddins,19,0,1,madrugada,1,1,0,1,true,sabado,0,4.251542,1
1,0,pjump,51,0,1,tarde,1,1,0,5,false,sexta-feira,0,4.523237,0
2,0,fotanus,17,0,2,madrugada,2,2,0,9,false,sexta-feira,6,8.605489,0
1,0,fny,17,0,0,madrugada,1,1,1,0,false,sexta-feira,0,4.697846,1
1,1,aprescott,114,0,2,noite,1,2,0,3,false,quinta-Feira,46,8.536305,1
1,0,pjump,52,0,1,noite,1,1,0,6,false,quinta-Feira,0,5.051139,0
1,0,segiddins,43,0,6,madrugada,6,6,0,4,true,quinta-Feira,88,24.50771,1
3,0,fotanus,31,0,2,madrugada,2,2,0,29,false,quinta-Feira,24,9.355777,0
1,0,segiddins,5,0,1,manha,1,1,0,12,true,terca-feira,0,4.275993,1
2,0,hone,4,0,1,manha,1,1,0,0,false,terca-feira,38,9.328995,1
1,0,segiddins,6,0,1,madrugada,1,1,0,0,true,terca-feira,1,4.420427,1
1,0,tenderlove,25,0,1,madrugada,1,1,0,4,false,terca-feira,0,4.215926,1
1,0,segiddins,7,0,1,noite,1,1,0,4,true,sabado,0,4.740569,1
5,0,segiddins,19,0,4,manha,4,4,0,88,true,sabado,118,18.364064,1
1,1,segiddins,8,0,3,manha,2,3,0,56,true,sabado,38,13.471254,1
2,0,segiddins,22,0,2,manha,2,2,0,31,true,sabado,0,4.392762,1
1,0,segiddins,5,0,1,madrugada,1,1,0,14,true,sexta-feira,0,4.253112,1
1,0,tenderlove,137,0,1,noite,1,1,0,8,false,quarta-feira,0,4.094348,1
1,0,cdwort,171,0,1,tarde,1,1,0,14,false,quarta-feira,0,4.489563,0
2,0,amatsuda,83,0,2,tarde,2,2,0,6,false,quarta-feira,58,18.009243,1
4,0,pducks32,3,0,5,madrugada,5,5,0,26,false,quarta-feira,27,13.550521,1
1,0,pducks32,4,0,0,madrugada,1,1,1,0,false,quarta-feira,0,4.862216,1
1,0,TimMoore,43,0,2,madrugada,2,2,0,11,false,sabado,34,8.710628,1
1,0,korobkov,15,0,0,tarde,1,1,1,0,false,quinta-Feira,0,4.304951,1
4,0,pducks32,21,0,6,madrugada,6,6,0,43,false,quinta-Feira,30,31.473472,1
1,0,hiukkanen,11,0,1,noite,1,1,0,0,false,quarta-feira,2,4.357698,1
5,0,voxik,24,0,3,tarde,3,3,0,56,false,segunda-feira,33,27.886454,1
2,0,segiddins,15,0,2,manha,2,2,0,28,true,segunda-feira,0,8.518407,1
1,0,pducks32,90,0,2,madrugada,2,2,0,10,false,segunda-feira,0,8.461911,1
3,2,pducks32,85,0,5,madrugada,3,5,0,171,false,segunda-feira,37,26.124357,1
2,2,pducks32,6,0,3,noite,1,3,0,161,false,domingo,37,13.145257,1
2,1,panthomakos,68,0,7,manha,6,7,0,130,false,sexta-feira,186,60.706588,1
32,2,pducks32,138,0,7,manha,7,9,0,501,false,terca-feira,63,97.692671,0
2,0,sealocal,21,0,3,noite,3,3,0,15,false,segunda-feira,16,12.560091,1
4,0,jdmundrawala,55,0,2,noite,2,2,0,10,false,segunda-feira,28,27.699458,1
3,0,TimMoore,7,0,2,manha,2,2,0,0,false,domingo,20,9.705622,1
1,0,TimMoore,22,0,2,manha,2,2,0,2,false,domingo,17,9.52975,1
1,0,digitalextremist,17,0,1,manha,1,1,0,4,false,sabado,0,4.259262,1
201,22,segiddins,10,4,54,manha,48,74,2,3317,true,sexta-feira,1592,106.540597,1
3,0,jdmundrawala,29,0,3,madrugada,4,4,1,4,false,sexta-feira,13,9.090468,1
8,0,smlance,22,0,23,madrugada,24,24,1,54,false,quinta-Feira,218,143.841785,1
1,0,smlance,9,0,4,tarde,4,4,0,39,false,domingo,232,17.264033,1
1,0,indirect,12,0,1,madrugada,1,1,0,2,true,sexta-feira,0,4.45984,1
1,0,mlarraz,34,0,1,noite,1,1,0,18,false,quinta-Feira,0,4.771049,0
1,0,matiasow,21,0,0,noite,1,1,1,0,false,terca-feira,0,4.745556,0
11,0,smlance,2,0,27,madrugada,28,28,1,82,false,terca-feira,546,254.773108,1
2,0,seamusabshere,29,0,1,noite,2,2,1,0,false,segunda-feira,10,14.456817,0
1,0,jhass,23,0,7,manha,9,9,2,117,false,segunda-feira,66,41.077749,1
3,0,smlance,19,0,20,noite,20,20,0,22,false,domingo,155,87.473944,0
1,0,simi,7,0,1,tarde,1,1,0,0,false,domingo,4,4.744887,1
1,0,segiddins,9,0,1,manha,1,1,0,4,true,sabado,0,4.364984,0
11,1,pducks32,112,0,3,madrugada,3,4,0,343,false,sabado,4,21.257553,0
1,0,chastell,43,0,1,madrugada,1,1,0,23,false,sabado,0,4.422581,1
1,0,segiddins,19,0,1,madrugada,1,1,0,2,true,sabado,0,4.248571,1
3,0,smlance,30,0,2,noite,2,2,0,11,false,sexta-feira,24,9.083138,1
1,1,segiddins,8,0,6,manha,5,6,0,32,true,sexta-feira,20,26.284195,1
7,3,segiddins,16,0,6,madrugada,4,7,0,877,true,sexta-feira,4,48.643572,1
1,0,arthurnn,55,0,1,noite,1,1,0,2,false,quinta-Feira,0,4.553439,0
1,0,arthurnn,38,0,1,noite,2,2,1,0,false,quinta-Feira,2,8.497221,1
1,0,smlance,8,0,1,noite,2,2,1,0,false,quinta-Feira,4,8.43061,1
1,0,arthurnn,22,0,2,noite,2,2,2,4,false,quinta-Feira,26,8.333994,1
2,0,pducks32,51,0,2,manha,2,2,0,8,false,quinta-Feira,195,8.960226,1
12,1,smlance,5,1,5,madrugada,6,8,2,78,false,quinta-Feira,242,41.133179,1
3,0,bobishh,41,0,2,noite,2,2,0,2,false,terca-feira,27,8.980997,0
1,0,kodnin,52,0,1,tarde,2,2,1,1,false,segunda-feira,0,9.660348,1
1,0,marocchino,10,0,2,madrugada,2,2,0,1,false,segunda-feira,11,8.90897,1
1,0,segiddins,21,0,1,tarde,1,1,0,0,true,domingo,10,4.384757,1
3,0,segiddins,13,0,2,manha,2,2,0,18,true,domingo,44,25.754031,1
3,1,segiddins,13,0,2,manha,1,2,0,7,true,domingo,62,9.495404,1
1,0,segiddins,10,0,1,manha,1,1,0,0,true,domingo,2,4.717505,1
1,2,segiddins,20,2,46,madrugada,3,7,0,150,true,domingo,0,22.857433,1
1,0,smlance,4,0,1,madrugada,2,2,1,0,false,sabado,36,9.071889,1
1,0,fny,9,0,0,madrugada,1,1,1,0,false,sabado,0,4.604738,1
1,0,smlance,2,2,2,madrugada,1,3,1,0,false,sabado,159,4.956972,0
1,0,marutosi,138,0,1,noite,1,1,0,4,false,sexta-feira,0,4.513042,1
1,0,niku4i,5,0,0,manha,1,1,1,0,false,sexta-feira,0,4.928444,1
13,1,smlance,13,1,5,manha,5,7,1,139,false,sexta-feira,491,13.958525,1
2,0,janlelis,42,0,2,manha,2,2,0,7,false,quinta-Feira,9,4.883165,1
1,0,vassilevsky,3,0,1,tarde,1,1,0,0,false,quarta-feira,2,4.514124,1
6,0,segiddins,11,0,4,manha,4,4,0,125,true,terca-feira,23,13.564912,1
4,0,Sxl1092,129,0,5,manha,5,5,0,7,false,terca-feira,9,22.434495,0
5,0,TimMoore,7,0,8,manha,8,8,0,52,false,domingo,129,70.839239,1
2,2,TimMoore,63,2,12,manha,8,12,0,111,false,sabado,111,51.745676,1
1,0,sanemat,34,0,0,manha,1,1,1,0,false,sabado,0,4.79721,0
1,0,segiddins,12,0,4,manha,4,4,0,39,true,quinta-Feira,34,17.752019,1
1,0,segiddins,12,0,1,madrugada,1,1,0,2,true,quinta-Feira,0,4.546551,1
2,0,arthurnn,43,0,2,noite,2,2,0,4,false,quarta-feira,16,18.39812,1
1,0,kohgpat,50,0,1,manha,1,1,0,2,false,terca-feira,0,4.042555,1
1,0,kirs,18,0,1,tarde,1,1,0,14,false,segunda-feira,0,4.454181,1
9,0,pjump,277,0,1,manha,2,2,1,18,false,segunda-feira,0,4.49316,1
2,0,banyan,44,0,1,madrugada,2,2,1,0,false,domingo,3,13.893176,1
2,0,maclover7,10,0,0,noite,1,1,1,0,false,sabado,0,8.667358,0
1,0,keiths-osc,16,0,2,noite,2,2,0,0,false,sexta-feira,86,8.976914,1
4,0,segiddins,13,0,1,noite,1,1,0,31,false,segunda-feira,0,13.232712,0
2,0,neerfri,7,0,1,noite,1,1,0,3,false,segunda-feira,0,9.174213,1
1,0,moeffju,38,0,0,tarde,2,2,2,0,false,segunda-feira,0,9.247848,1
1,0,TimMoore,46,1,6,tarde,5,6,0,43,false,segunda-feira,2,22.146447,1
1,0,moeffju,18,0,0,tarde,1,1,1,0,false,segunda-feira,0,4.898618,1
1,0,steakknife,72,0,1,manha,1,1,0,4,false,domingo,0,4.368091,0
7,0,moeffju,19,0,5,tarde,6,6,1,26,false,sexta-feira,20,32.495568,1
2,0,segiddins,9,0,1,manha,1,1,0,20,false,sexta-feira,0,8.93667,0
5,2,segiddins,52,0,2,manha,2,4,0,88,false,sexta-feira,100,4.943624,1
5,2,segiddins,26,0,3,manha,2,4,1,100,false,sexta-feira,188,17.693338,1
1,0,segiddins,27,0,1,manha,1,1,0,2,false,sexta-feira,0,4.45984,1
3,0,darnould,46,0,1,noite,1,1,0,20,false,quinta-Feira,0,3.355984,0
1,0,tamird,15,0,1,madrugada,1,1,0,0,false,quarta-feira,3,3.944442,0
2,0,segiddins,13,0,2,manha,2,2,0,5,false,terca-feira,19,4.5722,1
2,0,TimMoore,31,0,2,manha,2,2,0,11,false,domingo,20,8.655296,1
1,0,segiddins,6,0,0,madrugada,1,1,1,0,false,domingo,0,5.771534,1
2,3,segiddins,16,4,37,madrugada,2,9,1,1212,false,domingo,0,23.261918,1
1,0,segiddins,5,0,10,noite,1,1,0,4,false,sabado,0,4.908108,1
1,0,bjfish,25,0,0,madrugada,1,1,1,0,false,sabado,0,4.549866,1
1,0,ccutrer,129,0,2,noite,2,2,0,6,false,sexta-feira,46,8.506878,0
2,0,eagletmt,42,0,2,tarde,2,2,0,4,false,quarta-feira,2,13.449767,0
2,0,TimMoore,59,0,1,madrugada,2,2,1,18,false,quarta-feira,0,9.266355,1
1,0,joneslee85,8,0,1,manha,1,1,0,0,false,terca-feira,18,0,0
1,0,EduardoBautista,81,0,1,manha,1,1,0,2,false,segunda-feira,0,4.343633,1
1,0,k0kubun,55,0,1,manha,1,1,0,3,false,sabado,0,4.292333,0
1,0,TimMoore,17,0,2,manha,2,2,0,2,false,sabado,34,9.195572,1
3,0,TimMoore,26,0,2,madrugada,3,3,1,0,false,sexta-feira,45,13.936499,1
1,0,dsisnero,7,0,1,madrugada,1,1,0,2,false,sexta-feira,0,4.310002,1
1,0,claudiob,38,0,0,noite,1,1,1,0,false,quarta-feira,0,4.58163,1
1,0,bkeepers,79,0,2,manha,2,2,0,3,false,segunda-feira,40,9.135271,1
1,0,segiddins,12,0,1,tarde,1,1,0,8,false,sabado,0,4.672378,1
1,0,selcham,31,0,2,madrugada,2,2,0,2,false,quinta-Feira,4,9.349905,1
2,0,segiddins,15,0,10,manha,1,1,0,34,false,domingo,0,4.89945,1
1,0,BenMorganIO,15,0,1,madrugada,1,1,0,1,false,sexta-feira,0,4.546331,1
3,1,keiths-osc,255,0,7,noite,6,7,0,22,false,terca-feira,78,35.614288,1
1,0,kirs,15,0,1,manha,1,1,0,1,false,segunda-feira,0,4.678744,0
1,0,sikachu,19,0,1,noite,1,1,0,40,false,sexta-feira,0,5.024764,1
1,0,tdtds,51,0,1,manha,1,1,0,2,false,quinta-Feira,0,4.438115,1
1,1,jnraine,76,0,2,manha,1,2,0,34,false,terca-feira,28,8.968577,0
4,1,jnraine,161,0,12,noite,12,13,0,126,false,segunda-feira,50,87.271329,0
2,0,cstrahan,70,0,1,madrugada,1,1,0,19,false,sexta-feira,0,4.377715,0
2,0,pangloss,68,0,2,noite,2,2,0,36,false,segunda-feira,19,10.175899,0
2,1,TimMoore,72,0,3,tarde,2,3,0,79,false,quinta-Feira,22,14.086239,1
1,0,eapache,45,0,3,noite,3,3,0,5,false,quarta-feira,0,13.289528,0
2,0,aroben,68,0,2,noite,2,2,0,10,false,terca-feira,72,19.185642,0
1,0,y-yagi,14,0,0,madrugada,1,1,1,0,false,domingo,0,4.703732,1
3,2,onetwopunch,167,0,3,noite,4,6,3,20,false,sexta-feira,42,56.208195,0
1,0,myronmarston,5,0,1,madrugada,1,1,0,4,false,sexta-feira,0,4.403175,1
2,0,gfvcastro,3,0,6,madrugada,6,6,0,18,false,quinta-Feira,0,25.517338,0
1,0,rohit,107,0,1,tarde,1,1,0,12,false,quarta-feira,0,4.302463,1
2,0,myabc,32,0,1,noite,2,2,1,5,false,terca-feira,0,18.427935,1
3,0,petedmarsh,57,0,3,noite,4,4,1,3,false,terca-feira,28,52.347662,1
1,0,dholdren,140,0,5,madrugada,6,6,1,46,false,terca-feira,44,27.55049,1
1,0,rohit,38,0,2,noite,2,2,0,38,false,domingo,4,9.460706,1
4,0,e2,32,0,1,madrugada,4,4,3,0,false,sexta-feira,8,19.384101,0
1,0,kirs,5,0,0,tarde,1,1,1,0,false,quinta-Feira,0,4.24111,0
2,1,kirs,173,0,4,tarde,5,6,2,150,false,quarta-feira,76,46.191605,1
2,0,dholdren,84,0,5,madrugada,6,6,1,48,false,quarta-feira,77,50.403088,1
2,0,toy,31,0,1,tarde,6,6,5,4,false,terca-feira,0,27.833764,0
1,0,thomasfedb,12,0,3,noite,4,4,1,61,false,domingo,4,17.851166,1
3,0,e2,8,0,0,madrugada,2,2,2,0,false,domingo,0,4.711383,0
1,0,kuraga,2,0,1,tarde,1,1,0,0,false,sabado,26,4.341666,0
1,1,doodzik,11,0,2,manha,2,3,1,3,false,sabado,1,13.834521,1
1,0,TimMoore,36,0,2,manha,2,2,0,4,false,quinta-Feira,32,8.701444,1
2,0,staugaard,54,0,4,noite,6,6,2,7,false,terca-feira,29,27.517065,1
4,0,kirs,43,0,2,madrugada,2,2,0,152,false,terca-feira,0,19.200271,1
11,0,Who828,12,0,3,manha,3,3,0,67,false,segunda-feira,43,44.778404,1
1,1,kirs,8,0,2,manha,1,2,0,2,false,domingo,17,8.98286,1
