@relation 'metasploit-framework-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,2,6,11,8,12,10,17,18,15,1,5,23,14,25,53'

@attribute num_commits numeric
@attribute created_at_day_turn {noite,manha,madrugada,tarde}
@attribute description_length numeric
@attribute files_changed numeric
@attribute files_added numeric
@attribute src_files numeric
@attribute files_modified numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute src_churn numeric
@attribute created_at_week_day {terca-feira,segunda-feira,sabado,sexta-feira,quarta-feira,domingo,quinta-Feira}
@attribute intra_branch {false,true}
@attribute at_mentions_comments numeric
@attribute other_files numeric
@attribute project_succ_rate numeric
@attribute status {0,1}

@data
1,manha,16,2,0,2,0,0,0,199,segunda-feira,false,0,0,0.832025,1
6,noite,614,1,0,1,1,19.497087,0.061557,47,domingo,false,3,0,0.832548,0
1,madrugada,45,1,0,0,1,3.355389,0.010594,0,domingo,false,7,1,0.832495,1
2,madrugada,104,2,1,1,1,4.936452,0.015586,293,domingo,false,6,0,0.832443,1
1,madrugada,55,2,0,2,2,9.785668,0.030896,8,sabado,false,0,0,0.83239,1
1,noite,110,3,0,2,3,14.513066,0.045822,6,sexta-feira,false,0,0,0.832337,1
1,noite,109,1,0,1,1,4.810631,0.015143,29,sexta-feira,false,0,0,0.832284,1
1,tarde,120,1,0,1,1,4.490045,0.014133,2,sexta-feira,false,0,0,0.832232,1
1,tarde,22,1,0,1,1,4.486159,0.014123,2,sexta-feira,false,2,0,0.832179,1
1,noite,11,0,0,0,0,0,0,0,quinta-Feira,false,16,0,0.832126,1
11,noite,135,1,0,1,1,24.556973,0.077311,786,quinta-Feira,false,6,0,0.832388,0
10,madrugada,20,2,1,1,1,4.802781,0.015129,360,quinta-Feira,false,21,0,0.832598,1
2,madrugada,57,7,0,7,3,14.273361,0.044961,360,quinta-Feira,false,7,0,0.832545,1
1,noite,82,1,0,1,1,4.660461,0.014681,144,quarta-feira,false,0,0,0.832492,1
36,noite,255,21,4,18,17,128.547599,0.405218,1519,quarta-feira,false,7,1,0.832439,1
1,madrugada,411,3,3,2,0,10.078846,0.031771,719,quarta-feira,false,0,1,0.832386,1
4,noite,458,3,1,2,2,13.867326,0.043714,133,terca-feira,false,0,0,0.832333,1
1,tarde,8,1,0,1,1,4.628651,0.014591,2,terca-feira,false,2,0,0.832859,0
6,madrugada,62,1,0,1,1,4.868893,0.015348,58,terca-feira,false,6,0,0.832807,1
1,noite,61,1,0,1,1,4.729901,0.01491,6,segunda-feira,false,6,0,0.832754,1
1,noite,74,1,1,1,0,4.812766,0.015173,90,segunda-feira,false,0,0,0.832701,1
7,noite,32,2,1,1,1,9.629653,0.030364,207,segunda-feira,false,6,0,0.832648,1
1,tarde,27,1,0,1,1,4.771038,0.015044,6,segunda-feira,false,0,0,0.832595,1
2,madrugada,93,1,0,1,1,4.770376,0.015042,148,domingo,false,6,0,0.832542,1
3,noite,55,2,1,1,1,13.729574,0.043292,89,sabado,false,0,0,0.832489,1
3,manha,51,1,0,1,1,4.799936,0.015135,51,sabado,false,2,0,0.832436,1
25,madrugada,62,12,2,10,9,83.183019,0.262255,499,sabado,false,0,0,0.832383,1
5,madrugada,109,4,0,4,3,27.975341,0.088199,193,sabado,false,0,0,0.83233,1
3,madrugada,59,2,1,1,1,9.192714,0.028982,89,sabado,false,0,0,0.832276,1
1,noite,37,1,0,1,1,4.689382,0.014784,9,sexta-feira,false,0,0,0.832223,1
2,noite,31,71,0,71,71,656.897733,2.071034,57443,sexta-feira,false,3,0,0.83217,1
4,noite,33,2,0,2,2,8.642021,0.027246,2,sexta-feira,false,0,0,0.832117,1
2,noite,46,1,0,1,1,5.030861,0.015861,5,sexta-feira,false,12,0,0.832063,1
1,noite,58,1,0,1,1,4.758808,0.014899,0,sexta-feira,false,0,0,0.83201,1
3,noite,50,2,1,2,1,4.924133,0.015417,536,sexta-feira,false,2,0,0.831957,1
2,tarde,127,1,0,1,1,4.847232,0.015284,143,sexta-feira,false,4,0,0.831903,1
5,tarde,61,1,0,1,1,8.754096,0.027604,112,sexta-feira,false,16,0,0.83185,1
1,madrugada,10,1,0,1,1,4.67106,0.014729,4,sexta-feira,false,0,0,0.831797,1
1,madrugada,10,1,0,1,1,4.729901,0.014915,6,sexta-feira,false,0,0,0.831743,1
10,madrugada,188,12,0,12,12,14.079512,0.044396,137,sexta-feira,false,2,0,0.831689,1
4,madrugada,69,1,0,1,1,19.185776,0.060497,60,sexta-feira,false,2,0,0.831636,1
2,madrugada,39,2,0,2,2,19.003278,0.059922,77,sexta-feira,false,1,0,0.831582,1
22,noite,80,3,1,2,1,9.677106,0.030514,739,quinta-Feira,false,3,0,0.831529,1
1,noite,94,1,0,1,1,4.381575,0.013816,2,quinta-Feira,false,0,0,0.831475,1
1,noite,14,1,0,1,1,4.870499,0.015358,9,quinta-Feira,false,1,0,0.831421,1
1,tarde,15,1,0,1,1,4.99075,0.015607,14,quinta-Feira,false,7,0,0.831686,0
4,madrugada,133,2,0,2,2,18.581185,0.058107,121,quinta-Feira,false,0,0,0.831633,1
2,madrugada,102,66,0,65,3,17.222389,0.053858,2795,quinta-Feira,false,0,1,0.831579,1
1,madrugada,32,1,0,1,1,4.576355,0.014311,8,quinta-Feira,false,1,0,0.831525,1
2,madrugada,12,1,0,1,1,8.883545,0.027781,77,quinta-Feira,false,0,0,0.831471,1
5,madrugada,197,4,1,4,3,28.235316,0.088298,193,quinta-Feira,false,0,0,0.831418,1
4,madrugada,278,2,1,1,1,13.786874,0.043115,189,quinta-Feira,false,1,0,0.831364,1
1,noite,33,1,0,1,1,4.724706,0.014777,2,quarta-feira,false,1,0,0.83131,1
1,noite,12,1,0,1,1,4.333678,0.013554,3,quarta-feira,false,1,0,0.831256,1
1,noite,29,1,1,1,0,4.896046,0.015313,108,quarta-feira,false,1,0,0.831522,0
2,noite,146,1,0,1,1,4.742699,0.014834,4,quarta-feira,false,12,0,0.831468,1
1,noite,61,1,0,1,1,4.400325,0.013765,2,quarta-feira,false,0,0,0.831414,1
1,noite,102,35,0,35,35,150.063522,0.46942,74,quarta-feira,false,0,0,0.83136,1
1,noite,41,1,1,1,0,4.89812,0.015322,183,quarta-feira,false,1,0,0.831306,1
2,tarde,26,2,1,1,1,5.300042,0.016596,300,quarta-feira,false,1,0,0.831252,1
1,tarde,28,1,0,1,1,4.39774,0.013757,1,quarta-feira,false,0,0,0.831198,1
9,tarde,128,2,1,1,1,4.949794,0.015484,580,quarta-feira,false,0,0,0.831144,1
2,tarde,11,1,0,1,1,4.916274,0.015379,22,quarta-feira,false,0,0,0.83109,1
1,manha,12,1,0,1,1,4.80411,0.015032,2,quarta-feira,false,0,0,0.831036,1
1,manha,37,1,0,1,1,4.806313,0.015039,27,quarta-feira,false,2,0,0.830981,1
3,madrugada,1013,2,1,1,1,4.784885,0.014974,0,quarta-feira,false,0,1,0.830927,1
1,noite,55,1,0,1,1,4.751815,0.01488,45,terca-feira,false,2,0,0.830873,1
20,noite,29,2,1,1,1,10.32665,0.032337,630,terca-feira,false,6,0,0.830819,1
1,noite,74,1,0,0,1,4.63376,0.01451,0,terca-feira,false,0,1,0.830764,1
2,noite,163,3,2,1,1,10.055791,0.031488,140,terca-feira,false,0,1,0.83071,1
1,noite,60,1,1,1,0,5.075562,0.015894,93,terca-feira,false,16,0,0.830656,1
4,tarde,148,7,0,4,7,9.598152,0.030055,490,terca-feira,false,7,3,0.830923,0
1,madrugada,14,1,0,1,1,4.831062,0.015128,2,terca-feira,false,0,0,0.830868,1
2,madrugada,230,21,0,21,1,4.382763,0.013724,2771,terca-feira,false,5,0,0.830814,1
3,madrugada,152,2,1,1,1,4.965807,0.01555,93,terca-feira,false,5,0,0.831081,0
1,noite,87,1,0,1,1,4.679575,0.014656,4,segunda-feira,false,0,0,0.831027,1
1,noite,152,1,1,1,0,5.079819,0.015909,75,segunda-feira,false,2,0,0.830972,1
1,noite,51,5,0,5,5,22.092874,0.069191,22,segunda-feira,false,0,0,0.830918,1
1,noite,122,1,0,1,1,4.661464,0.014599,15,segunda-feira,false,0,0,0.830863,1
4,tarde,368,4,1,4,3,37.30187,0.116859,148,segunda-feira,false,1,0,0.830809,1
4,manha,67,2,1,1,1,4.885082,0.015304,129,segunda-feira,false,2,0,0.830754,1
2,madrugada,25,1,0,0,1,5.053436,0.015831,0,domingo,false,1,0,0.831022,0
1,madrugada,93,1,0,1,1,4.904641,0.015365,4,domingo,false,0,0,0.830968,1
13,noite,48,5,2,4,2,28.732284,0.090012,613,sabado,false,3,1,0.830913,1
2,manha,6,2,1,1,1,4.792349,0.015023,116,sexta-feira,false,1,0,0.830859,1
11,noite,145,3,0,2,3,42.360888,0.132832,107,quinta-Feira,false,4,1,0.830804,1
1,noite,74,1,0,1,1,4.760001,0.014926,2,quinta-Feira,false,0,0,0.830749,1
1,noite,151,1,0,1,1,4.681698,0.01468,2,quinta-Feira,false,0,0,0.830695,1
3,noite,28,2,0,2,2,4.095516,0.012842,18,quinta-Feira,false,1,0,0.830909,1
1,manha,32,1,0,1,1,4.851804,0.015214,5,quinta-Feira,false,1,0,0.831123,1
1,noite,84,0,0,0,0,0,0,0,quarta-feira,false,147,0,0.831068,1
7,noite,20,2,1,1,1,19.477875,0.061114,100,quarta-feira,false,5,0,0.831013,1
6,noite,47,2,1,1,1,10.000118,0.031376,251,quarta-feira,false,8,0,0.830959,1
4,noite,174,2,1,1,1,4.872697,0.015289,190,quarta-feira,false,3,0,0.830904,1
1,noite,225,1,1,1,0,5.110005,0.016033,209,quarta-feira,false,0,0,0.830849,1
1,noite,98,1,0,1,1,4.504758,0.014134,0,quarta-feira,false,0,0,0.830794,1
4,manha,80,3,0,3,3,21.778427,0.068332,198,quarta-feira,false,3,0,0.830739,1
1,manha,71,1,0,1,1,5.044629,0.015828,15,quarta-feira,false,1,0,0.830684,1
1,manha,520,1,0,1,1,4.903861,0.015386,2,quarta-feira,false,1,0,0.830629,1
1,manha,164,1,0,1,1,4.899263,0.015372,49,quarta-feira,false,0,0,0.830574,1
1,madrugada,255,1,0,1,1,4.716958,0.0148,9,quarta-feira,false,1,0,0.830519,1
2,noite,174,2,0,2,2,13.433949,0.04215,18,terca-feira,false,3,0,0.830464,1
1,noite,152,1,0,1,1,4.49034,0.014089,4,terca-feira,false,3,0,0.830734,0
3,tarde,191,3,1,2,2,18.927102,0.059403,72,terca-feira,false,0,0,0.830679,1
1,madrugada,7,1,0,1,1,4.31737,0.01355,2,terca-feira,false,0,0,0.830949,0
1,madrugada,7,1,0,1,1,4.33255,0.013598,2,terca-feira,false,0,0,0.830894,1
1,noite,12,1,0,0,1,4.128148,0.012956,0,segunda-feira,false,0,1,0.830839,1
3,noite,22,5,0,5,5,17.033393,0.05346,18,segunda-feira,false,0,0,0.830784,1
2,noite,4,2,1,1,1,4.842331,0.015203,69,sabado,false,11,0,0.831055,0
2,manha,55,46,0,46,46,208.36959,0.654186,91,sabado,false,0,0,0.831,1
1,madrugada,75,25,0,25,25,115.389712,0.362272,50,sabado,false,0,0,0.830945,1
9,madrugada,49,5,2,4,2,20.048055,0.063058,397,sabado,false,1,1,0.83089,1
2,madrugada,159,2,1,1,1,9.524389,0.029926,154,sabado,false,0,0,0.830834,1
2,madrugada,88,1,0,1,1,4.686194,0.014724,5,sabado,false,2,0,0.830779,1
4,madrugada,205,3,0,3,3,18.80413,0.059092,93,sabado,false,0,0,0.830995,1
6,noite,384,11,5,8,6,53.053165,0.166746,519,sexta-feira,false,0,0,0.83094,1
1,noite,2,1,1,1,0,4.759335,0.014959,89,sexta-feira,false,1,0,0.831211,0
1,manha,16,10,0,10,10,46.244939,0.145348,142,sexta-feira,false,9,0,0.831156,1
3,noite,510,1,0,1,1,9.365899,0.029441,33,quinta-Feira,false,5,0,0.831101,1
1,manha,170,1,0,1,1,5.072304,0.015945,59,quinta-Feira,false,0,0,0.831046,1
5,manha,136,1,0,1,1,4.979759,0.015654,65,quinta-Feira,false,6,0,0.830991,1
3,manha,107,2,1,1,1,4.940793,0.015531,119,quinta-Feira,false,3,0,0.830935,1
3,madrugada,63,1,0,1,1,9.548639,0.030016,66,quinta-Feira,false,0,0,0.83088,1
3,noite,15,2,1,1,1,4.818079,0.015146,77,quarta-feira,false,4,0,0.830825,1
3,noite,87,2,1,1,1,14.091664,0.044297,91,quarta-feira,false,0,0,0.830769,1
1,noite,161,1,0,1,1,4.838365,0.015209,167,quarta-feira,false,0,0,0.830714,1
28,noite,27,10,3,8,7,38.398517,0.120705,1502,quarta-feira,false,1,0,0.830658,1
1,madrugada,144,1,0,1,1,4.946569,0.015547,113,quarta-feira,false,0,0,0.830603,1
2,noite,21,3,0,3,3,14.229736,0.044724,42,terca-feira,false,0,0,0.830547,1
2,noite,111,1,0,1,1,4.500605,0.014147,7,terca-feira,false,0,0,0.830764,1
1,tarde,168,1,0,1,1,4.643932,0.014602,28,terca-feira,false,2,0,0.830709,1
2,manha,35,2,1,1,1,4.761475,0.014972,161,terca-feira,false,3,0,0.830653,1
1,madrugada,24,1,0,1,1,4.913155,0.015451,4,terca-feira,false,1,0,0.830598,1
2,noite,25,6,0,6,6,28.30099,0.089003,29,segunda-feira,false,0,0,0.830542,1
2,noite,55,6,0,6,6,28.30099,0.089003,29,segunda-feira,false,0,0,0.830486,1
1,noite,53,1,0,0,1,4.827258,0.015183,0,domingo,false,0,1,0.830759,0
5,manha,54,2,1,1,1,4.7853,0.015051,144,sabado,false,2,0,0.830703,1
2,noite,223,1,0,1,1,4.875744,0.015338,174,sexta-feira,false,1,0,0.830648,1
1,manha,172,1,1,1,0,4.878767,0.015348,97,sexta-feira,false,5,0,0.830592,1
1,noite,63,80,0,80,80,382.901932,1.204543,336,quinta-Feira,false,0,0,0.830865,0
4,noite,221,3,1,3,2,17.43472,0.054847,63,quinta-Feira,false,4,0,0.83081,1
2,noite,54,1,0,1,1,8.038237,0.025295,21,quinta-Feira,false,0,0,0.830754,1
2,tarde,60,2,1,1,1,4.773783,0.015022,54,quinta-Feira,false,1,0,0.830698,1
3,manha,207,2,1,1,1,5.028022,0.015822,188,quinta-Feira,false,1,0,0.830643,1
1,manha,15,1,0,1,1,4.806772,0.015126,28,quinta-Feira,false,0,0,0.830587,1
1,manha,117,1,0,1,1,4.857548,0.015286,36,quinta-Feira,false,0,0,0.830531,1
6,madrugada,166,2,1,1,1,29.916534,0.094142,258,quinta-Feira,false,0,0,0.830475,1
14,noite,127,116,2,93,114,481.696508,1.516764,787,quarta-feira,false,0,21,0.830419,1
21,tarde,1808,7,3,4,4,90.653507,0.285449,1700,quarta-feira,false,16,0,0.830363,1
2,madrugada,229,2,1,1,1,4.902835,0.015438,156,quarta-feira,false,4,0,0.830307,1
1,?,18,1,0,0,1,4.921409,0.015497,0,terca-feira,false,0,0,0.830251,1
2,noite,23,2,0,2,2,8.69959,0.027393,5,terca-feira,false,0,0,0.830195,1
1,noite,60,1,0,1,1,4.936998,0.015546,4,terca-feira,false,0,0,0.830139,1
1,noite,71,2,0,2,2,9.120321,0.028727,11,segunda-feira,false,0,0,0.830083,1
6,noite,57,2,1,1,1,13.833555,0.043573,135,segunda-feira,false,4,0,0.830026,1
1,noite,18,1,0,1,1,3.683492,0.011602,3,segunda-feira,false,5,0,0.830301,0
1,noite,118,163,28,188,81,439.154315,1.383241,19992,segunda-feira,false,2,2,0.83052,0
1,noite,88,3,0,3,3,12.087327,0.038072,14,segunda-feira,false,4,0,0.830464,1
2,tarde,227,1,0,1,1,9.012472,0.028387,7,segunda-feira,false,0,0,0.830407,1
1,manha,88,1,1,1,0,5.236592,0.016494,140,segunda-feira,false,0,0,0.830351,1
1,manha,121,1,1,1,0,4.772177,0.015031,135,segunda-feira,false,0,0,0.830295,1
4,manha,75,4,2,2,1,15.228198,0.047966,536,segunda-feira,false,3,0,0.830239,1
2,manha,188,2,1,1,1,9.971697,0.031409,200,segunda-feira,false,3,0,0.830182,1
3,manha,20,3,0,3,2,9.148765,0.028817,4,segunda-feira,false,11,0,0.830458,0
1,noite,24,1,0,1,1,5.036543,0.015864,25,sabado,false,0,0,0.830402,1
1,noite,98,1,0,1,1,0,0,1,sexta-feira,false,0,0,0.830345,1
214,noite,9,281,136,151,126,2204.116556,6.942494,67039,sexta-feira,true,2,7,0.830621,0
1,noite,15,1,0,1,1,4.757017,0.014984,6,sexta-feira,false,2,0,0.830565,1
2,noite,83,21,0,16,21,99.575763,0.313787,46,quinta-Feira,false,0,0,0.830508,1
1,manha,189,1,0,1,1,4.6923,0.014787,4,quinta-Feira,false,1,0,0.830452,1
1,madrugada,56,1,0,1,1,4.793248,0.015105,4,quinta-Feira,false,0,0,0.830396,1
4,madrugada,40,4,2,2,1,4.871019,0.01535,214,quinta-Feira,false,2,0,0.830339,1
13,noite,88,2,1,1,1,5.208327,0.016413,179,quarta-feira,false,18,0,0.830283,1
1,noite,35,18,0,13,18,83.452871,0.26298,48,quarta-feira,false,0,0,0.830226,1
11,tarde,256,7,2,5,5,65.065114,0.205036,638,quarta-feira,false,0,0,0.83017,1
12,tarde,57,14,7,6,6,36.269146,0.114293,526,quarta-feira,false,3,6,0.830113,1
2,noite,147,1,0,1,1,8.841491,0.027862,3,terca-feira,false,0,0,0.830057,1
1,noite,34,1,0,1,1,4.561797,0.014375,15,terca-feira,false,0,0,0.83,1
3,noite,44,83,0,83,83,137.44567,0.433117,415,terca-feira,false,1,0,0.829943,1
30,noite,155,23,6,6,14,86.673893,0.273126,773,terca-feira,false,27,17,0.829887,1
1,manha,263,3,0,3,3,13.999171,0.044114,155,terca-feira,false,0,0,0.82983,1
1,madrugada,30,1,0,1,1,4.436442,0.01398,23,terca-feira,false,0,0,0.829773,1
3,madrugada,67,2,0,2,2,9.915519,0.03125,94,terca-feira,false,4,0,0.829716,1
2,noite,57,2,0,2,2,13.296263,0.041905,11,segunda-feira,false,0,0,0.829659,1
5,noite,75,6,3,4,3,14.834697,0.046776,356,segunda-feira,false,2,0,0.829602,1
1,manha,17,1,1,0,0,3.182006,0.010033,0,domingo,false,0,1,0.82988,0
20,noite,241,9,3,8,6,101.753451,0.320841,1499,sabado,false,0,0,0.829823,1
4,noite,201,10,0,10,10,51.267109,0.161652,310,sexta-feira,false,13,0,0.8301,0
4,noite,744,1,0,1,1,4.810165,0.015167,55,sexta-feira,false,1,0,0.830043,1
12,noite,102,1,0,1,1,9.961289,0.031414,822,sexta-feira,false,1,0,0.830264,1
1,tarde,566,1,1,1,0,5.007946,0.015867,206,quarta-feira,false,0,0,0.830759,1
9,madrugada,188,4,1,3,3,9.962721,0.03163,420,quarta-feira,false,6,0,0.830702,1
2,madrugada,30,3,0,2,3,9.094033,0.028873,4,quarta-feira,false,0,1,0.830645,1
15,noite,34,2,0,1,2,44.045951,0.139842,172,terca-feira,false,0,1,0.830588,1
1,noite,51,1,0,1,1,4.511389,0.014325,2,terca-feira,false,0,0,0.830531,1
1,tarde,36,2,0,2,2,9.47664,0.030101,15,terca-feira,false,0,0,0.830474,1
1,manha,29,1,0,1,1,4.712971,0.01497,13,terca-feira,false,0,0,0.830417,1
1,madrugada,106,1,1,1,0,4.783885,0.015195,108,terca-feira,false,0,0,0.83036,1
10,madrugada,72,3,1,2,2,23.334605,0.074119,55,terca-feira,false,0,0,0.830303,1
5,madrugada,28,2,1,1,1,9.7548,0.030985,326,terca-feira,false,4,0,0.830246,1
1,madrugada,53,5,0,5,5,23.119637,0.073436,29,terca-feira,false,0,0,0.830189,1
2,noite,685,4,2,4,2,28.91166,0.091834,217,segunda-feira,false,0,0,0.830131,1
1,noite,62,1,0,1,1,3.237519,0.010283,6,segunda-feira,false,1,0,0.830074,1
27,noite,142,181,49,162,130,890.080907,2.82721,8534,segunda-feira,false,1,14,0.830354,0
16,manha,136,10,1,8,8,69.706617,0.221413,358,segunda-feira,false,7,0,0.830297,1
1,noite,28,2,0,2,2,10.891425,0.034595,6,domingo,false,0,0,0.83024,1
1,madrugada,2,2,0,2,2,9.396577,0.029847,6,sabado,false,0,0,0.830182,1
6,noite,82,1,0,1,1,9.352458,0.029707,162,sexta-feira,false,29,0,0.830125,1
8,madrugada,14,5,2,3,2,4.474934,0.014216,767,sexta-feira,false,1,0,0.830068,1
2,noite,82,1,0,1,1,9.832976,0.031248,15,quinta-Feira,false,1,0,0.83001,1
1,noite,18,1,0,1,1,4.956955,0.015753,2,quinta-Feira,false,1,0,0.829953,1
1,noite,686,5,0,5,5,23.59849,0.074993,63,quinta-Feira,false,1,0,0.829895,1
1,madrugada,256,1,0,1,1,5.317332,0.016898,444,quinta-Feira,false,0,0,0.830176,0
1,noite,63,1,1,1,0,4.78743,0.015214,52,quarta-feira,false,3,0,0.830118,1
4,noite,94,11,1,2,8,14.36749,0.045672,70,quarta-feira,false,10,9,0.830061,1
7,manha,188,20,6,8,12,42.837108,0.136171,1096,quarta-feira,false,5,9,0.830003,1
1,madrugada,7,1,0,1,1,4.64199,0.014756,0,quarta-feira,false,2,0,0.830227,1
3,madrugada,128,2,1,1,1,4.899366,0.015574,77,quarta-feira,false,0,0,0.830169,1
3,madrugada,597,2,1,1,1,14.391531,0.045748,329,quarta-feira,false,0,0,0.830112,1
2,madrugada,148,1,0,1,1,9.345849,0.029713,20,terca-feira,false,1,0,0.830054,1
3,madrugada,417,2,1,1,1,14.763118,0.046937,231,terca-feira,false,0,0,0.829997,1
1,madrugada,5,3,0,3,3,13.233801,0.042075,6,terca-feira,false,0,0,0.829939,1
1,noite,28,1,0,1,1,4.259802,0.013543,2,segunda-feira,false,1,0,0.829881,1
3,noite,168,2,1,2,1,4.961522,0.015774,200,segunda-feira,false,5,0,0.829823,1
4,tarde,351,2,1,1,1,9.673501,0.030755,239,segunda-feira,false,6,0,0.829766,1
15,madrugada,211,20,1,10,17,47.234702,0.150174,397,segunda-feira,false,6,10,0.829708,1
1,tarde,378,1,0,1,1,4.530128,0.014403,124,domingo,false,4,0,0.82965,1
2,noite,62,2,1,1,1,4.776037,0.015185,84,sabado,false,3,0,0.829592,1
4,manha,180,2,0,0,2,9.81285,0.031198,0,sabado,false,1,2,0.829534,1
3,madrugada,116,2,0,2,2,13.282364,0.042229,18,sabado,false,0,0,0.829476,1
4,madrugada,47,2,1,2,1,9.202488,0.029258,159,sabado,false,10,0,0.829418,1
2,madrugada,97,2,0,1,2,9.635646,0.030635,32,sabado,false,5,1,0.82936,1
1,noite,11,1,0,1,1,4.91245,0.015618,55,sexta-feira,false,0,0,0.829302,1
1,noite,122,2,0,1,2,9.082759,0.028877,10,sexta-feira,false,13,1,0.829584,0
21,noite,8,2,1,1,1,5.133028,0.016319,2656,sexta-feira,false,16,0,0.829526,1
11,noite,9,7,3,3,3,33.789875,0.107429,449,sexta-feira,false,9,0,0.829468,1
5,noite,125,7,4,4,2,19.14893,0.06088,688,quinta-Feira,false,9,0,0.82941,1
2,madrugada,33,1,0,1,1,8.702757,0.027669,7,quinta-Feira,false,3,0,0.829352,1
170,madrugada,22,1672,406,1455,1217,9013.140822,28.659978,47374,quinta-Feira,false,0,28,0.829635,0
7,madrugada,317,687,249,299,216,884.13671,2.811377,89810,quinta-Feira,false,27,6,0.829577,1
4,madrugada,125,684,248,297,214,874.361383,2.780294,89304,quinta-Feira,false,2,6,0.829518,1
1,noite,17,1,0,1,1,4.643627,0.014766,8,quarta-feira,false,1,0,0.82946,1
1,tarde,70,1,0,1,1,4.933776,0.015688,2,quarta-feira,false,0,0,0.829402,1
2,madrugada,31,2,1,1,1,4.875799,0.015517,211,quarta-feira,false,7,0,0.829685,0
236,madrugada,20,76,15,55,59,1243.040517,3.962124,9215,quarta-feira,false,13,3,0.829627,1
1,madrugada,31,8,1,8,7,36.453255,0.116011,470,quarta-feira,false,3,0,0.829911,0
66,madrugada,17,16,4,9,12,458.929413,1.461417,1427,quarta-feira,false,1,0,0.829853,1
1,madrugada,16,1,0,1,1,4.133951,0.013156,5,quarta-feira,false,0,0,0.829795,1
8,noite,187,6,2,4,3,9.674091,0.030816,773,terca-feira,false,16,0,0.829736,1
5,madrugada,514,1,0,1,1,19.184235,0.061109,80,terca-feira,false,0,0,0.829678,1
2,noite,59,1,0,1,1,0,0,5,segunda-feira,false,1,0,0.829619,1
3,tarde,968,2,1,1,1,14.537258,0.046314,341,segunda-feira,false,3,0,0.829561,1
2,madrugada,43,2,1,1,1,4.939843,0.015738,60,segunda-feira,false,1,0,0.829503,1
3,manha,56,1,0,1,1,5.100026,0.016248,146,domingo,false,4,0,0.829444,1
1,madrugada,10,1,0,1,1,4.599132,0.014652,2,domingo,false,5,0,0.829386,1
5,madrugada,7,19,7,8,12,38.474399,0.122575,777,domingo,false,8,11,0.82967,0
4,noite,265,4,2,2,1,14.350495,0.045719,451,sabado,false,4,0,0.829612,1
2,noite,71,1,0,1,1,9.259578,0.0295,26,sabado,false,1,0,0.829553,1
4,madrugada,90,1,0,1,1,9.757546,0.031091,132,sabado,false,0,0,0.829495,1
2,madrugada,30,1,1,1,0,5.17157,0.016481,0,sabado,false,0,1,0.829436,1
3,madrugada,37,2,0,2,2,13.403657,0.042716,44,sabado,false,0,0,0.829377,1
2,noite,152,1,0,1,1,4.355366,0.01388,9,sexta-feira,false,0,0,0.829319,1
1,noite,185,1,0,1,1,4.56322,0.014543,2,sexta-feira,false,0,0,0.82926,1
1,madrugada,7,1,0,1,1,3.938694,0.012552,0,sexta-feira,false,0,0,0.829201,1
2,madrugada,121,1,0,1,1,5.036572,0.016053,13,sexta-feira,false,0,0,0.829142,1
1,madrugada,48,1,0,1,1,4.844951,0.015443,4,quinta-Feira,false,0,0,0.829083,1
8,noite,510,2,1,1,1,4.951026,0.015781,666,quarta-feira,false,9,0,0.829024,1
2,manha,29,1,0,1,1,4.275065,0.013628,15,quarta-feira,false,0,0,0.828966,1
40,manha,327,10,3,4,7,328.697434,1.04785,1078,quarta-feira,false,5,0,0.828907,1
1,manha,246,1,0,1,1,4.717982,0.01504,13,quarta-feira,false,0,0,0.828847,1
1,manha,127,4,4,4,0,19.099938,0.060888,395,quarta-feira,false,3,0,0.829134,0
4,madrugada,1480,1,0,1,1,4.47378,0.014262,22,quarta-feira,false,4,0,0.829075,1
1,noite,61,6,0,0,6,0,0,0,terca-feira,false,4,6,0.829016,1
9,noite,510,5,1,4,4,37.154207,0.118427,415,terca-feira,false,0,1,0.829302,0
1,madrugada,53,1,0,1,1,4.531164,0.014443,2,terca-feira,false,0,0,0.829243,1
1,madrugada,16,1,0,1,1,4.195332,0.013372,9,terca-feira,false,1,0,0.829184,1
