@relation 'candlepin-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,2,6,8,11,15,9,10,16,12,17,14,18,1,19,53'

@attribute num_commits numeric
@attribute created_at_day_turn {noite,madrugada,tarde,manha}
@attribute description_length numeric
@attribute files_added numeric
@attribute files_changed numeric
@attribute src_churn numeric
@attribute files_deleted numeric
@attribute files_modified numeric
@attribute test_churn numeric
@attribute src_files numeric
@attribute new_entropy numeric
@attribute other_files numeric
@attribute entropy_diff numeric
@attribute created_at_week_day {terca-feira,quinta-Feira,quarta-feira,segunda-feira,sexta-feira,sabado,domingo}
@attribute commits_on_files_touched numeric
@attribute status {0,1}

@data
17,madrugada,18,3,35,741,4,28,429,30,196.832326,4,4.520485,sabado,150,1
1,tarde,30,0,3,28,0,3,44,3,13.800129,0,0.316936,sexta-feira,30,1
1,noite,5,0,2,12,0,2,39,2,8.588044,0,0.197246,quinta-Feira,3,1
11,manha,11,0,40,58,0,40,169,40,229.383375,0,5.268351,quinta-Feira,125,1
3,noite,9,0,11,122,0,11,190,12,64.060655,0,1.471395,quarta-feira,19,1
2,noite,25,0,2,13,0,2,13,2,9.485207,0,0.219038,quarta-feira,5,1
10,tarde,12,8,20,947,0,12,676,14,145.202764,0,3.383249,quarta-feira,24,1
1,tarde,6,0,2,1,0,2,2,2,8.650923,0,0.201568,quarta-feira,16,1
71,noite,2,8,39,1517,3,28,1085,26,409.622788,4,9.544282,terca-feira,83,1
1,tarde,6,1,1,72,0,0,0,1,4.830974,0,0.112686,terca-feira,0,1
2,tarde,5,0,2,4,0,2,19,2,4.016059,0,0.093678,sexta-feira,79,1
1,tarde,54,0,2,33,0,2,22,2,9.145389,0,0.213336,sexta-feira,12,1
1,noite,205,0,2,30,0,2,56,2,8.897124,0,0.207546,quarta-feira,15,1
1,noite,119,0,6,48,0,6,66,6,27.469529,0,0.649455,quarta-feira,33,1
2,tarde,6,0,1,12,0,1,0,1,4.710768,0,0.111376,quarta-feira,10,1
12,madrugada,9,0,9,62,0,9,48,9,76.13192,0,1.799968,domingo,14,1
14,noite,2,12,57,2085,3,42,735,38,256.081263,6,6.05442,quarta-feira,171,1
1,noite,34,0,2,7,0,2,20,2,9.547722,0,0.225733,quarta-feira,30,1
1,noite,21,0,1,3,0,1,0,1,4.507345,0,0.106565,quarta-feira,70,1
1,noite,108,0,14,4,0,14,110,14,63.370329,0,1.498238,quarta-feira,26,1
7,noite,2,11,43,1603,1,31,521,33,251.303327,5,5.941457,quarta-feira,159,1
4,noite,2,11,43,1598,1,31,521,33,246.794697,5,5.834861,quarta-feira,159,1
1,tarde,204,1,3,8,0,2,0,1,15.27445,2,0.361542,quarta-feira,26,1
5,noite,2,3,8,33,0,5,129,4,33.155765,4,0.784787,terca-feira,23,1
1,tarde,43,0,5,16,0,5,14,4,22.048991,1,0.521893,terca-feira,58,1
1,noite,124,0,1,2,0,1,0,1,5.368799,0,0.127078,segunda-feira,17,0
1,noite,60,0,2,4,0,2,20,2,9.323917,0,0.220697,segunda-feira,16,1
1,noite,9,0,1,2,0,1,0,1,4.461779,0,0.10561,segunda-feira,15,1
3,noite,9,0,5,45,0,5,40,5,31.342508,0,0.741876,sexta-feira,14,1
2,noite,14,0,2,32,0,2,0,1,14.03894,1,0.332309,quinta-Feira,13,1
5,noite,140,0,14,191,0,14,19,14,58.483588,0,1.390809,quarta-feira,87,1
14,noite,40,4,21,710,0,17,772,16,155.150267,1,3.689658,quarta-feira,94,1
4,noite,45,0,7,126,0,7,6,6,24.148778,1,0.574294,segunda-feira,54,1
4,noite,58,3,8,0,0,5,1218,7,38.698235,0,0.923468,sexta-feira,10,1
1,noite,41,0,2,8,0,2,0,2,8.907812,0,0.21257,quinta-Feira,21,1
2,tarde,16,0,2,12,0,2,66,2,18.446963,0,0.440205,quinta-Feira,22,1
8,noite,40,0,4,353,0,4,285,3,41.595804,1,0.992612,quarta-feira,67,1
1,noite,20,0,2,9,0,2,8,2,8.998206,0,0.21568,terca-feira,7,1
1,noite,27,0,4,50,0,4,0,4,18.534244,0,0.444251,terca-feira,17,1
1,tarde,26,0,1,0,0,1,0,0,3.743571,1,0.08973,terca-feira,14,1
2,noite,17,0,4,9,0,4,54,4,18.215448,0,0.436609,segunda-feira,62,1
30,tarde,62,4,15,1683,0,11,408,11,189.566686,0,4.543756,segunda-feira,61,1
1,noite,199,0,1,0,0,1,2,1,4.713082,0,0.112969,sexta-feira,6,1
1,tarde,42,0,5,16,0,5,16,5,21.871383,0,0.52424,sexta-feira,39,1
1,tarde,20,1,3,21,0,2,192,2,13.146571,1,0.318086,segunda-feira,29,1
1,noite,85,0,2,4,0,2,75,2,9.430063,0,0.228165,sexta-feira,15,1
27,noite,6,8,57,253,1,48,305,17,273.278124,34,6.612087,sexta-feira,111,1
15,noite,127,2,9,1883,0,7,306,7,127.056015,1,3.081036,quarta-feira,73,1
3,noite,14,0,5,62,0,5,38,5,22.446667,0,0.544319,terca-feira,25,1
1,tarde,48,0,2,14,0,2,0,2,8.980856,0,0.217781,terca-feira,16,1
3,tarde,61,0,6,86,0,6,114,6,27.473083,0,0.666206,segunda-feira,24,1
2,tarde,7,0,7,51,0,7,24,7,14.017913,0,0.339925,quarta-feira,55,1
2,tarde,4,0,4,13,0,4,61,4,18.868097,0,0.457538,quarta-feira,79,0
2,noite,158,0,1,0,0,1,0,0,4.129891,1,0.100147,terca-feira,10,1
3,tarde,1,0,3,37,0,3,0,3,13.510078,0,0.32761,terca-feira,24,1
1,noite,64,0,1,0,0,1,0,0,4.751271,1,0.115215,segunda-feira,8,1
1,noite,9,0,1,0,0,1,37,1,4.757556,0,0.115366,sexta-feira,26,1
2,noite,6,0,1,0,0,1,0,0,8.93744,1,0.216735,sexta-feira,4,1
1,manha,9,0,2,0,0,2,0,0,9.032822,2,0.219049,sexta-feira,8,1
1,noite,38,0,12,151,0,12,110,11,54.69462,1,1.326365,quinta-Feira,47,1
1,noite,43,0,4,0,0,4,95,4,19.485017,0,0.473676,quarta-feira,5,1
1,noite,43,0,4,0,0,4,82,4,19.476773,0,0.473476,quarta-feira,5,0
1,noite,31,0,1,0,0,1,0,0,4.683581,1,0.113857,quarta-feira,29,1
2,noite,59,1,2,0,0,1,0,0,4.816741,1,0.117369,terca-feira,0,1
2,tarde,18,0,2,61,0,2,132,2,4.390162,0,0.106724,terca-feira,33,1
1,noite,39,0,2,5,0,2,7,2,8.674838,0,0.21138,segunda-feira,7,0
4,madrugada,21,1,9,90,0,8,143,9,41.077404,0,1.012352,sabado,56,1
6,madrugada,23,0,1,23,0,1,0,1,25.825315,0,0.634961,sexta-feira,13,1
3,noite,12,0,5,65,2,3,102,5,25.828017,0,0.635076,quinta-Feira,42,1
1,noite,99,0,1,0,0,1,1,1,4.422547,0,0.108744,quinta-Feira,11,1
47,madrugada,182,11,43,1262,2,30,1165,25,542.318113,10,13.334872,quinta-Feira,45,1
1,noite,4,0,22,0,0,22,0,0,68.93223,0,1.694951,terca-feira,8,1
6,noite,10,0,10,84,0,10,33,10,55.09192,0,1.356061,quarta-feira,14,1
1,noite,11,0,4,7,0,4,39,4,18.638401,0,0.458775,quarta-feira,26,1
4,tarde,53,2,16,72,0,14,17,12,65.216942,6,1.605284,quarta-feira,49,1
1,noite,48,0,1,5,0,1,0,1,4.33166,0,0.106622,terca-feira,27,1
1,tarde,5,0,2,0,0,2,0,0,9.517709,2,0.234274,terca-feira,26,1
1,madrugada,8,0,2,10,0,2,84,2,9.293394,0,0.228753,terca-feira,21,1
1,noite,13,0,1,0,0,1,4,1,4.277594,0,0.105288,segunda-feira,8,1
2,madrugada,2,1,3,7,0,2,0,1,13.804285,2,0.339777,sexta-feira,21,1
7,noite,5,0,6,389,0,6,77,6,26.042521,0,0.641007,quinta-Feira,9,1
2,noite,10,0,1,18,0,1,0,1,8.962314,0,0.221836,segunda-feira,7,1
3,noite,85,2,13,179,0,11,17,9,52.166246,4,1.291225,segunda-feira,35,1
5,noite,77,0,6,40,0,6,43,4,18.657488,2,0.461812,segunda-feira,14,1
3,madrugada,41,0,5,10,0,5,0,5,21.019983,0,0.52029,sabado,7,1
1,noite,6,0,1,2,0,1,0,1,4.48015,0,0.110898,sexta-feira,8,1
85,noite,34,14,113,7811,9,90,3165,94,1082.697534,9,26.798838,segunda-feira,89,1
1,noite,31,1,1,0,0,0,219,1,4.862062,0,0.120489,sexta-feira,0,1
22,noite,37,4,36,782,0,32,706,26,185.139795,9,4.589187,sexta-feira,88,1
4,tarde,6,0,5,536,3,2,0,5,17.966515,0,0.443822,sexta-feira,24,1
2,noite,38,0,4,678,0,4,44,4,32.857141,0,0.811658,quarta-feira,24,1
2,noite,1,0,4,618,0,4,48,4,32.963336,0,0.814281,terca-feira,24,0
5,tarde,2,0,5,354,0,5,26,5,23.143686,0,0.570989,terca-feira,22,0
4,tarde,8,0,18,796,1,17,246,17,125.065818,0,3.085561,terca-feira,38,1
54,tarde,2,13,103,6306,5,85,2709,88,910.963524,8,22.603108,terca-feira,78,1
5,noite,79,0,1,600,0,1,0,1,8.759525,0,0.216112,quarta-feira,11,1
5,noite,18,0,2,181,0,2,0,2,4.912259,0,0.121884,quarta-feira,0,1
9,madrugada,69,0,6,96,0,6,67,5,42.60274,1,1.057071,quarta-feira,16,1
41,madrugada,66,2,44,515,0,42,842,39,395.744769,5,9.819331,quarta-feira,96,0
1,noite,7,1,6,61,0,5,20,6,28.294762,0,0.702058,terca-feira,15,1
1,noite,102,0,5,34,0,5,50,5,23.322851,0,0.579414,segunda-feira,18,1
1,madrugada,83,1,5,0,0,4,0,0,23.966834,5,0.59752,quarta-feira,5,1
1,tarde,14,0,1,5,0,1,0,1,4.212338,0,0.1054,terca-feira,7,1
2,noite,104,2,9,21,0,7,317,6,37.313124,2,0.93364,segunda-feira,3,1
5,noite,112,2,10,614,0,8,471,5,37.792404,4,0.945632,sexta-feira,15,1
1,madrugada,52,4,6,53,0,2,0,1,23.087814,5,0.577697,quarta-feira,2,0
2,noite,65,0,3,123,0,3,0,3,22.316005,0,0.558385,sexta-feira,2,1
1,noite,15,0,4,15,0,4,2,4,17.857341,0,0.446822,sexta-feira,13,1
1,noite,7,0,4,8,0,4,0,4,17.11779,0,0.428318,segunda-feira,10,1
1,noite,43,0,4,26,0,4,0,4,17.508864,0,0.438103,segunda-feira,31,1
1,noite,40,0,1,3,0,1,0,1,3.124934,0,0.078191,segunda-feira,0,1
3,tarde,2,1,14,309,0,13,202,10,59.359087,4,1.485258,segunda-feira,13,1
1,noite,7,0,5,14,0,5,0,5,21.607604,0,0.540656,quinta-Feira,15,1
1,noite,9,0,1,2,0,1,0,1,4.739999,0,0.118607,quarta-feira,5,1
1,noite,17,0,2,0,0,2,0,0,9.176549,2,0.230249,sexta-feira,0,1
1,noite,4,0,1,0,0,1,1,1,4.690662,0,0.117693,sexta-feira,0,1
2,noite,9,0,2,32,0,2,0,2,4.430319,0,0.111161,sexta-feira,0,1
7,noite,47,0,31,185,1,30,131,38,248.223411,0,6.220253,quinta-Feira,28,1
1,tarde,6,0,2,0,0,2,0,0,9.075386,2,0.227421,quinta-Feira,1,1
1,noite,12,1,15,57,0,14,22,12,71.397466,3,1.789156,segunda-feira,25,1
2,tarde,5,0,7,82,0,7,42,7,45.746803,0,1.146367,sexta-feira,14,1
1,noite,11,0,4,11,0,4,14,2,17.741717,2,0.444589,quinta-Feira,6,0
1,noite,23,0,1,1,0,1,0,1,4.241748,0,0.106294,quarta-feira,2,0
1,noite,61,0,1,7,0,1,0,1,3.225908,0,0.080837,terca-feira,2,1
1,noite,82,1,5,63,0,4,57,2,24.927164,3,0.624646,terca-feira,32,1
1,noite,77,0,7,194,0,7,244,7,32.532567,0,0.81523,segunda-feira,4,1
1,noite,111,0,2,55,0,2,46,2,9.062156,0,0.227089,sexta-feira,0,1
4,noite,18,0,8,227,0,8,718,8,36.226567,0,0.907797,quinta-Feira,7,0
1,noite,9,0,1,11,0,1,0,1,4.357981,0,0.109203,sexta-feira,12,1
1,noite,9,0,1,18,0,1,0,1,4.198469,0,0.105206,sexta-feira,0,1
1,noite,18,0,1,2,0,1,0,1,4.093682,0,0.10258,quinta-Feira,2,1
1,tarde,27,0,1,0,0,1,12,1,4.644387,0,0.11638,quinta-Feira,6,1
1,noite,28,0,3,54,0,3,116,3,14.134481,0,0.354183,quarta-feira,4,1
1,noite,53,0,1,6,0,1,0,1,4.338598,0,0.108717,quarta-feira,0,1
1,noite,27,0,4,22,0,4,12,4,17.736905,0,0.444452,terca-feira,25,1
1,noite,56,0,1,3,0,1,0,1,4.875617,0,0.122174,terca-feira,0,1
1,tarde,24,0,6,26,0,6,0,6,24.972495,0,0.62577,terca-feira,13,1
1,tarde,7,0,1,1,0,1,0,1,4.386005,0,0.109906,terca-feira,10,1
3,noite,174,0,5,219,0,5,168,5,67.09535,0,1.681304,segunda-feira,34,1
1,tarde,30,0,2,0,0,2,0,0,9.514852,2,0.238448,sexta-feira,22,1
1,noite,30,0,2,0,0,2,0,0,9.514852,2,0.238448,quinta-Feira,22,1
1,noite,137,0,3,34,0,3,2,3,12.994115,0,0.325655,quarta-feira,21,1
2,noite,107,0,6,52,0,6,198,6,53.764044,0,1.347439,quarta-feira,15,1
1,noite,86,0,2,6,0,2,2,2,8.959475,0,0.224802,segunda-feira,15,1
1,noite,30,0,2,12,0,2,184,2,8.293912,0,0.208104,sexta-feira,18,1
1,noite,111,0,2,13,0,2,0,2,8.943645,0,0.224406,quinta-Feira,11,1
1,noite,46,0,2,2,0,2,0,1,8.826983,1,0.221479,quarta-feira,10,1
1,noite,8,0,4,8,0,4,0,4,18.310964,0,0.459442,quarta-feira,25,1
1,noite,206,0,3,35,0,3,54,3,13.798316,0,0.346215,quarta-feira,24,1
1,noite,81,0,2,7,0,2,0,2,8.640236,0,0.216793,terca-feira,5,1
1,noite,68,0,1,18,0,1,0,1,4.194462,0,0.105243,segunda-feira,18,1
1,noite,8,0,3,32,0,3,7,16,13.35,0,0.334965,sexta-feira,3,1
1,noite,56,0,1,0,0,1,0,0,4.878681,1,0.122411,quinta-Feira,21,1
1,noite,56,0,1,0,0,1,0,0,4.878681,1,0.122411,quinta-Feira,21,1
1,noite,4,0,22,0,0,22,0,0,114.87365,0,2.882397,quinta-Feira,9,1
4,madrugada,44,0,5,105,0,5,90,5,40.420231,0,1.015409,quarta-feira,33,1
1,manha,21,0,9,367,0,9,34,9,40.841854,0,1.024763,terca-feira,39,1
1,madrugada,30,0,10,58,0,10,14,10,45.405148,0,1.139294,terca-feira,2,1
2,tarde,50,0,63,2038,26,37,1524,61,174.367738,2,4.380302,segunda-feira,80,0
1,tarde,29,0,2,0,0,2,0,0,9.665805,2,0.242815,sexta-feira,27,1
1,noite,65,0,2,7,0,2,74,2,9.04013,0,0.228184,quarta-feira,0,1
30,madrugada,192,8,37,1130,2,27,1045,24,308.658734,7,7.790917,quarta-feira,29,0
2,noite,145,2,2,296,0,0,0,2,9.644718,0,0.243738,sexta-feira,0,1
2,madrugada,9,0,2,87,0,2,356,2,9.388252,0,0.237257,sexta-feira,9,1
1,madrugada,60,0,1,11,0,1,0,1,4.229101,0,0.106876,quinta-Feira,23,1
2,noite,21,0,8,484,0,8,34,8,72.486959,0,1.831863,sexta-feira,38,0
6,noite,31,0,4,492,0,4,43,4,9.382555,0,0.235958,quarta-feira,17,1
1,noite,72,0,3,17,0,3,46,3,13.9983,0,0.353733,quarta-feira,28,1
1,madrugada,94,0,4,76,0,4,0,4,17.920574,0,0.452846,quarta-feira,0,1
1,tarde,44,0,1,18,0,1,0,1,4.516249,0,0.11413,quinta-Feira,2,1
2,noite,2,0,23,0,0,23,0,0,83.852389,1,2.119029,quarta-feira,10,1
1,noite,17,0,1,8,0,1,0,1,3.984497,0,0.100692,sexta-feira,0,1
23,noite,56,6,22,1253,2,14,589,16,88.524696,1,2.237,quarta-feira,34,1
2,tarde,45,0,3,3,0,3,0,1,14.564435,2,0.36804,quarta-feira,25,1
1,noite,27,0,3,82,0,3,0,3,14.146519,0,0.357478,terca-feira,15,1
1,tarde,51,0,1,0,0,1,0,0,5.155228,1,0.130272,segunda-feira,3,1
3,tarde,37,0,3,101,0,3,0,3,18.841325,0,0.476116,segunda-feira,15,0
1,tarde,23,0,1,8,0,1,0,1,4.509308,0,0.113949,sabado,14,1
1,tarde,23,0,1,8,0,1,0,1,4.502315,0,0.113773,sabado,14,0
1,noite,15,0,1,0,0,1,0,0,0,0,0,quarta-feira,0,1
1,noite,7,0,23,2,0,23,0,1,118.220083,0,2.991052,quarta-feira,8,1
1,noite,25,0,1,16,0,1,0,1,4.702362,0,0.118973,quarta-feira,2,1
1,noite,34,0,1,0,0,1,0,0,5.016657,1,0.126926,quarta-feira,25,0
1,tarde,71,0,2,19,0,2,0,2,9.684613,0,0.24503,quarta-feira,9,1
1,tarde,28,0,2,0,0,2,0,0,9.401745,2,0.237873,quarta-feira,7,1
1,tarde,156,1,19,62,0,18,84,16,88.544033,3,2.240226,terca-feira,22,1
1,madrugada,9,0,2,4,0,2,0,2,7.726852,0,0.195497,segunda-feira,22,1
1,tarde,4,0,1,9,0,1,0,1,4.65817,0,0.117856,sexta-feira,5,1
2,noite,2,0,2,0,0,2,0,0,9.202163,2,0.232823,quinta-Feira,5,1
1,noite,16,0,3,19,0,3,31,3,0,0,0,quinta-Feira,0,1
1,noite,55,0,1,0,0,1,0,0,5.061356,1,0.128524,quinta-Feira,5,1
1,noite,148,3,13,482,0,10,130,13,61.263626,0,1.555785,quinta-Feira,14,1
1,tarde,38,0,2,90,0,2,95,2,9.19256,0,0.233444,quinta-Feira,13,1
1,tarde,12,1,7,88,0,6,105,4,33.637984,3,0.855288,segunda-feira,11,1
1,noite,284,2,21,378,0,19,609,21,97.025055,0,2.47284,sexta-feira,38,1
1,noite,8,0,2,4,0,2,0,2,7.669509,0,0.19547,sexta-feira,9,1
1,noite,4,0,6,55,0,6,71,6,28.290315,0,0.719315,sexta-feira,37,1
1,noite,9,0,4,39,0,4,25,4,17.731756,0,0.451937,sexta-feira,3,1
1,tarde,6,1,14,146,0,13,234,14,63.847562,0,1.629423,quarta-feira,17,1
1,noite,4,0,2,27,0,2,83,2,9.319489,0,0.237838,terca-feira,0,0
1,noite,6,1,6,57,0,5,93,6,0,0,0,terca-feira,0,0
1,tarde,7,0,7,17,0,7,125,7,0,0,0,terca-feira,0,1
1,noite,9,0,1,6,0,1,0,1,0,0,0,segunda-feira,0,1
1,tarde,43,0,34,3878,34,0,0,34,0,0,0,quarta-feira,0,1
1,noite,12,0,1,3,0,1,0,1,4.576478,0,0.112152,terca-feira,0,1
2,tarde,16,0,4,27,0,4,0,4,0,0,0,terca-feira,0,1
1,manha,17,0,1,3,0,1,0,1,0,0,0,segunda-feira,0,1
1,noite,33,0,2,12,0,2,25,2,0,0,0,quarta-feira,0,1
1,noite,4,0,22,0,0,22,0,0,0,0,0,quarta-feira,0,1
4,tarde,7,0,11,171,1,10,37,8,52.707578,3,1.291477,quarta-feira,51,1
1,tarde,86,0,8,114,1,7,0,5,0,3,0,terca-feira,0,1
1,noite,11,0,1,0,0,1,0,0,0,1,0,segunda-feira,0,1
2,noite,194,0,2,0,0,2,0,0,4.887929,2,0.120456,sexta-feira,16,1
15,tarde,7,5,23,2740,0,18,443,17,191.881004,3,4.728489,segunda-feira,29,1
1,noite,7,0,1,0,0,1,0,0,0,1,0,sexta-feira,0,1
4,noite,19,0,3,236,0,3,0,3,10.049915,0,0.247658,quarta-feira,6,1
1,noite,6,0,1,6,0,1,0,1,4.419898,0,0.108919,terca-feira,20,1
3,noite,46,1,10,134,0,9,301,9,0,0,0,sexta-feira,0,1
1,noite,36,0,1,36,0,1,0,1,0,0,0,sexta-feira,0,1
22,noite,3,3,30,659,1,26,1075,28,241.444224,0,5.963942,quinta-Feira,30,1
6,noite,10,1,10,236,0,9,158,10,87.730338,0,2.260325,quinta-Feira,19,1
5,noite,2,0,2,0,0,2,0,0,0,2,0,quinta-Feira,0,1
1,noite,24,34,34,3878,0,0,0,34,0,0,0,quinta-Feira,0,1
5,tarde,110,1,10,235,0,9,129,10,87.748477,0,2.260657,quinta-Feira,14,0
2,manha,19,0,1,64,0,1,0,1,0,0,0,quarta-feira,0,1
4,tarde,32,0,3,15,0,3,0,3,13.607748,0,0.352325,terca-feira,15,1
4,tarde,49,4,38,585,0,34,306,37,167.991739,0,4.349558,terca-feira,18,1
1,tarde,49,4,37,578,0,33,270,38,173.620459,0,4.495294,terca-feira,20,0
1,noite,29,0,1,0,0,1,7,1,0,0,0,segunda-feira,0,1
2,noite,33,0,4,0,0,4,0,0,18.22005,4,0.471734,segunda-feira,7,1
1,tarde,33,0,1,5,0,1,0,1,4.224915,0,0.109387,segunda-feira,6,1
3,tarde,33,0,4,0,0,4,0,0,0,4,0,segunda-feira,0,0
3,noite,30,0,5,425,0,5,115,5,41.64068,0,1.0793,quinta-Feira,10,1
4,madrugada,288,1,12,288,0,11,273,12,57.403667,0,1.487867,quarta-feira,9,1
1,noite,11,0,1,0,0,1,2,1,0,0,0,terca-feira,0,1
1,noite,11,1,11,191,0,10,61,11,0,0,0,sexta-feira,0,1
1,noite,8,0,3,6,0,3,12,3,0,0,0,quinta-Feira,0,1
1,noite,28,0,5,14,0,5,6,5,0,0,0,segunda-feira,0,0
1,tarde,4,0,3,236,2,1,0,3,4.389972,0,0.113802,segunda-feira,11,1
2,noite,4,0,3,235,2,1,0,3,0,0,0,sexta-feira,0,0
1,noite,52,1,1,91,0,0,0,1,0,0,0,sexta-feira,0,1
1,tarde,32,0,1,0,0,1,0,0,0,1,0,quinta-Feira,0,1
1,noite,5,0,22,0,0,22,0,0,0,0,0,quarta-feira,0,1
1,tarde,15,0,1,6,0,1,0,1,4.338783,0,0.11262,sexta-feira,4,1
1,noite,60,0,3,76,0,3,0,3,14.117673,0,0.366448,quinta-Feira,6,1
1,noite,58,1,9,105,0,8,0,10,0,0,0,terca-feira,0,1
4,tarde,32,0,15,354,0,15,13,15,81.012772,0,2.134711,sexta-feira,10,0
1,noite,11,0,6,76,0,6,117,6,0,0,0,quinta-Feira,0,1
6,noite,4,1,19,305,0,18,15,16,95.377098,3,2.382693,segunda-feira,7,1
1,tarde,6,1,3,0,0,2,0,0,0,3,0,sexta-feira,0,1
1,noite,2,0,1,10,0,1,0,1,0,0,0,quarta-feira,0,1
1,noite,52,4,5,50,0,1,0,1,0,0,0,quarta-feira,0,1
3,noite,1,0,22,0,0,22,0,0,0,0,0,quarta-feira,0,1
15,tarde,2,11,28,2005,0,17,400,25,38.507093,0,1.013334,quarta-feira,4,1
7,tarde,59,6,16,171,0,10,0,5,44.616815,1,1.186998,segunda-feira,8,1
1,madrugada,21,0,2,44,0,2,0,2,0,0,0,quinta-Feira,0,1
1,manha,66,0,1,12,0,1,0,1,0,0,0,quarta-feira,0,1
1,tarde,8,0,1,1,0,1,0,1,0,0,0,segunda-feira,0,1
1,noite,30,0,1,25,0,1,0,1,0,0,0,sexta-feira,0,1
1,tarde,11,0,54,4601,54,0,134,44,0,9,0,sexta-feira,0,1
1,tarde,57,2,6,213,0,4,232,6,0,0,0,quinta-Feira,0,1
1,tarde,63,0,1,19,0,1,0,1,0,0,0,quarta-feira,0,1
2,madrugada,48,0,5,204,0,5,0,4,0,1,0,terca-feira,0,1
6,noite,15,4,16,255,0,12,156,13,75.44019,1,1.888432,segunda-feira,5,1
1,tarde,3,0,569,588,0,569,2,564,0,3,0,domingo,0,1
1,madrugada,68,0,3,83,0,3,253,3,0,0,0,sabado,0,1
7,noite,14,4,19,255,0,15,158,16,61.609049,1,1.543811,quinta-Feira,16,0
2,tarde,18,670,684,1619,11,3,0,596,12.84757,69,0.318211,terca-feira,18,1
2,noite,70,0,6,37,0,6,106,6,0,0,0,segunda-feira,0,1
1,noite,8,0,8,34,0,8,8,8,0,0,0,sexta-feira,0,1
1,noite,48,0,2,25,0,2,32,2,0,0,0,sexta-feira,0,1
17,noite,47,1,29,346,0,28,340,26,273.439306,3,6.780966,quinta-Feira,50,1
1,noite,89,3,7,157,0,4,0,7,0,0,0,quarta-feira,0,1
1,noite,8,0,2,0,0,2,14,2,0,0,0,segunda-feira,0,1
1,noite,42,1,15,75,0,14,50,11,70.276921,4,1.744924,segunda-feira,34,1
1,tarde,42,1,14,71,0,13,50,11,65.457518,3,1.631292,segunda-feira,29,0
1,noite,28,0,6,19,0,6,97,6,0,0,0,sexta-feira,0,1
