@relation 'kuma-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,2,5,7,10,11,12,13,8,17,1,15,18,14,9,53'

@attribute description_length numeric
@attribute created_at_day_turn {noite,madrugada,manha,tarde}
@attribute intra_branch {true,false}
@attribute num_commits numeric
@attribute files_modified numeric
@attribute files_changed numeric
@attribute src_files numeric
@attribute doc_files numeric
@attribute files_added numeric
@attribute new_entropy numeric
@attribute created_at_week_day {quinta-Feira,quarta-feira,sabado,sexta-feira,terca-feira,domingo,segunda-feira}
@attribute src_churn numeric
@attribute entropy_diff numeric
@attribute other_files numeric
@attribute files_deleted numeric
@attribute status {0,1}

@data
8,noite,false,3,1,1,0,0,0,10.717102,terca-feira,0,0.087791,1,0,1
9,noite,false,1,1,1,0,1,0,5.024697,terca-feira,0,0.041161,0,0,1
28,noite,false,1,6,6,4,2,0,27.322876,terca-feira,15,0.22382,0,0,1
21,noite,false,1,1,1,0,1,0,5.118057,terca-feira,0,0.041925,0,0,1
38,noite,false,1,1,1,0,1,0,4.999881,terca-feira,0,0.040957,0,0,1
27,noite,false,1,1,1,0,1,0,4.992695,sexta-feira,0,0.040899,0,0,1
11,noite,false,1,1,1,0,1,0,4.567105,sexta-feira,0,0.037412,0,0,1
12,noite,false,1,1,1,0,0,0,5.294413,sexta-feira,0,0.04337,1,0,1
8,madrugada,false,1,1,1,1,0,0,3.483088,sexta-feira,5,0.028532,0,0,1
49,noite,false,2,7,8,3,6,0,52.276276,quinta-Feira,50,0.42823,0,1,1
61,noite,false,1,1,1,1,0,0,4.882311,terca-feira,15,0.039994,0,0,1
76,noite,false,3,2,2,2,0,0,8.946894,terca-feira,4,0.07329,0,0,1
37,madrugada,false,1,2,2,2,0,0,8.858528,sabado,19,0.072566,0,0,1
94,noite,false,1,1,1,1,0,0,3.999301,sexta-feira,1,0.032761,0,0,1
55,noite,false,2,3,3,3,0,0,14.277221,sexta-feira,30,0.116959,0,0,1
16,noite,false,1,1,1,1,0,0,4.381499,sexta-feira,22,0.035893,0,0,1
9,madrugada,false,1,1,1,0,1,0,4.770828,sexta-feira,0,0.039083,0,0,1
37,madrugada,false,1,1,1,0,0,0,0,sexta-feira,0,0,1,0,1
11,madrugada,false,1,1,1,1,0,0,4.504001,sexta-feira,4,0.036897,0,0,1
6,noite,false,1,1,5,0,0,0,4.545812,quinta-Feira,0,0.037225,5,4,1
8,noite,false,1,1,1,1,0,0,4.529912,quinta-Feira,4,0.037095,0,0,1
9,noite,false,1,1,1,0,1,0,4.454691,quinta-Feira,0,0.036479,0,0,1
109,madrugada,false,2,1,2,2,0,1,15.075414,quinta-Feira,408,0.123201,0,0,1
47,noite,false,3,5,5,4,1,0,56.366746,quarta-feira,48,0.460647,0,0,1
32,noite,false,1,1,1,0,1,0,4.782594,quarta-feira,0,0.039085,0,0,1
91,tarde,false,1,2,2,2,0,0,8.638073,quarta-feira,21,0.070593,0,0,1
49,manha,false,1,1,1,1,0,0,4.19663,quarta-feira,2,0.034296,0,0,1
8,manha,false,1,3,8,5,0,0,14.73624,quarta-feira,52,0.120429,2,5,1
11,noite,false,1,1,1,0,1,0,4.916562,terca-feira,0,0.039932,0,0,1
96,noite,false,2,14,40,20,0,5,179.763279,terca-feira,2258,1.460042,21,21,1
10,noite,false,2,6,6,3,3,0,27.179999,terca-feira,28,0.220757,0,0,1
10,madrugada,false,1,1,1,0,1,0,4.30553,terca-feira,0,0.03497,0,0,1
30,noite,false,1,2,2,2,0,0,8.989881,segunda-feira,3,0.073016,0,0,0
7,madrugada,false,1,1,1,1,0,0,4.74044,sabado,16,0.038502,0,0,1
29,madrugada,false,1,1,1,1,0,0,4.613084,sexta-feira,2,0.037468,0,0,0
25,noite,false,1,3,3,2,1,0,14.218702,quinta-Feira,6,0.115485,0,0,1
12,noite,false,1,1,1,1,0,0,4.730883,quarta-feira,24,0.038425,0,0,1
5,madrugada,false,2,4,4,3,1,0,32.349519,sabado,33,0.262746,0,0,1
9,noite,false,1,1,2,0,1,1,4.352917,sexta-feira,0,0.035373,1,0,1
10,noite,false,1,2,3,2,1,1,13.894753,sexta-feira,10,0.112912,0,0,1
8,noite,false,1,1,1,1,0,0,4.61689,quinta-Feira,2,0.037518,0,0,1
8,noite,false,2,2,2,2,0,0,18.826858,quinta-Feira,0,0.152992,0,0,1
12,madrugada,false,1,39,39,0,0,0,0,quinta-Feira,0,0,39,0,1
8,madrugada,false,1,1,1,1,0,0,4.142922,quinta-Feira,2,0.033674,0,0,1
6,madrugada,false,1,1,3,0,1,2,4.738913,sabado,0,0.038568,2,0,1
7,noite,false,1,1,1,1,0,0,4.288119,sexta-feira,5,0.034886,0,0,1
17,madrugada,false,1,1,1,0,1,0,4.693434,sexta-feira,0,0.038183,0,0,0
8,madrugada,false,1,1,1,1,0,0,4.405095,quinta-Feira,6,0.035838,0,0,1
11,noite,false,1,1,1,1,0,0,4.337555,quarta-feira,14,0.035314,0,0,1
6,noite,false,1,3,4,2,1,0,14.320233,terca-feira,36,0.116502,1,1,1
21,noite,false,3,2,3,2,1,1,13.923809,terca-feira,15,0.113277,0,0,1
29,noite,false,9,4,12,8,0,5,53.007378,terca-feira,1591,0.431553,0,3,1
8,madrugada,false,1,4,4,2,2,0,18.028702,terca-feira,21,0.146779,0,0,1
11,noite,false,1,2,2,2,0,0,8.853884,segunda-feira,4,0.072031,0,0,1
21,noite,false,1,1,1,1,0,0,4.676681,segunda-feira,15,0.038075,0,0,1
28,madrugada,false,1,2,2,1,1,0,9.166704,sabado,3,0.07463,0,0,1
22,noite,false,3,3,5,5,0,2,64.235138,sexta-feira,1285,0.523367,0,0,1
14,tarde,false,1,1,1,1,0,0,4.877971,sexta-feira,3,0.039744,0,0,1
22,noite,false,1,1,1,1,0,0,4.487218,quinta-Feira,34,0.03656,0,0,1
10,noite,false,1,1,1,1,0,0,5.023768,quinta-Feira,2,0.040932,0,0,1
8,noite,false,1,1,1,1,0,0,4.274182,quinta-Feira,2,0.034825,0,0,1
112,noite,false,7,3,9,7,0,4,26.102948,quinta-Feira,1356,0.212678,0,2,0
8,noite,false,2,1,1,1,0,0,8.931797,quinta-Feira,5,0.072773,0,0,1
10,noite,false,1,1,1,0,1,0,4.522653,quinta-Feira,0,0.036849,0,0,1
15,noite,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
9,noite,false,1,7,7,5,2,0,29.012041,terca-feira,129,0.23638,0,0,1
6,noite,false,2,8,8,4,2,0,41.111855,terca-feira,38,0.334966,2,0,1
3,noite,false,1,3,3,0,3,0,0,terca-feira,0,0,0,0,1
9,madrugada,false,1,1,1,0,1,0,4.91785,terca-feira,0,0.040069,0,0,1
47,madrugada,false,1,1,1,0,1,0,4.494422,terca-feira,0,0.036619,0,0,1
8,noite,false,1,1,1,1,0,0,0,segunda-feira,2,0,0,0,1
58,noite,false,1,2,2,2,0,0,8.744134,segunda-feira,6,0.071276,0,0,1
12,noite,false,1,2,2,2,0,0,0,segunda-feira,8,0,0,0,1
8,noite,false,1,3,4,2,2,1,19.784971,sexta-feira,5,0.161273,0,0,1
11,noite,false,1,2,2,2,0,0,0,quinta-Feira,9,0,0,0,1
18,noite,false,2,2,2,1,1,0,9.543725,quinta-Feira,2,0.077822,0,0,1
20,noite,false,9,9,10,7,3,1,122.073082,quinta-Feira,273,0.995408,0,0,1
18,manha,false,1,1,1,1,0,0,4.584696,quinta-Feira,2,0.037385,0,0,1
19,madrugada,false,1,1,1,0,1,0,5.144401,quinta-Feira,0,0.041949,0,0,1
12,noite,false,2,3,3,0,2,0,0,quarta-feira,0,0,1,0,1
8,noite,false,1,1,1,1,0,0,0,quarta-feira,1,0,0,0,1
9,noite,false,1,3,3,0,2,0,0,quarta-feira,0,0,1,0,1
8,madrugada,false,1,1,1,1,0,0,0,quarta-feira,2,0,0,0,1
9,madrugada,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
7,noite,false,1,6,6,0,6,0,28.938116,terca-feira,0,0.235968,0,0,1
7,noite,false,1,1,1,1,0,0,4.513733,terca-feira,4,0.036836,0,0,1
7,noite,false,1,2,2,0,2,0,0,terca-feira,0,0,0,0,1
8,noite,false,1,1,1,1,0,0,0,terca-feira,2,0,0,0,1
37,noite,false,1,1,2,0,1,0,4.907225,segunda-feira,0,0.040021,1,1,1
8,noite,false,1,4,4,3,1,0,18.518213,segunda-feira,0,0.151026,0,0,1
9,noite,false,1,2,2,2,0,0,0,segunda-feira,1,0,0,0,1
10,noite,false,1,1,1,0,1,0,0,segunda-feira,0,0,0,0,0
10,noite,false,1,1,1,1,0,0,0,segunda-feira,4,0,0,0,1
35,madrugada,false,1,1,1,0,1,0,4.583088,segunda-feira,0,0.037377,0,0,1
107,noite,false,3,3,3,0,2,0,13.523922,sabado,0,0.110295,1,0,1
8,madrugada,false,1,1,1,1,0,0,4.733792,sabado,22,0.038607,0,0,1
10,noite,false,1,1,1,1,0,0,0,quinta-Feira,2,0,0,0,1
8,madrugada,false,1,2,2,2,0,0,0,quinta-Feira,25,0,0,0,1
31,noite,false,1,2,2,0,2,0,0,quarta-feira,0,0,0,0,1
8,madrugada,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
17,noite,false,1,7,9,8,1,2,0,terca-feira,262,0,0,0,1
24,manha,false,1,1,4,4,0,1,9.314212,terca-feira,478,0.075926,0,2,1
13,madrugada,false,1,2,2,2,0,0,8.8838,terca-feira,14,0.072418,0,0,1
21,noite,false,1,1,1,0,0,0,4.450326,domingo,0,0.036278,0,0,1
11,noite,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
39,tarde,false,1,2,2,2,0,0,9.035975,quarta-feira,26,0.073658,0,0,1
11,madrugada,false,1,2,2,0,1,0,0,quarta-feira,0,0,1,0,1
8,madrugada,false,1,1,1,1,0,0,0,quarta-feira,2,0,0,0,1
167,noite,false,4,9,9,9,0,0,41.557138,terca-feira,40,0.338761,0,0,1
52,noite,false,3,3,3,3,0,0,13.74223,segunda-feira,32,0.112023,0,0,1
4,noite,false,11,9,10,7,3,1,74.176901,segunda-feira,187,0.604669,0,0,0
10,noite,false,1,2,2,0,2,0,0,segunda-feira,0,0,0,0,1
6,tarde,false,2,2,5,1,2,3,18.989328,domingo,0,0.155042,2,0,1
29,madrugada,false,1,1,1,1,0,0,4.509922,domingo,4,0.036822,0,0,1
9,madrugada,false,1,2,4,0,2,2,9.720473,sabado,0,0.079365,2,0,1
8,madrugada,false,1,1,1,1,0,0,0,sexta-feira,37,0,0,0,1
9,noite,false,1,2,2,0,1,0,0,quinta-Feira,0,0,1,0,1
8,noite,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
9,noite,false,2,2,2,0,1,0,0,quinta-Feira,0,0,1,0,1
8,noite,false,1,2,2,0,1,0,0,quinta-Feira,0,0,1,0,1
10,noite,false,1,2,2,2,0,0,0,quinta-Feira,20,0,0,0,1
58,noite,false,1,1,1,1,0,0,4.011279,quarta-feira,1,0.032751,0,0,1
14,noite,false,1,4,4,3,1,0,0,quarta-feira,42,0,0,0,1
17,noite,false,2,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
10,madrugada,false,5,7,7,6,0,0,45.238316,quarta-feira,45,0.369359,1,0,1
75,madrugada,false,1,2,2,2,0,0,8.27195,quarta-feira,11,0.067539,0,0,1
11,madrugada,false,1,1,1,1,0,0,0,quarta-feira,6,0,0,0,1
13,noite,false,1,2,2,2,0,0,0,terca-feira,7,0,0,0,1
29,noite,false,2,4,4,1,3,0,19.621874,segunda-feira,4,0.16021,0,0,1
32,madrugada,false,1,1,2,2,0,1,9.995927,sabado,54,0.081649,0,0,1
45,madrugada,false,1,2,2,2,0,0,9.091025,sexta-feira,16,0.074258,0,0,1
7,madrugada,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
8,madrugada,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
39,madrugada,false,1,1,1,1,0,0,0,terca-feira,9,0,0,0,1
10,noite,false,1,1,1,0,1,0,0,segunda-feira,0,0,0,0,1
10,noite,false,1,2,2,2,0,0,0,segunda-feira,14,0,0,0,1
17,noite,false,1,1,1,0,1,0,0,segunda-feira,0,0,0,0,1
9,noite,false,1,1,1,1,0,0,0,segunda-feira,26,0,0,0,1
10,noite,false,1,2,2,1,1,0,0,segunda-feira,2,0,0,0,1
3,manha,false,1,1,1,1,0,0,4.139118,domingo,2,0.033809,0,0,1
10,noite,false,1,1,1,1,0,0,0,sexta-feira,6,0,0,0,1
9,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
56,tarde,false,1,1,1,1,0,0,4.482337,sexta-feira,6,0.036613,0,0,1
28,madrugada,false,1,1,1,1,0,0,4.503589,sexta-feira,4,0.036786,0,0,1
4,noite,false,2,3,3,1,1,0,9.21415,quinta-Feira,25,0.075265,1,0,1
32,noite,false,1,1,1,0,1,0,4.768863,quinta-Feira,0,0.038954,0,0,1
33,noite,false,1,1,1,1,0,0,4.405238,quinta-Feira,2,0.035984,0,0,1
19,noite,false,1,9,10,7,3,1,44.836821,quinta-Feira,157,0.366248,0,0,0
13,noite,false,1,4,4,1,2,0,0,quarta-feira,8,0,1,0,1
17,noite,false,7,5,5,1,3,0,34.15539,quarta-feira,6,0.280687,1,0,0
13,noite,false,4,1,1,0,1,0,10.043711,quarta-feira,0,0.082539,0,0,0
18,noite,false,3,8,27,20,7,19,115.764299,quarta-feira,631,0.951346,0,0,1
8,noite,false,1,2,2,2,0,0,8.562563,quarta-feira,2,0.070367,0,0,1
10,noite,false,1,4,4,0,3,0,19.058473,terca-feira,0,0.156623,1,0,0
35,manha,false,1,1,1,0,1,0,5.224153,terca-feira,0,0.042932,0,0,1
10,madrugada,false,0,0,0,0,0,0,0,terca-feira,0,0,0,0,1
6,noite,false,1,2,2,2,0,0,10.628158,sexta-feira,4,0.087344,0,0,1
13,noite,false,1,3,3,0,2,0,14.133369,quinta-Feira,0,0.116151,1,0,1
4,noite,false,7,1,1,0,1,0,5.009721,quinta-Feira,0,0.041171,0,0,1
60,manha,false,2,9,10,7,3,1,44.887402,quinta-Feira,160,0.368893,0,0,1
15,madrugada,false,1,0,1,1,0,0,0,quinta-Feira,1840,0,0,1,0
16,madrugada,false,1,1,1,0,0,0,4.104708,quinta-Feira,0,0.033733,0,0,0
50,noite,false,1,8,8,4,2,0,36.146834,quarta-feira,33,0.297418,0,0,1
54,noite,false,1,1,1,1,0,0,4.682496,quarta-feira,0,0.038528,0,0,1
37,noite,false,1,11,19,10,8,8,85.157952,quarta-feira,1163,0.702906,1,0,1
7,noite,false,1,1,1,0,1,0,4.504728,quarta-feira,0,0.037183,0,0,1
58,noite,false,1,1,1,1,0,0,4.559223,quarta-feira,0,0.037633,0,0,1
284,manha,false,2,6,25,19,6,19,101.873815,quarta-feira,631,0.840882,0,0,0
63,noite,false,1,3,3,3,0,0,13.758551,terca-feira,10,0.113565,0,0,1
26,tarde,false,1,1,1,0,0,0,4.323011,terca-feira,0,0.035683,0,0,1
22,noite,false,1,1,4,4,0,3,0,segunda-feira,569,0,0,0,1
7,noite,false,1,1,1,0,1,0,4.405144,domingo,0,0.036361,0,0,1
8,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
27,noite,false,1,1,1,0,0,0,4.623695,quinta-Feira,0,0.038165,0,0,1
9,noite,false,1,1,1,1,0,0,0,quinta-Feira,2,0,0,0,1
54,noite,false,1,263,263,0,0,0,0,quarta-feira,0,0,263,0,1
100,noite,false,3,3,3,3,0,0,0,quarta-feira,14,0,0,0,1
88,noite,false,2,5,5,5,0,0,0,terca-feira,118,0,0,0,1
16,madrugada,false,3,4,4,4,0,0,17.227056,terca-feira,21,0.14219,0,0,1
163,noite,false,6,10,11,8,1,1,44.475865,sexta-feira,243,0.367099,2,0,1
106,tarde,false,6,2,2,1,1,0,27.939153,sexta-feira,186,0.230607,0,0,0
57,noite,false,1,1,1,0,0,0,0,quinta-Feira,0,0,1,0,1
16,noite,false,1,2,2,2,0,0,0,quinta-Feira,9,0,0,0,1
79,tarde,false,1,2,2,2,0,0,0,quinta-Feira,23,0,0,0,1
9,noite,false,1,1,1,1,0,0,0,quarta-feira,4,0,0,0,1
130,noite,false,1,0,1,1,0,1,4.386462,quarta-feira,38,0.036219,0,0,1
66,noite,false,2,4,4,4,0,0,0,quarta-feira,38,0,0,0,1
214,noite,false,1,18,18,17,0,0,84.334349,quarta-feira,69,0.68747,1,0,0
19,noite,false,5,9,10,7,3,1,35.499276,quarta-feira,146,0.293237,0,0,0
10,tarde,false,1,2,2,0,2,0,0,quarta-feira,0,0,0,0,1
8,tarde,false,1,1,1,1,0,0,0,quarta-feira,5,0,0,0,1
14,noite,false,1,2,2,2,0,0,0,terca-feira,2,0,0,0,1
64,tarde,false,5,2,2,2,0,0,0,terca-feira,142,0,0,0,1
30,noite,false,1,1,1,0,1,0,0,segunda-feira,0,0,0,0,1
9,noite,false,1,1,1,1,0,0,0,segunda-feira,2,0,0,0,1
47,noite,false,1,2,2,2,0,0,0,segunda-feira,16,0,0,0,0
13,tarde,false,1,1,1,1,0,0,0,segunda-feira,10,0,0,0,1
114,tarde,false,4,2,2,1,1,0,0,domingo,32,0,0,0,0
8,tarde,false,1,1,1,0,0,0,0,sabado,0,0,0,0,1
6,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
11,noite,false,1,1,1,1,0,0,0,sexta-feira,0,0,0,0,1
21,tarde,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
10,noite,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
17,noite,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
104,madrugada,false,2,2,2,2,0,0,0,quinta-Feira,58,0,0,0,1
8,noite,false,2,1,1,1,0,0,0,quarta-feira,16,0,0,0,1
13,noite,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
10,tarde,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
29,noite,false,1,3,5,2,3,0,0,terca-feira,6,0,0,2,1
16,noite,false,1,3,3,2,1,0,0,terca-feira,19,0,0,0,1
52,noite,false,1,1,1,1,0,0,0,segunda-feira,65,0,0,0,0
16,noite,false,1,1,1,0,1,0,0,segunda-feira,0,0,0,0,1
18,tarde,false,2,3,3,3,0,0,0,segunda-feira,2,0,0,0,1
28,tarde,false,4,6,9,4,0,2,14.800553,segunda-feira,101,0.122105,3,1,1
64,noite,false,1,1,1,1,0,0,0,domingo,87,0,0,0,1
36,noite,false,50,10,11,7,3,1,185.337692,sexta-feira,672,1.529044,0,0,0
22,noite,false,1,3,4,3,0,0,13.017727,sexta-feira,9,0.107397,1,1,1
8,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
8,tarde,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
19,noite,false,1,2,2,1,1,0,0,quinta-Feira,3,0,0,0,1
6,noite,false,1,2,2,0,2,0,0,quinta-Feira,0,0,0,0,1
9,noite,false,9,9,10,7,3,1,67.858663,quinta-Feira,318,0.559839,0,0,1
40,madrugada,false,2,2,3,3,0,1,14.800553,quinta-Feira,28,0.122106,0,0,0
60,noite,false,8,6,6,6,0,0,54.635973,quarta-feira,246,0.450751,0,0,0
38,noite,false,1,1,1,1,0,0,0,quarta-feira,1,0,0,0,1
11,noite,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
11,noite,false,1,1,1,0,1,0,0,segunda-feira,0,0,0,0,1
27,noite,false,1,2,2,1,1,0,0,segunda-feira,4,0,0,0,1
75,noite,false,2,5,5,3,2,0,0,segunda-feira,30,0,0,0,1
27,tarde,false,1,2,2,2,0,0,0,segunda-feira,14,0,0,0,1
7,tarde,false,1,1,1,1,0,0,0,sabado,0,0,0,0,0
36,noite,false,1,5,6,4,1,1,0,sexta-feira,268,0,1,0,1
13,tarde,false,1,2,2,2,0,0,0,quinta-Feira,21,0,0,0,1
36,noite,false,1,2,3,1,2,1,0,quarta-feira,0,0,0,0,1
17,noite,false,1,3,3,1,2,0,0,quarta-feira,1,0,0,0,1
10,noite,false,1,1,1,1,0,0,0,quarta-feira,1,0,0,0,1
8,noite,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
43,noite,false,1,2,2,2,0,0,0,quarta-feira,6,0,0,0,1
22,tarde,false,1,2,2,2,0,0,0,quarta-feira,79,0,0,0,1
147,madrugada,false,1,2,2,2,0,0,0,quarta-feira,4,0,0,0,0
9,noite,false,3,4,4,2,2,0,8.487976,terca-feira,31,0.070078,0,0,0
24,noite,false,4,8,9,5,3,1,8.487976,terca-feira,140,0.070078,0,0,1
36,noite,false,1,1,1,0,1,0,0,segunda-feira,0,0,0,0,1
62,noite,false,1,1,1,1,0,0,0,segunda-feira,48,0,0,0,1
8,madrugada,false,1,1,1,1,0,0,0,sabado,0,0,0,0,1
10,noite,false,1,2,2,2,0,0,0,sexta-feira,69,0,0,0,1
22,noite,false,2,1,1,1,0,0,0,sexta-feira,4,0,0,0,1
24,noite,false,1,1,1,1,0,0,0,sexta-feira,0,0,0,0,1
12,noite,false,1,1,1,0,0,0,0,sexta-feira,0,0,0,0,1
173,madrugada,false,4,11,11,7,4,0,56.51807,sexta-feira,139,0.46662,0,0,1
10,tarde,false,1,1,1,1,0,0,0,quarta-feira,2,0,0,0,1
11,tarde,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
13,tarde,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
9,noite,false,2,1,1,1,0,0,0,terca-feira,48,0,0,0,1
8,noite,false,2,1,1,1,0,0,0,terca-feira,4,0,0,0,1
98,manha,false,3,2,2,2,0,0,12.732891,terca-feira,111,0.105124,0,0,0
29,noite,false,1,1,1,1,0,0,0,domingo,0,0,0,0,1
52,tarde,false,4,2,2,2,0,0,0,sabado,53,0,0,0,1
39,madrugada,false,2,2,2,2,0,0,8.487976,sabado,41,0.070078,0,0,1
3,noite,false,2,2,2,1,1,0,0,sexta-feira,24,0,0,0,1
49,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
40,noite,false,1,1,1,1,0,0,0,sexta-feira,4,0,0,0,1
7,tarde,false,1,1,1,1,0,0,0,sexta-feira,2,0,0,0,1
16,tarde,false,3,1,1,1,0,0,4.423416,sexta-feira,7,0.03652,0,0,1
24,tarde,false,1,1,1,1,0,0,4.423416,sexta-feira,4,0.03652,0,0,1
12,noite,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
22,noite,false,2,3,3,1,2,0,0,quinta-Feira,2,0,0,0,1
34,noite,false,1,1,1,1,0,0,0,quinta-Feira,49,0,0,0,1
16,tarde,false,1,2,2,2,0,0,0,quinta-Feira,6,0,0,0,1
43,manha,false,2,2,2,2,0,0,0,quinta-Feira,32,0,0,0,1
32,manha,false,1,1,1,1,0,0,0,quinta-Feira,1,0,0,0,1
9,noite,false,1,1,1,1,0,0,0,quarta-feira,1,0,0,0,1
11,noite,false,1,1,1,1,0,0,0,terca-feira,2,0,0,0,1
27,noite,false,1,1,1,1,0,0,0,terca-feira,49,0,0,0,1
17,tarde,false,1,1,1,0,1,0,4.49593,terca-feira,0,0.037119,0,0,1
101,tarde,false,1,1,1,1,0,0,0,terca-feira,183,0,0,0,1
74,madrugada,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,0
7,tarde,false,1,1,1,0,1,0,0,segunda-feira,0,0,0,0,1
6,tarde,false,1,1,1,0,1,0,0,sabado,0,0,0,0,1
23,madrugada,false,1,1,1,1,0,0,0,sabado,2,0,0,0,1
10,madrugada,false,1,1,1,1,0,0,0,sabado,3,0,0,0,1
8,madrugada,false,1,1,1,0,1,0,0,sabado,0,0,0,0,1
9,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
12,noite,false,1,1,1,1,0,0,0,sexta-feira,2,0,0,0,1
63,noite,false,1,4,5,0,5,1,0,sexta-feira,0,0,0,0,1
9,tarde,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
43,noite,false,1,3,3,1,2,0,0,quinta-Feira,4,0,0,0,1
6,noite,false,1,1,1,1,0,0,0,quinta-Feira,2,0,0,0,1
40,noite,false,1,1,1,1,0,0,0,quinta-Feira,46,0,0,0,1
8,noite,false,1,7,7,0,5,0,0,quinta-Feira,0,0,0,0,1
16,noite,true,1,1,1,1,0,0,0,quinta-Feira,4,0,0,0,1
21,madrugada,false,1,2,2,0,2,0,0,quinta-Feira,0,0,0,0,1
88,madrugada,false,1,13,14,7,7,0,0,quinta-Feira,78,0,0,1,1
73,noite,false,1,6,7,5,2,1,0,quarta-feira,38,0,0,0,1
30,madrugada,false,1,6,6,4,2,0,26.774839,quarta-feira,80,0.221135,0,0,1
6,madrugada,false,1,2,2,1,1,0,0,quarta-feira,4,0,0,0,1
7,noite,false,1,1,1,1,0,0,0,terca-feira,2,0,0,0,1
8,noite,false,1,1,1,1,0,0,0,terca-feira,1,0,0,0,1
9,noite,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
8,noite,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
11,noite,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
24,manha,false,2,6,7,6,0,1,0,sabado,78,0,0,0,1
16,noite,false,1,2,2,0,2,0,0,sexta-feira,0,0,0,0,1
9,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
9,tarde,false,1,5,5,1,4,0,0,sexta-feira,2,0,0,0,1
12,noite,false,1,3,3,0,3,0,0,quinta-Feira,0,0,0,0,1
11,noite,false,1,2,2,1,1,0,0,quinta-Feira,4,0,0,0,1
18,manha,false,2,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
16,madrugada,false,1,1,1,0,0,0,0,quinta-Feira,0,0,1,0,1
7,noite,false,1,1,2,0,1,1,0,quarta-feira,0,0,1,0,1
29,noite,false,1,2,2,0,2,0,0,quarta-feira,0,0,0,0,1
7,manha,false,3,1,1,1,0,0,0,quarta-feira,7,0,0,0,1
8,manha,false,2,1,1,1,0,0,0,quarta-feira,5,0,0,0,1
46,noite,false,1,3,3,3,0,0,0,terca-feira,54,0,0,0,1
72,noite,false,1,4,4,3,1,0,0,terca-feira,59,0,0,0,1
19,noite,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
13,noite,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
14,tarde,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
