@relation 'scala-ide-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,2,5,6,9,8,10,14,1,11,12,17,18,16,19,53'

@attribute num_commits numeric
@attribute created_at_day_turn {noite,tarde,manha,madrugada}
@attribute intra_branch {false,true}
@attribute description_length numeric
@attribute files_deleted numeric
@attribute files_added numeric
@attribute files_modified numeric
@attribute other_files numeric
@attribute created_at_week_day {domingo,quarta-feira,terca-feira,segunda-feira,sexta-feira,quinta-Feira,sabado}
@attribute files_changed numeric
@attribute src_files numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute test_churn numeric
@attribute commits_on_files_touched numeric
@attribute status {0,1}

@data
1,noite,false,13,0,0,1,0,quarta-feira,1,1,4.556342,0.096469,0,15,1
2,noite,false,119,0,1,2,0,sexta-feira,3,3,13.772875,0.291868,5,15,1
1,noite,false,108,0,0,1,0,sexta-feira,1,3,4.887514,0.103574,0,5,1
5,noite,false,31,0,0,5,1,sexta-feira,5,4,48.723391,1.032521,0,15,1
1,noite,false,51,1,2,3,0,terca-feira,6,7,23.702687,0.502738,0,7,1
1,noite,false,119,0,0,3,2,segunda-feira,3,1,13.183044,0.279616,0,12,1
1,noite,false,35,0,0,1,0,sabado,1,1,4.817458,0.10218,0,3,1
1,noite,false,41,0,0,1,0,sabado,1,1,4.569816,0.096927,0,2,1
5,tarde,false,309,0,0,2,0,sexta-feira,2,2,14.476008,0.311897,0,3,1
3,noite,false,30,0,17,3,4,quinta-Feira,20,16,172.569296,3.718138,151,8,1
4,tarde,false,56,1,4,7,0,quinta-Feira,12,10,84.199246,1.819659,8,1,1
1,noite,false,32,0,0,6,0,quarta-feira,6,6,25.8932,0.559547,10,0,1
2,noite,false,64,1,4,5,0,quarta-feira,10,10,46.330665,1.001196,4,1,0
3,tarde,false,75,1,4,6,0,terca-feira,11,10,51.100657,1.106699,5,1,0
2,noite,false,13,0,0,1,0,segunda-feira,1,1,4.619939,0.100055,0,0,1
25,tarde,false,30,0,5,19,0,domingo,24,19,407.576738,8.826987,0,17,1
2,tarde,false,37,0,0,2,0,sexta-feira,2,2,18.357136,0.397978,0,2,1
1,tarde,false,37,0,0,1,0,sexta-feira,1,1,4.505411,0.097676,0,2,0
1,tarde,false,83,0,1,3,0,sexta-feira,4,4,18.948307,0.410795,0,6,1
6,noite,false,38,0,3,14,1,quinta-Feira,17,14,48.461022,1.050624,14,32,1
1,noite,false,10,0,0,1,0,quinta-Feira,1,1,4.405645,0.095513,0,0,1
1,tarde,false,257,0,0,2,0,quinta-Feira,2,2,8.618005,0.186838,0,0,0
1,noite,false,20,0,0,3,0,quarta-feira,3,3,14.381457,0.311789,0,27,1
2,noite,false,91,0,0,2,0,quarta-feira,2,2,9.562987,0.207325,0,5,1
1,noite,false,332,0,0,2,0,quarta-feira,2,2,9.608083,0.208305,0,0,1
1,tarde,false,77,0,0,1,0,quarta-feira,1,1,4.816161,0.104414,0,9,1
1,tarde,false,11,0,0,1,1,quarta-feira,1,0,4.574518,0.099176,0,8,1
1,noite,false,58,1,5,3,4,terca-feira,9,5,37.424504,0.814977,20,6,1
2,noite,false,37,0,0,3,0,terca-feira,3,3,14.365092,0.314821,0,1,1
4,noite,false,446,0,0,13,0,segunda-feira,13,13,65.713616,1.440158,0,31,0
1,madrugada,false,69,0,0,7,0,sabado,7,7,32.341397,0.709482,0,4,1
4,noite,false,47,0,1,4,0,quinta-Feira,5,5,55.681871,1.221509,24,23,1
5,noite,false,91,0,6,12,3,terca-feira,18,13,76.076543,1.668912,65,47,1
1,tarde,false,88,0,0,1,0,terca-feira,1,1,4.818428,0.105703,0,7,1
3,noite,false,66,0,6,9,4,sexta-feira,15,12,71.260499,1.563261,65,46,0
1,tarde,false,53,0,0,2,0,sexta-feira,2,2,9.711571,0.213045,0,6,1
2,tarde,false,55,0,6,8,3,sexta-feira,14,12,71.244841,1.562917,65,46,0
1,madrugada,false,76,0,0,2,0,quinta-Feira,2,2,9.36406,0.20772,0,2,1
2,tarde,false,67,0,0,1,0,terca-feira,1,1,4.201291,0.093198,0,6,1
2,tarde,false,28,0,0,15,0,terca-feira,15,15,69.949945,1.551706,0,24,1
1,tarde,false,29,0,0,11,0,terca-feira,11,11,51.437488,1.141043,0,24,0
1,tarde,false,76,0,0,4,0,sexta-feira,4,4,19.647544,0.435854,0,5,1
1,tarde,false,264,0,0,4,0,sexta-feira,4,4,18.35134,0.4071,0,24,1
1,noite,false,21,0,0,5,0,terca-feira,5,5,23.737977,0.531844,0,14,1
1,tarde,false,89,0,0,4,0,domingo,4,4,18.672139,0.418347,0,10,1
2,tarde,false,83,0,0,2,0,domingo,2,2,13.654673,0.305933,0,21,1
2,tarde,false,97,0,9,10,3,domingo,19,16,92.800565,2.079174,174,22,1
3,tarde,false,26,0,0,6,0,sexta-feira,6,6,19.415461,0.434999,0,14,1
2,noite,false,56,0,0,1,0,quarta-feira,1,1,8.996011,0.202232,0,6,0
3,noite,false,54,0,3,13,1,quarta-feira,16,15,89.672127,2.015841,0,28,1
9,noite,false,87,0,10,18,6,quarta-feira,28,19,178.226156,3.953706,18,26,1
1,tarde,false,40,0,0,2,0,quinta-Feira,2,2,9.059343,0.20388,0,0,0
1,tarde,false,67,0,0,1,0,quinta-Feira,1,1,4.755116,0.107014,0,0,1
6,tarde,false,7,0,2,7,0,quinta-Feira,9,7,28.827248,0.648769,0,9,1
3,tarde,false,3,0,0,16,0,quarta-feira,16,16,4.747386,0.10684,0,0,1
1,tarde,false,13,0,0,1,0,quarta-feira,1,1,4.76715,0.107284,0,0,1
1,tarde,false,62,0,0,1,0,segunda-feira,1,1,4.61209,0.10425,0,17,1
4,tarde,false,69,0,4,9,2,quinta-Feira,13,10,62.43856,1.411341,61,8,1
1,tarde,false,11,8,0,6,14,terca-feira,14,0,28.048783,0.627903,0,15,1
1,manha,false,10,0,0,1,0,segunda-feira,1,1,0,0,0,0,1
3,noite,false,14,0,0,7,0,sexta-feira,7,7,36.969653,0.827598,0,13,1
1,manha,false,6,0,0,1,1,quinta-Feira,1,0,4.305283,0.096686,0,10,1
2,tarde,false,5,0,0,3,1,quarta-feira,3,2,19.180922,0.430756,0,30,1
1,tarde,false,44,0,0,2,1,terca-feira,2,1,9.396559,0.211019,0,11,1
2,manha,false,55,0,0,1,0,segunda-feira,1,1,9.227258,0.207217,0,2,1
1,madrugada,false,34,0,0,1,0,domingo,1,1,4.566511,0.10255,0,2,1
1,tarde,false,26,0,3,2,0,sexta-feira,5,5,24.109469,0.541434,0,7,1
1,manha,false,33,0,10,2,11,quarta-feira,12,1,45.373534,1.028279,0,6,1
1,madrugada,false,83,0,0,7,0,quarta-feira,7,7,31.97656,0.733868,0,5,1
2,tarde,false,124,0,6,5,9,sexta-feira,11,2,37.332343,0.856784,0,13,1
1,manha,false,17,0,0,1,0,quarta-feira,1,1,0,0,0,0,1
3,noite,false,16,0,9,8,13,quarta-feira,17,2,73.19459,1.700152,0,16,1
1,noite,false,38,0,2,3,2,segunda-feira,5,3,0,0,0,0,1
1,manha,false,21,0,1,6,0,quinta-Feira,7,7,32.582908,0.759978,0,11,1
2,noite,false,27,0,1,5,0,terca-feira,6,6,0,0,17,0,1
1,noite,false,13,0,0,1,0,terca-feira,1,1,0,0,0,0,1
1,manha,false,25,0,1,2,0,terca-feira,3,3,0,0,7,0,1
1,tarde,false,28,0,0,1,0,segunda-feira,1,1,0,0,0,0,1
2,tarde,false,31,0,0,6,0,quinta-Feira,6,6,0,0,0,0,1
1,noite,false,14,0,0,1,0,quarta-feira,1,1,0,0,0,0,1
2,tarde,false,18,1,0,3,0,terca-feira,4,4,0,0,0,0,1
1,noite,false,9,0,0,1,0,quarta-feira,1,1,0,0,0,0,1
9,noite,false,260,0,5,4,2,terca-feira,9,4,0,0,35,0,1
1,tarde,false,29,0,0,3,0,domingo,3,3,0,0,0,0,1
1,madrugada,false,18,0,0,1,0,domingo,1,1,0,0,0,0,1
2,noite,false,60,0,1,1,0,quinta-Feira,2,2,0,0,5,0,1
3,noite,false,69,0,0,3,0,quinta-Feira,3,3,0,0,0,0,1
1,noite,false,11,0,0,2,0,quarta-feira,2,2,0,0,0,0,1
2,tarde,true,31,0,3,9,3,quarta-feira,12,10,54.978235,1.2864,0,24,1
1,manha,false,12,0,0,1,0,quarta-feira,1,1,0,0,0,0,1
1,noite,false,30,0,0,4,0,domingo,4,4,18.874376,0.4422,0,6,1
11,tarde,false,154,0,0,4,0,domingo,4,4,75.190155,1.7616,0,2,1
1,tarde,false,20,0,1,5,1,sexta-feira,6,5,0,0,4,0,1
1,tarde,false,8,0,0,2,0,quinta-Feira,2,2,0,0,0,0,1
1,noite,false,17,0,0,2,2,quarta-feira,2,0,0,0,0,0,1
9,noite,false,25,5,1,14,5,quarta-feira,20,15,115.385719,2.703337,0,65,0
2,noite,true,35,0,0,10,5,quarta-feira,10,5,0,0,0,0,1
1,manha,false,21,0,0,2,0,quarta-feira,2,2,9.19141,0.215339,0,0,1
1,tarde,false,31,0,0,1,0,domingo,1,1,0,0,0,0,1
1,manha,false,58,0,0,1,0,quinta-Feira,1,1,0,0,0,0,1
1,tarde,false,21,0,1,2,0,terca-feira,3,3,13.725248,0.320455,10,32,1
2,manha,false,25,0,1,8,0,terca-feira,9,9,46.060525,1.076563,0,17,1
2,manha,true,18,0,0,2,2,segunda-feira,2,0,0,0,0,0,1
1,manha,false,22,0,0,1,0,segunda-feira,1,1,0,0,0,0,1
3,tarde,false,94,0,0,2,0,sabado,2,2,13.511363,0.315729,0,17,0
3,tarde,false,21,0,1,2,0,sabado,3,3,18.366413,0.429274,10,32,0
4,tarde,false,145,0,1,21,0,sexta-feira,22,21,4.658768,0.108865,0,8,1
1,noite,false,18,0,1,2,0,quarta-feira,3,3,0,0,4,0,1
1,noite,false,12,0,0,1,0,quarta-feira,1,1,0,0,0,0,1
9,noite,false,62,0,12,11,0,quarta-feira,23,23,143.258243,3.399928,58,36,1
3,tarde,false,74,1,1,2,1,quarta-feira,4,3,9.614268,0.228174,0,0,1
3,tarde,false,17,0,1,20,0,quarta-feira,21,21,4.658768,0.108865,0,8,0
1,tarde,false,72,0,2,4,4,quarta-feira,6,2,0,0,0,0,1
8,manha,false,6,5,1,14,5,quarta-feira,20,15,0,0,0,0,1
1,manha,false,10,0,0,1,0,segunda-feira,1,1,0,0,0,0,1
1,tarde,false,35,0,0,2,1,domingo,2,1,0,0,0,0,1
5,manha,false,56,0,0,9,0,terca-feira,9,9,42.736766,1.019871,0,43,1
3,noite,false,118,1,6,37,9,sexta-feira,44,30,164.740471,3.94936,0,3,1
1,tarde,false,48,0,0,21,0,sexta-feira,21,21,0,0,0,0,1
2,tarde,false,25,0,4,5,0,quinta-Feira,9,9,47.338521,1.134849,28,15,1
2,noite,false,18,0,0,1,0,quarta-feira,1,1,0,0,0,0,1
2,tarde,false,43,0,0,3,0,quarta-feira,3,3,0,0,0,0,1
2,tarde,false,28,0,0,7,0,quarta-feira,7,7,23.628007,0.566434,0,30,0
3,tarde,false,46,0,8,3,0,terca-feira,11,11,0,0,39,0,0
1,noite,false,41,1,1,4,0,domingo,6,6,0,0,0,0,0
3,tarde,true,10,0,0,10,6,sexta-feira,10,4,0,0,0,0,1
1,tarde,false,28,0,0,1,0,sexta-feira,1,1,0,0,0,0,1
1,noite,false,35,0,0,2,0,quinta-Feira,2,2,0,0,0,0,1
1,tarde,false,13,0,0,3,3,quarta-feira,3,0,0,0,0,0,1
1,tarde,false,48,0,0,5,0,quarta-feira,5,5,0,0,0,0,1
1,tarde,false,98,0,4,18,9,quarta-feira,22,13,0,0,0,0,0
2,tarde,false,126,0,2,6,1,terca-feira,8,7,42.327382,1.025277,0,27,1
62,noite,true,10,0,0,19,15,segunda-feira,19,4,183.744508,4.440408,0,36,0
57,tarde,true,8,0,0,19,15,segunda-feira,19,4,183.744508,4.450604,0,33,0
1,noite,false,82,0,0,1,0,domingo,1,1,0,0,0,0,1
1,tarde,false,56,0,0,2,0,sexta-feira,2,2,0,0,0,0,0
1,tarde,false,122,0,0,2,0,quinta-Feira,2,2,0,0,0,0,1
2,tarde,false,36,0,0,1,0,quarta-feira,1,1,0,0,0,0,1
1,tarde,false,20,0,0,1,0,terca-feira,1,1,0,0,0,0,1
1,manha,false,76,0,0,2,0,terca-feira,2,2,0,0,0,0,1
3,manha,false,10,0,5,4,0,segunda-feira,9,9,24.245986,0.603015,24,1,1
1,tarde,false,27,0,1,2,0,sexta-feira,3,3,0,0,0,0,1
2,tarde,false,62,0,5,3,3,quarta-feira,8,4,34.440442,0.872685,15,5,1
1,noite,false,132,0,0,5,0,segunda-feira,5,5,0,0,0,0,1
1,tarde,false,54,0,0,3,3,segunda-feira,3,0,0,0,0,0,1
16,tarde,false,44,0,11,16,0,segunda-feira,27,25,129.311984,3.256185,181,36,1
2,tarde,false,92,0,2,4,0,sabado,6,6,4.713072,0.11973,0,13,1
1,noite,false,42,0,5,5,8,sexta-feira,10,2,0,0,19,0,1
1,tarde,false,20,0,0,2,1,sexta-feira,2,1,0,0,0,0,1
1,manha,false,5,0,0,2,2,sexta-feira,2,0,0,0,0,0,0
2,manha,false,60,0,0,4,0,sexta-feira,4,4,0,0,0,0,1
1,tarde,false,69,0,0,1,0,quinta-Feira,1,1,0,0,0,0,1
1,tarde,false,56,0,0,1,0,quinta-Feira,1,1,0,0,0,0,1
3,tarde,false,48,9,0,8,6,terca-feira,17,11,32.909874,0.833374,0,19,1
1,tarde,false,39,0,3,2,5,terca-feira,5,0,0,0,0,0,1
1,tarde,false,48,9,0,4,6,quinta-Feira,13,7,19.069937,0.484721,0,8,1
7,tarde,false,73,11,22,38,56,terca-feira,71,13,193.953429,4.929923,0,30,1
1,manha,false,41,0,0,2,0,quarta-feira,2,2,0,0,0,0,1
2,tarde,false,63,0,0,5,0,terca-feira,5,5,0,0,0,0,1
7,tarde,false,104,0,17,21,1,quinta-Feira,38,21,89.841513,2.221425,0,17,1
5,tarde,false,57,0,21,9,15,quinta-Feira,30,13,28.743855,0.747171,0,8,1
1,tarde,true,56,0,0,4,0,segunda-feira,4,4,17.001139,0.441918,0,5,1
1,noite,false,27,0,0,2,0,sexta-feira,2,2,0,0,0,0,1
2,tarde,false,147,0,0,5,0,sexta-feira,5,5,0,0,0,0,1
1,tarde,false,73,0,0,3,0,quinta-Feira,3,3,0,0,0,0,1
1,tarde,false,52,0,0,1,0,quarta-feira,1,1,0,0,0,0,1
1,tarde,false,37,0,6,2,0,quarta-feira,8,8,38.540996,1.009391,65,2,1
2,tarde,false,9,0,0,1,0,terca-feira,1,1,4.813906,0.126078,0,10,1
1,manha,false,18,0,1,2,0,terca-feira,3,3,0,0,10,0,1
6,manha,false,103,0,1,4,0,terca-feira,5,5,0,0,0,0,1
2,noite,true,10,0,0,7,0,segunda-feira,7,7,0,0,0,0,0
1,tarde,true,35,0,0,3,0,segunda-feira,3,3,0,0,0,0,1
1,noite,true,50,0,1,1,0,sexta-feira,2,2,0,0,0,0,1
1,noite,true,60,1,5,11,1,sexta-feira,17,18,75.165487,1.985661,0,31,0
5,tarde,true,96,1,6,15,0,segunda-feira,22,19,84.232739,2.23629,0,34,1
1,tarde,true,44,0,1,4,1,quinta-Feira,5,4,23.321254,0.621426,0,15,1
82,madrugada,false,95,5,124,53,102,terca-feira,182,45,829.218191,22.014862,154,22,0
2,tarde,true,10,0,1,2,0,quarta-feira,3,3,0,0,40,0,1
3,manha,false,19,0,0,1,0,segunda-feira,1,1,0,0,0,0,1
1,noite,true,31,0,2,2,1,sabado,4,3,0,0,0,0,1
3,tarde,true,39,0,0,3,0,quinta-Feira,3,3,0,0,0,0,1
2,tarde,true,47,0,0,4,1,quinta-Feira,4,3,0,0,0,0,1
1,manha,true,104,0,0,4,1,terca-feira,4,3,0,0,0,0,0
15,tarde,true,93,0,72,37,30,quinta-Feira,109,51,654.907095,19.389498,369,12,1
5,noite,false,47,0,5,7,0,quarta-feira,12,7,0,0,0,0,1
23,noite,true,75,0,5,23,0,quarta-feira,28,26,155.979628,4.677491,0,12,1
3,tarde,true,30,0,5,3,0,terca-feira,8,7,0,0,44,0,1
1,noite,true,54,10,2,15,14,quinta-Feira,27,13,77.109986,2.283786,0,15,1
1,noite,true,66,0,0,1,0,quarta-feira,1,1,0,0,0,0,1
6,noite,true,147,8,45,39,1,terca-feira,92,83,397.6468,12.403406,0,21,1
1,noite,true,22,0,0,3,0,terca-feira,3,3,0,0,0,0,1
1,madrugada,true,153,0,6,6,6,terca-feira,12,6,55.589481,1.754608,0,8,1
2,noite,true,34,0,1,3,0,segunda-feira,4,3,13.868217,0.437732,0,7,1
1,noite,true,50,0,0,1,0,segunda-feira,1,1,4.715287,0.161227,0,0,1
1,noite,true,60,0,0,2,0,quarta-feira,2,2,9.583529,0.305182,0,3,0
1,tarde,true,142,0,0,5,0,terca-feira,5,5,23.178875,0.746084,0,6,1
1,tarde,true,11,0,0,1,1,sabado,1,0,0,0,0,0,1
2,noite,true,10,0,4,3,3,sexta-feira,7,3,0,0,4,0,1
1,tarde,true,51,0,0,1,0,quarta-feira,1,1,0,0,0,0,1
4,tarde,true,70,0,1,6,0,segunda-feira,7,7,28.495723,0.925781,0,4,1
6,noite,true,182,0,2,19,0,sexta-feira,21,19,101.12015,3.230115,100,19,1
2,tarde,true,266,0,1,10,0,sexta-feira,11,10,37.539689,1.221544,0,10,0
1,tarde,true,14,0,1,2,0,quinta-Feira,3,3,13.851596,0.451438,0,11,1
1,tarde,true,47,0,4,1,2,segunda-feira,5,3,0,0,8,0,0
3,noite,false,41,0,1,5,0,segunda-feira,6,5,14.382219,0.479333,0,3,1
1,noite,true,132,0,5,9,1,segunda-feira,14,13,64.991603,2.137829,0,17,1
2,tarde,true,540,7,16,46,5,sexta-feira,69,55,228.846452,7.627032,0,53,0
1,noite,false,42,0,0,1,0,quarta-feira,1,1,0,0,0,0,1
1,tarde,true,187,0,0,9,1,segunda-feira,9,8,41.27931,1.375811,0,15,0
1,tarde,true,117,8,45,29,1,domingo,82,83,347.729617,11.589457,0,61,1
1,tarde,true,49,0,0,1,0,quinta-Feira,1,1,0,0,0,0,1
1,noite,true,127,0,1,6,0,terca-feira,7,7,0,0,15,0,1
1,tarde,false,51,0,0,3,3,quinta-Feira,3,0,13.066966,0.437007,0,8,0
1,tarde,true,27,0,0,1,0,sexta-feira,1,1,4.956413,0.17176,0,27,1
1,tarde,true,22,0,0,1,1,quinta-Feira,1,0,4.44391,0.151501,0,9,1
1,tarde,true,24,0,6,2,4,quarta-feira,8,4,37.362078,1.189775,18,31,1
1,tarde,true,24,0,6,2,4,quarta-feira,8,4,37.380886,1.274381,18,25,0
8,noite,true,106,0,13,10,7,terca-feira,23,12,123.676254,4.372022,26,35,1
1,noite,true,83,0,12,12,11,segunda-feira,24,11,109.504649,3.810203,0,13,1
1,madrugada,true,32,0,1,2,0,segunda-feira,3,3,14.300293,0.51634,12,14,1
1,noite,true,46,0,0,2,0,quarta-feira,2,2,9.533623,0.344228,0,55,1
1,noite,true,29,0,0,1,0,segunda-feira,1,1,5.01862,0.174621,0,31,1
1,tarde,true,34,0,0,3,1,segunda-feira,3,2,14.10325,0.490716,0,58,1
1,noite,true,46,0,0,3,0,terca-feira,3,3,14.556219,0.506482,0,59,1
2,noite,true,51,0,0,1,0,segunda-feira,1,1,4.314128,0.154568,0,16,1
1,noite,true,35,0,0,12,0,domingo,12,12,56.034009,2.0076,0,89,1
1,madrugada,true,40,0,0,1,0,sabado,1,1,4.623286,0.165645,0,21,1
1,tarde,true,71,0,18,3,0,sexta-feira,21,21,98.67994,3.673086,223,35,1
3,tarde,true,60,0,0,5,0,quinta-Feira,5,5,18.38244,0.658552,0,8,1
10,tarde,true,25,0,14,12,10,terca-feira,26,10,129.438942,4.761343,27,47,1
2,tarde,true,118,0,0,3,0,terca-feira,3,3,13.952233,0.533732,0,47,1
1,tarde,true,47,6,0,13,7,terca-feira,19,12,63.031753,2.38339,0,53,1
1,tarde,true,22,0,1,5,0,terca-feira,6,6,28.884497,1.092196,0,12,1
1,noite,true,31,0,0,3,0,segunda-feira,3,3,14.296229,0.546457,0,52,1
2,noite,true,2,0,6,3,5,segunda-feira,9,4,42.547337,1.628741,8,39,1
2,tarde,true,38,0,1,3,0,segunda-feira,4,3,18.237788,0.69816,0,53,1
1,noite,true,22,0,0,1,0,domingo,1,1,4.627975,0.177696,0,4,1
2,noite,true,280,0,2,2,0,domingo,4,4,4.539107,0.174284,21,14,1
3,noite,true,33,0,5,10,2,sexta-feira,15,14,84.643685,3.301926,23,63,1
1,tarde,false,2,0,0,1,0,quinta-Feira,1,1,4.761172,0.184402,0,1,1
1,tarde,true,18,0,0,1,0,terca-feira,1,1,4.619073,0.18052,0,26,1
5,tarde,true,56,0,1,18,14,terca-feira,19,4,4.812602,0.181974,0,2,0
4,noite,true,75,0,5,11,2,segunda-feira,16,15,60.753222,2.352985,23,88,1
1,noite,true,83,0,1,1,0,segunda-feira,2,2,9.541838,0.372908,0,3,1
2,tarde,true,58,0,4,2,0,sexta-feira,6,5,23.298061,0.91052,152,6,1
1,manha,true,42,0,0,1,0,sexta-feira,1,1,4.219808,0.164916,0,23,1
2,manha,true,61,0,0,4,0,sexta-feira,4,4,18.463173,0.721573,0,32,1
1,manha,true,40,0,0,1,0,sexta-feira,1,1,4.195728,0.163966,0,6,1
5,noite,true,73,0,0,4,0,quinta-Feira,4,4,13.930989,0.545461,0,15,1
1,manha,true,32,0,0,1,0,quinta-Feira,1,1,0,0,0,0,1
2,tarde,false,2,0,0,1,0,quarta-feira,1,1,0,0,0,0,1
2,tarde,true,116,0,22,2,0,quarta-feira,24,24,74.569637,3.038654,249,17,1
4,tarde,true,117,1,15,5,0,quarta-feira,21,21,103.848348,4.223632,136,31,1
2,noite,true,150,0,4,5,0,domingo,9,9,38.899807,1.595023,49,15,1
1,manha,true,2,1,1,3,0,sabado,5,5,19.679453,0.829287,0,8,1
1,tarde,true,2,0,0,3,0,quinta-Feira,3,3,14.451455,0.624435,0,14,1
4,tarde,true,17,0,0,3,0,quinta-Feira,3,3,27.917965,1.206311,0,14,0
1,tarde,true,26,0,0,2,0,quinta-Feira,2,2,9.417877,0.406948,0,2,1
2,manha,true,93,0,0,4,0,quinta-Feira,4,4,17.577634,0.757972,0,35,1
6,tarde,true,55,0,12,7,10,terca-feira,19,8,56.782047,2.397603,12,35,1
4,noite,true,14,0,1,10,0,segunda-feira,11,10,14.489608,0.613076,11,21,1
2,manha,true,12,0,0,3,0,segunda-feira,3,3,19.160554,0.82623,0,25,1
1,manha,true,6,0,0,2,0,sabado,2,2,8.36274,0.360614,0,20,1
3,tarde,true,108,0,11,5,0,sexta-feira,16,16,28.196778,1.218392,52,10,1
4,noite,true,26,0,2,3,0,segunda-feira,5,5,14.054852,0.618455,12,16,0
5,tarde,true,40,0,5,3,4,segunda-feira,8,4,43.59443,1.922266,25,5,1
5,noite,true,38,2,4,6,0,domingo,12,8,9.781239,0.431297,176,2,1
2,tarde,true,40,0,0,8,1,domingo,8,7,9.617427,0.423184,0,1,1
3,noite,true,17,0,0,7,0,sexta-feira,7,7,37.58148,1.653653,26,37,1
