@relation 'marathon-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,7,2,14,10,1,11,8,9,12,16,17,20,21,15,53'

@attribute description_length numeric
@attribute num_commits numeric
@attribute created_at_day_turn {noite,tarde,madrugada,manha}
@attribute other_files numeric
@attribute files_modified numeric
@attribute created_at_week_day {terca-feira,segunda-feira,sexta-feira,quinta-Feira,quarta-feira,domingo,sabado}
@attribute files_changed numeric
@attribute files_added numeric
@attribute files_deleted numeric
@attribute src_files numeric
@attribute test_churn numeric
@attribute new_entropy numeric
@attribute commits_to_hottest_file numeric
@attribute hotness numeric
@attribute src_churn numeric
@attribute status {0,1}

@data
27,5,manha,0,56,quarta-feira,73,0,17,77,53,236.136222,79,0.012605,1849,1
12,1,manha,0,1,quarta-feira,1,0,0,1,0,4.688942,45,0.037847,10,1
11,1,madrugada,0,1,quarta-feira,1,0,0,1,0,4.447565,28,0.023629,5,1
3,43,manha,0,33,terca-feira,47,14,0,36,52,751.115073,59,0.009322,4131,1
8,4,madrugada,0,5,terca-feira,5,0,0,5,85,28.50515,32,0.021277,59,1
10,2,madrugada,0,5,terca-feira,5,0,0,5,77,23.452487,17,0.008518,100,1
15,5,madrugada,0,3,sabado,3,0,0,3,114,18.839341,7,0.005872,8,1
29,1,tarde,1,1,terca-feira,1,0,0,0,0,4.089471,0,0,0,0
19,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.921182,30,0.02455,1,1
8,1,noite,0,1,quarta-feira,1,0,0,1,0,4.894841,30,0.02455,1,1
163,21,tarde,0,33,terca-feira,47,14,0,36,30,231.010124,56,0.009885,2055,0
14,1,tarde,3,3,sabado,3,0,0,0,0,13.619971,4,0.0033,0,1
12,275,noite,10,163,sexta-feira,267,84,20,187,8991,5252.012091,90,0,24758,1
5,1,noite,0,1,sexta-feira,1,0,0,1,0,4.560069,44,0.036484,53,1
16,2,tarde,1,3,sexta-feira,4,1,0,2,0,14.986323,9,0.002481,46,1
2,201,noite,4,128,quinta-Feira,221,76,17,147,8134,4541.593351,56,0,22669,1
8,6,tarde,0,4,quinta-Feira,4,0,0,4,0,9.331397,63,0.032527,62,1
43,1,noite,1,1,quarta-feira,1,0,0,0,0,4.86104,2,0.001674,0,1
22,3,manha,0,14,terca-feira,14,0,0,13,12,33.261652,27,0.012744,352,1
7,1,madrugada,0,1,terca-feira,1,0,0,1,0,5.103517,27,0.022998,6,1
420,11,madrugada,0,16,sabado,20,2,2,16,173,105.45573,36,0.008673,898,1
61,8,noite,0,9,sexta-feira,11,2,0,8,478,37.948862,12,0.010536,1435,1
16,3,tarde,0,1,quarta-feira,1,0,0,1,0,4.72351,23,0.020536,15,1
45,1,madrugada,1,1,quarta-feira,1,0,0,0,0,0,0,0,0,1
54,251,noite,9,157,terca-feira,255,81,17,181,8823,4148.609275,51,0,22426,1
15,1,madrugada,1,1,quinta-Feira,1,0,0,0,0,5.671795,4,0.003711,0,1
77,2,madrugada,0,4,quinta-Feira,5,1,0,4,0,17.951285,37,0.026022,89,1
37,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.692157,49,0.045794,43,1
4,1,noite,1,1,quarta-feira,1,0,0,0,0,4.69449,0,0,0,1
54,1,tarde,1,1,terca-feira,1,0,0,0,0,4.9416,13,0.01244,0,1
46,55,madrugada,5,57,terca-feira,69,10,2,56,357,218.578617,38,0.013436,3479,1
81,1,noite,0,2,sexta-feira,2,0,0,2,0,9.585353,11,0.010628,10,1
19,1,madrugada,0,13,sexta-feira,17,4,0,17,18,81.264756,39,0.011719,596,1
5,16,madrugada,0,5,sexta-feira,5,0,0,5,0,25.363122,25,0.020772,779,1
44,1,noite,0,2,quinta-Feira,2,0,0,2,0,4.344969,63,0.062749,10,1
31,3,noite,0,4,quarta-feira,4,0,0,4,0,13.908931,26,0.019427,79,1
6,2,madrugada,1,1,quarta-feira,1,0,0,0,0,10.836715,11,0.011317,0,1
3,1,madrugada,0,2,quarta-feira,2,0,0,2,0,9.480537,14,0.014478,12,1
76,2,noite,0,2,terca-feira,2,0,0,2,0,4.899572,29,0.030366,14,1
5,50,manha,0,14,terca-feira,21,7,0,16,0,209.339859,76,0,2537,1
125,4,madrugada,0,10,terca-feira,10,0,0,10,68,83.051597,64,0.020106,102,1
27,1,noite,0,6,segunda-feira,6,0,0,5,0,26.762676,73,0.02763,131,1
29,1,manha,0,3,segunda-feira,3,0,0,3,23,14.48004,40,0.019272,46,0
26,3,noite,0,5,quinta-Feira,5,0,0,4,0,18.519424,71,0.03792,11,1
30,2,noite,0,2,quarta-feira,2,0,0,2,0,9.748608,10,0.011123,184,1
21,2,madrugada,0,2,quarta-feira,2,0,0,0,0,14.344596,65,0.073116,0,1
5,4,madrugada,0,5,quarta-feira,5,0,0,4,0,12.970631,24,0.025872,31,1
21,4,noite,0,6,terca-feira,6,0,0,6,0,15.710688,31,0.033449,46,1
2,75,madrugada,7,25,sabado,35,6,4,21,78,387.583811,31,0.014052,2549,1
35,1,noite,1,1,sexta-feira,1,0,0,0,0,5.079455,4,0.004872,0,1
50,4,tarde,0,9,terca-feira,10,1,0,8,76,32.733787,25,0.01005,1933,1
11,1,manha,0,4,sexta-feira,4,0,0,4,12,18.888422,12,0.009021,14,1
80,1,madrugada,1,1,sexta-feira,1,0,0,0,0,5.094893,7,0.009056,0,1
24,1,manha,1,15,quinta-Feira,15,0,0,14,54,71.765697,37,0.012016,103,1
45,1,tarde,0,7,quarta-feira,8,1,0,8,2,37.799995,35,0.009537,38,1
40,79,madrugada,0,12,quarta-feira,17,5,0,11,0,206.866441,22,0.002778,4305,1
79,9,noite,0,9,segunda-feira,12,2,1,9,0,105.876911,42,0.002894,657,1
30,2,noite,0,4,sexta-feira,4,0,0,2,0,13.234327,40,0.01952,5,1
42,2,madrugada,0,5,sexta-feira,6,1,0,6,0,49.44079,40,0.003017,170,0
19,1,madrugada,0,2,quinta-Feira,2,0,0,2,0,10.473995,12,0.018663,978,0
62,3,noite,1,6,quarta-feira,6,0,0,4,0,36.80767,35,0.018868,137,1
6,1,noite,0,1,terca-feira,1,0,0,1,0,5.036333,24,0.039152,2,1
7,1,madrugada,0,1,terca-feira,1,0,0,1,0,4.883374,35,0.059524,13,1
5,12,madrugada,0,7,sabado,8,1,0,6,0,8.994197,17,0.029877,314,1
43,1,madrugada,1,3,sexta-feira,3,0,0,2,0,4.676078,28,0.050485,11,1
22,6,madrugada,0,4,sexta-feira,4,0,0,4,0,27.350793,27,0.007782,49,1
45,1,madrugada,1,4,quinta-Feira,4,0,0,3,0,8.94796,26,0.048193,65,1
66,1,manha,0,5,terca-feira,5,0,0,4,16,23.72319,22,0.029724,200,1
25,2,noite,0,8,sexta-feira,9,1,0,7,24,77.176219,25,0.023861,554,1
15,413,tarde,10,158,sexta-feira,263,86,19,175,13675,2270.76447,39,0.010941,47421,1
66,2,madrugada,1,4,sexta-feira,4,0,0,2,0,8.532684,18,0.063604,10,1
9,2,madrugada,1,1,quinta-Feira,1,0,0,0,0,4.538961,0,0,0,1
3,3,noite,0,27,terca-feira,27,0,0,27,0,127.83326,37,0.029197,542,1
5,5,tarde,3,76,segunda-feira,81,4,1,75,90,36.657996,23,0,1353,1
23,1,noite,1,17,domingo,18,1,0,17,650,86.310316,21,0.017361,0,1
12,3,noite,1,19,sabado,20,1,0,19,681,4.45298,31,0.10473,12,1
14,2,noite,1,35,sabado,35,0,0,34,6,159.782062,36,0.020408,141,0
23,2,madrugada,0,2,sabado,2,0,0,2,0,9.79655,14,0.048443,49,1
191,2,noite,0,1,sexta-feira,1,0,0,1,0,9.446028,31,0.109541,8,1
25,2,madrugada,0,5,sexta-feira,5,0,0,4,4,24.090928,19,0.017794,283,1
77,1,tarde,0,2,quinta-Feira,2,0,0,2,29,0,0,0,37,1
102,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.551981,31,0.111913,8,0
36,1,manha,0,1,quarta-feira,1,0,0,1,0,4.903501,30,0.109091,1,1
6,7,manha,0,3,quarta-feira,5,2,0,4,118,19.182515,31,0.058182,173,0
3,1,tarde,0,1,terca-feira,1,0,0,1,0,4.635001,3,0.011029,157,1
27,2,madrugada,1,4,terca-feira,4,0,0,3,0,17.937904,27,0.067164,42,1
21,4,madrugada,3,6,terca-feira,9,1,2,8,0,18.805114,27,0.014925,949,1
52,4,noite,1,6,segunda-feira,6,0,0,4,0,44.896968,25,0.046332,86,1
149,1,noite,0,2,segunda-feira,2,0,0,2,0,8.428232,26,0.102767,4,1
71,2,manha,0,1,segunda-feira,1,0,0,1,0,4.840541,25,0.098814,54,1
62,1,noite,0,1,sexta-feira,1,0,0,1,0,4.732469,13,0.04943,6,1
67,2,noite,0,2,sexta-feira,2,0,0,2,0,17.596039,24,0.091255,4,1
6,1,noite,0,1,sexta-feira,1,0,0,1,0,4.970392,33,0.127413,1,1
8,2,noite,0,4,sexta-feira,4,0,0,4,0,19.075391,12,0.023166,123,1
59,2,tarde,0,4,sexta-feira,4,0,0,4,0,37.443343,34,0.088803,96,1
159,1,tarde,0,2,quinta-Feira,2,0,0,1,0,9.629062,17,0.065891,120,1
9,2,tarde,0,0,quarta-feira,2,2,0,2,321,9.783727,6,0.023077,0,1
41,1,manha,0,2,quarta-feira,2,0,0,2,0,9.427156,12,0.046154,12,1
24,1,manha,1,1,quarta-feira,1,0,0,0,0,4.915054,0,0,0,1
26,3,madrugada,1,11,quarta-feira,14,0,3,13,262,52.338506,30,0.015094,249,0
86,2,noite,0,4,terca-feira,5,1,0,4,89,18.96929,17,0.037879,61,1
168,2,noite,0,2,segunda-feira,2,0,0,2,0,19.464755,17,0.066406,63,1
39,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.304052,2,0.007273,32,1
48,5,tarde,0,4,terca-feira,5,1,0,4,82,19.545355,6,0,71,1
37,1,tarde,0,2,terca-feira,2,0,0,2,0,8.805666,9,0.032609,38,1
85,1,manha,0,5,terca-feira,6,1,0,6,0,0,0,0,248,1
92,3,noite,1,2,segunda-feira,2,0,0,1,0,10.289975,23,0.082143,12,1
45,6,noite,1,7,sexta-feira,13,3,3,7,139,38.328725,34,0.014085,94,1
53,3,tarde,1,4,sexta-feira,7,3,0,6,45,33.986917,34,0.014085,51,1
7,1,madrugada,0,8,terca-feira,8,0,0,8,0,38.922737,27,0.027491,56,1
45,2,madrugada,0,1,terca-feira,1,0,0,1,0,4.545218,26,0.090278,34,1
9,4,noite,1,8,segunda-feira,8,0,0,7,2,47.3782,40,0.083916,2414,1
75,4,manha,0,3,segunda-feira,3,0,0,3,20,19.337708,31,0.108772,36,0
101,7,noite,0,9,domingo,20,11,0,25,45,117.123197,15,0,630,0
6,1,madrugada,0,7,terca-feira,7,0,0,6,14,32.038538,17,0.042105,181,1
64,3,madrugada,1,3,quinta-Feira,3,0,0,2,0,4.783616,41,0.046763,26,1
70,1,madrugada,0,5,quinta-Feira,5,0,0,5,0,25.032698,24,0.028986,54,1
58,1,manha,0,1,terca-feira,1,0,0,1,0,5.043048,33,0.120879,20,1
27,1,madrugada,0,4,terca-feira,6,1,1,7,6,23.744939,29,0.007353,66,1
21,1,noite,0,3,segunda-feira,6,0,3,6,91,14.247168,22,0.014925,169,1
62,1,noite,0,3,sexta-feira,3,0,0,3,0,14.474758,31,0.07722,37,1
12,17,madrugada,0,21,domingo,25,4,0,21,10,392.905482,30,0.033962,3892,0
28,1,madrugada,0,11,sabado,11,0,0,11,87,52.473552,24,0.019011,207,1
17,1,madrugada,1,2,sabado,2,0,0,1,0,4.379215,25,0.09542,0,0
20,1,madrugada,0,5,sexta-feira,8,3,0,9,51,37.718533,28,0.015267,68,1
57,2,madrugada,5,7,quarta-feira,11,3,1,7,0,26.051193,43,0.007782,45,1
11,1,noite,0,7,sabado,8,1,0,8,0,38.32204,20,0.021818,60,1
85,8,madrugada,1,1,sabado,1,0,0,0,0,27.514083,5,0.018315,0,1
7,1,madrugada,0,1,sexta-feira,1,0,0,1,0,4.639964,11,0.041825,40,0
12,2,madrugada,0,2,sexta-feira,2,0,0,2,0,9.576311,8,0.030418,23,1
13,4,madrugada,0,5,sexta-feira,5,0,0,5,54,66.114818,26,0.034221,70,1
17,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.811062,18,0.067164,3,1
83,10,tarde,0,28,sabado,41,12,1,34,137,118.19806,24,0.018182,2543,1
21,1,manha,0,1,quarta-feira,1,0,0,1,0,4.777756,37,0.139098,52,1
11,20,noite,0,15,segunda-feira,23,8,0,16,102,271.115652,6,0,2292,1
17,1,manha,0,1,domingo,1,0,0,1,0,4.75313,35,0.13308,2,1
271,34,manha,0,30,domingo,39,9,0,29,306,379.9486,31,0,3337,1
20,9,madrugada,0,14,sabado,15,1,0,15,204,122.102669,31,0.015385,963,1
26,4,madrugada,0,5,sabado,5,0,0,4,327,23.217892,6,0.019531,207,1
23,1,madrugada,1,2,sabado,2,0,0,1,0,8.955376,30,0.118577,8,1
61,2,manha,0,6,quarta-feira,6,0,0,5,0,23.018598,48,0.058594,150,1
11,1,madrugada,0,2,quarta-feira,2,0,0,2,0,8.710537,29,0.113725,176,1
65,1,manha,1,7,sexta-feira,7,0,0,6,0,31.277265,27,0.043825,285,1
153,3,manha,1,9,quinta-Feira,9,0,0,8,0,39.138369,30,52,267,1
77,3,madrugada,0,3,quinta-Feira,6,3,0,5,0,41.613151,43,0.085366,251,1
35,4,madrugada,0,9,quarta-feira,11,1,1,10,0,45.391786,38,0.053942,286,1
110,2,madrugada,0,3,terca-feira,3,0,0,3,0,14.382393,35,0.098291,531,1
8,1,madrugada,1,1,domingo,1,0,0,0,0,4.52234,0,0,0,1
41,1,noite,0,2,sabado,2,0,0,2,0,9.309038,20,0.084034,8,1
110,8,madrugada,1,4,sexta-feira,4,0,0,3,0,21.898602,32,0.050847,20,1
76,1,madrugada,1,2,quinta-Feira,2,0,0,1,0,8.725091,28,0.118143,5,1
30,4,madrugada,1,8,terca-feira,8,0,0,6,29,36.662574,29,0.064655,452,1
126,67,madrugada,2,38,quinta-Feira,77,35,4,56,0,506.735059,35,0.009009,11084,1
16,3,madrugada,1,1,sabado,3,1,1,2,0,20.029496,9,0.009434,70,1
18,3,noite,1,1,quinta-Feira,1,0,0,0,0,4.68712,0,0,0,1
49,1,noite,4,1,quinta-Feira,4,2,1,0,0,13.916803,3,0,0,1
19,6,madrugada,1,5,quinta-Feira,8,3,0,6,0,13.682997,22,0.010989,2353,1
5,3,madrugada,0,7,quinta-Feira,7,0,0,6,0,27.161742,28,0.060773,172,1
14,33,madrugada,3,19,quarta-feira,25,4,2,22,49,179.347374,35,0.027473,330,1
94,2,manha,0,6,terca-feira,6,0,0,5,0,45.027849,27,0.050279,340,1
22,2,madrugada,0,1,quinta-Feira,1,0,0,1,0,9.25944,9,0.051136,25,1
55,1,madrugada,0,1,sexta-feira,1,0,0,1,0,4.692821,25,0.124378,15,1
10,2,madrugada,0,1,sexta-feira,1,0,0,1,0,9.416169,20,0.10101,14,0
14,3,noite,0,3,quarta-feira,3,0,0,3,49,18.428476,11,0.049261,13,1
122,13,manha,1,10,terca-feira,21,11,0,18,0,123.368825,27,0.009804,601,1
17,2,madrugada,0,1,terca-feira,1,0,0,1,14,9.141604,3,0.014634,0,1
31,2,madrugada,0,3,terca-feira,3,0,0,2,0,9.166825,35,0.024752,47,1
18,1,tarde,0,1,domingo,1,0,0,1,0,4.803691,21,0.104478,4,0
10,1,noite,0,1,quinta-Feira,1,0,0,1,0,4.71438,19,0.094527,2,1
116,20,madrugada,2,13,quarta-feira,39,24,2,23,0,225.98047,32,0,1689,1
37,1,noite,0,1,sexta-feira,1,0,0,1,0,4.850902,24,0.134078,15,1
46,3,madrugada,0,3,sexta-feira,3,0,0,1,0,14.107739,27,0.137931,41,1
77,11,madrugada,0,3,sexta-feira,3,0,0,1,0,73.274289,19,0.098266,393,1
41,1,noite,0,1,quarta-feira,1,0,0,1,0,4.479621,7,0.040462,14,1
40,1,manha,0,1,quinta-Feira,1,0,0,1,0,4.561546,20,0.102041,2,1
51,1,manha,0,2,domingo,2,0,0,0,0,8.911355,13,0.066327,0,1
3,1,manha,1,1,domingo,1,0,0,0,0,4.43379,28,0.142857,0,1
89,3,madrugada,1,1,sexta-feira,2,1,0,0,0,5.222766,0,0,0,1
53,13,noite,1,13,quinta-Feira,13,0,0,11,145,252.052467,30,0.07732,2072,0
8,1,madrugada,1,6,quinta-Feira,8,2,0,7,50,37.011346,24,0.078534,110,1
15,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.116543,3,0.015789,2,1
50,1,madrugada,0,1,quarta-feira,1,0,0,1,0,5.023771,32,0.168421,15,1
41,5,manha,0,6,quinta-Feira,6,0,0,6,0,120.926921,25,0.105263,397,1
39,3,madrugada,0,2,quinta-Feira,2,0,0,2,14,25.321339,16,0.08377,6,0
33,2,madrugada,0,6,quarta-feira,8,2,0,8,0,38.19078,24,0.016216,162,1
58,1,madrugada,0,5,terca-feira,5,0,0,5,0,22.896646,24,0.043956,85,0
26,1,madrugada,0,1,segunda-feira,1,0,0,1,0,4.82589,13,0.073864,17,1
5,14,madrugada,2,12,segunda-feira,13,1,0,10,576,102.465413,19,0.068571,1079,1
38,10,madrugada,0,11,domingo,11,0,0,10,134,223.699781,16,0.047904,6000,1
20,3,madrugada,0,8,domingo,11,3,0,11,31,57.854986,14,0.035928,198,1
3,4,madrugada,0,6,sabado,6,0,0,5,96,27.701881,17,0.060606,134,1
43,2,madrugada,0,5,quinta-Feira,7,2,0,6,0,33.782323,9,0.031056,122,1
38,3,madrugada,0,1,sexta-feira,1,0,0,1,0,14.078864,6,0.035928,87,1
64,1,noite,0,2,quinta-Feira,2,0,0,0,0,8.914824,15,0.088757,0,1
43,1,noite,0,5,terca-feira,6,1,0,6,5,28.98501,17,0.087719,96,1
44,3,noite,1,1,quarta-feira,1,0,0,0,0,5.313293,3,0.017751,0,1
31,5,noite,0,3,terca-feira,3,0,0,1,0,32.858965,11,0.047619,36,1
128,1,noite,0,1,quarta-feira,1,0,0,0,0,4.613226,9,0.056604,0,1
9,1,noite,0,1,terca-feira,1,0,0,1,0,4.529184,10,0.063291,2,1
14,22,noite,0,16,terca-feira,19,3,0,18,262,197.694994,34,0.082278,17016,1
68,4,madrugada,0,5,terca-feira,5,0,0,4,0,29.579111,6,0.012987,31,1
29,1,noite,0,1,sexta-feira,1,0,0,1,0,4.545339,12,0.08,1,1
88,5,madrugada,0,2,sexta-feira,3,0,1,0,0,25.242412,4,0.026846,0,1
5,2,madrugada,0,5,sexta-feira,5,0,0,5,204,48.0724,18,0.0625,191,1
19,7,madrugada,0,1,sexta-feira,1,0,0,1,0,32.797971,1,0.006944,546,1
17,1,noite,0,1,quinta-Feira,1,0,0,1,0,4.76795,1,0.006993,16,0
38,3,madrugada,0,2,quinta-Feira,2,0,0,2,0,4.677326,14,0.100719,13,1
12,2,noite,0,4,segunda-feira,5,1,0,4,0,18.768275,21,0.043478,124,1
38,1,noite,0,1,domingo,1,0,0,1,0,4.407533,2,0.014815,49,1
117,3,madrugada,0,16,sabado,17,1,0,16,348,84.758129,19,0.045113,450,1
179,1,tarde,0,2,sexta-feira,2,0,0,2,0,9.522278,19,0.145038,50,0
56,0,madrugada,0,0,quarta-feira,0,0,0,0,0,0,0,0,0,0
57,7,noite,0,8,sexta-feira,10,2,0,9,162,61.221822,25,0.091667,351,0
11,1,noite,0,2,quinta-Feira,2,0,0,2,88,9.491439,4,0.033898,14,1
22,2,manha,0,1,domingo,1,0,0,1,0,5.019455,3,0.028037,18,1
64,1,noite,0,1,quinta-Feira,1,0,0,1,0,4.704934,21,0.203883,32,1
22,2,madrugada,0,1,terca-feira,2,1,0,1,0,8.997712,19,0.218391,2,1
96,5,tarde,0,5,segunda-feira,7,2,0,6,123,23.646539,18,0.04918,314,1
