@relation 'marathon-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,7,2,14,10,1,11,8,9,12,16,17,20,21,15,53'

@attribute description_length numeric
@attribute num_commits numeric
@attribute created_at_day_turn {noite,tarde,madrugada,manha}
@attribute other_files numeric
@attribute files_modified numeric
@attribute created_at_week_day {terca-feira,segunda-feira,sexta-feira,quinta-Feira,quarta-feira,domingo,sabado}
@attribute files_changed numeric
@attribute files_added numeric
@attribute files_deleted numeric
@attribute src_files numeric
@attribute test_churn numeric
@attribute new_entropy numeric
@attribute commits_to_hottest_file numeric
@attribute hotness numeric
@attribute src_churn numeric
@attribute status {0,1}

@data
7,1,tarde,0,1,quarta-feira,1,0,0,1,8,4.679085,23,0.034796,0,1
11,1,tarde,2,3,quarta-feira,3,0,0,1,0,13.80413,26,0.011976,2,1
24,1,manha,1,4,terca-feira,5,1,0,3,0,22.908885,18,0.003012,78,1
16,1,madrugada,0,2,terca-feira,2,0,0,2,0,9.84243,6,0.009091,4,1
98,1,noite,5,47,segunda-feira,133,80,6,127,3041,599.324551,35,0,3781,1
6,1,noite,0,1,segunda-feira,1,0,0,1,0,4.57523,2,0.003026,2,1
5,2,noite,0,2,segunda-feira,2,0,0,2,0,9.780836,15,0.022727,72,1
3,1,noite,1,1,segunda-feira,1,0,0,0,0,3.987636,6,0.009105,0,1
27,1,tarde,3,11,segunda-feira,11,0,0,8,64,0,0,0,7,1
10,1,tarde,0,2,segunda-feira,2,0,0,2,10,9.301628,4,0.006135,2,1
10,1,tarde,0,3,segunda-feira,3,0,0,3,6,14.040008,13,0.006144,10,1
53,4,noite,0,1,sexta-feira,1,0,0,1,0,9.929341,22,0.033033,21,1
46,3,tarde,0,1,sexta-feira,1,0,0,1,0,4.704039,22,0.033033,19,1
14,1,tarde,0,3,quinta-Feira,3,0,0,3,36,0,0,0,3,1
7,1,noite,0,1,quarta-feira,1,0,0,1,26,4.872397,21,0.030973,0,1
129,1,noite,0,1,quarta-feira,1,0,0,1,0,4.338225,20,0.029586,6,1
15,1,noite,0,1,quarta-feira,1,0,0,1,0,4.868338,26,0.038806,1,1
10,1,tarde,0,8,quarta-feira,8,0,0,8,123,38.241609,26,0.02099,47,1
16,1,tarde,0,1,quarta-feira,1,0,0,1,0,0,0,0,107,1
30,1,tarde,0,1,quarta-feira,1,0,0,1,6,4.678757,2,0.003012,0,1
22,1,madrugada,0,1,quarta-feira,1,0,0,1,0,4.858593,24,0.036309,1,1
24,1,madrugada,0,1,quarta-feira,1,0,0,1,0,4.802929,18,0.027231,8,1
46,1,noite,0,1,terca-feira,1,0,0,1,0,4.022179,13,0.019878,7,1
12,1,tarde,0,2,terca-feira,2,0,0,2,0,9.510015,22,0.033639,19,1
8,1,tarde,0,6,terca-feira,6,0,0,6,21,0,0,0,44,1
16,2,madrugada,0,1,terca-feira,1,0,0,1,0,8.619195,13,0.019969,12,1
27,1,tarde,0,1,segunda-feira,2,1,0,2,43,9.498997,15,0.022901,0,1
47,1,tarde,1,1,sexta-feira,1,0,0,0,0,4.563246,7,0.010638,0,1
9,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.594855,24,0.03653,22,1
8,1,noite,0,2,quinta-Feira,3,1,0,3,86,0,0,0,0,1
16,1,noite,0,2,quinta-Feira,2,0,0,2,31,9.319657,18,0.027397,12,1
23,1,tarde,0,1,quinta-Feira,1,0,0,1,0,4.68691,25,0.038402,2,1
8,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.793926,21,0.032308,40,1
8,1,tarde,0,1,quarta-feira,1,0,0,1,0,5.040038,20,0.030864,2,1
26,12,tarde,1,16,quarta-feira,17,1,0,16,222,9.498997,18,0.02795,280,1
125,22,noite,2,17,terca-feira,20,2,1,15,272,413.527111,23,0.012422,2718,0
36,1,noite,0,2,terca-feira,2,0,0,2,21,9.567093,4,0.006309,0,1
10,1,noite,0,1,terca-feira,1,0,0,1,0,4.731432,8,0.012759,10,1
12,1,noite,0,3,segunda-feira,3,0,0,3,6,14.172039,16,0.008013,28,1
27,1,noite,0,5,segunda-feira,6,1,0,6,95,0,0,0,156,1
18,1,tarde,0,3,segunda-feira,3,0,0,3,126,0,0,0,97,1
9,2,noite,0,11,quinta-Feira,11,0,0,11,308,32.938919,12,0.014706,442,1
10,1,tarde,0,0,quinta-Feira,1,1,0,1,41,4.868114,0,0,0,1
10,4,tarde,0,2,quarta-feira,3,1,0,3,184,38.316928,10,0.014634,0,1
21,2,madrugada,0,4,sabado,4,0,0,4,60,39.508527,8,0.009631,42,1
10,2,madrugada,1,1,sabado,1,0,0,0,0,5.235521,2,0.003241,0,1
16,2,madrugada,0,4,sexta-feira,7,3,0,7,181,33.628615,24,0.013029,120,1
81,1,madrugada,0,2,sexta-feira,2,0,0,2,0,9.704788,26,0.042414,6,1
6,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.546572,19,0.030645,2,1
45,1,madrugada,1,1,terca-feira,1,0,0,0,0,0,0,0,0,1
26,1,madrugada,0,1,terca-feira,1,0,0,1,0,4.636686,24,0.038772,10,1
25,1,madrugada,0,3,terca-feira,3,0,0,3,87,14.591669,11,0.012987,0,1
26,2,madrugada,0,2,sabado,2,0,0,2,0,9.635345,10,0.01634,62,1
5,1,madrugada,0,1,sabado,1,0,0,1,0,4.629931,16,0.02623,2,1
43,2,manha,0,2,sexta-feira,2,0,0,2,32,4.681536,16,0.026273,18,1
20,1,tarde,0,1,quarta-feira,1,0,0,1,0,5.019632,8,0.013115,82,1
25,2,manha,0,2,quarta-feira,4,2,0,4,79,14.490701,22,0.010508,62,1
66,2,tarde,0,3,terca-feira,3,0,0,3,0,13.865249,23,0.026362,43,1
25,2,tarde,0,6,terca-feira,7,1,0,7,168,45.861639,23,0.017637,162,1
4,3,noite,0,1,segunda-feira,1,0,0,1,0,4.555178,24,0.042857,38,1
22,1,noite,0,1,segunda-feira,1,0,0,1,2,4.331061,16,0.028674,0,1
3,1,noite,0,1,segunda-feira,1,0,0,1,0,4.904639,20,0.035971,15,1
2,2,tarde,0,1,segunda-feira,1,0,0,1,0,9.646056,18,0.032787,156,1
21,2,tarde,1,52,segunda-feira,52,0,0,51,8,239.903122,24,0.007435,485,1
18,2,tarde,0,1,sexta-feira,1,0,0,1,0,9.678863,14,0.025408,52,1
13,4,tarde,0,19,sexta-feira,28,9,0,27,724,194.263475,13,0.003643,535,1
18,4,noite,0,2,quinta-Feira,2,0,0,2,0,4.873426,4,0.007366,188,1
18,1,tarde,0,2,quinta-Feira,2,0,0,2,0,8.954465,18,0.03321,8,1
30,4,tarde,0,19,quinta-Feira,20,1,0,20,264,122.276233,18,0.011111,525,1
6,1,tarde,0,1,quinta-Feira,1,0,0,1,104,4.893687,4,0.007477,0,1
25,2,tarde,1,7,terca-feira,10,3,0,9,356,88.207287,13,0.003717,230,1
8,5,tarde,0,4,terca-feira,4,0,0,4,332,18.408035,20,0.026119,46,1
64,5,tarde,0,23,segunda-feira,26,2,1,26,643,373.966271,12,0,800,1
4,1,noite,0,1,sexta-feira,1,0,0,0,0,4.194804,0,0,0,1
24,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.617241,2,0.003883,4,1
7,4,tarde,0,2,sexta-feira,2,0,0,2,0,27.342859,5,0.009804,282,1
10,2,tarde,0,1,sexta-feira,1,0,0,1,0,4.871422,5,0.00994,34,1
5,1,tarde,0,2,sexta-feira,2,0,0,2,0,9.799751,12,0.023952,25,1
17,1,tarde,0,1,quinta-Feira,1,0,0,1,0,4.667809,37,0.075203,4,1
74,4,tarde,13,2,quinta-Feira,67,2,63,50,0,17.939314,35,0,4745,1
50,5,noite,0,24,quarta-feira,29,5,0,28,1751,370.701678,24,0.004107,2039,1
19,3,noite,0,6,quarta-feira,8,1,1,9,165,29.157447,14,0,61,1
4,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.657938,14,0.028747,2,1
5,1,noite,0,1,terca-feira,1,0,0,1,0,4.628328,35,0.073222,2,1
35,3,tarde,0,1,terca-feira,1,0,0,1,0,13.90222,1,0.002083,32,1
26,2,tarde,0,3,terca-feira,3,0,0,3,40,28.374264,18,0.025157,54,1
27,1,noite,0,1,segunda-feira,2,1,0,2,39,9.730092,2,0.004283,9,1
10,1,noite,0,1,sexta-feira,1,0,0,1,0,4.838109,35,0.075269,1,1
38,16,tarde,0,52,quinta-Feira,64,11,1,53,4726,176.996909,20,0.004348,11019,1
21,1,tarde,0,1,quinta-Feira,1,0,0,1,0,4.806037,20,0.043764,1,1
5,1,tarde,0,1,quinta-Feira,1,0,0,1,0,4.704532,23,0.050549,10,1
11,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.919978,0,0,12,1
46,3,noite,4,6,quarta-feira,9,3,0,5,18,117.065228,20,0,478,1
19,1,noite,0,2,terca-feira,2,0,0,2,0,9.274815,5,0.011062,88,1
9,2,tarde,0,1,sexta-feira,1,0,0,1,0,9.159053,2,0.00431,18,1
23,1,tarde,0,2,sexta-feira,2,0,0,2,0,9.63491,21,0.045455,30,1
41,4,tarde,0,11,sexta-feira,11,0,0,11,158,140.243081,21,0.017467,364,1
17,1,noite,1,4,quinta-Feira,4,0,0,3,8,17.079201,9,0.017621,6,1
6,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.657635,8,0.01766,2,1
51,10,noite,0,8,quarta-feira,10,2,0,9,722,113.751799,6,0.004415,1282,1
9,2,tarde,0,2,terca-feira,2,0,0,2,148,19.317244,12,0.026608,8,1
16,1,tarde,0,4,terca-feira,4,0,0,4,4,18.978123,2,0.004494,24,1
57,2,tarde,0,6,terca-feira,6,0,0,6,78,53.323536,12,0.018018,70,1
17,4,noite,1,4,segunda-feira,4,0,0,3,798,62.829419,5,0.011261,0,1
5,1,noite,0,0,segunda-feira,1,1,0,0,0,0,0,0,0,0
42,1,tarde,0,5,segunda-feira,6,1,0,4,0,18.909385,2,0,115,1
12,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.568055,2,0.004662,2,1
27,4,madrugada,0,1,sabado,1,0,0,1,0,14.582615,2,0.004577,562,1
6,1,madrugada,2,2,sexta-feira,2,0,0,0,0,7.736334,0,0,0,1
1,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.745646,6,0.013761,6,1
10,2,noite,1,3,quarta-feira,3,0,0,2,33,3.285096,2,0.004598,3,1
18,12,tarde,1,26,quarta-feira,27,1,0,25,2770,680.560737,19,0.009195,8122,1
14,3,tarde,0,2,quarta-feira,2,0,0,2,6,9.306911,2,0.004684,10,1
10,1,tarde,0,1,quarta-feira,1,0,0,1,0,5.320703,0,0,90,1
16,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.60834,0,0,3,1
14,1,noite,0,1,terca-feira,1,0,0,1,0,4.761117,2,0.004866,1,1
21,1,noite,0,1,terca-feira,1,0,0,1,0,4.452939,8,0.019465,21,0
7,4,noite,0,5,terca-feira,5,0,0,5,42,32.602263,10,0.012225,37,0
5,1,tarde,0,1,terca-feira,1,0,0,1,2,4.934022,8,0.01956,0,1
8,1,tarde,0,1,terca-feira,1,0,0,1,3,4.705252,6,0.014815,0,1
28,1,tarde,0,3,terca-feira,3,0,0,3,70,14.080174,6,0.004902,16,1
431,5,madrugada,0,10,terca-feira,11,1,0,11,48,51.356599,16,0.009685,742,0
12,4,noite,0,2,segunda-feira,3,1,0,2,29,9.121258,2,0.004808,16,1
24,3,noite,0,3,segunda-feira,7,3,1,4,550,9.676175,2,0.004808,0,1
37,1,noite,0,1,segunda-feira,1,0,0,1,2,4.905541,3,0.007229,0,1
40,1,madrugada,0,1,domingo,1,0,0,1,0,4.395039,8,0.018824,2,1
5,1,madrugada,0,1,sabado,1,0,0,1,0,4.475272,38,0.087963,6,1
10,1,noite,0,2,sexta-feira,3,1,0,2,0,13.458981,38,0.009324,77,1
19,5,tarde,3,2,sexta-feira,4,2,0,1,0,14.962128,4,0.004673,148,1
19,1,noite,0,1,quinta-Feira,1,0,0,1,6,4.706152,7,0.016588,0,1
11,1,noite,2,2,quinta-Feira,2,0,0,0,0,4.575876,0,0,0,1
11,2,noite,0,2,quinta-Feira,2,0,0,2,90,19.392765,4,0.009547,53,1
10,3,tarde,0,2,quinta-Feira,3,1,0,3,0,14.174845,9,0.009615,111,0
5,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.53316,16,0.038647,2,1
8,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.717415,0,0,2,1
26,14,noite,0,6,terca-feira,6,0,0,6,150,63.788638,12,0.016908,134,1
17,3,noite,0,3,terca-feira,3,0,0,3,658,14.622089,8,0.012077,0,1
8,1,tarde,0,1,terca-feira,1,0,0,1,0,4.88308,3,0.007317,17,1
22,2,tarde,0,3,terca-feira,3,0,0,3,129,23.98341,10,0.012255,24,1
17,1,tarde,1,1,segunda-feira,3,1,1,1,0,9.508254,0,0,4,1
32,1,tarde,1,1,segunda-feira,1,0,0,0,0,5.431565,3,0.007426,0,1
68,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.39495,8,0.019851,2,0
49,2,tarde,0,1,quinta-Feira,1,0,0,1,0,4.887348,2,0.004785,32,1
41,1,tarde,0,2,quinta-Feira,2,0,0,2,0,4.915723,8,0.019139,18,1
9,1,tarde,0,1,quinta-Feira,1,0,0,1,0,4.82682,37,0.088517,1,1
11,59,tarde,0,5,quarta-feira,16,6,5,8,0,260.06979,0,0,2600,1
9,2,tarde,0,2,terca-feira,2,0,0,2,128,19.297909,4,0.009685,0,1
24,7,tarde,0,14,terca-feira,20,6,0,17,315,43.27987,18,0.004878,1123,1
16,1,noite,0,1,segunda-feira,1,0,0,1,0,4.898607,16,0.038929,4,1
18,2,noite,0,5,segunda-feira,5,0,0,5,101,47.830141,8,0.004878,20,1
26,1,tarde,0,1,segunda-feira,1,0,0,1,0,5.006353,35,0.084746,1,1
30,1,noite,1,0,sexta-feira,1,1,0,0,0,4.326897,0,0,0,1
19,1,manha,0,1,sexta-feira,1,0,0,1,0,4.994225,33,0.077647,1,1
22,2,noite,0,9,quinta-Feira,16,7,0,16,573,124.153167,20,0,917,1
117,1,tarde,0,8,quinta-Feira,9,1,0,9,8,42.407504,14,0.004651,118,0
12,1,tarde,0,3,quinta-Feira,5,2,0,5,138,23.702995,4,0,256,1
14,2,tarde,0,3,quinta-Feira,4,1,0,4,0,14.566653,2,0,104,1
7,1,tarde,0,1,quarta-feira,1,0,0,1,0,5.395603,28,0.065116,13,1
31,10,tarde,0,5,terca-feira,7,2,0,5,246,38.435597,21,0,695,1
10,1,noite,0,2,segunda-feira,2,0,0,2,10,9.112406,2,0.004515,1,0
13,1,noite,0,2,segunda-feira,2,0,0,1,0,9.285748,12,0.027149,2,0
60,4,noite,1,20,segunda-feira,35,15,0,34,1328,118.273907,17,0.004556,2446,1
12,1,tarde,1,1,domingo,1,0,0,0,0,5.205651,2,0.004396,0,1
8,3,madrugada,0,7,sabado,7,0,0,7,8,33.04163,11,0.013393,76,0
8,4,noite,0,4,sexta-feira,5,1,0,3,0,28.481994,4,0.004505,220,1
11,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.189976,2,0.004619,8,1
159,5,tarde,0,8,sexta-feira,13,5,0,9,0,56.589883,14,0,330,0
13,1,tarde,1,0,quinta-Feira,1,1,0,0,0,4.837104,0,0,0,1
45,6,noite,1,7,quarta-feira,11,4,0,10,3241,226.647901,26,0.004211,1219,1
13,3,noite,0,4,quarta-feira,4,0,0,3,10,9.285748,12,0.025751,3,0
12,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.803282,2,0.004184,49,1
8,1,madrugada,0,1,quarta-feira,1,0,0,1,0,4.560196,33,0.068182,2,1
38,2,tarde,0,12,terca-feira,12,0,0,12,144,73.802688,21,0.008147,86,1
25,14,noite,0,11,segunda-feira,16,5,0,14,2497,235.594687,4,0,56,1
11,2,tarde,0,2,segunda-feira,2,0,0,2,193,19.448881,2,0.004016,22,1
34,1,tarde,0,4,segunda-feira,4,0,0,4,172,18.2527,4,0.008032,18,1
27,4,noite,1,1,domingo,2,1,0,1,0,4.808723,2,0.003876,285,1
35,1,manha,0,1,sexta-feira,1,0,0,1,0,4.65082,32,0.053963,1,1
13,1,noite,0,1,quinta-Feira,1,0,0,1,0,4.541712,14,0.023649,2,1
7,1,noite,0,1,quarta-feira,1,0,0,1,0,5.083895,32,0.053245,1,1
19,2,tarde,0,4,quarta-feira,4,0,0,4,344,36.624657,2,0.003333,37,1
26,5,tarde,0,2,terca-feira,2,0,0,2,0,28.251342,16,0.026446,18,1
12,1,tarde,0,1,terca-feira,1,0,0,1,0,4.385,0,0,3,1
108,2,madrugada,0,3,sabado,3,0,0,3,0,14.545563,21,0.00321,100,0
23,1,manha,0,1,sexta-feira,1,0,0,1,0,4.532942,0,0,10,0
8,2,madrugada,0,6,sexta-feira,6,0,0,6,68,23.628511,24,0.020833,68,1
54,6,tarde,0,4,quinta-Feira,6,2,0,4,0,42.839428,19,0.006192,120,0
8,1,madrugada,1,1,quinta-Feira,1,0,0,0,0,0,0,0,0,1
13,3,noite,0,3,segunda-feira,3,0,0,3,47,18.561092,7,0.006299,33,1
15,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.629835,4,0.006299,2,1
5,1,noite,0,1,sexta-feira,1,0,0,1,0,4.643948,34,0.053712,2,1
5,1,noite,0,1,sexta-feira,1,0,0,1,0,4.76718,7,0.011076,8,1
29,1,madrugada,0,3,sexta-feira,3,0,0,3,9,14.302598,10,0.003185,17,1
11,1,madrugada,0,2,quinta-Feira,2,0,0,2,0,8.972008,30,0.047319,26,1
222,2,noite,0,3,terca-feira,3,0,0,3,0,14.188271,30,0.006329,145,1
45,2,noite,0,2,terca-feira,2,0,0,2,68,18.999067,0,0,12,1
26,2,noite,0,2,terca-feira,2,0,0,2,0,14.050482,30,0.047771,69,1
14,1,tarde,0,1,terca-feira,1,0,0,1,0,4.694725,22,0.035032,14,1
11,1,madrugada,0,2,terca-feira,2,0,0,2,0,9.475266,14,0.022293,39,1
17,1,noite,0,1,segunda-feira,1,0,0,1,0,4.536934,13,0.02057,2,1
44,2,noite,1,1,sabado,1,0,0,0,0,4.637477,12,0.018927,0,1
4,2,madrugada,0,1,sabado,2,1,0,1,0,17.928637,0,0,84,1
54,2,noite,0,6,sexta-feira,8,2,0,8,226,77.782766,22,0,317,1
10,1,noite,0,1,quinta-Feira,1,0,0,1,0,4.768198,2,0.003165,14,1
7,1,noite,0,1,quinta-Feira,1,0,0,1,0,4.655522,4,0.006329,17,1
17,3,tarde,0,2,quarta-feira,2,0,0,2,0,23.084606,2,0.00315,86,1
40,1,noite,0,1,terca-feira,1,0,0,1,0,4.813106,26,0.04127,1,1
14,2,noite,0,3,sabado,3,0,0,3,54,14.828667,22,0.014263,14,1
57,12,noite,0,4,quinta-Feira,5,1,0,4,0,14.600508,6,0.00974,144,1
8,1,noite,0,1,quarta-feira,1,0,0,1,0,4.702461,24,0.0375,6,1
8,1,noite,0,1,quarta-feira,1,0,0,1,2,4.852195,0,0,0,1
36,1,tarde,0,1,terca-feira,1,0,0,1,0,4.913914,22,0.034215,6,1
7,1,tarde,0,1,terca-feira,1,0,0,1,0,4.802724,20,0.031153,1,1
9,49,tarde,54,43,terca-feira,388,67,278,239,1679,811.130235,30,0,26322,0
3,1,tarde,0,1,terca-feira,1,0,0,1,0,4.078137,8,0.01248,2,1
75,3,madrugada,0,6,terca-feira,6,0,0,6,139,84.295267,18,0.01248,401,1
7,3,tarde,0,1,sexta-feira,1,0,0,1,0,9.690379,20,0.031299,4,1
8,1,madrugada,0,2,sexta-feira,2,0,0,2,0,9.144469,9,0.014085,4,1
30,1,noite,0,6,quinta-Feira,9,3,0,8,148,42.545785,12,0.003091,931,0
35,1,noite,0,1,quarta-feira,1,0,0,1,0,4.628557,0,0,5,1
39,1,madrugada,1,1,quarta-feira,1,0,0,0,0,4.683984,18,0.027735,0,0
32,1,madrugada,0,1,quarta-feira,1,0,0,1,0,4.584202,26,0.040123,4,1
8,1,noite,0,1,terca-feira,1,0,0,1,0,4.881997,18,0.027907,1,1
8,1,madrugada,0,1,terca-feira,1,0,0,1,0,4.619796,1,0.001546,4,0
25,1,tarde,0,4,segunda-feira,4,0,0,4,0,19.66433,28,0.010836,34,1
28,2,tarde,0,5,segunda-feira,6,1,0,6,96,28.202558,28,0.00311,441,1
8,3,manha,0,4,sabado,4,0,0,3,96,38.016747,10,0.015314,356,1
13,2,tarde,0,1,sexta-feira,1,0,0,1,0,8.991871,0,0,31,1
6,3,madrugada,1,3,sexta-feira,5,2,0,3,0,37.314902,4,0.006202,61,1
30,2,madrugada,0,1,sexta-feira,1,0,0,1,0,9.278816,18,0.027907,5,1
8,2,noite,1,1,quarta-feira,1,0,0,0,0,4.602305,15,0.023184,0,1
44,1,madrugada,0,1,quarta-feira,1,0,0,0,0,4.480215,8,0.012346,0,0
16,1,noite,0,4,terca-feira,4,0,0,4,0,19.052355,10,0.015576,13,1
10,2,noite,0,3,segunda-feira,4,1,0,4,126,31.216157,22,0.00468,9,1
21,2,noite,1,1,segunda-feira,1,0,0,0,0,8.907577,12,0.018779,0,1
2,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.744351,0,0,3,1
19,1,tarde,0,1,sabado,1,0,0,1,0,4.903397,18,0.028169,1,1
7,1,noite,0,3,sexta-feira,3,0,0,3,8,14.368159,18,0.012559,15,1
9,2,tarde,0,1,sexta-feira,2,1,0,2,0,9.458961,2,0.00314,47,1
3,4,manha,0,1,sexta-feira,1,0,0,1,0,4.484006,5,0.007911,848,0
48,1,manha,2,2,quinta-Feira,5,3,0,2,0,14.805016,19,0,150,0
76,4,madrugada,0,2,quinta-Feira,2,0,0,2,72,37.493645,0,0,83,1
18,2,madrugada,0,1,quinta-Feira,1,0,0,1,0,9.874798,16,0.024465,2,1
50,3,noite,0,2,quarta-feira,2,0,0,2,9,9.034662,0,0,6,1
25,1,noite,0,1,quarta-feira,1,0,0,1,0,4.876563,8,0.012232,1,0
11,1,noite,0,1,quarta-feira,1,0,0,1,0,4.944111,16,0.024206,1,0
21,1,noite,1,1,terca-feira,1,0,0,0,0,4.525176,11,0.016541,0,1
10,1,tarde,0,1,terca-feira,2,1,0,2,49,9.389186,2,0.003012,2,1
15,1,noite,0,4,segunda-feira,4,0,0,4,0,19.542997,31,0.012195,106,1
30,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.594657,14,0.021374,5,1
17,1,madrugada,0,1,sabado,3,2,0,3,33,14.577449,28,0,6,1
146,2,madrugada,0,2,sabado,2,0,0,2,0,4.762729,20,0.030722,55,1
8,1,madrugada,0,1,sabado,2,1,0,2,69,9.375302,0,0,5,1
8,2,madrugada,0,1,sabado,1,0,0,1,0,9.694727,12,0.018519,2,1
41,2,noite,0,9,sexta-feira,9,0,0,9,171,42.307357,28,0.020093,714,1
22,7,madrugada,0,20,sexta-feira,21,1,0,20,0,145.758107,16,0.015291,2530,1
5,1,manha,0,1,quinta-Feira,1,0,0,1,0,4.525759,0,0,4,1
27,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.790694,0,0,3,1
58,6,madrugada,0,8,quinta-Feira,13,3,2,9,0,57.299297,15,0.012539,2434,1
59,1,madrugada,0,5,quinta-Feira,10,3,2,9,0,38.386213,15,0.012618,821,0
55,7,madrugada,0,8,quinta-Feira,8,0,0,7,8,57.200345,28,0.014218,896,1
17,2,noite,0,2,quarta-feira,2,0,0,2,0,4.850802,16,0.025437,35,1
12,2,noite,0,2,quarta-feira,2,0,0,2,0,4.706306,16,0.025478,26,1
47,2,madrugada,0,3,quarta-feira,3,0,0,3,0,28.022254,13,0.016207,76,1
19,2,noite,0,3,terca-feira,3,0,0,3,20,9.751428,10,0.016234,8,1
29,1,noite,0,1,terca-feira,1,0,0,1,0,4.286223,16,0.026059,2,1
18,2,noite,0,2,terca-feira,3,1,0,3,0,4.995141,2,0.003273,129,1
11,2,noite,0,2,terca-feira,2,0,0,2,0,5.04401,24,0.03928,35,1
8,1,tarde,0,1,terca-feira,1,0,0,1,0,4.687454,23,0.037767,10,1
5,1,tarde,0,1,terca-feira,1,0,0,1,0,4.560379,7,0.011494,10,1
160,1,manha,0,4,terca-feira,4,0,0,4,68,19.089925,21,0.023064,42,1
6,3,manha,1,4,terca-feira,4,0,0,2,0,8.175996,13,0.014827,21,0
10,3,tarde,0,3,segunda-feira,3,0,0,3,119,9.474014,26,0.043189,43,1
8,2,tarde,0,5,segunda-feira,5,0,0,5,32,17.708287,21,0.016639,55,1
11,1,tarde,0,1,segunda-feira,1,0,0,1,0,3.604824,19,0.031773,61,1
12,1,tarde,0,2,segunda-feira,2,0,0,2,11,9.745744,10,0.016807,2,1
15,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.473038,8,0.013223,2,1
138,7,manha,0,4,sexta-feira,4,0,0,4,204,33.341428,19,0.019868,166,0
21,1,tarde,2,2,quinta-Feira,2,0,0,0,0,10.22854,9,0.014803,0,1
9,3,noite,1,2,quarta-feira,2,0,0,1,0,10.44727,17,0.028007,36,1
10,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.882075,15,0.024834,1,1
47,2,noite,0,3,terca-feira,4,1,0,4,0,19.357238,10,0.006645,303,0
76,3,tarde,0,1,terca-feira,1,0,0,1,0,13.45167,14,0.023372,237,1
28,1,tarde,0,1,terca-feira,1,0,0,1,0,4.821622,11,0.018395,9,1
50,2,manha,0,12,terca-feira,13,1,0,13,92,61.496928,29,0.008375,103,0
52,1,manha,0,11,terca-feira,12,1,0,12,88,56.703092,29,0.008375,103,0
34,2,noite,0,3,segunda-feira,3,0,0,3,0,9.244985,10,0.01675,63,1
40,1,noite,0,3,segunda-feira,7,2,2,8,0,23.895227,10,0.006711,540,0
37,3,noite,0,3,sexta-feira,3,0,0,3,0,14.042397,10,0.016892,44,0
48,1,manha,0,1,sexta-feira,1,0,0,1,0,4.612057,9,0.015332,2,1
7,5,tarde,0,5,quarta-feira,5,0,0,5,26,33.629218,24,0.010187,16,1
29,3,noite,1,2,terca-feira,2,0,0,1,0,4.768247,6,0.010135,37,1
67,5,noite,1,2,terca-feira,2,0,0,1,0,31.60143,18,0.030508,12,1
16,2,tarde,0,7,terca-feira,7,0,0,7,6,23.458157,11,0.013559,20,1
9,1,noite,0,1,segunda-feira,1,0,0,1,0,4.486434,10,0.017212,2,1
30,1,noite,0,1,segunda-feira,1,0,0,0,0,4.958836,4,0.006873,0,0
8,7,tarde,0,3,segunda-feira,3,0,0,3,195,45.527188,1,0.001721,23,1
