@relation 'diaspora-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,7,2,9,8,10,11,12,15,13,1,14,18,17,16,53'

@attribute description_length numeric
@attribute num_commits numeric
@attribute created_at_day_turn {manha,noite,madrugada,tarde}
@attribute files_deleted numeric
@attribute files_added numeric
@attribute files_modified numeric
@attribute files_changed numeric
@attribute src_files numeric
@attribute src_churn numeric
@attribute doc_files numeric
@attribute created_at_week_day {quarta-feira,segunda-feira,domingo,sabado,sexta-feira,quinta-Feira,terca-feira}
@attribute other_files numeric
@attribute entropy_diff numeric
@attribute new_entropy numeric
@attribute test_churn numeric
@attribute status {0,1}

@data
75,7,noite,2,2,7,11,14,873,2,sexta-feira,0,0.55959,47.867537,0,1
53,1,tarde,0,0,12,12,0,0,12,sexta-feira,0,0.620644,53.08943,0,1
44,2,tarde,0,0,3,3,1,2,1,sexta-feira,1,0.106136,9.07876,0,1
9,1,noite,0,0,2,2,2,3,0,quinta-Feira,0,0.115696,9.896588,0,1
10,1,noite,0,0,1,1,0,0,1,quinta-Feira,0,0.046439,3.972376,0,1
31,1,noite,0,0,1,1,0,0,1,quinta-Feira,0,0.049306,4.217636,0,0
15,4,noite,0,0,13,13,0,0,13,quinta-Feira,0,0.933713,79.869602,0,1
13,1,tarde,0,1,2,3,2,16,1,quinta-Feira,0,0.1636,13.987219,0,1
44,3,manha,0,0,7,7,2,22,5,quinta-Feira,0,0.148348,12.683161,0,1
38,2,manha,0,0,4,4,4,77,0,quinta-Feira,0,0.166759,14.257249,0,1
50,3,madrugada,0,0,10,10,8,67,0,quinta-Feira,2,0.435641,37.245508,0,1
47,5,tarde,0,0,6,6,0,0,6,quarta-feira,0,0.415557,35.509063,0,0
14,3,madrugada,0,0,10,10,8,67,0,quarta-feira,2,0.436141,37.245508,0,0
7,4,noite,0,0,4,4,2,20,2,terca-feira,0,0.441855,37.817068,0,1
31,1,manha,0,0,1,1,0,0,1,terca-feira,0,0.051582,4.414746,0,1
25,4,manha,0,1,2,3,3,32,0,terca-feira,0,0.102813,8.799485,0,1
41,9,manha,0,0,6,6,2,85,4,terca-feira,0,1.172534,100.353731,0,1
7,2,noite,0,0,2,2,1,1,1,segunda-feira,0,0.145542,12.45648,0,1
19,1,manha,0,0,1,1,0,0,1,segunda-feira,0,0.05715,4.831487,0,0
73,2,manha,0,0,2,2,0,0,2,segunda-feira,0,0.210469,17.793097,0,1
42,2,noite,0,0,5,5,1,2,4,domingo,0,0.510615,43.167957,0,1
12,1,noite,0,0,1,1,0,0,1,domingo,0,0.048939,4.137326,0,1
45,10,noite,0,1,17,18,0,0,17,domingo,0,2.589203,218.894573,0,1
7,4,noite,0,2,3,5,0,0,3,sabado,2,0.11015,9.296967,0,1
43,2,noite,0,2,1,3,0,0,1,sabado,2,0.055916,4.719433,0,1
52,8,noite,0,0,15,15,6,36,7,sabado,2,2.4618,207.782349,6,1
37,1,madrugada,0,0,3,3,0,0,2,sexta-feira,1,0.155339,13.110964,0,1
63,1,noite,0,0,3,3,0,0,3,quinta-Feira,0,0.156034,13.169589,0,1
18,1,tarde,0,0,1,1,1,2,0,quinta-Feira,0,0.052899,4.464772,0,1
13,7,tarde,0,0,3,3,1,16,2,quinta-Feira,0,0.05305,4.477516,0,1
9,42,tarde,1,16,32,49,17,229,20,quarta-feira,0,4.937469,412.11359,0,1
20,1,tarde,0,1,1,2,2,126,0,quarta-feira,0,0.111816,9.332932,0,0
8,27,tarde,0,0,10,10,6,120,3,quarta-feira,1,0.106364,8.877833,0,0
6,2,tarde,0,0,2,2,1,1,1,segunda-feira,0,0.053248,4.444383,0,1
16,1,tarde,0,0,2,2,0,0,2,segunda-feira,0,0.098353,8.20913,0,1
269,163,tarde,1,16,33,50,17,1036,20,sabado,0,7.425288,619.111805,0,1
13,1,noite,0,0,5,5,3,12,2,sexta-feira,0,0.272378,22.710548,0,1
20,2,noite,0,1,5,6,3,17,3,sexta-feira,0,0.551035,45.918029,0,1
50,2,tarde,0,0,2,2,2,2,0,sexta-feira,0,0.105454,8.787486,11,1
2,3,manha,0,1,3,4,4,134,0,sexta-feira,0,0.112663,9.388193,0,0
17,12,tarde,7,26,9,42,4,323,23,quinta-Feira,5,7.597001,633.056306,0,1
3,57,manha,0,20,94,114,85,996,18,quinta-Feira,8,9.284664,762.906302,545,1
3,24,manha,0,0,5,5,3,134,2,quinta-Feira,0,2.145263,176.272881,0,1
5,2,manha,0,193,2,195,92,13720,18,quinta-Feira,81,9.498909,791.541877,188,0
42,2,tarde,0,0,3,3,3,20,0,terca-feira,0,0.165821,13.817788,0,1
18,1,tarde,0,0,2,2,2,3,0,terca-feira,0,0.117461,9.787974,0,1
52,7,madrugada,5,0,10,15,62,539,0,terca-feira,0,0.674816,56.232284,0,1
9,1,tarde,0,1,4,5,4,22,1,segunda-feira,0,0.275293,22.928232,0,1
28,7,noite,0,2,8,10,3,12,7,domingo,0,0.452419,37.680688,0,1
20,1,noite,0,1,4,5,1,1,4,domingo,0,0.265112,22.069265,0,1
9,1,tarde,0,0,2,2,2,25,0,domingo,0,0.103711,8.633409,7,1
4,2,madrugada,0,0,3,3,3,289,0,domingo,0,0.289327,24.072754,100,1
27,1,noite,0,0,1,1,1,2,0,sabado,0,0.054899,4.567691,0,1
22,2,tarde,0,0,3,3,1,2,2,sabado,0,0.347183,28.886277,0,1
37,1,manha,0,0,2,2,2,22,0,sabado,0,0,0,18,1
9,2,manha,0,0,5,5,4,38,0,sabado,1,0.450218,37.458979,76,1
20,1,madrugada,0,0,1,1,0,0,0,sabado,1,0.059086,4.916038,0,1
52,1,madrugada,0,0,1,1,1,2,0,sabado,0,0.062294,5.182955,0,1
8,1,madrugada,0,0,1,1,0,0,1,sabado,0,0.051776,4.307821,0,1
14,1,noite,0,0,1,1,0,0,1,sexta-feira,0,0.051256,4.264624,0,1
4,4,noite,0,1,5,6,2,29,2,sexta-feira,2,0.217024,18.056784,0,0
14,28,manha,2,6,12,20,6,226,3,sexta-feira,6,1.590543,132.336078,25,1
11,1,manha,0,0,3,3,1,1,2,sexta-feira,0,0.164061,13.65019,0,1
22,2,tarde,0,0,4,4,3,24,0,quinta-Feira,1,0.33029,27.480756,0,1
62,18,tarde,0,1,9,10,5,94,4,quinta-Feira,0,1.142391,95.048987,0,1
11,1,madrugada,0,0,4,4,4,26,0,quinta-Feira,0,0.216089,17.978882,41,1
9,10,noite,8,9,24,41,42,3530,0,quarta-feira,0,0,0,211,1
88,4,tarde,0,1,8,9,3,168,5,quarta-feira,1,1.804981,150.17771,0,1
42,1,noite,0,0,1,1,0,0,0,terca-feira,1,0.052001,4.326588,0,1
16,1,noite,0,0,1,1,1,2,0,terca-feira,0,0.059015,4.904944,0,1
20,3,tarde,0,0,4,4,2,7,2,terca-feira,0,0.527183,43.761627,0,1
17,1,tarde,0,0,2,2,1,1,1,terca-feira,0,0.114683,9.519848,0,1
52,2,tarde,0,0,2,2,1,1,1,terca-feira,0,0.171833,14.263871,0,1
15,1,manha,0,0,2,2,0,0,2,terca-feira,0,0.108671,9.020842,0,1
39,1,noite,0,0,3,3,3,30,0,segunda-feira,0,0.158788,13.181034,0,1
26,4,noite,0,0,3,3,3,146,0,segunda-feira,0,0.226752,18.822731,0,1
28,1,tarde,0,0,2,2,2,13,0,segunda-feira,0,0.115083,9.5531,0,1
17,1,tarde,0,0,1,1,0,0,1,segunda-feira,0,0.054332,4.51015,0,1
7,2,tarde,0,0,5,5,5,22,0,segunda-feira,0,0.341828,28.375292,0,1
8,3,madrugada,0,0,51,51,10,305,0,segunda-feira,41,3.168116,262.986846,281,1
70,1,noite,0,0,1,1,1,69,0,sexta-feira,0,0.061105,5.026556,0,1
39,1,tarde,0,0,2,2,0,0,0,quinta-Feira,2,0.113137,9.296297,0,0
10,2,noite,0,0,2,2,2,4,0,quarta-feira,0,0.053273,4.372497,0,1
1,3,tarde,0,0,0,0,0,0,0,quarta-feira,0,0,0,0,0
23,4,tarde,0,2,8,10,7,124,1,quarta-feira,0,0.998567,82.010638,120,1
101,1,manha,0,0,1,1,0,0,1,quarta-feira,0,0.058034,4.763547,0,1
74,2,noite,0,0,49,49,50,1195,0,terca-feira,0,5.310484,435.895307,0,1
49,4,manha,0,2,3,5,5,87,0,terca-feira,0,0.406183,33.340358,25,1
23,7,madrugada,0,6,12,18,9,174,1,segunda-feira,6,1.447504,118.813703,90,1
43,13,noite,1,3,22,26,14,1811,10,domingo,0,4.663849,382.816977,0,1
13,1,tarde,0,0,1,1,0,0,0,domingo,1,0.059881,4.915152,0,0
31,2,noite,0,0,3,3,3,7,0,sexta-feira,0,0.168294,13.813835,8,1
25,2,noite,0,0,5,5,0,0,2,quinta-Feira,3,0.219903,18.050019,0,0
9,1,noite,0,0,4,4,1,3,3,quarta-feira,0,0.211441,17.355351,0,1
7,5,tarde,3,1,18,22,18,337,3,quarta-feira,0,0.236689,19.427775,180,1
18,1,manha,0,0,1,1,1,2,0,terca-feira,0,0.055232,4.53353,0,0
3,49,tarde,0,0,2,2,2,298,0,quarta-feira,0,3.378943,277.348248,0,1
26,1,tarde,0,0,2,2,1,4,1,terca-feira,0,0.113787,9.33976,0,1
19,49,tarde,0,1,34,35,32,342,0,terca-feira,2,4.631301,380.143428,314,1
24,3,manha,0,0,2,2,2,2,0,segunda-feira,0,0.056664,4.651022,26,1
5,1,noite,0,0,1,1,0,0,1,domingo,0,0.057004,4.678949,0,1
32,5,manha,0,0,2,2,2,60,0,sabado,0,0.112574,9.229633,0,1
43,8,tarde,1,0,14,15,6,355,9,quinta-Feira,0,0.914901,75.010045,0,1
18,5,madrugada,0,0,5,5,3,5,0,quarta-feira,2,0.21905,17.959273,19,1
16,2,madrugada,1,1,2,4,5,18,0,terca-feira,0,0.159955,13.113886,47,1
72,1,manha,0,0,7,7,7,22,0,segunda-feira,0,0.386553,31.691569,37,0
18,1,manha,0,0,28,28,1,1,0,segunda-feira,27,1.607094,131.757709,0,0
11,1,noite,0,0,2,2,2,6,0,sexta-feira,0,0.113868,9.335333,0,1
81,6,manha,0,0,10,10,9,96,1,quinta-Feira,0,0.425468,34.772079,24,0
5,1,manha,0,0,2,2,0,0,0,quinta-Feira,2,0.107762,8.806981,0,1
6,2,manha,0,0,4,4,1,1,1,quarta-feira,2,0.268156,21.91544,0,1
12,5,manha,0,0,5,5,2,34,3,terca-feira,0,0.460149,37.606417,0,1
100,9,noite,0,1,6,7,6,91,0,segunda-feira,0,0.114011,9.317713,62,1
12,2,tarde,0,0,2,2,2,4,0,segunda-feira,0,0.111654,9.125131,11,1
30,4,tarde,0,0,5,5,3,25,1,domingo,1,0.454293,37.127833,46,1
25,6,noite,0,0,6,6,6,26,0,sabado,0,0.817843,66.839531,90,1
21,4,madrugada,1,2,3,6,4,14,5,sabado,0,0.218838,17.884877,4,0
79,3,madrugada,0,1,2,3,3,47,0,sabado,0,0.462752,37.819438,0,1
1,1,tarde,0,0,0,0,0,0,0,quinta-Feira,0,0,0,0,0
21,4,madrugada,0,1,3,4,2,7,1,quinta-Feira,0,0.054385,4.444764,32,1
36,2,noite,0,0,2,2,1,2,1,quarta-feira,0,0.22815,18.64606,0,1
59,4,tarde,0,0,5,5,2,11,2,quarta-feira,1,0.055074,4.501045,22,1
5,1,madrugada,0,0,1,1,0,0,1,quarta-feira,0,0.055967,4.574009,0,1
29,2,madrugada,0,0,3,3,3,20,0,quarta-feira,0,0.340696,27.844151,20,1
17,4,tarde,0,1,4,5,2,4,2,terca-feira,1,0.376418,30.763642,0,1
18,1,tarde,0,0,1,1,1,4,0,domingo,0,0.060856,4.973707,0,1
11,1,noite,0,0,2,2,2,5,0,sabado,0,0.103028,8.420363,27,1
24,6,noite,0,1,6,7,4,43,2,sabado,0,0.616471,50.383509,52,1
104,4,noite,0,0,2,2,2,9,0,sexta-feira,0,0.286586,23.422332,0,1
10,1,tarde,0,0,1,1,0,0,0,sexta-feira,0,0.055432,4.530389,0,1
7,1,tarde,0,0,2,2,1,1,1,sexta-feira,0,0.112252,9.174145,0,1
32,2,manha,0,0,3,3,1,2,2,quinta-Feira,0,0.35668,29.134051,0,1
6,2,noite,2,0,4,6,1,1,3,quarta-feira,2,0.397356,32.519873,0,1
50,53,noite,0,8,25,33,23,1422,8,terca-feira,0,4.604675,376.844223,398,0
10,3,madrugada,0,0,4,4,2,8,2,terca-feira,0,0.341457,27.944687,0,1
11,2,manha,0,0,2,2,2,9,0,sexta-feira,0,0.172338,14.079909,0,1
26,6,noite,0,0,3,3,3,166,0,domingo,0,1.003451,81.85028,0,1
20,1,tarde,0,0,2,2,1,1,1,domingo,0,0.116384,9.493358,0,1
11,1,madrugada,0,0,3,3,1,1,2,sexta-feira,0,0.180841,14.750707,0,1
42,1,tarde,0,1,1,2,2,8,0,quinta-Feira,0,0.112896,9.208576,0,0
10,5,noite,0,0,9,9,9,230,0,terca-feira,0,1.291363,105.332246,125,1
25,1,tarde,0,0,3,3,1,1,1,segunda-feira,1,0.110283,8.995422,0,1
19,1,tarde,0,0,5,5,5,13,0,segunda-feira,0,0.286861,23.398336,0,1
3,41,tarde,0,0,2,2,2,324,0,sabado,0,3.035563,247.455516,0,1
22,2,madrugada,0,1,1,2,2,4,0,sabado,0,0.179839,14.661412,21,1
11,2,noite,0,0,3,3,3,17,0,sexta-feira,0,0.225201,18.359543,0,1
24,2,tarde,0,0,8,8,6,234,0,terca-feira,2,0.915236,74.614795,306,1
26,13,madrugada,0,3,10,13,10,598,0,terca-feira,0,0.744301,60.679297,885,1
67,5,manha,0,1,9,10,10,113,0,segunda-feira,0,1.130108,92.132713,35,1
25,1,noite,0,0,1,1,1,2,0,quinta-Feira,0,0.057168,4.667277,0,0
17,3,noite,0,0,2,2,2,30,0,quinta-Feira,0,0.357795,29.210874,0,0
14,2,noite,0,0,5,5,5,84,0,quinta-Feira,0,0.575965,47.0226,0,1
106,8,madrugada,0,4,10,14,4,284,6,quarta-feira,3,0.604629,49.362801,0,1
14,2,tarde,0,0,2,2,2,5,0,quarta-feira,0,0.177621,14.501258,0,1
12,1,tarde,0,0,1,1,0,0,1,segunda-feira,0,0.055221,4.478759,0,1
108,3,manha,9,5,27,41,38,2022,0,segunda-feira,2,5.374141,435.87212,0,1
20,1,noite,0,0,3,3,1,1,2,sabado,0,0.161237,13.08491,0,0
15,1,noite,0,0,2,2,2,3,0,sabado,0,0.120918,9.812877,0,0
23,4,madrugada,1,0,5,6,6,122,0,quinta-Feira,0,1.019397,82.775177,44,1
11,1,noite,0,0,2,2,1,1,1,quarta-feira,0,0.122975,9.956614,0,1
92,4,tarde,0,1,6,7,7,58,0,segunda-feira,0,0.571437,46.266312,28,0
13,2,manha,0,0,2,2,1,1,1,segunda-feira,0,0.055876,4.524016,0,1
59,2,madrugada,0,0,3,3,3,9,0,segunda-feira,0,0.291259,23.581706,0,1
22,11,manha,0,1,4,5,3,128,0,sexta-feira,1,0.122905,9.95095,0,1
11,1,tarde,0,0,3,3,1,1,2,quarta-feira,0,0,0,0,1
49,2,madrugada,0,0,4,4,4,22,0,segunda-feira,0,0.166545,13.476922,0,1
32,1,noite,0,0,3,3,2,30,1,domingo,0,0.174725,14.138915,0,1
21,1,madrugada,0,1,2,3,3,45,0,domingo,0,0,0,0,1
29,1,tarde,0,0,4,4,1,1,0,segunda-feira,3,0.232628,18.824489,0,1
19,1,noite,5,0,3,8,7,201,0,domingo,1,0.172037,13.962652,0,1
8,1,noite,0,0,2,2,2,4,0,sabado,0,0.113388,9.202631,0,1
42,2,noite,0,0,6,6,5,14,1,terca-feira,0,0.27706,22.475334,0,1
61,2,tarde,0,5,2,7,2,983,0,segunda-feira,5,0.782382,63.311199,0,1
33,1,manha,0,0,3,3,1,4,1,segunda-feira,1,0,0,0,1
12,1,madrugada,0,1,5,6,4,32,2,segunda-feira,0,0.342219,27.761013,21,1
48,1,noite,0,0,3,3,2,13,1,sabado,0,0.177467,14.380636,0,1
59,1,noite,0,0,2,2,1,1,1,sexta-feira,0,0.120055,9.728077,0,1
17,1,madrugada,5,5,1,11,0,0,11,sexta-feira,0,0,0,0,1
59,1,madrugada,0,2,9,11,7,161,3,sexta-feira,1,0.624391,50.595949,0,1
9,1,madrugada,0,1,2,3,3,12,0,sexta-feira,0,0.182411,14.771925,0,1
3,29,noite,0,0,3,3,3,164,0,quinta-Feira,0,0.70975,57.433746,0,1
21,2,noite,0,0,5,5,5,71,0,quinta-Feira,0,0.177899,14.431282,0,1
8,1,noite,0,0,3,3,1,1,1,quinta-Feira,1,0.169508,13.726998,0,1
17,1,madrugada,0,0,6,6,6,38,0,quinta-Feira,0,0.342451,27.779887,11,1
7,2,madrugada,0,0,4,4,3,9,0,terca-feira,1,0.234106,18.92709,0,1
22,1,madrugada,0,2,1,3,0,0,0,terca-feira,3,0.179203,14.488273,0,1
71,1,noite,0,4,2,6,6,308,0,segunda-feira,0,0.354812,28.686857,0,1
25,1,noite,0,0,2,2,1,1,1,segunda-feira,0,0.113578,9.182611,0,1
14,1,manha,0,0,2,2,1,1,1,segunda-feira,0,0,0,0,0
43,1,madrugada,0,0,4,4,1,3,3,domingo,0,0.239437,19.358069,0,1
8,1,tarde,0,0,2,2,0,0,2,quinta-Feira,0,0.107248,8.660805,0,1
11,1,tarde,0,0,1,1,0,0,1,quinta-Feira,0,0.053182,4.294701,0,1
92,11,noite,2,9,3,14,2,7,4,quarta-feira,5,0.556153,44.912273,0,1
6,1,tarde,0,0,1,1,0,0,1,domingo,0,0.056814,4.587992,0,0
25,1,madrugada,0,0,3,3,3,8,0,domingo,0,0.170445,13.764265,7,1
37,2,madrugada,0,0,3,3,3,61,0,domingo,0,0.284134,22.94523,0,1
25,1,noite,0,0,1,1,0,0,0,quinta-Feira,1,0.050093,4.04524,0,1
10,2,madrugada,0,2,4,6,3,108,3,quinta-Feira,0,0.28917,23.351897,0,1
19,1,noite,0,0,2,2,1,1,1,segunda-feira,0,0.113076,9.126497,0,1
32,1,tarde,0,1,3,4,4,58,0,segunda-feira,0,0.230871,18.633839,0,1
53,1,noite,0,0,4,4,4,246,0,sexta-feira,0,0.238149,19.221627,15,1
15,1,noite,5,0,1,6,4,102,2,quarta-feira,0,0.061594,4.986045,0,1
131,2,madrugada,0,0,4,4,4,22,0,terca-feira,0,0.170729,13.811392,0,1
70,1,noite,0,0,1,1,0,0,0,domingo,1,0.050779,4.105299,0,0
47,2,madrugada,0,0,3,3,3,7,0,domingo,0,0.293349,23.677833,64,1
14,1,tarde,0,0,2,2,0,0,2,sabado,0,0.087963,7.099961,0,1
9,2,tarde,0,0,1,1,0,0,0,sabado,1,0.108431,8.752036,0,1
65,5,noite,0,0,4,4,2,17,0,sexta-feira,2,0.58365,47.109565,0,1
10,1,manha,0,0,3,3,1,1,2,sexta-feira,0,0.168811,13.612203,0,1
71,6,madrugada,0,3,2,5,5,806,0,sexta-feira,0,0.361623,29.159836,0,0
204,12,tarde,5,5,33,43,12,157,24,terca-feira,9,4.132142,333.199393,0,1
68,2,madrugada,0,0,3,3,3,4,0,segunda-feira,0,0.2212,17.836674,8,1
11,2,madrugada,0,0,3,3,3,21,0,segunda-feira,0,0.348746,28.121509,0,1
5,1,noite,0,0,2,2,0,0,0,domingo,2,0.1119,9.023118,0,1
5,1,noite,0,0,2,2,0,0,0,domingo,2,0.112155,9.023118,0,0
45,6,madrugada,0,3,10,13,10,602,3,domingo,0,3.018847,243.427401,0,1
24,2,tarde,0,1,2,3,3,25,0,sabado,0,0.290702,23.441086,0,1
28,1,madrugada,0,0,2,2,2,16,0,sabado,0,0.12205,9.841715,0,1
30,2,madrugada,0,0,4,4,3,6,0,sexta-feira,1,0.172702,13.926072,0,0
17,1,madrugada,0,0,2,2,2,4,0,sexta-feira,0,0.112611,9.08058,0,1
12,2,madrugada,0,0,3,3,1,14,2,quinta-Feira,0,0.349108,28.150916,0,1
14,3,manha,0,0,3,3,3,152,0,quarta-feira,0,0.530436,42.772636,0,0
9,1,madrugada,0,0,1,1,1,9,0,quarta-feira,0,0.056669,4.567077,0,0
14,1,noite,0,0,1,1,0,0,1,segunda-feira,0,0.060517,4.877202,0,0
69,6,manha,0,0,3,3,3,86,0,segunda-feira,0,0.35486,28.599068,0,1
2,34,madrugada,0,0,2,2,2,209,0,segunda-feira,0,0.830833,66.958963,0,1
57,5,madrugada,0,0,3,3,1,1,2,segunda-feira,0,0.282879,22.797926,0,1
9,3,madrugada,0,2,11,13,9,269,4,domingo,1,1.545913,124.588243,0,1
17,26,madrugada,0,3,39,42,30,189,10,domingo,2,2.949931,237.740928,65,1
16,4,madrugada,0,0,7,7,3,23,4,domingo,0,0.486029,39.170036,0,1
9,2,tarde,0,0,6,6,5,40,1,quinta-Feira,0,0.70668,56.952842,0,1
57,1,manha,0,0,1,1,1,1,0,quinta-Feira,0,0.051296,4.134078,0,0
34,1,tarde,0,0,3,3,2,14,1,quarta-feira,0,0,0,0,1
38,1,tarde,0,0,3,3,2,2,1,quarta-feira,0,0.172406,13.894591,0,1
8,12,tarde,10,11,105,126,159,5596,1,terca-feira,7,42.209139,3401.732225,2506,1
17,2,madrugada,0,0,3,3,1,2,2,terca-feira,0,0,0,0,1
10,1,tarde,0,0,1,1,1,14,0,domingo,0,0.060446,4.862913,0,0
10,3,tarde,0,0,2,2,1,7,1,sabado,0,0.240461,19.300512,0,1
13,2,tarde,0,0,2,2,1,2,1,sabado,0,0.116484,9.349533,0,1
11,1,noite,0,0,2,2,1,1,1,sexta-feira,0,0.113834,9.136826,0,1
12,10,madrugada,0,3,8,11,11,171,0,sexta-feira,0,2.042863,163.969561,175,1
22,5,noite,0,1,10,11,6,91,5,domingo,0,0,0,0,0
24,1,tarde,0,0,2,2,1,1,1,domingo,0,0.110198,8.844941,0,0
37,1,tarde,0,0,3,3,1,3,2,sabado,0,0.176433,14.161093,0,1
49,2,madrugada,0,0,2,2,2,13,0,quarta-feira,0,0.058064,4.660407,0,1
14,3,madrugada,0,0,10,10,5,72,5,quarta-feira,0,1.29451,103.901502,32,1
11,1,noite,0,0,1,1,0,0,1,terca-feira,0,0.062656,5.028976,0,0
98,1,tarde,0,0,2,2,1,7,1,terca-feira,0,0.118693,9.526696,0,0
25,1,noite,0,0,2,2,1,1,1,segunda-feira,0,0.114009,9.15069,0,1
59,1,manha,0,0,1,1,0,0,1,segunda-feira,0,0.061312,4.921102,0,0
27,1,noite,0,0,2,2,1,1,1,domingo,0,0.114141,9.161279,0,0
2,39,tarde,0,0,4,4,4,292,0,domingo,0,2.730709,219.174109,0,1
12,2,madrugada,0,0,3,3,1,2,2,domingo,0,0.358989,28.81349,0,1
14,1,noite,0,0,2,2,1,3,1,sabado,0,0.118701,9.521819,0,1
8,1,noite,0,1,2,3,1,1,2,sabado,0,0.180597,14.486951,0,1
12,1,madrugada,0,0,3,3,3,22,0,sexta-feira,0,0.171191,13.715629,0,1
9,3,tarde,0,0,4,4,4,11,0,quinta-Feira,0,0.635486,50.914391,18,1
29,1,tarde,0,0,2,2,1,3,1,quarta-feira,0,0.122412,9.796319,0,0
58,10,tarde,2,5,16,23,9,247,15,quarta-feira,0,5.697578,455.963334,0,1
277,19,manha,7,1,17,25,9,160,15,quarta-feira,0,0.350442,28.045031,0,0
185,6,madrugada,17,10,10,37,24,1599,4,quarta-feira,0,1.202369,96.222648,0,0
45,2,noite,0,0,4,4,4,11,0,terca-feira,0,0.397553,31.815177,50,1
55,4,madrugada,0,1,6,7,4,16,3,terca-feira,0,0.38647,30.799305,0,1
5,1,noite,0,0,1,1,1,87,0,domingo,0,0.064713,5.157201,0,0
91,2,noite,0,0,2,2,2,3,0,domingo,0,0.056937,4.537517,0,1
4,1,noite,0,0,1,1,1,78,0,domingo,0,0.063067,5.026085,0,0
17,1,tarde,0,0,1,1,0,0,1,domingo,0,0.053891,4.294769,0,1
17,3,manha,0,0,5,5,4,77,0,domingo,1,0.523422,41.71354,0,1
17,4,manha,0,0,4,4,3,22,1,domingo,0,0.24367,19.419029,34,1
10,1,manha,0,0,2,2,1,2,1,domingo,0,0.117329,9.350427,0,1
9,2,manha,0,0,6,6,6,100,0,domingo,0,0.341189,27.190692,0,0
7,1,madrugada,0,1,8,9,5,67,4,domingo,0,0.508961,40.730886,0,1
64,2,noite,0,0,5,5,3,14,2,sabado,0,0.57798,46.0615,0,1
5,1,noite,0,0,1,1,0,0,0,sabado,1,0.053466,4.260891,0,1
15,1,manha,0,0,2,2,1,1,1,sexta-feira,0,0.121009,9.64375,0,1
34,1,madrugada,0,0,2,2,1,1,1,sexta-feira,0,0.121009,9.64375,0,1
68,4,tarde,0,0,6,6,5,48,1,terca-feira,0,0.173269,13.808439,0,1
7,1,madrugada,0,0,5,5,1,2,4,terca-feira,0,0.277154,22.087551,0,1
52,3,tarde,0,3,18,21,16,906,4,segunda-feira,1,2.02578,161.442811,57,1
27,2,madrugada,0,0,2,2,1,12,1,sabado,0,0.110567,8.811582,0,1
9,1,noite,0,0,4,4,1,2,3,sexta-feira,0,0.22542,17.96445,0,1
16,1,manha,0,0,5,5,1,2,4,sexta-feira,0,0.282295,22.497236,0,1
64,22,madrugada,2,11,18,31,19,574,4,terca-feira,1,2.146855,170.19095,4,1
8,1,noite,0,0,4,4,1,2,3,segunda-feira,0,0,0,0,1
9,1,noite,0,0,2,2,1,2,1,segunda-feira,0,0.120431,9.597675,0,1
53,2,manha,0,1,3,4,4,88,0,segunda-feira,0,0.355669,28.195478,0,1
8,5,manha,0,0,4,4,3,13,1,segunda-feira,0,0.404291,32.219235,0,1
9,0,manha,0,0,0,0,0,0,0,segunda-feira,0,0,0,0,1
33,1,manha,0,0,1,1,0,0,1,segunda-feira,0,0.053014,4.202657,0,1
11,1,manha,0,0,1,1,0,0,1,segunda-feira,0,0.053154,4.213747,0,1
11,1,tarde,0,0,3,3,2,4,1,sabado,0,0.176283,14.048723,0,1
11,2,tarde,0,0,1,1,0,0,1,sabado,0,0.055827,4.42573,0,1
57,1,tarde,0,0,4,4,3,6,1,sabado,0,0,0,0,1
147,2,madrugada,0,0,5,5,5,20,0,sabado,0,0.284468,22.551263,15,1
6,2,tarde,1,1,4,6,1,1,5,quinta-Feira,0,0.354912,28.135869,0,1
5,1,tarde,0,0,1,1,1,2,0,quinta-Feira,0,0.054743,4.339797,0,0
6,2,tarde,0,0,4,4,3,9,1,quarta-feira,0,0.358908,28.452653,10,1
5,3,tarde,0,0,5,5,2,1,3,quarta-feira,0,0.352692,27.959863,6,1
18,2,tarde,0,0,3,3,2,5,1,terca-feira,0,0,0,0,1
