@relation 'diaspora-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,7,2,9,8,10,11,12,15,13,1,14,18,17,16,53'

@attribute description_length numeric
@attribute num_commits numeric
@attribute created_at_day_turn {manha,noite,madrugada,tarde}
@attribute files_deleted numeric
@attribute files_added numeric
@attribute files_modified numeric
@attribute files_changed numeric
@attribute src_files numeric
@attribute src_churn numeric
@attribute doc_files numeric
@attribute created_at_week_day {quarta-feira,segunda-feira,domingo,sabado,sexta-feira,quinta-Feira,terca-feira}
@attribute other_files numeric
@attribute entropy_diff numeric
@attribute new_entropy numeric
@attribute test_churn numeric
@attribute status {0,1}

@data
14,1,noite,0,0,6,6,5,17,0,domingo,1,0.321272,26.592763,19,1
8,2,tarde,0,0,7,7,5,93,1,domingo,1,0.629039,52.067723,13,1
59,1,madrugada,1,0,11,12,2,5,9,domingo,1,0.608041,50.365771,0,1
14,1,noite,0,0,1,1,0,0,1,sabado,0,0.052943,4.385431,0,1
83,2,noite,0,0,4,4,3,49,1,sabado,0,0.341524,28.274311,0,1
20,1,tarde,0,0,1,1,1,71,0,sabado,0,0,0,0,0
7,4,madrugada,6,0,14,20,1,2,19,sexta-feira,0,1.581356,131.304772,0,1
19,1,madrugada,0,0,1,1,0,0,1,sexta-feira,0,0.050594,4.198604,0,1
3,1,madrugada,0,1,2,3,2,2,2,sexta-feira,0,0.164745,13.671509,7,1
7,4,noite,0,1,2,3,0,0,2,quinta-Feira,0,0.336147,27.938707,0,1
12,3,tarde,1,0,7,8,1,2,7,quinta-Feira,0,0.674026,56.021289,0,1
113,2,manha,2,0,17,19,6,30,13,quinta-Feira,0,1.822344,151.464175,0,1
13,9,madrugada,4,4,6,14,13,1445,2,quinta-Feira,0,0,0,0,1
10,2,madrugada,0,0,3,3,3,149,0,quinta-Feira,0,0,0,0,0
2,1,madrugada,0,0,4,4,4,14,0,quinta-Feira,0,0.21579,17.93567,0,1
16,1,noite,0,0,6,6,1,4,5,quarta-feira,0,0.331796,27.578997,0,1
3,1,noite,8,0,3,11,12,2267,0,quarta-feira,0,0.171057,14.307929,0,1
12,1,tarde,0,1,3,4,2,13,3,quarta-feira,0,0.211844,17.710022,0,1
13,2,noite,0,0,2,2,0,0,2,terca-feira,0,0.156426,13.077125,0,1
9,2,manha,0,0,5,5,5,26,0,terca-feira,0,0.432234,36.134419,36,1
7,2,madrugada,0,0,3,3,2,26,1,terca-feira,0,0.323494,27.043881,0,1
22,6,noite,10,0,10,20,6,143,14,segunda-feira,0,1.058957,89.045471,0,1
5,1,madrugada,0,0,2,2,2,6,0,segunda-feira,0,0.115616,9.721865,0,1
5,1,madrugada,0,0,1,1,0,0,1,segunda-feira,0,0.051167,4.302504,0,1
52,5,noite,0,2,3,5,0,0,2,domingo,3,0.622069,52.308358,0,1
23,2,noite,0,1,3,4,4,104,0,domingo,0,0.267581,22.500275,0,1
14,1,tarde,0,0,1,1,0,0,1,domingo,0,0.054306,4.566474,0,1
36,1,noite,0,1,1,2,2,38,0,sabado,0,0,0,0,0
2,1,noite,1,0,5,6,6,135,0,sexta-feira,0,0.272314,22.91202,0,1
47,2,noite,1,1,13,15,0,0,15,sexta-feira,0,1.439221,121.093449,0,1
21,1,manha,11,0,1,12,0,0,6,sexta-feira,6,0.058526,4.962521,0,1
13,7,madrugada,0,0,5,5,0,0,5,quinta-Feira,0,0.29029,24.652172,0,1
19,1,noite,0,0,2,2,2,2,0,quarta-feira,0,0.102785,8.728748,6,1
11,6,tarde,0,0,2,2,0,0,2,quarta-feira,0,0.342165,29.057532,0,1
7,4,tarde,0,0,1,1,0,0,1,quarta-feira,0,0.046927,3.98514,0,1
11,5,noite,0,0,3,3,1,99,2,segunda-feira,0,0,0,0,1
14,8,noite,0,0,1,1,0,0,1,segunda-feira,0,0.146764,12.429506,0,1
14,5,tarde,0,0,3,3,1,34,2,segunda-feira,0,0,0,0,1
6,27,noite,44,0,69,113,47,1801,46,domingo,13,4.602962,400.703056,27,1
12,6,tarde,0,0,2,2,2,56,0,domingo,0,0.224105,19.5091,0,1
11,1,noite,0,0,1,1,1,2,0,sabado,0,0.052661,4.584347,0,1
16,2,tarde,0,0,2,2,1,2,0,sabado,1,0.050025,4.354845,0,1
6,1,manha,0,0,2,2,2,18,0,sabado,0,0.098261,8.554005,0,1
14,1,manha,0,0,0,0,0,0,54,sabado,0,0,0,0,1
3,47,madrugada,4,1,4,9,3,437,0,sabado,6,4.462234,389.525399,13,1
6,3,tarde,0,0,1,1,0,0,0,sexta-feira,1,0.164725,14.33874,0,0
5,2,tarde,0,0,4,4,1,1,2,sexta-feira,1,0.302452,26.327382,0,1
12,2,madrugada,0,0,2,2,0,0,1,terca-feira,1,0.101816,8.858142,0,0
57,4,tarde,0,0,3,3,3,86,0,segunda-feira,0,0.323443,28.139789,0,1
37,2,madrugada,0,1,3,4,0,0,3,sexta-feira,1,0,0,0,0
16,1,noite,0,0,1,1,0,0,1,quinta-Feira,0,0.051935,4.516007,0,1
89,11,tarde,0,0,5,5,4,123,0,quinta-Feira,1,0.740018,64.347787,0,0
26,3,manha,0,0,3,3,3,36,0,quinta-Feira,0,0.475582,41.353725,0,1
29,8,manha,1,6,12,19,14,1100,2,quinta-Feira,3,6.612296,574.965271,548,1
6,1,noite,0,0,1,1,0,0,1,quarta-feira,0,0.048933,4.259842,0,1
22,1,madrugada,0,0,4,4,4,13,0,quarta-feira,0,0.211255,18.390432,25,1
2,1,manha,1,1,9,11,11,345,0,terca-feira,0,0.533887,46.450977,21,1
14,1,madrugada,0,0,2,2,0,0,2,terca-feira,0,0.092898,8.082626,0,1
31,3,noite,0,0,1,1,0,0,1,segunda-feira,0,0.045089,3.922929,0,1
85,2,manha,0,0,3,3,0,0,3,segunda-feira,0,0.105202,9.153097,0,1
7,5,noite,0,0,2,2,0,0,1,domingo,1,0.144579,12.558775,0,1
26,2,madrugada,0,0,1,1,1,6,0,domingo,0,0.099629,8.654163,0,0
20,3,noite,0,0,5,5,4,161,0,sabado,1,0.388123,33.713826,0,1
16,1,noite,0,1,0,1,0,0,0,sabado,1,0.055127,4.788543,0,1
11,9,madrugada,0,4,7,11,3,475,4,sabado,4,0,0,0,1
4,1,tarde,0,0,1,1,1,8,0,sexta-feira,0,0.055432,4.815046,0,1
10,1,tarde,0,0,2,2,2,0,0,sexta-feira,0,0.10516,9.134555,11,1
8,1,manha,0,0,3,3,3,21,0,sexta-feira,0,0.153225,13.30967,0,1
12,4,noite,0,0,3,3,3,56,0,quinta-Feira,0,0.260025,22.586636,20,1
48,1,noite,0,0,1,1,1,2,0,quinta-Feira,0,0.05196,4.513382,0,0
33,3,noite,0,1,2,3,2,20,0,quinta-Feira,1,0.32493,28.224517,0,0
39,1,manha,0,0,2,2,0,0,2,quinta-Feira,0,0.104103,9.042757,0,1
27,3,madrugada,0,0,2,2,2,55,0,quinta-Feira,0,0.159383,13.844522,27,0
19,1,madrugada,0,0,1,1,1,2,0,quinta-Feira,0,0.054288,4.715677,0,1
18,1,madrugada,0,0,4,4,4,30,0,quarta-feira,0,0.206061,17.862557,0,1
9,1,noite,0,0,1,1,1,2,0,terca-feira,0,0.054366,4.71278,0,1
2,1,noite,0,0,2,2,2,14,0,terca-feira,0,0.103094,8.936821,0,1
9,4,noite,0,0,3,3,3,72,0,terca-feira,0,0.094543,8.195508,0,1
4,1,noite,0,0,1,1,1,2,0,terca-feira,0,0.050049,4.338533,0,1
48,2,noite,0,4,9,13,10,260,3,terca-feira,0,1.015636,88.041383,108,1
31,1,madrugada,0,1,1,2,0,0,0,terca-feira,2,0.102996,8.918047,0,0
3,20,madrugada,0,0,10,10,7,2559,1,terca-feira,2,0.836885,72.46283,97,1
17,7,manha,0,1,4,5,4,42,0,segunda-feira,0,0.313108,27.110905,24,1
16,6,madrugada,0,1,2,3,1,70,1,segunda-feira,0,0.274634,23.71931,0,1
201,2,noite,0,0,4,4,2,21,2,domingo,0,0.208022,17.966182,0,1
4,7,noite,0,5,142,147,141,3251,0,domingo,5,5.24518,453.010174,0,1
68,1,madrugada,5,0,7,12,11,220,1,domingo,0,0.377687,32.716284,24,1
34,1,noite,0,0,4,4,1,6,2,sabado,1,0.211794,18.328923,0,1
38,1,tarde,0,0,1,1,1,3,0,sabado,0,0.054091,4.681096,0,1
3,1,madrugada,0,0,1,1,0,0,1,sabado,0,0.042208,3.65274,0,0
20,2,madrugada,0,0,3,3,2,47,0,sexta-feira,1,0.225631,19.526355,0,1
50,1,madrugada,0,0,1,1,0,0,1,quinta-Feira,0,0,0,0,1
96,1,madrugada,9,6,32,47,51,859,0,quinta-Feira,0,2.0276,175.471594,193,0
11,1,tarde,0,0,1,1,1,1,0,terca-feira,0,0.048968,4.237723,0,1
22,5,noite,0,0,2,2,2,2,0,domingo,0,0.163308,14.132868,30,1
32,2,tarde,0,0,1,1,0,0,1,domingo,0,0.105027,9.089221,0,1
27,4,noite,0,0,4,4,4,263,0,quarta-feira,0,0,0,0,0
94,2,noite,0,0,5,5,3,322,1,quarta-feira,1,0.537971,46.557241,0,1
53,2,tarde,0,0,2,2,0,0,2,quarta-feira,0,0.182852,15.82445,0,1
10,2,tarde,0,0,4,4,3,24,1,terca-feira,0,0.341281,29.535191,13,1
9,2,manha,0,0,1,1,1,7,0,terca-feira,0,0.082884,7.172966,0,1
10,2,noite,0,0,2,2,1,4,1,segunda-feira,0,0,0,0,1
188,8,noite,0,3,10,13,6,877,4,segunda-feira,2,3.856202,333.724143,0,1
16,1,tarde,0,0,1,1,1,6,0,segunda-feira,0,0.050927,4.407336,0,1
187,8,noite,0,0,17,17,15,331,0,domingo,2,3.863128,334.32349,0,1
11,2,tarde,0,2,2,4,1,5,3,domingo,0,0,0,0,1
33,1,noite,0,0,1,1,1,6,0,sabado,0,0.057614,4.961789,0,1
12,1,noite,0,0,1,1,0,0,1,quarta-feira,0,0.055439,4.774463,0,1
17,3,manha,0,0,9,9,6,183,3,quarta-feira,0,1.257096,108.261874,30,1
67,11,manha,0,0,2,2,0,0,0,quarta-feira,2,0.052766,4.544205,0,1
40,1,manha,0,0,4,4,1,4,0,terca-feira,3,0.21446,18.457441,0,1
5,2,manha,0,0,3,3,3,365,0,domingo,0,0.335251,28.813735,0,1
95,2,madrugada,0,1,2,3,3,33,0,domingo,0,0.218557,18.784247,0,1
10,1,noite,0,0,1,1,0,0,0,sabado,1,0.045252,3.889246,0,1
15,2,madrugada,0,0,7,7,5,37,1,sabado,1,0.362765,31.161109,11,0
8,3,tarde,0,0,3,3,1,0,2,sexta-feira,0,0.319445,27.296457,12,1
112,2,madrugada,0,2,300,302,300,8313,0,sexta-feira,2,16.278946,1391.031299,0,0
56,10,noite,1,1,17,19,15,276,2,quarta-feira,0,1.432019,122.36562,71,1
10,16,madrugada,1,1,9,11,5,174,4,quarta-feira,1,1.564685,133.701847,0,0
9,1,manha,0,0,5,5,5,25,0,terca-feira,0,0.258694,22.105292,0,1
10,1,madrugada,0,0,1,1,1,2,0,terca-feira,0,0.055813,4.769241,0,1
124,7,madrugada,0,4,10,14,7,491,4,segunda-feira,1,1.776702,151.81864,0,1
4,1,noite,0,0,2,2,2,6,0,domingo,0,0.099573,8.508488,0,1
16,1,madrugada,0,0,3,3,3,20,0,domingo,0,0.157238,13.435972,0,1
8,1,madrugada,0,0,1,1,1,126,0,domingo,0,0.043277,3.698062,0,1
16,1,noite,0,0,1,1,0,0,1,sexta-feira,0,0.057144,4.885325,0,1
6,1,noite,0,0,1,1,0,0,1,sexta-feira,0,0.05689,4.863573,0,1
38,5,tarde,0,1,41,42,2,14,39,quarta-feira,1,4.31979,369.205716,0,1
34,20,tarde,0,1,10,11,9,1219,0,terca-feira,1,0.215283,18.259925,0,1
23,1,noite,0,0,1,1,0,0,0,segunda-feira,1,0.051215,4.343939,0,0
9,7,noite,4,4,15,23,19,7891,0,domingo,1,1.136467,96.393186,0,1
6,1,noite,0,0,2,2,2,18,0,domingo,0,0.107851,9.147705,0,0
100,5,manha,1,1,5,7,4,30,2,domingo,0,0.229602,19.47448,0,0
31,8,madrugada,0,0,3,3,1,6,2,domingo,0,0.653014,55.387551,0,1
5,1,madrugada,0,0,1,1,0,0,0,sabado,1,0.051243,4.343936,0,0
63,1,noite,0,0,2,2,2,4,0,quinta-Feira,0,0.109624,9.292952,0,0
22,6,noite,0,0,3,3,3,30,0,quinta-Feira,0,0.213393,18.089532,34,0
12,1,tarde,0,0,1,1,0,0,0,quinta-Feira,1,0.043087,3.652509,0,0
15,9,tarde,1,5,10,16,7,169,2,quarta-feira,6,1.555921,131.897196,263,1
50,4,manha,0,2,12,14,11,219,1,quarta-feira,2,2.502528,212.142099,139,1
36,2,noite,0,1,4,5,3,32,2,terca-feira,0,0.506107,42.903288,0,1
9,1,madrugada,0,0,1,1,0,0,0,terca-feira,1,0.052441,4.445501,0,0
19,106,madrugada,0,0,41,41,41,4262,0,segunda-feira,0,11.66193,988.599211,317,1
77,2,noite,0,0,3,3,2,11,1,domingo,0,0.264946,22.459898,0,1
127,13,manha,0,10,17,27,16,334,2,domingo,3,2.250293,190.760698,245,1
14,1,noite,0,0,2,2,2,23,0,sabado,0,0.106446,9.023636,15,1
69,2,noite,0,0,4,4,3,20,0,quarta-feira,1,0.436333,36.988854,106,1
14,2,tarde,0,0,2,2,2,6,0,quarta-feira,0,0.107289,9.095109,11,1
2,2,noite,0,0,2,2,2,10,0,sabado,0,0.050686,4.298653,16,1
2,1,noite,0,0,1,1,1,3,0,sabado,0,0.050577,4.289373,0,0
2,1,tarde,0,0,3,3,2,7,1,sabado,0,0.15771,13.37523,0,1
76,1,manha,0,0,1,1,1,2,0,sabado,0,0.055523,4.708904,0,1
61,1,madrugada,0,0,1,1,1,2,0,sabado,0,0.053563,4.542622,0,1
27,1,noite,1,0,0,1,0,0,1,quarta-feira,0,0,0,0,1
24,48,tarde,1,0,22,23,12,1345,11,quarta-feira,0,7.038381,595.096044,0,0
43,4,noite,0,2,4,6,6,60,0,segunda-feira,0,0.649238,54.893182,116,1
79,7,noite,0,0,10,10,2,21,1,segunda-feira,7,0.344634,29.138853,45,1
44,1,noite,0,0,1,1,1,0,0,segunda-feira,0,0.04947,4.182674,6,0
8,2,tarde,0,0,3,3,0,0,2,segunda-feira,1,0.316647,26.772549,0,1
6,9,tarde,2,15,21,38,25,3088,9,domingo,1,5.279623,446.392845,114,1
4,2,tarde,0,0,2,2,2,13,0,domingo,0,0.055306,4.676089,0,1
8,1,noite,0,0,1,1,1,2,0,sabado,0,0.05462,4.618103,0,1
133,3,tarde,0,1,8,9,6,527,4,sabado,0,1.376866,116.413764,0,1
31,4,noite,0,1,6,7,6,217,1,terca-feira,0,0.433518,36.654475,4,1
39,67,noite,1,6,10,17,3,865,6,segunda-feira,1,1.074729,90.869917,0,1
51,2,manha,3,0,2,5,5,134,0,segunda-feira,0,0.113677,9.611763,51,1
162,1,madrugada,0,1,7,8,8,53,0,segunda-feira,0,0.443371,37.488472,18,1
22,1,madrugada,0,1,5,6,2,68,3,segunda-feira,1,0.329889,27.893231,0,1
6,3,noite,0,1,9,10,9,91,0,quinta-Feira,0,0.106174,8.972577,0,1
12,1,tarde,0,0,18,18,18,88,0,quarta-feira,0,0.929588,78.750411,0,1
5,1,madrugada,0,0,2,2,2,4,0,quarta-feira,0,0.105829,8.965339,0,1
42,2,tarde,0,0,5,5,1,11,2,terca-feira,2,0.545441,46.183628,0,1
5,1,madrugada,0,0,1,1,1,0,0,terca-feira,0,0.054081,4.579168,26,1
22,1,madrugada,0,0,1,1,0,0,1,terca-feira,0,0.048004,4.064634,0,1
22,1,tarde,0,0,5,5,5,11,0,segunda-feira,0,0.257714,21.821146,40,1
11,6,manha,7,1,16,24,8,246,0,segunda-feira,16,0.954496,80.819166,169,1
7,1,madrugada,0,0,1,1,1,0,0,segunda-feira,0,0.053483,4.528518,18,1
5,1,madrugada,0,0,1,1,1,2,0,segunda-feira,0,0.055533,4.702088,0,1
81,1,madrugada,0,0,4,4,3,6,1,segunda-feira,0,0.208316,17.638403,0,1
58,1,madrugada,7,1,15,23,7,195,0,segunda-feira,16,0.901139,76.30089,169,1
9,2,noite,0,2,7,9,7,69,1,domingo,1,0.586361,49.592065,0,1
17,1,tarde,0,0,1,1,0,0,0,domingo,1,0.054295,4.592028,0,0
5,1,madrugada,0,0,2,2,0,0,0,domingo,2,0.105657,8.935997,0,1
10,1,madrugada,0,0,1,1,0,0,0,domingo,1,0.05788,4.895219,0,1
35,1,noite,0,0,1,1,0,0,1,sexta-feira,0,0.057152,4.838861,0,1
5,1,tarde,0,0,2,2,0,0,1,sexta-feira,1,0.099608,8.433513,0,1
11,1,noite,0,0,1,1,1,14,0,quinta-Feira,0,0.05334,4.516204,0,1
29,1,noite,0,0,1,1,0,0,1,quarta-feira,0,0.055356,4.686853,0,0
21,1,noite,0,0,2,2,2,6,0,quarta-feira,0,0.110679,9.370946,0,1
86,1,noite,0,0,2,2,2,8,0,quarta-feira,0,0.113863,9.640579,0,1
30,1,noite,0,0,1,1,0,0,0,quarta-feira,1,0.053851,4.559449,0,1
21,1,madrugada,0,1,1,2,0,0,2,terca-feira,0,0,0,0,1
21,4,noite,0,0,3,3,3,34,0,segunda-feira,0,0.142336,12.051612,0,1
3,7,noite,0,0,2,2,2,159,0,segunda-feira,0,0.749406,63.452283,0,1
33,1,noite,0,0,2,2,1,5,1,domingo,0,0.112579,9.532065,0,1
9,1,noite,0,0,1,1,0,0,1,domingo,0,0.042857,3.628679,0,1
12,2,tarde,1,2,8,11,6,60,4,domingo,1,0.82974,70.254162,0,1
20,1,madrugada,0,1,2,3,2,41,0,domingo,1,0.173565,14.695751,0,1
17,1,madrugada,0,0,1,1,1,2,0,domingo,0,0.051357,4.34836,0,1
5,1,madrugada,3,0,0,3,3,255,0,domingo,0,0,0,19,1
5,1,noite,0,0,4,4,1,8,1,sabado,2,0.214226,18.13855,0,1
20,1,madrugada,0,1,1,2,0,0,2,sabado,0,0.108295,9.154192,0,1
18,1,madrugada,0,0,1,1,1,3,0,sabado,0,0.047324,4.000287,0,1
17,1,noite,0,0,1,1,0,0,1,sexta-feira,0,0,0,0,1
12,1,noite,0,0,0,0,0,0,1,quinta-Feira,6,0,0,0,1
15,1,tarde,0,0,2,2,2,6,0,segunda-feira,0,0,0,0,1
70,1,noite,0,1,3,4,0,0,4,domingo,0,0.206191,17.429295,0,1
172,2,madrugada,0,1,7,8,1,4,5,domingo,1,0.370868,31.349498,0,1
49,1,noite,0,0,2,2,2,6,0,sexta-feira,0,0.111372,9.369089,0,1
63,21,tarde,3,1,19,23,7,117,13,terca-feira,2,4.186579,352.377785,0,1
54,2,noite,1,1,8,10,1,2,8,segunda-feira,1,0,0,0,0
41,1,noite,0,1,5,6,6,56,0,domingo,0,0.334413,28.085701,0,1
49,3,manha,0,0,1,1,1,35,0,sexta-feira,0,0,0,0,1
16,1,madrugada,0,0,1,1,0,0,1,domingo,0,0.056326,4.728221,0,0
6,2,tarde,0,0,2,2,0,0,0,quinta-Feira,2,0.105969,8.895327,0,0
58,1,manha,0,1,0,1,0,0,0,sabado,1,0.052258,4.386713,0,0
35,1,manha,1,0,2,3,3,111,0,quinta-Feira,0,0.110417,9.274471,0,1
2,2,tarde,0,0,2,2,2,6,0,terca-feira,0,0.187245,15.727649,0,1
21,1,noite,0,0,1,1,0,0,0,segunda-feira,1,0.053088,4.442823,0,1
94,1,noite,0,0,1,1,0,0,1,domingo,0,0.060869,5.094,0,0
34,5,manha,0,6,16,22,18,431,1,domingo,1,0.892733,74.711083,539,1
4,1,tarde,0,0,1,1,0,0,0,sexta-feira,1,0.055698,4.661215,0,1
57,2,noite,0,0,5,5,5,31,0,quinta-Feira,0,0.549994,45.801263,32,1
9,1,noite,0,0,1,1,0,0,0,quarta-feira,1,0.052724,4.390677,0,0
12,257,noite,157,50,552,759,550,14036,88,terca-feira,98,68.406414,5696.597156,6849,1
11,1,noite,0,0,5,5,5,16,0,terca-feira,0,0.273156,22.747583,9,0
13,1,noite,2,2,0,4,0,0,4,terca-feira,0,0.10938,9.108794,0,1
26,2,tarde,0,1,2,3,3,6,0,domingo,0,0.336786,27.982059,34,1
7,1,noite,0,0,9,9,4,27,5,sabado,0,0.489584,40.677397,0,1
77,13,noite,0,1,12,13,9,332,3,sabado,1,0.64855,53.885197,0,0
65,2,manha,0,0,11,11,1,2,10,sabado,0,0.109549,9.101947,0,0
41,1,madrugada,0,0,2,2,1,2,1,sabado,0,0.108262,8.995041,0,1
7,1,noite,0,0,3,3,0,0,3,sexta-feira,0,0.168171,13.972569,0,1
8,1,tarde,0,0,1,1,0,0,0,sexta-feira,1,0.054943,4.564972,0,0
10,1,tarde,0,0,2,2,1,6,1,sexta-feira,0,0.11057,9.186814,0,1
2,4,noite,0,0,123,123,123,746,0,quinta-Feira,0,7.726022,641.92161,0,1
16,1,tarde,0,0,7,7,7,14,0,quinta-Feira,0,0.43638,36.256955,0,0
53,1,tarde,0,0,2,2,0,0,2,quinta-Feira,0,0.104454,8.678628,0,1
5,3,tarde,0,0,4,4,4,6,0,quinta-Feira,0,0.327616,27.220173,29,1
7,1,tarde,0,0,2,2,2,2,0,quinta-Feira,0,0.113549,9.434254,7,1
32,1,manha,0,0,2,2,1,3,0,quinta-Feira,1,0.106023,8.808983,0,0
41,2,manha,1,0,3,4,4,257,0,quarta-feira,0,0.274919,22.855036,0,1
65,3,madrugada,0,1,14,15,13,229,1,quarta-feira,1,1.760619,146.366559,0,1
18,2,madrugada,0,0,3,3,3,3,0,quarta-feira,0,0.270645,22.49968,4,1
10,1,manha,0,0,3,3,1,2,2,terca-feira,0,0.158275,13.165683,0,1
31,6,manha,0,0,1,1,0,0,1,terca-feira,0,0.329471,27.406257,0,1
7,1,manha,0,0,1,1,1,4,0,terca-feira,0,0.055466,4.613827,0,0
47,2,manha,1,0,3,4,4,119,0,terca-feira,0,0.276702,23.016752,0,1
24,2,madrugada,0,1,3,4,3,3,1,terca-feira,0,0.218036,18.13675,10,1
35,1,madrugada,1,0,4,5,5,84,0,terca-feira,0,0.217009,18.059929,0,1
15,2,madrugada,0,0,4,4,2,16,0,terca-feira,2,0.420291,34.97744,16,1
35,1,noite,0,0,1,1,0,0,1,segunda-feira,0,0.048937,4.072614,0,1
20,6,madrugada,3,0,8,11,10,124,0,segunda-feira,0,0.467981,38.978034,68,1
216,10,noite,0,10,16,26,17,555,0,domingo,4,3.481169,289.945559,717,1
41,2,madrugada,0,3,5,8,4,65,1,domingo,3,0.335919,27.978555,0,0
18,2,tarde,0,0,2,2,1,2,1,sabado,0,0.167233,13.928748,0,1
22,2,tarde,0,0,2,2,1,2,1,sabado,0,0.160081,13.333103,0,0
9,2,madrugada,0,0,3,3,3,17,0,sabado,0,0.265547,22.11731,28,1
11,3,noite,0,0,2,2,1,6,1,quinta-Feira,0,0.219114,18.249643,0,1
6,1,tarde,0,0,1,1,0,0,0,quarta-feira,1,0.052223,4.349541,0,1
20,1,noite,1,0,2,3,3,527,0,terca-feira,0,0.110628,9.219658,0,1
30,1,manha,0,0,2,2,0,0,0,terca-feira,2,0.110035,9.170237,0,0
42,3,noite,0,0,4,4,4,20,0,segunda-feira,0,0.335255,27.939976,33,1
101,40,tarde,1,0,22,23,4,44,19,quarta-feira,0,3.009654,250.555901,0,0
14,10,noite,0,0,3,3,2,14,1,segunda-feira,0,0.171903,14.311084,0,1
9,5,noite,0,1,5,6,2,29,2,domingo,2,0.549292,45.728953,0,0
49,3,madrugada,0,0,4,4,4,112,0,domingo,0,0.110637,9.210609,0,1
13,1,tarde,2,2,0,4,0,0,4,sabado,0,0.10942,9.109312,0,1
8,1,manha,0,0,1,1,1,2,0,sabado,0,0.052009,4.329778,0,0
8,1,tarde,0,0,4,4,3,10,0,sexta-feira,1,0.227675,18.953949,6,0
8,1,manha,0,0,1,1,1,4,0,sexta-feira,0,0.054393,4.528233,0,1
8,2,noite,0,1,4,5,3,166,0,quinta-Feira,2,0.285477,23.765973,0,0
24,1,madrugada,0,0,1,1,1,9,0,quinta-Feira,0,0.053266,4.434468,0,1
31,2,tarde,0,0,1,1,1,43,0,domingo,0,0.108643,9.500142,0,1
273,1,madrugada,0,0,9,9,7,79,0,domingo,2,0.493873,40.746453,20,0
3,8,noite,0,0,2,2,2,115,0,sexta-feira,0,0.767785,63.345224,0,1
4,9,madrugada,0,2,20,22,22,150,0,domingo,0,0.708041,58.383902,59,1
45,2,noite,0,1,3,4,4,20,0,sabado,0,0.165761,13.668387,19,1
3,6,madrugada,0,0,2,2,2,68,0,sabado,0,0.5444,44.89046,0,1
36,1,madrugada,0,0,1,1,0,0,1,terca-feira,0,0.05061,4.425584,0,1
4,1,madrugada,0,0,1,1,0,0,0,terca-feira,1,0.053752,4.432327,0,0
6,1,noite,0,0,2,2,2,2,0,segunda-feira,0,0.109513,9.025483,19,1
3,1,tarde,0,0,2,2,2,18,0,segunda-feira,0,0.113725,9.378641,0,1
3,1,tarde,1,0,7,8,7,1565,1,segunda-feira,0,0.387525,31.958364,0,1
25,1,madrugada,0,1,5,6,3,43,3,segunda-feira,0,0,0,0,1
106,1,noite,0,1,10,11,11,115,0,sabado,0,0.585031,48.167338,0,1
8,1,noite,0,0,3,3,1,7,0,sexta-feira,2,0.146456,12.058153,0,1
44,15,noite,2,18,56,76,51,1446,13,sexta-feira,1,0.38791,32.004036,276,1
5,1,tarde,0,0,1,1,0,0,1,sexta-feira,0,0.051551,4.551034,0,1
26,1,tarde,0,2,13,15,8,129,6,sexta-feira,1,0.842936,69.436556,0,1
23,1,noite,0,0,17,17,14,49,4,quinta-Feira,0,0.896406,79.056763,0,1
6,3,tarde,131,0,2,133,133,3807,0,quinta-Feira,0,0.096181,8.482485,0,1
9,2,noite,0,0,1,1,1,9,0,quarta-feira,0,0.049955,4.405654,0,1
27,11,tarde,0,0,190,190,190,407,0,quarta-feira,0,13.794401,1216.180537,5656,1
39,2,noite,0,1,3,4,3,28,0,terca-feira,1,0.208405,18.40646,0,1
11,1,noite,0,0,1,1,0,0,1,terca-feira,0,0.053873,4.758116,0,1
14,1,tarde,0,0,2,2,0,0,2,terca-feira,0,0.101561,8.969932,0,1
12,1,tarde,0,0,1,1,1,2,0,terca-feira,0,0.054114,4.779397,0,1
52,1,madrugada,0,0,1,1,1,5,0,terca-feira,0,0.051967,4.589725,0,0
12,1,madrugada,0,0,1,1,0,0,1,terca-feira,0,0.044304,3.913083,0,0
81,27,madrugada,0,2,189,191,189,714,0,terca-feira,2,40.465646,3575.887387,17007,1
