@relation 'pouchdb-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R4,14,17,36,44,53'

@attribute forward_links {false,true}
@attribute other_files numeric
@attribute new_entropy numeric
@attribute requester {pgte,greenkeeperio-bot,d0ugal,nolanlawson,daleharvey,adamlofts,tangollama,cdaringe,nickcolley,unpete,AntonioVdlC,tonylukasavage,iivvoo,garethbowen,Hypercubed,dahjelle,mroeder,sgenoud,beardicus,jacwright,bbenezech,anaran,pixelistik,willholley,KlausTrainer,Arslanbekov,fivetanley,daedlock,joshblour,RichiH,tmct,fiatjaf,mudcube,jerem,EuAndreh,wheresrhys,filoozom,garrensmith,wilk,lupomontero,rubensayshi,carloshanson,stephenlautier,bdchauvette,janraasch,swashcap,Charlotteis,mwksl,tohagan,colinskow,adamvert,ermouth,ntwcklng,scottmtp,omsmith,robertkowalski,denis-sokolov,nicolasbrugneaux,olafura,karolklp,mattbailey,Dashed,bedney,karlwestin,michalchochol,sirkitree,calvinmetcalf,kkirsche,jhs,victorkohl,slaskis,marten-de-vries,janl,nichoth,thriqon,suziwen,mainakae,yaronyg,dholth,AGBrown,jo,gr2m,viskin,alax,neojski,RichardLitt,sphaso,ronag,jjd314,oliviertassinari,yungchin,svnlto,cyrusbowman,ialbescu,jchris,tannerlinsley,tOkeshu,shimaore,slang800,tyler-johnson,JakeChampion,jez0990,rsutphin,BigBlueHat,gabrielnau,glynnbird,robertkeizer,lokeshj,anubes19,backspace,tomsun,KSchreyer,rudasn,jacargentina,cschwarz,webinista,runlevelsix,gitter-badger,yurtaev,vvo,ktarasz,azu,tomraithel,ahizzle,redgeoff,refractalize,runetvilum,frankrousseau,ssured,desertzebra,commandoline,PeterDaveHello,explorigin,ajkerrigan,dereke,guglie,redtrumpet,jprichardson,haustraliaer,bmihelac,klaemo,falmp,mdebski,yunhaia,qs44,adamshih,ig3,trokster,erikwaing,jtbarker,davedoesdev,valotas,krists,saubaer,vw52,virgie,sygi}
@attribute req_follows_integrator {false,true}
@attribute status {0,1}

@data
false,0,8.714547,willholley,false,1
false,0,4.499356,willholley,false,1
false,1,101.974267,nolanlawson,true,1
false,0,25.984363,daleharvey,false,1
false,7,46.316901,nolanlawson,true,1
true,0,101.715422,nolanlawson,false,0
false,0,153.164587,daleharvey,false,1
false,0,19.36199,nolanlawson,true,1
false,0,3.822054,willholley,false,1
false,0,8.349804,daleharvey,false,0
false,0,3.675459,willholley,false,1
false,0,4.595161,KSchreyer,false,1
false,0,5.019091,KSchreyer,false,1
false,0,4.347099,nolanlawson,true,1
true,0,4.365742,glynnbird,false,0
false,0,4.662309,nolanlawson,true,1
false,1,5.029655,daleharvey,false,1
false,0,4.595891,nolanlawson,true,1
false,0,4.954606,nolanlawson,true,1
false,1,19.94263,daleharvey,false,1
false,0,9.286505,willholley,false,1
false,0,4.215524,willholley,false,1
false,0,93.968351,rudasn,false,1
false,0,4.214359,willholley,false,1
false,0,4.463567,daleharvey,false,0
false,0,15.626695,daleharvey,false,0
false,0,8.945208,willholley,false,1
false,1,25.486299,daleharvey,false,1
false,0,19.606527,willholley,false,1
false,0,13.35902,daleharvey,false,0
false,1,5.165557,daleharvey,false,0
false,0,57.097092,nolanlawson,true,1
false,1,5.165557,yaronyg,true,0
false,0,4.896329,jacargentina,false,1
false,0,14.075238,nolanlawson,true,1
false,2,42.674393,nolanlawson,true,1
false,0,8.349804,cschwarz,true,1
false,0,4.976033,nolanlawson,true,1
false,0,4.744904,daleharvey,false,1
false,0,8.756492,rudasn,false,0
false,0,4.130947,rudasn,false,0
false,0,4.61583,nolanlawson,true,1
false,5,51.80155,nolanlawson,true,1
false,0,4.979915,webinista,true,1
false,1,4.385338,daleharvey,false,1
false,0,18.781461,daleharvey,false,0
false,6,89.200863,rudasn,false,1
false,1,75.991259,daleharvey,false,0
false,0,4.587463,nolanlawson,false,1
false,1,28.684931,yaronyg,false,1
false,0,4.826037,daleharvey,false,1
false,0,12.998999,daleharvey,false,1
false,1,52.014117,yaronyg,true,1
false,0,13.07993,calvinmetcalf,false,1
false,0,30.946839,nolanlawson,false,0
false,0,4.975178,jacargentina,false,1
false,1,14.184269,marten-de-vries,false,1
false,1,5.192409,nolanlawson,false,1
false,0,8.853231,nolanlawson,false,1
false,0,30.946839,nolanlawson,false,0
false,0,8.570256,nolanlawson,false,0
false,0,4.752993,nolanlawson,false,1
false,0,4.954932,nickcolley,false,1
false,0,4.267131,nolanlawson,false,0
false,0,4.847313,nolanlawson,false,1
false,0,8.788589,nolanlawson,true,0
false,21,13.173505,nickcolley,false,1
false,0,4.871151,nolanlawson,false,1
false,0,54.652841,nickcolley,false,1
false,1,23.630031,nolanlawson,false,1
false,0,9.140835,marten-de-vries,false,1
false,0,4.600878,runlevelsix,false,1
false,0,4.60605,runlevelsix,false,1
true,1,22.375951,jacargentina,false,1
false,0,4.710346,gitter-badger,false,0
false,1,4.516068,nolanlawson,true,1
false,0,4.747935,webinista,true,1
false,0,4.156115,yurtaev,false,1
false,0,5.046503,nickcolley,true,1
false,0,9.559782,nickcolley,false,0
false,0,4.770325,nolanlawson,true,1
false,2,44.338472,vvo,false,1
false,0,8.986528,nolanlawson,true,1
false,0,49.706161,nolanlawson,true,1
false,0,4.56894,nolanlawson,true,1
false,0,5.264884,nolanlawson,false,1
false,1,24.342842,nolanlawson,false,1
false,0,4.846683,nolanlawson,false,1
false,0,5.01131,nolanlawson,true,1
false,2,19.355004,daleharvey,false,1
false,0,4.617689,nolanlawson,true,1
false,0,26.480851,nolanlawson,true,1
false,1,41.104559,nolanlawson,true,1
false,1,9.613627,daleharvey,false,0
false,0,4.310995,nolanlawson,true,1
false,1,5.3961,daleharvey,false,0
false,1,0,daleharvey,false,1
false,0,13.535911,nolanlawson,true,1
false,0,0,nolanlawson,true,1
false,0,69.253202,nolanlawson,true,0
false,0,4.567668,nolanlawson,true,1
false,1,4.587162,daleharvey,false,1
false,0,4.222591,ktarasz,false,1
false,0,4.18486,nolanlawson,false,1
false,3,18.821006,nolanlawson,true,1
false,0,4.894317,nolanlawson,true,1
false,41,18.039767,daleharvey,false,1
false,0,4.770226,azu,false,1
false,0,8.626952,nolanlawson,true,1
false,0,4.815492,daleharvey,false,1
false,1,4.962852,nolanlawson,false,0
false,1,5.318357,nolanlawson,true,0
false,1,5.358674,daleharvey,false,0
false,0,4.605754,daleharvey,false,1
false,0,9.774581,nolanlawson,true,1
false,1,5.326495,daleharvey,false,0
false,0,17.500265,daleharvey,false,1
false,0,17.546009,daleharvey,false,1
true,0,4.734611,yaronyg,true,1
false,1,19.095817,daleharvey,false,1
false,0,23.855135,daleharvey,false,0
false,0,4.749777,nickcolley,false,0
false,0,4.55737,nickcolley,true,1
false,0,23.590251,nolanlawson,true,0
false,0,9.384989,tyler-johnson,false,1
false,0,28.604281,calvinmetcalf,false,1
false,0,4.047811,tomraithel,false,1
false,0,14.87727,nolanlawson,true,1
false,0,4.409542,daleharvey,false,1
false,1,57.739764,daleharvey,false,0
false,0,18.016785,tyler-johnson,false,0
false,1,14.896738,nickcolley,true,1
true,1,14.896498,daleharvey,false,0
false,0,5.089418,nolanlawson,false,1
false,0,23.382486,daleharvey,false,1
false,0,9.344694,nickcolley,true,0
false,0,3.782069,nickcolley,true,1
false,0,10.296274,daleharvey,false,1
false,1,4.681955,daleharvey,false,0
false,1,4.508004,daleharvey,false,1
false,0,4.465202,daleharvey,false,1
false,0,9.210759,nolanlawson,true,1
false,0,4.836723,nolanlawson,true,1
false,0,13.668266,nolanlawson,true,1
false,0,10.23931,nolanlawson,true,1
false,0,4.924415,nolanlawson,true,1
false,0,4.746911,nolanlawson,true,1
false,0,10.414597,nolanlawson,true,1
false,1,29.333349,nolanlawson,false,0
false,0,14.655282,nolanlawson,true,1
false,0,3.646736,nolanlawson,true,1
false,2,25.004485,nolanlawson,false,0
false,2,25.227918,nolanlawson,false,0
false,1,35.900285,nolanlawson,false,1
false,1,5.369003,nolanlawson,false,0
false,0,26.682632,nolanlawson,true,1
false,0,5.038678,nolanlawson,true,1
false,32,150.112041,nolanlawson,false,0
false,0,9.732176,nolanlawson,false,0
false,0,40.212283,nolanlawson,true,1
false,0,5.128648,nolanlawson,true,1
false,0,4.446872,ahizzle,false,0
false,0,9.333823,nolanlawson,true,1
false,32,105.704627,nolanlawson,true,1
false,0,9.055567,nolanlawson,true,1
false,0,4.383818,calvinmetcalf,true,1
false,0,4.580883,ahizzle,false,0
false,1,29.971478,calvinmetcalf,false,1
false,0,9.113212,nolanlawson,true,1
false,1,42.701419,daleharvey,false,1
false,0,22.302,daleharvey,false,1
false,0,22.071452,calvinmetcalf,true,1
false,0,4.604219,daleharvey,false,0
false,0,5.03026,redgeoff,false,1
false,0,4.112218,jchris,false,1
true,0,4.604219,jchris,false,1
false,1,30.261115,daleharvey,false,0
false,0,9.676908,daleharvey,false,1
false,1,15.195869,daleharvey,false,1
false,0,31.698543,daleharvey,false,1
false,0,5.001201,nolanlawson,true,1
false,32,304.93342,nolanlawson,false,0
false,0,18.167254,refractalize,false,1
false,0,8.721769,runetvilum,false,1
false,0,10.185328,nolanlawson,true,1
false,0,36.300989,calvinmetcalf,true,1
false,0,41.679168,nolanlawson,true,1
false,0,53.32035,nolanlawson,true,1
false,0,86.040766,nolanlawson,true,1
false,0,4.722583,nolanlawson,false,0
false,0,4.901305,nolanlawson,true,1
false,0,4.969258,nolanlawson,true,1
false,2,101.522348,nolanlawson,true,1
false,2,32.630581,daleharvey,false,1
false,0,4.549226,daleharvey,false,1
false,0,4.585543,daleharvey,false,1
false,2,27.703708,daleharvey,false,0
false,2,22.753496,daleharvey,false,0
false,1,13.72145,calvinmetcalf,false,0
false,2,23.883413,calvinmetcalf,false,0
false,0,4.741313,nickcolley,true,1
false,0,4.549226,nolanlawson,true,0
false,0,17.657655,nolanlawson,true,1
false,0,12.607929,calvinmetcalf,true,1
false,5,28.017069,nolanlawson,false,1
false,0,4.878146,nolanlawson,false,1
false,0,5.065034,nolanlawson,true,1
false,1,8.534318,calvinmetcalf,true,1
false,0,8.860339,calvinmetcalf,true,0
false,1,31.996043,nickcolley,true,0
false,0,4.795862,dahjelle,false,1
false,0,4.360892,nolanlawson,false,1
false,0,9.006224,calvinmetcalf,true,1
false,4,97.757635,nolanlawson,true,0
false,0,4.388239,daleharvey,false,1
false,0,19.096382,nickcolley,false,1
false,1,5.113225,daleharvey,false,0
false,0,13.073818,jacargentina,false,1
false,0,9.317331,marten-de-vries,false,1
false,1,13.073818,jacargentina,false,0
true,0,4.215631,frankrousseau,false,0
false,0,9.21277,jacargentina,false,1
false,0,4.345985,jacargentina,false,0
false,4,27.876432,nolanlawson,false,1
false,0,18.141291,nolanlawson,false,1
false,0,13.748614,calvinmetcalf,false,1
false,0,5.08565,ssured,false,0
false,1,5.087084,calvinmetcalf,false,1
false,1,4.587028,nolanlawson,false,0
false,1,0,nolanlawson,false,1
false,1,69.390027,calvinmetcalf,false,1
false,0,4.914964,nolanlawson,false,1
false,0,13.35271,nolanlawson,false,1
false,1,4.599207,nolanlawson,false,0
true,1,73.561651,nolanlawson,false,0
false,1,22.998858,nolanlawson,false,1
false,1,5.389299,nolanlawson,false,0
true,0,0,nolanlawson,false,1
false,0,4.164285,nolanlawson,false,1
false,0,24.188898,nolanlawson,false,1
false,0,4.939779,nolanlawson,false,1
false,4,32.461229,nolanlawson,false,1
false,0,4.171908,calvinmetcalf,true,0
false,1,4.530775,nolanlawson,false,1
false,0,8.646104,calvinmetcalf,false,1
false,0,9.239926,nolanlawson,false,1
false,0,46.185452,nolanlawson,false,0
false,0,17.965932,nolanlawson,false,1
false,0,46.623307,ssured,true,0
false,1,10.370072,nolanlawson,true,1
false,0,4.639259,calvinmetcalf,false,0
false,0,9.715415,nolanlawson,true,0
false,0,5.008127,desertzebra,false,1
false,0,9.144377,calvinmetcalf,true,1
false,0,27.624633,calvinmetcalf,false,1
false,0,4.735685,refractalize,false,0
false,0,18.729746,nolanlawson,true,1
false,0,5.112357,nolanlawson,false,1
false,0,9.181969,nolanlawson,false,1
false,0,9.437247,commandoline,false,1
false,0,4.622421,calvinmetcalf,true,1
false,0,35.769877,nolanlawson,false,1
false,0,37.864601,nickcolley,true,1
true,0,8.896916,calvinmetcalf,false,0
false,1,14.150991,daleharvey,false,0
false,0,4.174243,daleharvey,false,1
false,0,4.361596,daleharvey,false,1
false,2,34.71374,nickcolley,true,1
false,1,5.131314,daleharvey,false,0
false,0,4.869507,daleharvey,false,1
false,0,3.744917,nolanlawson,true,1
false,0,36.976211,calvinmetcalf,true,1
false,0,14.799042,nolanlawson,false,1
false,0,8.666104,daleharvey,false,1
false,0,8.012399,nolanlawson,true,1
false,1,5.131314,daleharvey,false,0
false,0,17.833033,calvinmetcalf,true,1
false,0,4.904318,desertzebra,false,1
false,0,4.45304,nickcolley,true,1
true,1,18.420917,calvinmetcalf,false,0
false,1,4.591716,PeterDaveHello,false,1
false,0,4.961424,calvinmetcalf,false,0
false,2,4.526358,nolanlawson,true,1
false,0,5.118148,nolanlawson,true,1
false,0,4.976185,nolanlawson,true,1
false,1,19.421378,nolanlawson,false,0
false,0,4.426508,calvinmetcalf,true,1
false,4,23.095524,nolanlawson,true,1
false,1,9.976905,nolanlawson,true,0
false,1,5.201657,calvinmetcalf,true,1
false,1,4.218385,nolanlawson,true,1
false,0,4.447855,nolanlawson,false,0
false,0,4.382396,nolanlawson,true,1
false,0,4.746125,nolanlawson,false,1
false,0,8.753647,nolanlawson,false,1
false,0,9.430958,nolanlawson,true,1
false,0,4.201893,calvinmetcalf,false,0
false,0,17.914201,calvinmetcalf,true,1
false,0,13.93218,nolanlawson,true,0
false,0,13.49104,nolanlawson,true,1
false,1,5.416824,nolanlawson,false,0
false,3,28.157015,nolanlawson,true,1
false,1,4.528632,nolanlawson,false,0
false,0,9.150332,nolanlawson,true,1
false,0,4.704543,nolanlawson,true,0
false,1,5.403265,nolanlawson,false,0
false,0,4.820085,nolanlawson,false,1
false,0,4.736209,nolanlawson,false,1
false,0,41.523141,calvinmetcalf,true,1
false,0,9.788449,jacargentina,false,1
false,1,27.680639,nolanlawson,false,0
false,1,4.300405,nolanlawson,false,0
false,0,9.980421,nolanlawson,true,1
false,1,9.133117,nolanlawson,true,1
false,0,4.781109,nolanlawson,false,1
false,0,85.868218,nolanlawson,true,0
false,0,9.203787,nickcolley,true,1
false,0,29.434624,nickcolley,true,1
false,0,9.993804,nolanlawson,true,1
false,1,13.378444,calvinmetcalf,true,0
false,0,4.436627,nolanlawson,false,1
false,0,4.818139,nolanlawson,true,1
false,0,4.240565,calvinmetcalf,true,1
false,0,4.49837,nolanlawson,true,0
false,0,28.023679,nickcolley,true,1
false,0,5.005941,nolanlawson,true,0
false,0,4.498245,nolanlawson,true,0
false,0,0,nolanlawson,true,1
false,0,9.125937,nickcolley,true,1
false,1,27.612932,nickcolley,true,1
false,1,5.153455,daleharvey,false,1
false,0,27.432045,nolanlawson,false,1
true,0,17.651275,nolanlawson,true,1
false,1,5.194538,nolanlawson,false,1
false,1,62.461519,nolanlawson,false,1
false,1,18.236371,calvinmetcalf,true,1
false,1,19.466802,nolanlawson,false,0
true,1,72.079175,calvinmetcalf,true,0
false,0,8.519505,nolanlawson,true,1
false,0,18.138764,nolanlawson,true,1
true,2,60.085259,explorigin,false,1
false,0,18.056239,nolanlawson,false,0
false,1,46.060266,calvinmetcalf,false,1
true,0,8.864379,robertkeizer,false,1
false,0,9.358042,nolanlawson,false,0
false,0,27.042349,nolanlawson,true,1
false,0,4.68366,nolanlawson,false,1
true,0,4.585653,calvinmetcalf,false,0
false,0,4.92017,nolanlawson,true,1
false,0,9.970539,nolanlawson,true,1
true,0,4.575658,nolanlawson,false,0
true,0,4.55485,nolanlawson,false,0
false,0,4.677347,ajkerrigan,false,1
false,0,9.548584,nolanlawson,false,1
false,0,4.365423,nolanlawson,true,1
false,0,9.146734,dereke,false,0
false,1,5.499184,nolanlawson,false,1
false,1,14.509033,nolanlawson,false,0
true,0,4.554365,nolanlawson,false,1
false,0,9.00448,commandoline,false,1
false,0,13.599393,nolanlawson,false,0
false,0,4.595208,nolanlawson,false,0
false,1,5.174488,nolanlawson,false,1
false,0,4.815009,calvinmetcalf,true,1
false,0,27.193998,nolanlawson,true,1
false,0,4.521078,guglie,false,1
false,0,4.574802,redtrumpet,false,1
false,2,9.740145,nolanlawson,false,0
false,2,9.538976,nolanlawson,false,1
false,1,4.368825,jprichardson,true,0
false,2,9.878576,nolanlawson,false,1
false,0,4.329169,calvinmetcalf,true,1
false,0,5.024298,nolanlawson,false,1
false,0,4.813434,nolanlawson,true,1
false,0,4.753548,guglie,false,1
false,0,21.202674,nolanlawson,true,0
false,0,8.743641,redtrumpet,false,1
false,3,9.528066,nolanlawson,true,1
false,0,10.28552,nolanlawson,true,1
false,10,222.704096,nolanlawson,false,1
false,0,4.06901,nolanlawson,true,1
false,0,31.082748,nolanlawson,true,1
false,0,8.819575,nolanlawson,true,1
false,0,4.675979,nolanlawson,true,1
false,0,25.714077,nolanlawson,true,1
false,0,4.488784,nolanlawson,false,0
false,0,5.145567,nolanlawson,true,1
false,3,9.253851,nolanlawson,false,1
false,2,28.264285,nolanlawson,true,1
false,2,23.359525,nolanlawson,false,1
false,0,4.440241,redtrumpet,false,0
false,1,4.357892,haustraliaer,false,0
false,0,5.049285,nolanlawson,true,1
false,0,13.930497,redtrumpet,false,1
false,4,47.400313,nolanlawson,true,1
false,0,4.800011,nolanlawson,true,1
false,1,4.566889,nolanlawson,true,1
false,0,5.013374,commandoline,false,1
false,0,8.831289,nolanlawson,true,1
false,3,64.351592,nolanlawson,false,1
false,0,4.274041,ssured,false,1
false,0,17.270596,nolanlawson,false,0
false,2,19.285287,nolanlawson,true,1
false,0,4.357652,nolanlawson,false,0
false,0,4.877949,nolanlawson,true,1
false,0,17.248146,nolanlawson,false,0
false,0,4.884956,nolanlawson,true,1
false,1,4.975603,nolanlawson,false,1
false,1,8.838298,nolanlawson,false,0
false,1,24.643084,nolanlawson,true,1
false,0,17.716854,calvinmetcalf,false,0
false,0,4.768875,nolanlawson,true,1
false,0,4.656114,nolanlawson,true,1
false,1,9.220583,calvinmetcalf,false,0
false,0,5.115066,nolanlawson,true,1
false,12,88.565678,nolanlawson,true,1
false,0,4.199174,nolanlawson,true,1
false,0,8.852868,nolanlawson,true,1
false,0,10.134326,daleharvey,false,0
false,0,13.403186,nolanlawson,true,1
false,1,4.253272,nolanlawson,true,1
false,1,4.49586,daleharvey,false,1
false,1,28.074533,nolanlawson,true,1
false,1,0,nolanlawson,false,0
false,0,18.993293,calvinmetcalf,true,1
false,2,29.865073,daleharvey,false,0
false,0,17.897512,daleharvey,false,1
false,0,32.274796,daleharvey,false,0
false,1,4.303296,nolanlawson,true,1
false,0,4.976934,nolanlawson,true,1
false,0,23.222283,nickcolley,true,1
false,10,19.420407,nolanlawson,true,1
false,0,4.441928,bmihelac,false,1
false,2,29.641041,nolanlawson,false,0
false,0,4.664025,nolanlawson,true,1
false,0,4.224177,nolanlawson,false,1
false,0,0,nolanlawson,false,0
false,2,30.185237,nolanlawson,true,1
false,0,0,nolanlawson,false,1
false,1,14.908283,nolanlawson,false,1
false,1,5.426812,nolanlawson,false,0
false,0,9.031318,klaemo,false,1
false,1,5.233496,nolanlawson,false,0
false,0,9.294458,nolanlawson,true,1
false,1,9.372395,nolanlawson,false,1
false,0,4.611868,falmp,false,1
false,1,0,daleharvey,false,1
false,0,8.474961,nolanlawson,false,1
false,0,4.429837,nolanlawson,true,1
false,1,3.989526,calvinmetcalf,true,1
false,1,4.651278,calvinmetcalf,true,1
false,1,0,nolanlawson,false,0
false,0,4.722031,nolanlawson,true,1
false,2,0,nolanlawson,false,0
false,0,0,nolanlawson,true,1
false,1,9.089084,nolanlawson,true,1
false,1,4.50156,nolanlawson,true,1
false,4,146.94761,nolanlawson,false,0
false,0,5.200234,nolanlawson,true,1
false,4,148.508081,nolanlawson,false,0
false,0,4.743077,nolanlawson,true,1
false,0,0,nolanlawson,true,1
false,4,142.366058,nolanlawson,false,0
false,0,27.506287,mdebski,false,0
false,10,0,nolanlawson,false,0
false,4,0,nolanlawson,false,1
true,1,0,calvinmetcalf,true,0
false,0,0,nolanlawson,false,1
false,1,4.618733,nolanlawson,false,1
false,3,9.602539,calvinmetcalf,true,1
false,1,5.134579,daleharvey,false,0
false,0,4.651568,yunhaia,false,1
false,0,4.013714,daleharvey,false,1
false,1,18.922473,qs44,false,1
false,0,4.999726,nolanlawson,true,1
false,0,4.444831,nolanlawson,false,1
false,1,9.563602,daleharvey,false,1
false,0,4.293565,nolanlawson,false,1
false,0,4.641517,nolanlawson,false,1
false,0,4.943736,yunhaia,false,0
true,0,4.888174,yunhaia,false,0
true,0,4.422602,yunhaia,false,1
false,0,8.869955,mdebski,false,1
false,0,27.254152,nolanlawson,false,0
false,0,3.985956,calvinmetcalf,true,1
false,1,18.700514,nolanlawson,true,1
false,0,17.445405,nolanlawson,true,1
false,0,4.727441,nolanlawson,true,1
false,0,0,nolanlawson,false,0
false,0,5.0874,nolanlawson,false,0
false,0,4.797259,nolanlawson,false,0
false,0,4.919101,calvinmetcalf,false,1
false,0,4.760459,nolanlawson,false,1
false,2,31.305292,calvinmetcalf,true,1
false,1,5.135065,nolanlawson,false,0
false,0,0,nolanlawson,true,1
false,2,8.460708,adamshih,false,1
false,1,4.480812,daleharvey,false,1
false,1,24.378069,daleharvey,false,1
false,1,4.122106,nolanlawson,false,1
false,1,19.94482,nolanlawson,false,0
false,1,14.694661,daleharvey,false,0
false,0,8.982448,nolanlawson,true,1
false,2,8.429989,calvinmetcalf,false,1
false,0,0,nolanlawson,false,0
false,0,0,nolanlawson,false,1
false,0,5.013495,nolanlawson,true,1
false,0,4.386857,calvinmetcalf,true,1
false,0,21.20767,calvinmetcalf,true,1
false,3,47.301278,adamshih,false,1
false,3,63.362604,nolanlawson,false,1
false,0,5.129921,nolanlawson,true,1
false,0,4.212885,calvinmetcalf,true,1
false,0,4.499936,ig3,false,1
false,1,4.60037,calvinmetcalf,true,1
false,0,4.166916,trokster,false,1
true,0,9.46315,trokster,false,0
false,0,46.629143,trokster,false,0
false,0,51.15626,trokster,false,0
false,0,4.700493,erikwaing,false,1
false,0,14.060125,erikwaing,false,0
false,0,12.810544,jtbarker,false,1
false,0,13.916031,erikwaing,false,1
false,0,4.344391,nolanlawson,true,1
false,2,37.777926,adamshih,true,1
false,5,193.294245,calvinmetcalf,false,1
false,0,4.500603,ig3,false,0
false,0,36.52183,calvinmetcalf,true,1
false,0,9.382239,qs44,false,1
false,2,8.782867,qs44,false,0
false,0,4.550101,nolanlawson,true,1
false,0,13.826515,calvinmetcalf,false,1
false,1,5.123774,daleharvey,false,0
false,0,34.686462,calvinmetcalf,true,1
false,0,4.504895,calvinmetcalf,true,1
false,0,4.194169,daleharvey,false,1
false,1,14.348083,daleharvey,false,1
false,1,27.402085,daleharvey,false,1
false,0,0,nolanlawson,true,1
false,0,0,nolanlawson,false,1
true,0,12.652257,davedoesdev,false,1
false,0,22.282545,nolanlawson,false,1
false,0,24.778806,daleharvey,false,0
false,1,10.126406,daleharvey,false,0
false,1,5.411525,daleharvey,false,0
false,1,14.401112,nolanlawson,false,1
false,0,17.459707,nolanlawson,true,1
false,1,14.556298,calvinmetcalf,true,1
true,0,0,nolanlawson,false,1
false,0,31.593304,calvinmetcalf,true,1
false,1,4.346555,adamshih,true,1
false,0,3.619187,nolanlawson,true,1
false,1,9.650464,nolanlawson,true,1
false,0,9.583766,daleharvey,false,1
false,0,25.950441,valotas,false,1
false,0,13.409489,calvinmetcalf,false,1
false,0,9.081171,nolanlawson,false,1
false,0,4.047027,nolanlawson,false,1
false,0,4.431445,ig3,false,1
false,0,4.061176,nolanlawson,false,1
false,0,0,nolanlawson,true,1
false,0,13.094588,calvinmetcalf,false,1
false,0,4.306604,nolanlawson,false,1
false,0,13.560206,calvinmetcalf,false,0
true,0,4.85057,trokster,false,0
false,1,9.474937,calvinmetcalf,false,0
false,0,9.373493,calvinmetcalf,true,1
false,0,4.805741,ig3,false,1
false,0,4.611363,calvinmetcalf,false,1
true,0,4.473109,calvinmetcalf,true,1
false,0,4.087991,calvinmetcalf,false,1
false,0,4.37553,ig3,false,0
false,1,9.334197,adamshih,false,1
false,0,9.510362,calvinmetcalf,false,1
false,0,4.9171,daleharvey,false,1
false,0,4.609911,calvinmetcalf,false,1
false,0,16.946664,calvinmetcalf,false,1
false,0,19.863732,calvinmetcalf,false,1
false,1,5.000173,qs44,false,1
false,1,4.669295,calvinmetcalf,true,1
false,21,232.045561,nolanlawson,true,1
false,4,29.150984,nolanlawson,true,0
false,0,0,nolanlawson,true,1
false,0,22.663573,nickcolley,true,1
false,3,96.950213,nickcolley,true,1
false,0,27.360117,nickcolley,true,1
false,0,13.730401,nolanlawson,true,1
false,0,3.910694,daleharvey,false,1
false,1,29.049995,daleharvey,false,1
true,0,4.2661,nolanlawson,false,0
false,0,50.793932,calvinmetcalf,true,1
false,0,18.493251,daleharvey,false,1
false,0,9.092964,calvinmetcalf,true,1
false,1,66.175101,calvinmetcalf,true,1
false,0,4.658102,nolanlawson,false,1
false,0,4.573953,nolanlawson,true,0
false,0,9.397133,calvinmetcalf,true,1
false,1,30.367634,calvinmetcalf,true,1
false,0,4.622843,nolanlawson,true,1
false,0,4.469983,nolanlawson,true,1
false,0,5.059249,daleharvey,false,1
false,0,10.204093,qs44,false,0
false,0,4.959704,daleharvey,false,0
false,0,4.479842,nolanlawson,true,0
false,2,53.853768,adamshih,false,1
false,0,8.628816,krists,false,1
false,0,4.881654,nolanlawson,true,1
false,1,28.561321,daleharvey,false,1
false,0,5.090949,nolanlawson,true,1
false,1,9.977276,daleharvey,false,1
false,2,74.927466,calvinmetcalf,true,1
false,0,4.696268,calvinmetcalf,true,1
false,1,92.023975,calvinmetcalf,true,1
false,2,166.229035,calvinmetcalf,false,1
false,1,9.068171,calvinmetcalf,true,1
false,0,4.760162,nolanlawson,true,1
false,0,18.595866,nolanlawson,true,1
false,1,34.445337,calvinmetcalf,false,0
false,0,13.530642,nolanlawson,true,1
false,0,14.096975,nolanlawson,true,1
true,1,34.710517,calvinmetcalf,false,0
false,0,18.823355,nolanlawson,false,0
false,0,4.456612,saubaer,false,0
true,0,18.704608,nolanlawson,true,1
true,0,17.635107,nolanlawson,true,1
false,0,9.689811,nolanlawson,true,0
false,1,161.4363,vw52,false,1
false,0,0,nolanlawson,false,1
false,0,18.752638,nolanlawson,false,0
