@relation 'Nancy-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R4,9,10,19,34,36,37,44,45,46,52,53'

@attribute forward_links {false,true}
@attribute files_deleted numeric
@attribute files_modified numeric
@attribute commits_on_files_touched numeric
@attribute workload numeric
@attribute requester {jchannon,khellang,thecodejunkie,akoeplinger,hwqdt,phillip-haydon,jasonmead,feeeper,stuart-bennett,SonnevilleJ,xt0rted,Yantrio,grumpydev,uliian,Liversage,EasyAsABC123,06b,damianh,dwonisch,aryelfnd,jeffthiele-iq,jonathanfoster,onliner10,phoenixx,asbjornu,richardprice,DavidLievrouw,horsdal,mikle111,jongleur1983,jlennox,joebuschmann,duszekmestre,ayoung,danielmue,bsommardahl,felipeleusin,samal84,lijunle,gitter-badger,rudygt,AIexandr,anton-gogolev,wtilton,dbent,taharrison,AdamFinley,sroylance,Crisfole,VictorTomaili,tparnell8,jvandertil,awec,oskar,hmemcpy,kobi,cchrisman,danbarua,jbattermann,shiftbot,hlesesne,etishor,scottcarr,ranjitCatchinUp,loftum,DarthWalsh,Tsingbo-Kooboo,adamhathcock,johnduhart,onatm,bendetat,ClemPi,ptomasroos,khalidsalomao,Kibele,albertjan,mtharrington,PureKrome,sloncho,devcrafting,Corstiaan84,sschlesier,jayharris,omeaart,kthompson,IngvarKofoed,yannisgu,nathanmarlor,canton7,wilhen01,solyutor,AnthonySteele,jeff-pang,jjchiw,Jevonius,mat-mcloughlin,Novakov,amityagov,rasmus-beck,Hihaj,pdoh00,StephenFriend,ExUltima,jugglingnutcase,aharin,paulsuart,logiclrd,DavidHoerster,icelorrio,kzhen,nerdfury,mloenow,DarrellMozingo,jtroe,jeffdoolittle,washcroft,tpluscode,acorkery,robertbeal,provegard,csainty,wallymathieu,liddellj,stanislavromanov,philjones88,rcknight,dot-i,stabbylambda,detroitpro,despertargz,Adalyat,frankradocaj,DavidKarlas,scottt732,jbonhag,zippy1981,williambogaiv,CumpsD,tempaccount0,lukesmith,fliiiix,FredrikL,jfis,MCord,raurfang,steenhulthin,marcusoftnet,rogeralsing,anilanar,omockler,TheFastCat,SimonCropp,adamralph,davidalpert,Deadarius,btompkins,DavidChristiansen,brianwigfield,emilianionascu,wasabii,justinvp,sirbadger,ferretallica,mattilaj,haf,DevAtWork,czb,Willmo36,prabirshrestha,MattsGitCode,johnsimons,dragan,thefringeninja,danielporfirio,salaerts,kekekeks,thecopy,whatknott,Invizory,rlipscombe,yojimbo87,JoelHT-Landmark,grahamrhay,kppullin,smithjacobj,erdomke,mike-ward,half-ogre,davepermen,pwain,andreichuk,majimenezp,bwatts,kevfromireland,mjamin,dariusdamalakas,jar349,adamclerk,franhoey,EKibort,timplourde,dchrno,tischlda,jhovgaard,MichaelAz,chrisdavies,danhaller,Dashue,garethrhughes,ChrisBrandhorst,shytikov,RoyJacobs,synhershko,codeprogression,ehanneken,luuksommers,inTagger,kayone,rhwy,emilcardell,palsson,laazyj,maxwe789,alexanderbeletsky,emertechie,webdkmfs,alanta,somedave,tylerburd,GregBrant,blackjable,PaulECoyote,runesoerensen,logicbomb,kleinron,RobertTheGrey,larsw,skinny,yadazula,serbajlo,jfabre,dlineberger,squidge,thinkbeforecoding,nicolasgarfinkiel,frankgeerlings,Fax,loudej,occ,Jeej,vbedegi,paultyng,denkhaus,craiggwilson,hfjallemark,BenHall,nolanw,mbettex,fschwiet,huyderman,rodrigoi,bvanderveen,CedricYao,ant512,kouphax,ChrisMH,t3hc13h,superlogical,factormystic,rspacjer,juanfranblanco,rguerreiro,nathanpalmer,stanhua,markrendle,jschmid,chrisnicola,carlokok,lhaussknecht,jscoles,gbanister,leoduran,andypike,duncansmart,gatapia,pcibraro,jfromaniello,hgarcia,patrik-hagne,GraemeF,tombell,Mpdreamz,ToJans,cryophobia,thedersen,hongymagic,avlasova,mmozuras,khalidabuhakmeh}
@attribute prev_pullreqs numeric
@attribute req_follows_integrator {false,true}
@attribute integrator_follows_req {false,true}
@attribute prior_interaction_issue_events numeric
@attribute first_response numeric
@attribute status {0,1}

@data
false,0,5,0,13,grumpydev,79,true,false,49,99,1
false,0,5,0,16,jfabre,0,false,false,0,7012,1
false,0,1,0,13,RobertTheGrey,2,false,false,0,-1,1
false,0,1,0,17,prabirshrestha,6,true,false,9,-1,1
false,0,3,0,20,prabirshrestha,5,true,false,8,19716,1
false,0,1,0,14,thecodejunkie,57,false,true,110,-1,1
false,0,2,0,13,dlineberger,0,false,false,1,-1,1
false,0,1,0,15,shiftbot,0,false,false,0,10943,1
false,2,4,0,21,squidge,0,false,false,0,75,1
false,0,1,0,12,prabirshrestha,4,true,false,6,-1,1
false,0,4,0,11,thecodejunkie,56,false,false,105,-1,1
false,0,1,0,14,PaulECoyote,8,false,false,9,6,1
false,4,7,0,13,thecodejunkie,55,false,true,99,0,1
false,0,7,0,18,thecodejunkie,54,false,true,97,-1,1
false,0,4,0,13,jugglingnutcase,0,true,false,0,32,1
false,0,3,6,13,thinkbeforecoding,2,false,false,7,31,1
false,0,3,0,11,thinkbeforecoding,1,false,false,6,38,1
false,0,1,0,14,PaulECoyote,7,false,false,8,371,1
false,0,1,0,14,PaulECoyote,6,false,false,7,3,0
false,0,11,8,12,thecodejunkie,53,false,true,90,-1,1
false,0,4,0,12,nicolasgarfinkiel,7,false,false,0,64,0
false,0,2,0,43,prabirshrestha,3,true,false,5,250162,0
false,0,2,0,10,FredrikL,6,false,false,10,-1,1
false,0,2,17,13,codeprogression,3,false,false,5,-1,1
false,0,3,55,15,codeprogression,2,false,false,4,7,0
false,0,37,51,15,thecodejunkie,52,false,true,81,-1,1
false,0,6,15,20,albertjan,2,true,false,4,-1,1
false,0,6,15,13,albertjan,1,false,false,3,-1,0
false,0,3,147,48,prabirshrestha,2,true,false,4,1,0
false,0,5,0,15,horsdal,2,false,false,1,510,1
false,0,4,0,20,frankgeerlings,0,false,false,1,997,1
false,0,1,0,14,FredrikL,5,true,false,9,-1,1
false,0,1,0,15,FredrikL,4,false,false,7,-1,1
false,0,3,0,14,thecodejunkie,51,false,true,71,-1,1
false,0,1,10,25,PaulECoyote,5,false,false,5,-1,0
false,0,1,0,24,albertjan,0,true,false,2,-1,1
false,0,3,30,61,Crisfole,1,false,false,2,-1,0
false,0,2,0,24,thecodejunkie,50,false,false,54,-1,1
false,0,4,9,22,FredrikL,3,true,false,5,-1,1
false,0,47,16,26,FredrikL,2,false,false,3,21380,1
false,0,1,0,21,FredrikL,1,true,false,1,-1,1
false,0,4,12,21,PaulECoyote,4,false,false,4,-1,0
false,0,4,2,18,PaulECoyote,3,false,false,3,14,0
false,0,5,0,18,grumpydev,78,true,false,57,-1,1
false,0,5,0,19,thecodejunkie,49,false,true,46,-1,1
false,0,5,0,23,garethrhughes,0,false,false,0,5003,1
false,0,2,0,58,logicbomb,11,false,false,12,73,1
false,0,2,0,31,logicbomb,10,false,false,11,25008,1
false,0,5,0,16,logicbomb,9,false,false,10,34,0
false,0,4,0,15,thecodejunkie,48,false,true,51,-1,1
false,0,1,0,25,Fax,0,false,false,2,-1,1
false,0,6,4,32,thinkbeforecoding,0,false,false,4,-1,1
true,5,15,0,47,loudej,0,false,false,0,268211,0
false,0,3,0,30,codeprogression,1,false,false,1,49294,0
false,0,1,0,26,occ,0,false,false,1,-1,1
false,0,3,0,31,Jeej,0,false,false,0,47548,0
false,0,1,0,26,vbedegi,0,false,false,0,-1,0
false,0,4,0,19,thecodejunkie,47,false,false,63,1054,1
false,0,4,0,25,paultyng,0,false,false,0,1253,0
false,0,2,0,19,FredrikL,0,true,false,0,16042,1
false,0,2,0,24,prabirshrestha,1,true,false,2,-1,1
false,0,11,0,37,logicbomb,8,false,false,8,0,0
false,0,11,0,8,logicbomb,7,false,false,7,-1,0
false,0,2,0,19,thecodejunkie,46,false,false,81,-1,1
false,0,2,0,19,thecodejunkie,45,false,false,80,387,1
false,0,17,0,35,logicbomb,6,false,false,6,45,0
false,0,11,57,22,denkhaus,0,false,false,1,-1,0
true,0,20,64,25,horsdal,1,false,false,0,77112,1
false,0,10,24,4,thecodejunkie,44,false,false,77,-1,1
false,0,1,0,4,Crisfole,0,false,false,0,-1,1
false,0,1,0,5,PaulECoyote,2,false,false,2,-1,1
false,0,3,0,36,serbajlo,3,false,false,0,81562,1
false,0,1,0,3,PaulECoyote,1,false,false,1,-1,1
false,0,2,0,5,grumpydev,77,false,false,95,-1,1
false,0,4,15,5,thecodejunkie,43,false,true,74,-1,1
false,0,4,0,6,grumpydev,76,true,false,91,-1,1
false,0,3,0,7,grumpydev,75,true,false,89,-1,1
false,0,3,0,4,logicbomb,5,false,false,5,-1,1
false,0,5,0,4,craiggwilson,2,false,false,2,-1,1
false,0,2,0,3,logicbomb,4,false,false,4,-1,1
false,0,12,42,19,hfjallemark,0,false,false,0,-1,0
false,0,2,0,4,thecodejunkie,42,false,true,74,-1,1
false,0,4,0,3,thecodejunkie,41,false,true,73,-1,1
false,0,14,17,2,grumpydev,74,true,false,84,-1,1
false,0,2,0,2,logicbomb,3,false,false,3,1174,1
false,0,6,35,2,grumpydev,73,true,false,82,-1,1
false,0,4,17,3,logicbomb,2,false,false,2,-1,0
false,0,2,0,2,grumpydev,72,true,false,81,-1,1
false,0,4,4,1,logicbomb,0,false,false,0,164,1
false,0,1,12,1,BenHall,0,false,false,0,-1,1
false,5,61,43,1,thecodejunkie,40,false,true,66,-1,1
false,0,3,0,1,grumpydev,71,false,false,83,-1,1
false,0,4,14,2,thecodejunkie,39,false,true,80,-1,1
false,0,2,0,1,thecodejunkie,38,false,true,80,-1,1
false,0,2,0,5,nolanw,0,false,false,2,1290,1
false,0,4,19,10,thecodejunkie,37,false,true,86,21,1
false,0,1,4,9,mbettex,0,false,false,0,-1,1
false,0,1,14,8,fschwiet,0,false,false,1,-1,0
false,0,1,0,9,huyderman,1,false,false,3,-1,1
false,0,3,0,8,rodrigoi,0,false,false,0,-1,1
false,0,3,4,8,thecodejunkie,36,false,true,103,-1,1
false,0,1,0,8,thecodejunkie,35,false,true,102,-1,1
false,0,22,52,26,bvanderveen,1,false,false,0,740,0
false,0,14,0,5,craiggwilson,1,false,false,1,1284,1
false,0,3,0,8,thecodejunkie,34,false,true,99,-1,1
false,0,7,14,4,craiggwilson,0,false,false,0,677,1
false,0,1,0,18,CedricYao,0,false,false,0,741,1
false,0,1,0,18,ant512,0,true,false,0,-1,1
false,0,3,4,18,kouphax,1,false,false,2,-1,1
false,0,2,0,19,SimonCropp,7,false,false,7,-1,1
false,0,1,2,19,nicolasgarfinkiel,6,false,false,8,-1,1
false,0,7,26,17,nicolasgarfinkiel,5,false,false,7,-1,0
false,0,4,12,17,nicolasgarfinkiel,4,false,false,6,8045,0
false,0,10,12,16,nicolasgarfinkiel,3,false,false,5,-1,0
false,0,8,20,15,nicolasgarfinkiel,2,false,false,4,-1,0
false,0,1,3,16,nicolasgarfinkiel,1,false,false,3,-1,1
false,0,1,0,17,SimonCropp,6,false,false,6,417,0
false,0,6,38,11,grumpydev,70,true,false,110,-1,1
false,0,1,3,19,prabirshrestha,0,true,false,0,-1,1
false,0,1,15,12,ChrisMH,0,false,false,0,-1,1
false,0,3,31,18,csainty,2,false,false,2,-1,1
false,0,3,6,18,t3hc13h,1,false,false,1,-1,1
false,0,2,19,7,grumpydev,69,false,false,112,-1,1
false,0,3,43,7,kouphax,0,false,false,0,37,1
false,0,2,16,7,superlogical,3,false,false,6,-1,1
false,0,23,48,12,nicolasgarfinkiel,0,false,false,2,48,0
false,0,2,10,8,grumpydev,68,false,false,110,-1,1
false,1,14,52,8,grumpydev,67,true,false,109,-1,1
false,0,3,6,9,t3hc13h,0,false,false,0,172,0
false,0,1,2,10,SimonCropp,5,false,false,5,-1,1
false,0,2,2,12,thecodejunkie,33,false,true,78,-1,1
false,0,1,2,12,SimonCropp,4,false,false,4,115,1
false,0,2,4,12,thecodejunkie,32,false,true,77,-1,1
false,0,1,14,10,SimonCropp,3,false,false,3,-1,1
false,0,2,2,11,csainty,1,false,false,1,-1,1
false,0,6,22,11,grumpydev,66,true,false,113,-1,1
false,0,2,25,7,grumpydev,65,false,false,112,-1,1
false,0,10,48,9,thecodejunkie,31,false,true,76,-1,1
false,0,1,2,9,kppullin,1,false,false,2,-1,1
false,0,2,16,9,superlogical,2,false,false,5,4022,1
false,0,7,4,9,grumpydev,64,false,false,108,-1,1
false,0,2,15,11,superlogical,1,false,false,4,1135,0
false,0,4,12,11,SimonCropp,2,false,false,2,-1,1
false,0,2,0,13,thecodejunkie,30,false,true,86,-1,1
false,0,1,9,11,SimonCropp,1,false,false,1,-1,1
false,0,2,2,10,superlogical,0,true,false,3,4,1
false,0,1,2,10,huyderman,0,false,false,1,-1,1
false,0,43,94,9,thecodejunkie,29,false,true,85,-1,1
false,0,2,11,9,grumpydev,63,false,false,112,-1,1
false,0,8,49,13,grumpydev,62,true,false,107,-1,1
false,0,3,7,15,csainty,0,false,false,0,10516,1
false,0,1,0,12,factormystic,0,false,false,0,-1,0
false,0,1,16,12,grumpydev,61,false,false,113,-1,1
false,0,4,16,10,grumpydev,60,false,false,109,-1,1
false,0,1,7,12,SimonCropp,0,false,false,0,-1,1
false,0,3,39,11,serbajlo,2,false,false,2,-1,1
false,0,13,16,9,grumpydev,59,false,false,110,931,1
false,0,1,10,8,grumpydev,58,false,false,117,-1,1
false,0,2,3,10,rspacjer,1,false,false,1,-1,1
false,0,6,10,8,grumpydev,57,false,false,116,-1,1
false,0,2,7,7,rspacjer,0,false,false,0,-1,1
false,0,14,22,7,thecodejunkie,28,false,true,87,-1,1
false,0,5,8,11,horsdal,0,false,false,0,-1,1
false,0,2,0,9,grumpydev,56,false,false,104,-1,1
false,0,5,40,10,thecodejunkie,27,false,true,85,-1,1
false,0,2,2,11,majimenezp,1,true,false,1,-1,1
false,2,48,87,10,grumpydev,55,false,false,103,0,1
false,0,1,2,10,thecodejunkie,26,false,true,82,-1,1
false,0,2,2,9,codeprogression,0,false,false,0,956,1
false,0,3,0,9,thecodejunkie,25,false,true,80,-1,1
false,1,14,42,9,thecodejunkie,24,false,true,78,1035,1
false,0,2,0,11,sloncho,1,false,false,3,-1,1
false,9,27,23,21,juanfranblanco,1,false,false,0,-1,0
false,0,5,0,11,thecodejunkie,23,false,false,82,-1,1
false,0,1,0,9,rguerreiro,0,false,false,2,-1,1
false,0,7,26,15,nathanpalmer,3,false,false,3,54,1
false,0,4,0,14,nathanpalmer,2,false,false,1,335,1
false,0,10,42,14,grumpydev,54,false,false,98,-1,1
false,0,5,10,12,grumpydev,53,true,false,97,-1,1
false,0,3,2,13,kppullin,0,false,false,1,-1,1
false,0,1,4,13,grumpydev,52,true,false,96,-1,1
false,0,3,12,13,stanhua,0,false,false,0,-1,1
false,0,1,8,22,markrendle,2,false,false,2,846,0
false,0,7,45,14,serbajlo,1,false,false,1,336,1
false,0,4,34,11,grumpydev,51,true,false,90,-1,1
false,1,2,27,10,serbajlo,0,false,false,0,-1,0
false,0,3,7,10,thecodejunkie,22,false,true,80,-1,1
false,0,4,5,10,marcusoftnet,0,false,false,0,41,0
false,0,3,8,9,thecodejunkie,21,false,false,77,-1,1
false,0,2,2,10,thecodejunkie,20,false,false,74,-1,1
false,0,2,3,11,thecodejunkie,19,false,false,72,-1,1
false,0,3,10,10,thecodejunkie,18,false,false,71,-1,1
false,0,4,7,14,thecodejunkie,17,false,false,70,-1,1
false,0,2,3,15,majimenezp,0,false,false,0,418,0
false,0,1,2,14,thecodejunkie,16,false,false,68,-1,1
false,0,1,0,14,thecodejunkie,15,false,false,67,-1,1
false,0,1,13,12,thecodejunkie,14,false,false,66,-1,1
false,0,2,0,12,thecodejunkie,13,false,false,65,-1,1
false,2,26,54,10,sloncho,0,false,false,1,0,1
false,0,1,20,8,jschmid,2,false,false,6,-1,1
false,0,1,0,22,chrisnicola,13,false,false,0,30801,0
false,0,1,0,11,chrisnicola,12,false,false,0,-1,1
false,0,11,62,10,chrisnicola,11,false,false,0,62523,1
false,0,2,0,9,carlokok,3,false,false,5,-1,1
false,0,2,0,12,PaulECoyote,0,false,false,0,-1,1
false,0,1,2,18,jschmid,1,false,false,4,-1,0
false,0,4,0,3,lhaussknecht,0,false,false,1,546,1
false,0,1,0,3,thecodejunkie,12,false,false,59,-1,1
false,1,4,26,3,thecodejunkie,11,false,false,58,-1,1
false,0,1,0,2,nathanpalmer,1,false,false,0,5,1
false,0,2,0,2,grumpydev,50,false,false,84,-1,1
false,0,2,2,2,jscoles,0,false,false,0,666,1
false,0,6,7,4,grumpydev,49,false,false,79,-1,1
false,0,13,57,5,grumpydev,48,false,false,74,-1,1
false,0,1,6,5,thecodejunkie,10,false,false,53,-1,1
false,0,4,4,5,grumpydev,47,false,false,72,-1,1
false,0,2,6,5,jschmid,0,false,false,2,205,1
false,0,3,0,4,chrisnicola,10,false,false,0,-1,1
false,0,3,13,4,gbanister,0,false,false,2,-1,1
false,0,2,0,4,grumpydev,46,false,false,63,-1,1
false,0,0,0,4,grumpydev,45,false,false,62,-1,1
false,0,8,47,4,grumpydev,44,false,false,61,-1,1
false,0,9,16,7,grumpydev,43,false,false,56,-1,1
false,0,5,0,6,RobertTheGrey,1,false,false,3,-1,1
false,0,11,0,6,thecodejunkie,9,false,false,46,-1,1
false,0,6,5,7,thecodejunkie,8,false,false,44,-1,1
false,0,1,0,6,thecodejunkie,7,false,true,43,-1,1
false,4,24,69,5,thecodejunkie,6,false,false,42,-1,1
false,0,16,32,5,grumpydev,42,false,false,55,-1,1
false,0,1,0,6,bvanderveen,0,false,false,1,-1,0
false,0,12,45,4,grumpydev,41,false,false,49,-1,1
false,0,13,45,5,thecodejunkie,5,false,false,33,-1,1
false,0,3,4,4,thecodejunkie,4,false,false,32,-1,1
false,0,2,4,4,leoduran,0,false,false,0,-1,0
false,0,5,5,6,andypike,4,false,false,0,435,1
false,0,2,0,3,thecodejunkie,3,false,false,28,-1,1
false,0,0,0,3,thecodejunkie,2,false,false,27,-1,1
false,1,16,47,3,grumpydev,40,false,false,36,-1,1
false,0,1,0,6,duncansmart,0,false,false,0,-1,1
false,0,11,12,7,grumpydev,39,false,false,37,793,1
false,0,3,3,7,markrendle,1,false,false,1,19,1
false,0,2,30,7,grumpydev,38,false,false,32,274,1
false,0,1,1,8,carlokok,2,false,false,3,-1,1
false,0,5,0,8,Dashue,0,false,false,1,36,1
false,0,1,0,8,grumpydev,37,false,false,30,-1,1
false,0,1,1,15,gatapia,6,false,false,3,714,0
false,0,3,0,7,grumpydev,36,false,false,29,-1,1
false,0,5,16,11,thecodejunkie,1,false,false,29,-1,1
false,1,8,17,12,gatapia,5,false,false,5,457,1
false,0,2,0,13,carlokok,1,false,false,2,14019,1
false,0,2,0,12,markrendle,0,false,false,0,-1,1
false,4,23,87,15,thecodejunkie,0,false,false,12,-1,1
false,0,2,2,15,RoyJacobs,0,false,false,0,17840,1
false,1,7,83,14,grumpydev,35,false,false,20,-1,1
false,0,3,0,14,grumpydev,34,false,false,19,-1,1
false,27,29,95,14,grumpydev,33,false,false,18,-1,1
false,27,29,95,14,grumpydev,32,false,false,17,-1,0
false,0,3,0,17,gatapia,4,false,false,4,30188,0
false,0,3,27,15,lukesmith,1,false,false,2,-1,1
false,0,2,26,13,chrisnicola,9,false,false,0,3,1
false,0,3,8,15,lukesmith,0,false,false,1,4740,1
false,0,1,17,14,nathanpalmer,0,false,false,0,43108,0
false,0,1,37,11,pcibraro,0,false,false,0,-1,1
false,0,5,114,9,jfromaniello,1,false,false,1,-1,1
false,0,7,119,9,jfromaniello,0,false,false,0,315,0
false,0,1,37,16,hgarcia,0,false,false,0,77358,1
false,27,29,167,16,grumpydev,31,false,false,9,43,0
false,0,7,33,11,patrik-hagne,0,false,false,0,-1,1
false,1,55,164,10,grumpydev,30,false,false,8,0,1
false,0,42,154,11,grumpydev,29,true,false,7,-1,1
false,0,42,154,9,grumpydev,28,false,false,6,-1,0
false,0,17,0,18,carlokok,0,false,false,0,4542,1
false,0,2,13,14,chrisnicola,8,false,false,0,-1,1
false,0,33,217,12,chrisnicola,7,false,false,0,0,0
false,0,4,30,12,GraemeF,9,false,false,2,-1,0
false,0,1,8,11,GraemeF,8,false,false,1,-1,0
false,0,1,1,10,tombell,0,false,false,0,-1,0
false,0,2,5,11,gatapia,3,false,false,3,256,1
false,0,0,0,25,gatapia,2,false,false,2,99242,0
false,2,4,107,12,gatapia,1,false,false,1,20906,1
false,3,17,130,8,gatapia,0,false,false,0,380,0
false,0,16,125,11,grumpydev,26,true,false,1,-1,1
false,0,2,15,10,grumpydev,25,true,false,0,115,1
false,0,2,9,6,grumpydev,24,false,false,0,-1,1
false,0,6,112,6,grumpydev,23,false,false,0,-1,1
false,10,76,236,15,Mpdreamz,0,false,false,0,64,1
false,0,6,76,5,grumpydev,22,false,false,0,-1,1
false,1,15,175,5,grumpydev,21,false,false,0,-1,1
false,0,1,8,6,ToJans,0,false,false,0,6647,1
false,0,6,8,15,thefringeninja,3,false,false,0,1114,1
false,2,21,129,5,grumpydev,20,false,false,0,2652,1
false,0,2,95,4,grumpydev,19,false,false,0,-1,1
false,0,12,170,4,grumpydev,18,false,false,0,-1,1
false,0,12,170,4,grumpydev,17,false,false,0,-1,1
false,4,18,179,8,grumpydev,16,false,false,0,-1,1
false,0,2,40,9,chrisnicola,6,false,false,0,274,1
false,48,159,373,7,cryophobia,1,false,false,0,5031,0
false,0,2,2,7,chrisnicola,5,false,false,0,-1,1
false,2,8,77,8,grumpydev,15,false,false,0,1308,1
false,0,2,6,6,grumpydev,14,false,false,0,-1,1
false,0,2,2,13,chrisnicola,4,false,false,0,-1,1
false,0,3,94,9,grumpydev,13,false,false,0,-1,0
false,0,7,159,9,grumpydev,12,false,false,0,-1,0
false,0,7,156,7,grumpydev,11,false,false,0,-1,0
false,1,60,227,7,grumpydev,10,false,false,0,-1,1
false,1,2,11,19,thedersen,8,false,false,0,500,0
false,0,15,108,6,chrisnicola,3,false,false,0,-1,0
false,0,2,4,7,thedersen,7,false,false,0,-1,1
false,0,6,119,6,thedersen,6,false,false,0,-1,1
false,0,45,185,6,grumpydev,9,false,false,0,-1,0
false,0,3,42,10,hongymagic,0,false,false,0,-1,1
false,7,31,154,8,grumpydev,8,false,false,0,-1,1
false,7,31,152,8,grumpydev,7,false,false,0,-1,1
false,0,14,73,13,avlasova,0,false,false,0,71,0
false,0,3,6,8,chrisnicola,2,false,false,0,-1,1
false,0,7,67,10,chrisnicola,1,false,false,0,25264,0
false,0,4,35,8,thedersen,5,false,false,0,-1,1
false,0,3,7,7,thedersen,4,false,false,0,-1,1
false,0,2,5,9,thedersen,3,false,false,0,1013,1
false,9,45,191,10,mmozuras,2,false,false,0,11129,1
false,0,0,0,7,thedersen,2,false,false,0,-1,1
false,0,3,31,6,thedersen,1,false,false,0,10117,1
false,0,2,29,5,thedersen,0,false,false,0,21,0
false,0,8,102,8,khalidabuhakmeh,0,false,false,0,884,1
