@relation 'pulp-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,20,29,38,39,40,42,46,50,51,52,53'

@attribute description_length numeric
@attribute commits_to_hottest_file numeric
@attribute test_cases_per_kloc numeric
@attribute requester_succ_rate numeric
@attribute followers numeric
@attribute following numeric
@attribute main_team_member {true,false}
@attribute prior_interaction_issue_events numeric
@attribute prior_interaction_commits numeric
@attribute prior_interaction_commit_comments numeric
@attribute first_response numeric
@attribute status {0,1}

@data
17,5,88.350588,0.926966,12,3,true,0,216,0,133,1
83,9,91.42194,0.848485,4,0,true,0,93,1,1050,1
7,6,91.42194,0.979167,6,2,true,0,114,0,6988,1
28,22,91.633852,0.948276,17,0,true,0,120,0,7397,1
6,3,91.42194,0.951456,2,0,true,0,57,0,7253,1
15,0,91.510225,0.926554,12,3,true,0,209,0,9765,1
26,4,91.510225,0.84375,4,0,true,0,93,1,87,1
9,6,90.959117,1,4,0,true,0,6,0,3,1
38,8,91.582078,0.947368,17,0,true,0,123,0,2,1
24,20,90.959117,0.946429,17,0,true,0,121,0,6,1
36,17,90.959117,0.945455,17,0,true,0,118,0,86,1
62,10,91.444092,0.977273,11,0,true,0,93,0,1414,1
9,0,90.959117,0.926136,12,3,true,0,206,0,179,1
89,13,91.379589,0.972973,9,0,true,0,34,0,4163,1
31,0,91.308137,1,4,0,true,0,4,0,4335,1
8,0,91.308137,0.925714,12,3,true,0,206,0,4400,1
13,0,91.308137,1,2,0,true,0,0,2,5617,1
21,0,91.379589,0.83871,4,0,true,0,73,1,0,1
17,17,91.418031,0.960396,2,0,true,0,48,0,-1,1
7,17,91.346464,0.96,2,0,true,0,47,0,10,1
21,3,91.418031,0.833333,14,11,true,0,34,0,8,1
7,15,90.959117,0.959596,2,0,true,0,46,0,1324,1
4,17,88.350588,0.959184,2,0,true,0,45,0,-1,1
5,21,91.261509,0.925287,12,3,true,0,206,0,7083,1
9,1,90.903203,0.958763,2,0,true,0,41,0,11,1
16,6,91.332923,1,4,0,true,0,4,0,2,1
27,6,88.350588,0.818182,14,11,true,0,16,0,69,1
10,9,88.350588,0.972789,9,0,true,0,32,0,856,1
10,14,90.782485,0.944444,17,0,true,0,125,0,36,1
8,2,88.350588,0.958333,2,0,true,0,42,0,51,1
8,57,91.54519,0.833333,4,0,true,0,71,1,76,1
8,3,88.350588,0.972603,9,0,true,0,30,0,2,1
48,57,91.54519,0.943396,17,0,true,0,125,0,12,1
12,2,88.350588,1,4,0,true,0,3,0,23,1
8,3,88.350588,0.924855,12,3,true,0,183,0,42,1
15,2,88.350588,0.957895,2,0,true,0,41,0,72,1
13,0,88.350588,0.8,14,11,true,0,14,0,85,1
81,7,90.782485,0.942308,17,0,true,0,125,0,59,1
14,35,88.350588,0.777778,14,11,true,0,14,0,130,1
25,35,88.350588,875,14,11,true,0,13,0,-1,0
15,0,88.350588,1,4,0,false,0,0,0,2,1
5,31,88.350588,0.972414,9,0,true,0,24,0,13,1
22,7,88.350588,0.924419,12,3,true,0,178,0,0,1
34,3,88.350588,0.977169,11,0,true,0,77,0,13,1
6,33,88.350588,0.923977,12,3,true,0,178,0,129,1
7,2,88.350588,0.857143,14,11,true,0,10,0,51,1
5,31,88.350588,0,4,0,false,0,0,0,105,1
8,0,88.350588,0.833333,14,11,true,0,10,0,39,1
22,9,91.473269,0.923529,12,3,true,0,178,0,150,1
33,5,90.782485,0.941176,17,0,true,0,126,0,1400,1
7,33,88.350588,0.827586,4,0,true,0,64,1,34,1
29,9,91.54519,0.8,14,11,true,0,10,0,2649,1
29,9,91.473269,1,14,11,true,0,10,0,-1,0
10,0,91.54519,0.977064,11,0,true,0,73,0,2889,1
8,17,90.782485,0.923077,12,3,true,0,176,0,6731,1
17,15,91.258809,0.957447,2,0,true,0,38,0,19,1
6,2,91.471713,1,14,11,true,0,10,0,6750,1
54,11,91.471713,0.94,17,0,true,0,117,0,1163,1
44,12,90.782485,0.938776,17,0,true,0,117,0,29,1
50,12,90.782485,0.9375,17,0,true,0,117,0,290,1
5,2,90.782485,0.821429,4,0,true,0,59,1,48,1
67,0,91.294087,0.814815,4,0,true,0,54,1,4169,1
13,5,91.50708,0.976959,11,0,true,0,80,0,3,1
24,7,91.418757,0.93617,17,0,true,0,115,0,2,1
19,19,91.353944,0.934783,17,0,true,0,110,0,-1,1
95,10,90.782485,0.933333,17,0,true,0,104,0,210,1
25,0,90.782485,0.922619,12,3,true,0,169,0,13,1
42,0,91.141287,0.922156,12,3,true,0,172,0,58,1
29,0,91.353944,1,14,10,true,0,8,0,1,1
7,20,91.141287,0.931818,17,0,true,0,111,0,169,1
158,12,91.353944,0.807692,4,0,true,0,32,1,0,1
41,0,91.353944,0.8,4,0,true,0,32,1,0,1
24,32,88.350588,0.921687,12,3,true,0,171,0,7,1
40,28,88.003488,0.921212,12,3,true,0,165,0,49,1
8,24,91.230116,0.791667,4,0,true,0,26,1,0,1
56,10,91.053125,1,2,0,true,0,0,0,4422,1
74,50,91.230116,0.782609,4,0,true,0,21,1,23,1
30,19,90.744571,0.920732,12,3,true,0,160,0,348,1
4,73,90.612271,0.920245,12,3,true,0,155,0,19,1
43,10,90.788366,1,14,10,true,0,1,0,1543,1
7,0,90.788366,0.919753,12,3,true,0,146,0,4496,1
8,50,90.788366,0.919255,12,3,true,0,145,0,4567,1
31,3,90.788366,0,14,10,false,0,0,0,2349,1
31,13,90.788366,0.930233,17,0,true,0,104,0,1375,1
10,16,90.788366,0.91875,12,3,true,0,144,0,1280,1
33,6,90.788366,0.978723,6,2,true,0,147,0,1856,1
6,33,90.788366,0.918239,12,3,true,0,143,0,12,1
18,32,88.350588,0.917722,12,3,true,0,141,0,4,1
38,15,90.788366,0.772727,4,0,true,0,18,1,0,1
55,5,88.452006,0.917197,12,3,true,0,130,0,210,1
7,7,90.885543,0.916667,12,3,true,0,135,0,10076,1
68,10,90.782485,0.761905,4,0,true,0,17,1,0,1
20,4,90.885543,0.978261,6,2,true,0,144,0,11290,1
11,0,88.452006,0.977778,6,2,true,0,143,0,11340,1
9,0,90.516268,0.75,4,0,true,0,16,1,0,1
12,5,90.885543,0.928571,17,0,true,0,116,0,42,1
163,54,90.516268,0.926829,17,0,true,0,115,0,792,1
72,8,90.487089,0.736842,4,0,true,0,14,1,16,1
8,0,90.487089,0.722222,4,0,true,0,13,1,0,1
32,8,88.251055,0.916129,12,3,true,0,124,0,70,1
10,2,90.234539,0.972222,9,0,true,0,33,0,6708,1
46,52,90.487089,1,2,0,false,0,0,0,5391,1
25,3,90.487089,925,17,0,true,0,100,0,10139,1
8,6,90.443026,1,2,0,false,0,0,0,-1,1
8,6,90.443026,1,2,0,false,0,0,0,-1,1
58,68,90.190384,0.915584,12,3,true,0,126,0,959,1
6,36,88.251055,0.915033,12,3,true,0,125,0,1107,1
41,0,91.492724,0.923077,17,0,true,0,92,0,2358,1
133,9,90.190384,0.921053,17,0,true,0,90,0,1513,1
10,56,91.492724,0.914474,12,3,true,0,113,0,1366,1
8,33,88.251055,0.913907,12,3,true,0,105,0,34,1
23,54,91.492724,0.705882,4,0,true,0,10,1,81,1
87,2,88.232338,0.918919,17,0,true,0,88,0,6,1
9,6,90.245478,0.977273,6,2,true,0,141,0,31,1
6,13,89.983516,0.913333,12,3,true,0,106,0,7093,1
99,10,89.983516,0.976744,6,2,true,0,136,0,244,1
10,0,88.033012,0.956989,2,0,true,0,42,0,56,1
105,0,88.033012,0.976852,11,0,true,0,108,0,404,1
27,36,88.003488,0.916667,17,0,true,0,90,0,-1,1
67,0,88.003488,0.97619,6,2,true,0,133,0,72,1
67,0,89.977699,1,6,2,true,0,133,0,-1,0
9,13,91.468633,0.976744,11,0,true,0,111,0,-1,1
52,4,91.468633,1,6,2,true,0,129,0,4013,1
70,7,91.468633,1,6,2,true,0,127,0,6720,1
11,58,91.468633,1,6,2,true,0,123,0,-1,1
118,58,91.468633,0.942857,17,0,true,0,121,0,5597,0
44,54,91.468633,0.912752,12,3,true,0,119,0,1110,1
134,14,91.468633,0.970588,17,0,true,0,121,0,-1,0
36,13,91.468633,0.976636,11,0,true,0,119,0,1356,1
8,4,91.468633,0.976526,11,0,true,0,120,0,13,1
37,2,91.468633,0.912162,12,3,true,0,114,0,1,1
6,13,91.468633,0.918367,12,3,true,0,113,0,-1,0
11,59,91.468633,1,6,2,true,0,122,0,2913,1
5,48,91.468633,0.924658,12,3,true,0,114,0,-1,0
5,48,91.468633,0.931034,12,3,true,0,113,0,-1,0
23,0,88.003488,0.930556,12,3,true,0,111,0,1095,1
31,5,91.466025,0.976415,11,0,true,0,118,0,3,1
2,0,88.003488,0.976303,11,0,true,0,118,0,23,1
2,0,91.466025,0.97619,11,0,true,0,118,0,0,1
7,41,88.003488,0.93007,12,3,true,0,97,0,7,1
45,18,90.066532,0.929577,12,3,true,0,101,0,333,1
17,26,90.066532,0.929078,12,3,true,0,100,0,1134,1
23,17,90.066532,1,6,2,true,0,98,0,2549,1
9,0,90.066532,1,6,2,true,0,93,0,2847,1
7,14,90.066532,0.956522,2,0,true,0,40,0,2890,1
22,4,90.066532,1,6,2,true,0,92,0,127,1
14,4,90.066532,1,6,2,true,0,91,0,137,1
9,0,90.066532,1,6,2,true,0,90,0,152,1
17,3,90.066532,1,6,2,true,0,89,0,3123,1
13,0,90.066532,1,6,2,true,0,89,0,3133,1
13,0,90.066532,1,6,2,true,0,89,0,3147,1
34,16,90.066532,0.972028,8,0,true,0,45,0,1325,1
8,38,88.003488,0.928571,12,3,true,0,100,0,3954,1
21,6,90.066532,1,6,2,true,0,86,0,4124,1
20,0,90.066532,1,6,2,true,0,85,0,1347,1
46,20,88.003488,0.969697,17,0,true,0,119,0,1,1
84,18,90.066532,1,6,2,true,0,85,0,4511,1
149,16,90.066532,0.976077,11,0,true,0,123,0,767,1
41,6,90.066532,1,6,2,true,0,83,0,1074,1
5,16,90.056847,0.975962,11,0,true,0,118,0,-1,1
10,0,90.056847,1,6,2,true,0,77,0,22,1
4,7,90.056847,0.928058,12,3,true,0,109,0,0,1
9,7,88.050737,0.927536,12,3,true,0,104,0,35,1
18,6,90.065829,0.928571,2,0,true,0,57,0,716,1
12,5,88.050737,0.927007,12,3,true,0,101,0,950,1
21,14,90.044557,0.6875,4,0,true,0,24,0,18,1
137,37,88.050737,0.96875,17,0,true,0,117,0,2385,1
56,0,88.050737,0.967742,17,0,true,0,113,0,100,1
68,14,88.050737,0.975845,11,0,true,0,108,0,37,1
26,5,88.234309,0.971831,8,0,true,0,41,0,6,1
9,14,88.059601,0.926471,12,3,true,0,86,0,16,1
20,0,88.203753,1,6,2,true,0,69,0,1336,1
108,8,88.347756,0.666667,4,0,true,0,23,0,1147,1
87,45,88.203681,0.925926,12,3,true,0,89,0,1127,1
11,0,88.203681,0.971631,8,0,true,0,39,0,2851,1
14,2,88.347756,1,6,2,true,0,67,0,29,1
17,19,88.347756,0.927928,2,0,true,0,57,0,5271,1
124,12,88.347756,0.927273,2,0,true,0,56,0,9364,1
10,48,88.347756,0,2,0,false,0,0,0,21792,1
12,10,88.353683,0.956044,2,0,true,0,44,0,2932,1
5,34,88.203681,0.971429,8,0,true,0,36,0,2648,1
3,31,88.203681,0.926606,2,0,true,0,52,0,138,1
15,45,88.209607,0.925926,2,0,true,0,45,0,843,1
3,35,88.353683,0.934579,2,0,true,0,44,0,1092,0
51,10,88.374434,0.714286,4,0,true,0,20,0,2,0
14,25,88.209607,0.933962,2,0,true,0,38,0,422,1
8,2,88.209607,0.971223,8,0,true,0,34,0,18276,1
40,0,88.326169,0.769231,4,0,true,0,20,0,15419,0
21,10,88.230353,0.933333,2,0,true,0,35,0,928,1
3,9,88.230353,0.975728,11,0,true,0,120,0,71,1
56,0,88.307413,0.833333,4,0,true,0,20,0,144,0
9,7,88.211573,0.97561,11,0,true,0,117,0,44,1
56,0,88.307413,0.909091,4,0,true,0,20,0,655,0
133,28,88.211573,0.966667,17,0,true,0,112,0,8567,1
21,0,88.307413,1,6,2,true,0,43,0,12851,1
32,6,88.211573,0.965517,17,0,true,0,109,0,9,1
23,3,88.159177,0.964286,17,0,true,0,109,22,1,1
136,3,88.159177,0.962963,17,0,true,0,114,22,5,1
98,30,88.159177,0.961538,17,0,true,0,110,22,3,1
19,36,88.255056,0.955556,2,0,true,0,39,0,5040,1
14,0,88.159177,1,6,2,true,0,27,0,333,1
3,18,88.159177,0.932692,2,0,true,0,34,0,211,1
18,2,88.159177,0.971014,8,0,true,0,34,0,1507,1
35,0,88.159177,1,33,7,true,0,1,0,-1,1
12,22,88.224412,0.955056,2,0,true,0,40,0,1,1
37,6,88.199677,0.97549,11,0,true,0,121,0,20,1
45,7,88.129436,0.975369,11,0,true,0,117,0,188,1
11,6,88.187811,0.975248,11,0,true,0,116,0,510,1
11,6,88.129436,0.975124,11,0,true,0,116,0,-1,1
27,3,88.129436,975,11,0,true,0,132,0,2149,1
13,0,88.129436,0.970803,8,0,true,0,29,0,4236,1
17,6,88.091793,0.954545,2,0,true,0,50,0,19,1
12,26,88.187811,0.965517,2,0,true,0,49,0,-1,0
9,4,88.16799,0.96,17,0,true,0,109,22,5,1
24,6,88.16799,1,6,2,true,0,13,0,1185,1
9,56,87.887665,0.925373,12,3,true,0,138,0,2,1
56,0,87.887665,1,33,7,false,0,0,0,15,1
178,7,87.68028,0.958333,17,0,true,0,106,22,984,1
4,2,87.68028,0.924812,12,3,true,0,138,0,2557,1
20,3,87.68028,1,6,2,true,0,10,0,168,1
15,4,87.651283,1,6,2,true,0,7,0,39,1
42,55,87.599353,0.974874,11,0,true,0,164,0,951,1
87,6,87.599353,0.970588,8,0,true,0,26,0,984,1
20,4,87.599353,0.932039,2,0,true,0,46,0,49,1
19,15,86.952124,1,6,2,false,0,0,0,130,1
20,4,86.952124,0.931373,2,0,true,0,45,0,-1,1
30,15,86.952124,1,6,2,false,0,0,0,4114,1
11,0,86.952124,1,6,2,false,0,0,0,5421,1
60,2,86.952124,0.9,4,0,true,0,19,0,5699,1
138,5,86.812816,0.956522,17,0,true,0,109,22,2845,1
70,0,86.812816,0.924242,12,3,true,0,153,0,897,1
70,0,86.812816,0.923664,12,3,true,0,153,0,-1,1
5,29,86.859688,0.954545,17,0,true,0,105,22,10,1
17,22,86.859688,0.974747,11,0,true,0,189,0,60,1
24,0,86.859688,0.952381,17,0,true,0,105,22,118,1
107,38,86.859688,0.95,17,0,true,0,102,22,1197,1
9,16,87.048904,0.923077,12,3,true,0,151,0,47,1
72,35,87.048904,0.922481,12,3,true,0,152,0,2683,1
19,44,87.128245,0.947368,17,0,true,0,100,22,1,1
11,45,87.106249,0.965116,2,0,true,0,106,0,1471,1
57,7,87.106249,0.888889,4,0,true,0,18,0,0,1
10,10,87.106249,0.930693,2,0,true,0,53,0,2953,1
22,14,87.12684,0.921875,12,3,true,0,166,0,3830,1
9,55,87.12684,0.92126,12,3,true,0,168,0,237,1
8,11,87.066694,875,4,0,true,0,16,0,0,1
22,6,87.066694,0.97037,8,0,true,0,34,0,51,1
46,48,87.066694,0.944444,17,0,true,0,97,22,17,1
10,21,86.934469,0.974619,11,0,true,0,197,0,1,1
5,4,86.934469,928,12,3,true,0,173,0,6890,1
87,7,86.934469,0.927419,12,3,true,0,172,0,6963,1
11,28,86.937409,0.97449,11,0,true,0,190,0,726,1
43,2,86.838902,0.857143,4,0,true,0,14,0,14,1
36,41,86.68312,0.970149,8,0,true,0,44,0,39,1
10,68,86.644797,0.974359,11,0,true,0,191,0,43,1
13,6,86.644797,0.974227,11,0,true,0,188,0,72,1
214,18,86.644797,0.941176,17,0,true,0,90,22,35,1
22,68,86.644797,0.926829,12,3,true,0,170,0,189,1
10,39,86.616836,0.92623,12,3,true,0,176,0,20,1
7,1,86.616836,0.92562,12,3,true,0,176,0,925,1
43,67,86.616836,0.833333,4,0,true,0,12,0,45,1
10,44,86.616836,0.9375,17,0,true,0,84,22,2641,1
12,15,86.446068,0.969925,8,0,true,0,48,0,17,1
53,0,86.446068,0.933333,17,0,true,0,81,22,136,1
51,42,86.446068,0.928571,17,0,true,0,80,22,208,1
64,0,86.106673,0.974093,11,0,true,0,194,0,1362,1
4,38,86.127168,925,12,3,true,0,178,0,212,1
30,27,86.059164,0.973958,11,0,true,0,192,0,3,1
371,36,86.059164,1,17,0,true,0,54,22,79,1
13,18,86.051495,0.969697,8,0,true,0,45,0,4,1
254,35,86.051495,0.973822,11,0,true,0,189,0,25,1
15,65,86.051495,0.973684,11,0,true,0,189,0,124,1
59,0,86.051495,0.932203,12,3,true,0,174,0,940,1
4,8,86.0347,0.931624,12,3,true,0,179,0,12,1
16,64,86.0347,0.8,4,0,true,0,8,0,0,1
6,56,86.0347,0.931034,12,3,true,0,175,0,5,1
9,62,86.037633,0.983957,11,0,true,0,178,0,8,1
11,38,85.999523,0.983871,11,0,true,0,177,0,13,1
30,41,85.999523,1,17,0,true,0,46,22,20,1
72,11,85.864267,0.983784,11,0,true,0,174,0,54,1
11,2,85.864267,0.976923,8,0,true,0,48,0,940,1
19,4,85.864267,0.976744,8,0,true,0,47,0,951,1
12,0,85.864267,0.983696,11,0,true,0,171,0,164,1
6,27,85.864267,0.930435,12,3,true,0,179,0,3835,1
31,9,85.864267,0.983607,11,0,true,0,169,0,3,1
19,36,85.875976,0.983516,11,0,true,0,166,0,2,1
7,43,85.875976,1,4,0,true,0,6,0,15,1
17,40,85.850665,1,17,0,true,0,44,22,37,1
116,60,85.850665,1,4,0,true,0,4,0,47,1
62,0,85.799018,0.929825,12,3,true,0,175,0,25,1
17,5,85.799018,1,4,0,true,0,2,0,3,1
5,12,85.864267,0.929204,12,3,true,0,173,0,4,1
27,6,85.577907,0.983425,11,0,true,0,159,0,131,1
14,10,85.546728,0.97619,2,0,true,0,150,0,229,1
101,0,85.546728,0.939394,2,0,true,0,59,0,1010,1
9,3,85.546728,0.928571,12,3,true,0,171,0,1108,1
24,29,85.546728,0,4,0,true,0,1,0,1016,1
82,41,85.546728,0.983333,11,0,true,0,160,0,1424,1
12,8,85.546728,0.975904,2,0,true,0,150,0,87,1
28,2,85.546728,0.98324,11,0,true,0,159,0,2515,1
20,5,85.632439,0.983146,11,0,true,0,157,0,1119,1
40,18,85.632439,0.927928,12,3,true,0,179,0,1002,1
13,9,85.679189,0.97561,2,0,true,0,152,0,1,1
8,41,85.71136,0.927273,12,3,true,0,174,0,95,1
55,10,85.71136,0.983051,11,0,true,0,158,0,84,1
108,10,85.71136,1,17,0,true,0,42,22,518,1
11,8,85.71136,0.982955,11,0,true,0,152,0,1482,1
8,43,85.71136,0.926606,12,3,true,0,178,0,21,1
35,30,85.749411,0.925926,12,3,true,0,175,0,5750,1
15,55,85.749411,0.925234,12,3,true,0,173,0,4,1
16,8,85.749411,0.938776,2,0,true,0,63,0,6415,1
18,44,85.749411,1,17,0,true,0,38,22,20,1
18,9,85.731845,0.975309,2,0,true,0,169,0,98,1
11,40,85.869454,0.924528,12,3,true,0,175,0,1460,1
8,52,85.869454,0.92381,12,3,true,0,174,0,2,1
51,50,85.869454,0.923077,12,3,true,0,166,0,28,1
70,12,85.869454,0.92233,12,3,true,0,166,0,5801,1
25,25,85.872387,0.921569,12,3,true,0,163,0,5996,1
18,48,85.872387,1,17,0,true,0,36,22,2,1
10,0,85.872387,0.982857,11,0,true,0,146,0,38,1
5,46,85.872387,0.920792,12,3,true,0,162,0,2288,1
10,19,85.887055,0.982759,11,0,true,0,143,0,102,1
47,42,85.887055,0.982659,11,0,true,0,142,0,1,1
17,29,84.588362,975,2,0,true,0,174,0,579,1
8,18,84.357484,0.976563,8,0,true,0,61,0,4,1
93,44,84.343645,1,17,0,true,0,31,0,4,1
231,20,84.343645,0.982558,11,0,true,0,139,0,1251,1
120,22,84.358769,1,17,0,true,0,24,0,4,1
54,15,84.358769,0.947917,2,0,true,0,70,0,888,1
19,6,84.303745,0.947368,2,0,true,0,66,0,719,1
16,4,84.303745,0.946809,2,0,true,0,64,0,893,1
17,5,84.303745,0.946237,2,0,true,0,63,0,904,1
7,14,84.286113,0.982456,11,0,true,0,137,0,1345,1
19,69,84.286113,0.974684,2,0,true,0,163,0,2892,1
319,5,84.286113,1,17,0,true,0,20,0,4791,1
86,38,84.286113,0.929293,12,3,true,0,156,0,3036,1
7,10,84.315503,0.928571,12,3,true,0,152,0,1293,1
17,24,84.315503,0.974359,2,0,true,0,159,0,1599,1
17,37,84.315503,0.927835,12,3,true,0,152,0,773,1
14,66,84.315503,0.982353,11,0,true,0,136,0,4,1
4,8,84.315503,0.982249,11,0,true,0,131,0,28,1
6,63,82.173625,0.927083,12,3,true,0,149,0,32,1
8,14,82.135882,0.982143,11,0,true,0,120,0,543,1
65,45,81.447332,1,17,0,true,0,16,0,2552,1
2,6,81.447332,0.982036,11,0,true,0,117,0,3759,1
32,2,81.447332,0.981928,11,0,true,0,114,0,5293,1
10,46,81.467249,0.981818,11,0,true,0,111,0,5024,1
10,6,81.467249,0.981707,11,0,true,0,110,0,5038,1
3,20,81.467249,0.945652,2,0,true,0,60,0,4886,1
28,29,81.467249,0.974026,2,0,true,0,158,0,1655,1
12,0,81.467249,0.945055,2,0,true,0,56,0,1884,1
9,0,81.285774,0.926316,12,3,true,0,143,0,2695,1
21,61,81.285774,0.973684,2,0,true,0,156,0,21,1
17,39,80.877984,0.944444,2,0,true,0,51,0,822,1
9,20,80.883638,0.925532,12,3,true,0,140,0,23,1
35,38,80.883638,0.924731,12,3,true,0,141,0,13879,1
37,17,80.883638,0.973333,2,0,true,0,151,0,0,1
33,4,80.883638,0.666667,19,2,false,0,0,0,4306,1
6,4,80.886465,0.976378,8,0,true,0,75,0,415,1
24,53,80.886465,0.972973,2,0,true,0,147,0,5988,1
23,6,80.886465,0.972603,2,0,true,0,148,0,2581,1
16,28,81.028083,0.972222,2,0,true,0,147,0,2586,1
4,46,81.028083,0.981595,11,0,true,0,108,0,7071,1
3,0,81.028083,0.981481,11,0,true,0,113,0,61,1
20,0,81.028083,0.94382,2,0,true,0,57,0,0,1
8,0,69.58435,0.971831,2,0,true,0,147,0,2,1
10,26,81.301384,0.923913,12,3,true,0,144,0,145,1
12,0,81.301384,0.97619,8,0,true,0,83,0,1,1
11,32,81.301384,0.981366,11,0,true,0,110,0,4383,1
8,0,81.301384,0.943182,2,0,true,0,59,0,320,1
6,32,81.301384,0.923077,12,3,true,0,143,0,726,1
5,17,81.301384,0.98125,11,0,true,0,104,0,5552,1
19,19,81.301384,0.981132,11,0,true,0,103,0,5565,1
24,17,81.301384,0.971429,2,0,true,0,148,0,1108,1
5,9,81.301384,0.981013,11,0,true,0,100,0,0,1
3,27,81.301384,0.922222,12,3,true,0,145,0,440,1
6,68,81.301384,0.980892,11,0,true,0,94,0,62,1
4,36,80.144047,0.971014,2,0,true,0,142,0,1,1
7,5,80.144047,0.921348,12,3,true,0,141,0,81,1
5,22,80.144047,0.920455,12,3,true,0,140,0,195,1
61,9,80.203512,0.91954,12,3,true,0,137,0,12,1
9,61,80.203512,0.970588,2,0,true,0,140,0,57,1
66,30,80.203512,1,17,0,true,0,8,0,14,1
96,61,80.203512,0.980769,11,0,true,0,99,0,1,1
28,8,80.682424,1,17,0,true,0,4,0,3,1
24,55,80.628533,0.918605,12,3,true,0,134,0,95,1
7,2,80.628533,976,8,0,true,0,92,0,3975,1
22,52,80.628533,0.917647,12,3,true,0,133,0,3886,1
19,2,80.628533,0.975806,8,0,true,0,91,0,4279,1
39,0,80.628533,0.970149,2,0,true,0,120,0,5424,1
84,18,80.33654,0,17,0,true,0,3,0,17,1
32,15,80.33654,0.916667,12,3,true,0,129,0,771,1
28,29,80.33654,0.915663,12,3,true,0,127,0,793,1
31,56,80.33654,0.914634,12,3,true,0,125,0,6698,1
11,5,80.33654,0.5,19,2,false,0,0,0,479,1
6,20,80.33654,0,5,0,false,0,0,0,1791,1
6,5,80.33654,0.97561,8,0,true,0,97,0,142,1
44,7,80.33654,0.969697,2,0,true,0,123,0,69,1
9,12,80.33654,0.91358,12,3,true,0,125,0,1185,1
30,9,80.358094,0.942529,2,0,true,0,54,0,6739,1
12,17,80.068204,0.9125,12,3,true,0,123,0,282,1
42,59,80.068204,0.911392,12,3,true,0,122,0,390,1
140,8,80.068204,0.97541,8,0,true,0,96,0,10,1
19,55,80.059672,0.94186,2,0,true,0,53,0,51,1
37,4,80.059672,0.969231,2,0,true,0,120,0,1699,1
63,14,80.059672,0.980645,11,0,true,0,133,0,1367,1
83,13,80.059672,0.975207,8,0,true,0,96,0,0,1
5,24,80.085273,0.96875,2,0,true,0,120,0,19,1
32,28,80.085273,975,8,0,true,0,94,0,2,1
14,29,80.085273,0.910256,12,3,true,0,125,0,142,1
11,15,79.129908,0.909091,12,3,true,0,124,0,6853,1
15,57,79.129908,0.968254,2,0,true,0,115,0,1092,1
12,26,79.574612,0.967742,2,0,true,0,113,0,173,1
10,23,79.574612,0.97479,8,0,true,0,96,0,17,1
14,11,79.574612,0.907895,12,3,true,0,128,0,5859,1
232,6,79.574612,0.980519,11,0,true,0,150,0,59,1
26,15,79.48381,0.906667,12,3,true,0,115,0,1224,1
13,0,70.761105,0.967213,2,0,true,0,111,0,147,1
23,2,70.761105,0.974576,8,0,true,0,102,0,0,1
16,6,79.48381,0.980392,11,0,true,0,170,0,2,1
12,0,70.744014,0.974359,8,0,true,0,95,0,1,1
5,49,79.278552,0.966667,2,0,true,0,105,0,96,1
14,16,79.424935,0.966102,2,0,true,0,104,0,1446,1
11,26,70.744014,0.974138,8,0,true,0,96,0,6858,1
18,52,79.278552,0.941176,2,0,true,0,48,0,129,1
6,0,70.744014,0,18,2,false,0,0,0,9048,1
25,0,70.744014,0,18,2,false,0,0,0,21686,0
6,10,79.066644,0.965517,2,0,true,0,102,0,113,1
2,58,79.061335,0.99115,8,0,true,0,89,0,211,1
33,5,79.061335,0.930556,11,3,true,0,93,0,3153,1
10,32,79.061335,0.964912,2,0,true,0,97,0,5447,1
7,0,79.061335,0.929577,11,3,true,0,93,0,6177,1
2,0,70.744014,0.928571,11,3,true,0,92,0,7122,1
29,5,79.061335,0.927536,11,3,true,0,89,0,9623,1
6,39,79.061335,0.964286,2,0,true,0,103,0,9725,1
23,20,78.317863,0.980263,11,0,true,0,242,0,1,1
17,7,78.218613,0.963636,2,0,true,0,110,0,989,1
13,28,78.206153,0.940476,2,0,true,0,54,0,15,1
42,0,78.206153,0.926471,11,3,true,0,86,0,1315,1
17,0,78.206153,0.940299,11,3,true,0,85,0,-1,0
4,11,78.206153,0.939394,11,3,true,0,83,0,50,1
