@relation 'hazelcast-data-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-last-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,23,37,38,39,41,45,50,53'

@attribute description_length numeric
@attribute at_mentions_comments {0,1,3,5,4,8,6,2,11,7,10,false,9}
@attribute prev_pullreqs numeric
@attribute requester_succ_rate numeric
@attribute followers numeric
@attribute requester_age {2435,1940,1053,1882,2434,2433,1690,1052,1939,1689,1937,1879,2431,1057,1575,1192,2430,1156,1935,1056,2429,2294,1934,1075,1189,2427,1933,1074,1931,1930,1872,688,2424,1185,2423,2015,1184,1928,2288,2422,2014,1870,1171,1183,1159,1869,684,469,1868,2420,2012,1158,1385,1926,2419,1865,2417,1922,2416,1063,1154,1561,1042,1062,1153,1380,1061,2280,1032,1040,956,1151,1060,1861,1917,1375,1148,2410,1147,1231,1857,1901,1914,2408,1170,672,1900,2407,1169,1552,1855,2406,1854,2403,1141,1851,2402,1027,2400,1161,2399,387,663,1126,2398,1023,927,660,2396,2395,1539,382,1188,2393,1164,2392,1119,2258,2390,2389,1160,932,1837,931,1836,1353,2253,1125,1034,1124,1834,1351,1113,1207,2385,1350,1123,1877,1890,1109,1874,2382,1347,1144,1346,1152,1829,2380,1827,1524,1150,367,1105,1200,1197,1606,1137,1520,1340,1822,1866,917,1112,1101,1339,2374,1111,2016,1583,613,1965,1604,1517,1820,1581,1819,2371,2369,1106,1333,1130,1578,1513,1577,1576,1597,2366,1596,1813,1103,2365,1856,1867,1325,2226,1808,1952,1591,2225,1121,599,1504,1129,346,1950,1084,1949,2223,767,900,1502,1092,1585,897,1116,1802,763,1115,896,1175,1080,1801,1091,593,1174,895,1317,761,1843,350,1496,1078,1842,1315,1560,1942,1088,1077,337,1087,587,1312,1557,1839,1118,0,756,1838,1108,1793,1107,991,2344,1489,1850,1792,753,1165,1307,582,968,965,1483,571,964,1547,1099,880,577,1568,1784,1481,600,1157,2334,1298,1478,2199,1781,1095,1070,1059,1563,1297,1094,1924,2197,1562,1541,666,1069,1102,1476,1779,1923,1296,1475,1778,1068,1295,1821,1777,1474,2195,1294,1293,1292,1471,1064,1096,1556,1470,735,1817,868,565,1773,951,1916,2324,1085,1915,563,1145,733,246,1532,1467,1814,1049,2188,1553,732,1811,1911,1284,1550,2318,1140,1283,1549,1810,1910,1045,1909,1139,2183,1079,1044,1809,1526,1054,1461,726,650,858,942,725,1907,940,1761,1050,2178,1457,1134,939,1904,1759,1073,299,854,1903,551,1816,1455,853,1902,1072,921,157,1193,101,1058,916,1364,1190,1334,504,1742,151,1479,1330,699,1329,908,1328,907,1327,700,1735,626,906,493,492,1730,491,1729,1728,1727,489,1452,1726,1725,1450,135,485,1723,687,484,1249,894,1721,1035,1313,132,483,482,131,685,1719,539,128,1717,114,861,888,127,1716,1468,1456,126,1715,680,2149,125,679,476,1306,124,475,1305,111,1712,675,121,1302,472,1710,674,1709,120,1301,1022,119,1300,470,1299,1155,118,1707,852,671,117,1017,1444,465,848,464,113,667,1016,1443,1136,1015,846,1149,463,873,665,1208,462,110,1700,1014,664,1013,461,871,1451,458,1437,1288,661,1010,106,1009,457,456,659,866,1008,455,865,658,390,1007,1693,454,657,1433,103,654,100,1281,653,1688,1280,1687,859,652,1686,1685,1684,1425,1683,93,1681,1272,1680,1421,true,91,645,78,1432,90,851,644,1679,1271,643,1678,850,1431,1676,1675,640,1267,716,1202,1674,1266,1673,84,1265,637,1120,83,1264,1671,82,1424,1263,18,79,490,1533,1259,632,1420,77,1258,1407,1257,630,979,14,1405,629,1404,807,1662,1661,833,832,1252,1660,804,481,1659,1251,1658,830,1399,1523,1656,1655,1654,1245,1653,1394,798,618,617,63,1393,824,62,616,1651,61,1648,1239,792,611,791,1387,817,467,790,610,1645,55,1644,816,788,1641,289,51,1639,50,604,1086,49,603,1637,809,48,1636,1635,44,1225,1633,805,597,1632,1631,1630,802,801,40,800,1628,1627,1626,797,1217,794,1488,33,1621,1485,1619,1211,30,898,267,583,1210,789,28,1617,27,1616,1480,785,1613,23,575,782,755,781,370,573,1472,15,568,567,364,746,363,1342,1466,360,8,562,1338,742,275,1337,7,358,1133,560,357,6,740,1595,356,1594,1593,1592,353,352,555,1589,1588,1180,553,460,1104,345,547,1582,1322,550,1028,1579,543,1025,722,338,1493,1167,336,1573,1314,335,1572,1570,331,1569,534,1487,1309,330,713,532,1308,388,531,1484,1482,1564,708,325,528,344,707,1303,526,321,524,704,730,521,1555,519,1554,311,371,513,310,309,995,98,307,1286,304,216,1535,162,500,772,975,288,287,1525,347,670,1117,669,286,284,1262,282,281,1518,279,339,479,478,1253,1512,334,602,601,1508,1507,1247,1506,1505,649,468,1503,648,1501,466,1241,1500,947,1499,1498,123,1494,459,941,638,1492,1491,869,636,1490,1001,477,1465,1453,981,224,612,819,607,606,96,1401,474,1379,743,16,-1140,1,3,1255,1199,1198,1196,1194,1024,902,1276,147,17,681,678,20,74}
@attribute integrator_follows_req {false,true,30}
@attribute prior_interaction_commits numeric
@attribute status {0,1}

@data
22,0,57,0.789474,1,119,false,34,1
25,0,56,0.785714,1,119,false,34,1
2,0,12,0.916667,6,1022,false,0,1
15,0,31,1,6,1156,false,20,1
7,0,30,1,6,1156,false,20,1
10,0,39,0.923077,21,1300,false,20,1
6,0,85,0.941176,4,470,false,20,1
9,0,38,0.921053,21,1299,false,20,1
5,0,162,0.95679,13,672,false,127,1
5,0,29,1,6,1155,false,20,1
5,1,28,1,6,1155,false,20,1
29,0,54,0.796296,1,118,false,29,1
51,0,296,0.925676,42,1707,false,177,1
6,0,295,0.925424,42,1707,false,177,1
10,0,53,0.792453,1,118,false,29,1
29,0,294,0.92517,42,1707,false,177,1
8,0,82,0.963415,48,852,false,90,1
6,2,81,0.962963,48,852,false,90,1
10,0,84,0.940476,4,469,false,22,1
6,0,293,0.924915,42,1707,true,176,1
7,0,37,0.918919,21,1299,false,19,1
6,0,161,0.956522,13,671,false,127,1
4,0,160,0.95625,13,671,false,127,1
6,0,159,0.955975,13,671,false,126,1
4,0,158,0.955696,13,671,false,126,1
36,0,52,0.788462,1,117,false,27,1
4,0,27,1,6,1154,false,20,1
4,0,11,0.909091,6,1017,false,0,1
11,0,61,0.934426,23,1444,false,71,1
8,0,83,0.939759,4,465,false,20,1
13,0,80,0.9625,48,848,false,83,1
4,0,82,0.939024,4,464,false,20,1
7,1,0,0,6,660,false,0,1
16,0,51,0.784314,1,113,false,16,1
9,1,157,0.955414,13,667,false,124,1
7,1,10,0.9,6,1016,false,0,1
4,0,60,0.95,23,1443,false,67,0
4,0,81,0.938272,4,464,false,20,1
3,0,59,0.949153,23,1443,true,66,1
6,0,80,0.9375,4,464,false,20,1
6,1,156,0.955128,13,667,false,124,1
22,0,155,0.954839,13,667,false,123,1
24,0,0,0,2,1136,false,0,1
4,0,9,0.888889,6,1015,false,0,1
18,1,79,0.962025,48,846,true,75,1
47,2,78,0.961538,48,846,true,75,1
22,0,77,0.961039,48,846,false,74,1
6,0,8,875,6,1015,false,0,1
12,0,26,1,6,1149,false,18,1
7,0,76,0.960526,48,846,false,73,1
22,0,75,0.96,48,846,false,70,1
8,0,79,0.936709,4,463,false,20,1
15,0,25,1,6,1149,false,18,1
15,0,24,1,6,1149,false,18,1
13,0,64,0.9375,51,873,false,157,1
6,0,154,0.954545,13,665,false,115,1
6,0,153,0.954248,13,665,false,115,1
124,2,1,1,0,1208,false,0,1
8,0,78,0.935897,4,462,false,20,1
23,0,0,0,0,1208,false,0,1
2,1,50,0.78,1,111,false,12,1
7,0,0,0,3,110,false,0,1
6,0,77,0.935065,4,462,false,19,1
18,0,49,0.77551,1,111,false,12,1
67,0,292,0.924658,42,1700,true,156,1
2,0,152,0.953947,13,665,false,110,1
2,0,151,0.953642,13,665,false,110,1
2,0,150,0.953333,13,665,false,107,1
33,0,7,0.857143,6,1014,false,0,1
17,0,36,0.916667,21,1292,false,22,1
7,0,149,0.95302,13,664,false,106,1
4,0,48,0.770833,1,110,false,8,1
3,0,47,0.765957,1,110,false,8,1
3,0,23,1,6,1147,false,18,1
2,0,22,1,6,1147,false,18,1
5,0,6,0.833333,6,1013,false,0,1
55,1,46,0.782609,1,110,false,1,0
6,2,76,0.934211,4,461,false,14,1
11,0,148,0.952703,13,664,false,106,1
5,0,63,0.936508,51,871,false,161,1
14,1,147,0.952381,13,663,false,106,1
16,0,6,1,25,1451,false,2,1
2,0,146,0.952055,13,663,false,106,1
5,0,145,0.951724,13,663,false,106,1
10,0,75,0.933333,4,458,false,14,1
6,0,74,0.932432,4,458,false,14,1
15,0,58,0.948276,23,1437,false,56,1
11,0,35,0.914286,21,1288,false,22,1
10,0,34,0.911765,21,1288,false,22,1
9,0,144,0.951389,13,661,false,107,1
17,0,5,0.8,6,1010,false,0,1
29,0,33,0.939394,21,1288,false,22,0
24,0,143,0.951049,13,661,false,107,1
3,0,45,0.777778,1,106,false,1,1
25,0,4,0.75,6,1009,false,0,1
2,0,142,0.950704,13,660,false,112,1
8,0,73,0.931507,4,457,false,13,1
6,0,72,0.930556,4,456,false,13,1
12,0,141,0.950355,13,659,false,112,1
18,0,62,0.935484,51,866,false,160,1
18,0,61,0.95082,51,866,false,160,0
36,0,3,0.666667,6,1008,false,0,1
9,0,71,0.929577,4,455,false,13,1
16,0,60,0.95,51,865,false,160,1
14,0,59,0.949153,51,865,false,160,1
21,0,58,0.948276,51,865,false,160,1
6,0,140,0.95,13,658,false,109,1
13,0,21,1,6,1141,false,13,1
6,0,139,0.94964,13,658,false,109,1
6,0,138,0.949275,13,658,false,109,1
11,0,137,0.948905,13,658,false,109,1
28,6,0,0,1,390,false,0,1
35,0,2,1,6,1007,false,0,0
9,0,291,0.924399,42,1693,false,146,1
3,0,70,0.928571,4,454,false,11,1
4,0,69,0.927536,4,454,false,11,1
17,1,136,0.948529,13,657,false,113,1
7,0,57,0.947368,23,1433,false,61,1
6,0,32,0.9375,21,1284,false,20,1
17,0,44,0.772727,1,103,false,1,1
4,0,290,0.924138,42,1689,true,144,1
22,0,135,0.948148,13,654,false,113,1
73,2,43,0.790698,1,100,false,1,0
22,0,31,0.935484,21,1281,false,20,1
22,0,30,0.933333,21,1281,false,20,1
2,0,134,0.947761,13,654,false,114,1
15,0,289,0.923875,42,1689,false,144,1
44,0,288,0.923611,42,1689,true,144,1
11,0,133,0.947368,13,653,true,114,1
11,0,132,0.94697,13,653,true,114,1
2,0,131,0.946565,13,653,false,114,1
4,1,20,1,6,1136,false,11,1
3,0,287,0.923345,42,1688,true,145,1
36,0,19,1,6,1136,false,11,1
36,0,18,1,6,1136,false,11,1
8,0,29,0.931034,21,1280,false,20,1
3,0,286,0.923077,42,1688,true,145,1
5,0,285,0.922807,42,1688,true,145,1
13,0,284,0.922535,42,1687,false,144,1
7,0,57,0.947368,51,859,false,152,1
5,0,130,0.946154,13,652,true,113,1
5,0,129,0.945736,13,652,true,113,1
22,0,283,0.922261,42,1687,false,144,1
1,0,282,0.921986,42,1686,true,144,1
15,0,281,0.921708,42,1686,true,144,1
1,0,280,0.921429,42,1686,true,144,1
5,0,56,0.946429,51,858,false,146,1
2,0,279,0.921147,42,1686,true,142,1
18,0,55,0.945455,51,858,false,145,1
46,5,278,0.920863,42,1686,false,142,1
7,0,277,0.920578,42,1685,false,136,1
4,0,276,0.92029,42,1684,true,136,1
14,0,275,0.92,42,1684,true,136,1
10,0,274,0.919708,42,1684,true,136,1
6,0,273,0.919414,42,1684,true,139,1
4,0,272,0.919118,42,1684,true,139,1
12,0,271,0.918819,42,1684,true,139,1
2,1,56,0.946429,23,1425,false,76,1
10,0,270,0.918519,42,1683,true,138,1
48,0,269,0.918216,42,1683,false,138,1
8,0,268,0.91791,42,1683,true,135,1
37,1,2,0,0,465,false,0,1
5,0,267,0.917603,42,1683,true,135,1
6,0,266,0.917293,42,1683,true,135,1
6,0,265,0.916981,42,1683,true,135,1
9,2,54,0.944444,51,854,false,133,1
32,0,42,0.809524,1,93,false,1,0
65,0,264,0.916667,42,1681,false,138,1
144,0,1,0,0,463,false,0,0
9,0,28,0.928571,21,1272,false,20,1
21,0,263,0.91635,42,1680,false,135,1
21,0,262,0.916031,42,1680,false,135,1
9,0,55,0.945455,23,1421,false,76,1
9,false,0.944444,23,4,true,30,0,1
11,1,41,0.804878,1,91,false,1,1
4,0,128,0.945313,13,645,false,107,1
5,0,127,0.944882,13,645,false,107,1
44,0,1,1,4,1561,false,0,1
27,0,0,0,1,78,false,0,1
5,0,5,1,25,1432,false,0,1
6,1,40,0.8,1,90,false,1,1
21,0,53,0.943396,51,851,false,131,1
3,0,126,0.944444,13,644,false,108,1
14,0,261,0.915709,42,1679,false,131,1
4,0,125,944,13,644,false,108,1
8,0,27,0.925926,21,1271,false,16,1
12,1,39,0.794872,1,90,false,1,1
23,0,260,0.915385,42,1679,false,131,1
90,0,259,0.915058,42,1679,true,131,1
10,0,124,0.943548,13,643,false,103,1
10,0,123,0.943089,13,643,false,103,1
25,0,258,0.914729,42,1678,true,130,1
15,0,257,0.914397,42,1678,true,130,1
14,1,52,0.942308,51,850,false,129,1
6,0,4,1,25,1431,false,0,1
1,0,256,0.914063,42,1676,false,128,1
4,0,255,0.913725,42,1676,true,128,1
4,0,254,0.913386,42,1675,true,126,1
5,0,122,0.942623,13,640,false,98,1
5,0,121,0.942149,13,640,false,98,1
36,0,253,0.916996,42,1675,false,125,0
32,0,252,0.916667,42,1675,true,124,1
17,0,17,1,6,1123,false,13,1
8,0,26,0.923077,21,1267,false,16,1
8,1,0,0,0,716,false,0,1
19,0,0,0,4,1556,false,0,1
19,0,0,0,4,1202,false,0,1
4,0,251,0.916335,41,1674,false,119,1
3,0,250,916,41,1674,false,119,1
26,0,51,0.941176,51,846,false,124,1
12,1,25,0.96,21,1266,false,16,0
44,0,249,0.915663,41,1673,false,119,1
44,1,38,0.815789,1,84,false,1,0
7,0,24,0.958333,21,1265,false,16,1
3,0,120,0.941667,13,637,false,97,1
4,0,119,0.941176,13,637,false,96,1
11,0,16,1,6,1120,false,8,1
23,0,37,0.810811,1,83,false,1,1
4,0,118,0.940678,13,637,false,96,1
7,0,117,0.940171,13,637,false,96,1
7,0,116,0.939655,13,637,false,96,1
41,1,36,0.833333,1,83,false,1,0
2,0,23,0.956522,21,1264,false,16,1
17,0,115,0.93913,13,637,false,96,1
30,0,35,0.828571,1,83,false,1,1
3,0,114,0.938596,13,637,false,92,1
7,0,113,0.938053,13,637,false,90,1
5,0,3,1,25,1425,false,0,1
1,0,248,0.915323,41,1671,true,113,1
35,0,34,0.823529,1,82,false,1,1
34,0,33,0.818182,1,82,false,1,1
7,0,32,0.8125,1,82,false,1,1
5,0,2,1,25,1424,true,0,1
2,0,22,0.954545,21,1263,false,16,1
18,1,2,1,0,18,false,0,1
22,0,31,0.83871,1,79,false,1,0
4,0,12,1,16,490,false,3,1
4,0,11,1,16,490,false,3,1
27,0,1,1,25,1421,true,0,1
9,0,21,0.761905,15,1533,false,0,1
6,0,21,0.952381,21,1259,false,16,1
31,0,30,0.833333,1,78,false,1,1
3,0,112,0.9375,12,632,false,81,1
6,0,29,0.827586,1,78,false,1,1
16,0,0,0,25,1420,false,0,1
39,1,28,0.857143,1,77,false,1,0
14,0,20,0.95,21,1258,false,15,1
6,0,53,0.943396,23,1407,false,88,1
9,0,0,0,3,932,false,0,1
22,0,19,0.947368,21,1257,false,14,1
2,0,111,0.936937,12,630,false,78,1
2,0,1,1,6,979,false,0,1
2,0,0,0,6,979,false,0,1
40,1,1,1,0,14,false,0,1
36,1,0,0,0,14,false,0,1
5,0,52,0.942308,23,1405,false,93,1
5,0,51,0.941176,23,1405,false,93,1
4,0,110,0.936364,12,629,false,69,1
3,0,109,0.93578,12,629,false,69,1
21,0,15,1,6,1112,false,6,1
16,0,14,1,6,1112,false,6,1
5,0,50,0.94,23,1404,false,93,1
5,0,49,0.938776,23,1404,false,93,1
28,0,74,0.959459,48,807,false,224,1
17,2,73,0.958904,48,807,false,224,1
17,1,247,0.91498,41,1662,true,115,1
5,1,246,0.914634,41,1662,true,115,1
6,0,245,0.914286,41,1662,true,116,1
5,0,244,0.913934,41,1661,false,116,1
14,0,50,0.94,51,833,false,108,1
10,1,243,0.91358,41,1661,false,115,1
6,0,242,0.913223,41,1661,false,115,1
6,0,241,0.912863,41,1661,true,115,1
46,1,240,0.9125,41,1661,false,114,1
12,0,49,0.938776,51,832,false,104,1
20,0,48,0.9375,51,832,false,104,1
3,0,18,0.944444,21,1252,false,11,1
5,0,239,0.912134,41,1660,false,113,1
7,1,17,0.941176,21,1252,false,11,1
6,0,238,0.911765,41,1660,true,113,1
11,0,72,0.958333,48,804,false,222,1
16,0,10,1,16,481,false,1,1
5,0,237,0.911392,41,1659,false,110,1
18,0,16,0.9375,21,1251,false,11,1
17,0,15,0.933333,21,1251,false,11,1
3,0,236,0.911017,41,1659,false,110,1
6,0,233,0.909871,41,1659,false,109,1
3,0,232,0.909483,41,1658,false,109,1
13,0,47,0.93617,51,830,false,99,1
9,0,231,0.909091,41,1658,false,105,1
2,0,230,0.908696,41,1658,false,105,1
1,0,229,0.908297,41,1658,false,105,1
2,0,48,0.9375,23,1399,false,100,1
7,0,228,0.907895,41,1658,false,104,1
1,0,227,0.907489,41,1658,false,103,1
7,0,20,0.75,15,1523,false,0,1
5,0,226,0.90708,41,1656,true,101,1
2,0,225,0.906667,41,1656,true,101,1
2,0,224,0.90625,41,1656,true,101,1
2,0,223,0.90583,41,1656,true,99,1
2,0,222,0.905405,41,1656,true,99,1
2,0,221,0.904977,41,1656,true,99,1
4,0,220,0.904545,41,1656,true,99,1
20,1,0,0,0,483,false,0,1
3,0,219,0.90411,41,1655,false,93,1
4,0,218,0.90367,41,1655,false,93,1
46,0,217,0.903226,41,1655,true,93,1
4,0,216,0.902778,41,1654,false,93,1
3,0,215,0.902326,41,1654,true,93,1
8,2,14,0.928571,21,1245,false,11,1
2,0,214,0.906542,41,1653,false,92,0
2,0,213,0.910798,41,1653,false,92,0
2,0,13,1,21,1245,false,11,0
10,0,12,1,21,1245,false,11,1
6,0,47,0.93617,23,1394,true,108,1
7,0,46,0.934783,23,1394,true,108,1
9,0,11,1,21,1245,false,11,1
16,0,71,0.957746,48,798,false,239,1
6,0,108,0.935185,12,618,false,79,1
5,0,212,0.915094,41,1653,false,92,0
20,0,45,0.933333,23,1394,true,108,1
20,0,44,0.931818,23,1394,true,108,1
3,0,107,0.934579,12,617,false,79,1
7,0,106,0.933962,12,617,false,79,1
48,0,27,0.851852,1,63,false,1,1
26,0,43,0.953488,23,1393,false,110,0
30,0,46,0.934783,51,824,false,86,1
43,3,105,0.942857,12,617,false,78,0
18,0,26,0.846154,1,62,false,1,1
8,0,25,0.84,1,62,false,1,1
7,0,104,0.942308,12,616,false,77,1
7,0,103,0.941748,12,616,false,77,1
29,0,211,0.914692,41,1651,true,91,1
29,0,210,0.914286,41,1651,true,91,1
36,0,24,0.833333,1,61,false,1,1
1,1,209,0.913876,41,1648,false,87,1
10,0,10,1,21,1239,false,9,1
9,0,9,1,21,1239,false,9,1
19,0,70,0.957143,48,792,true,250,1
19,0,69,0.956522,48,792,true,250,1
5,0,102,0.95098,12,611,false,81,0
5,1,101,0.960396,12,611,false,81,0
13,0,68,0.955882,48,791,true,250,1
13,0,67,0.955224,48,791,true,250,1
3,0,42,0.952381,23,1387,true,116,1
3,0,41,0.95122,23,1387,true,116,1
8,0,100,0.96,12,611,true,79,1
10,2,45,0.933333,51,817,false,78,1
50,1,44,0.931818,51,817,false,78,1
6,0,9,1,16,467,false,1,1
6,0,8,1,16,467,false,1,1
26,0,66,0.954545,48,790,true,253,1
5,0,99,0.959596,12,610,false,74,1
5,0,98,0.959184,12,610,false,74,1
46,1,208,0.913462,41,1645,false,85,1
2,0,23,0.826087,1,55,false,1,1
28,0,207,0.913043,41,1644,true,85,1
21,1,43,0.930233,51,816,false,72,1
24,1,42,0.928571,51,816,false,72,1
46,0,65,0.953846,48,788,false,244,1
46,0,64,0.953125,48,788,false,244,1
14,0,206,0.912621,41,1641,true,85,1
13,0,1,1,0,289,false,0,1
6,2,22,0.818182,1,51,false,1,1
3,0,205,0.912195,41,1639,false,81,1
10,0,40,0.95,23,1380,false,116,1
4,0,13,1,6,1087,false,10,1
4,0,12,1,6,1087,false,10,1
35,0,21,0.857143,1,50,false,1,0
6,0,20,0.85,1,50,false,1,1
4,0,97,0.958763,12,604,false,74,1
4,0,96,0.958333,12,604,false,74,1
1,0,204,0.911765,41,1639,true,79,1
8,0,95,0.957895,12,604,true,74,1
8,0,94,0.957447,12,604,true,74,1
14,0,19,0.842105,1,50,false,1,1
25,0,11,1,6,1086,false,10,1
34,0,18,0.833333,1,49,false,1,1
3,1,93,0.956989,12,603,false,74,1
30,0,17,0.823529,1,49,false,0,1
14,0,16,0.8125,1,49,false,0,1
3,1,203,0.91133,41,1637,false,75,1
45,1,41,0.926829,51,809,false,61,1
2,0,15,0.8,1,48,false,0,1
8,0,14,0.785714,1,48,false,0,1
14,0,202,0.910891,41,1637,true,73,1
2,0,201,0.910448,41,1636,true,59,1
2,0,200,0.91,41,1636,true,59,1
26,0,199,0.909548,41,1636,true,59,1
9,0,198,0.909091,41,1636,true,59,1
40,0,40,925,51,807,false,51,1
4,0,197,0.908629,41,1635,true,57,1
51,0,196,0.908163,41,1635,true,57,1
2,0,195,0.907692,41,1635,true,57,1
13,0,39,0.923077,51,807,false,47,1
10,0,194,0.907216,41,1635,true,57,1
87,3,13,0.846154,1,44,false,0,0
4,0,8,1,21,1225,false,8,1
1,0,193,0.906736,41,1633,true,57,1
19,0,38,0.921053,51,805,false,42,1
8,0,37,0.918919,51,805,false,40,1
4,0,192,0.90625,41,1633,true,53,1
11,0,191,0.905759,41,1633,true,51,1
92,0,0,0,5,1307,false,0,1
8,0,92,0.956522,12,597,true,78,1
8,0,91,0.956044,12,597,true,78,1
18,0,190,0.905263,41,1632,true,51,1
4,0,36,0.916667,51,804,false,29,1
22,0,189,0.904762,41,1632,true,48,1
11,0,35,0.914286,51,804,false,29,1
27,0,188,0.904255,41,1632,true,48,1
4,0,187,0.903743,41,1631,true,46,1
1,0,186,0.903226,41,1631,false,45,1
5,0,185,0.902703,41,1631,true,45,1
11,0,184,0.902174,41,1631,true,45,1
7,0,183,0.901639,41,1631,true,45,1
7,0,182,0.901099,41,1631,true,45,1
14,0,181,0.900552,41,1631,true,45,1
38,0,180,0.9,41,1631,true,45,1
17,1,179,0.899441,41,1630,false,45,1
8,0,34,0.911765,51,802,false,22,1
63,0,178,0.898876,41,1630,true,45,1
13,0,33,0.909091,51,801,false,21,1
8,0,12,0.833333,1,40,false,0,1
12,0,32,0.90625,51,801,false,20,1
155,2,31,0.935484,51,800,false,20,0
88,0,177,0.898305,41,1628,false,44,1
9,0,176,0.897727,41,1627,true,44,1
88,0,175,0.897143,41,1627,true,44,1
42,0,174,0.902299,41,1626,false,44,0
38,0,30,0.933333,51,798,false,17,1
24,0,173,0.901734,41,1626,true,44,1
68,1,172,0.906977,41,1626,false,44,0
34,1,29,0.931034,51,797,false,17,1
3,0,7,1,21,1217,false,9,1
14,0,28,0.928571,51,794,false,17,1
101,0,27,0.925926,51,794,false,17,1
48,0,19,0.789474,15,1488,false,0,0
14,0,26,0.923077,51,794,false,17,1
13,0,11,0.818182,1,33,false,0,1
61,0,171,0.906433,41,1621,true,46,1
42,0,170,0.905882,41,1621,true,46,1
48,0,18,0.777778,15,1485,false,0,1
3,0,169,0.911243,41,1619,false,46,0
3,0,168,0.916667,41,1619,false,46,0
42,0,167,0.922156,41,1619,false,46,0
6,0,5,1,21,1211,false,9,1
11,0,25,0.92,51,791,false,14,1
22,0,10,0.8,1,30,false,0,1
13,2,0,0,3,898,false,0,0
8,0,0,0,0,267,false,0,1
3,0,24,0.916667,51,790,false,14,1
9,0,90,0.955556,12,583,false,73,1
17,0,89,0.955056,12,583,false,73,1
18,0,4,1,21,1210,false,9,1
11,0,23,0.913043,51,790,false,14,1
87,0,17,0.823529,15,1483,false,0,0
26,0,22,0.909091,51,789,false,14,1
13,0,88,0.954545,12,582,false,74,1
13,0,87,0.954023,12,582,false,74,1
113,0,21,0.904762,51,789,false,14,1
14,0,9,0.777778,1,28,false,0,1
34,1,166,0.921687,41,1617,false,45,1
11,0,8,0.75,1,27,false,0,1
4,0,165,0.921212,41,1616,false,46,1
4,0,164,0.920732,41,1616,false,46,1
110,0,163,0.920245,41,1616,false,46,1
15,0,16,875,15,1481,false,0,0
5,0,15,0.866667,15,1480,false,0,1
6,0,14,0.857143,15,1480,false,0,1
5,9,13,0.923077,15,1480,false,0,0
8,0,20,0.95,51,785,false,14,0
12,0,19,0.947368,51,785,false,14,1
3,0,18,0.944444,51,785,false,14,1
6,0,12,0.916667,15,1479,true,0,1
10,0,17,0.941176,51,785,false,13,1
8,0,16,0.9375,51,785,false,13,1
6,0,162,0.919753,41,1613,true,44,1
72,0,161,0.919255,41,1613,false,43,1
4,0,11,0.909091,15,1478,false,0,1
28,0,10,0.9,15,1478,false,0,1
7,0,7,0.714286,1,23,false,0,1
8,0,86,0.953488,10,577,false,74,1
12,0,6,0.666667,1,23,false,0,1
13,0,5,0.6,1,23,false,0,1
1,0,85,0.952941,10,575,false,78,1
7,0,15,0.933333,51,782,false,12,1
15,0,14,0.928571,51,782,false,12,1
16,0,63,0.952381,47,755,true,268,1
11,0,62,0.951613,47,755,false,264,1
21,1,13,0.923077,51,782,false,8,1
6,0,84,0.952381,10,575,false,80,1
14,0,12,0.916667,51,782,false,6,1
8,4,9,0.888889,15,1475,false,0,1
9,0,11,0.909091,51,781,false,6,1
12,0,68,0.926471,4,370,false,7,1
30,0,67,0.925373,4,370,false,7,1
4,0,83,0.951807,10,573,false,80,1
4,0,82,0.95122,10,573,false,80,1
32,8,8,875,15,1472,false,0,1
15,0,160,0.91875,41,1606,false,32,1
19,0,7,0.857143,15,1472,false,0,1
25,0,6,0.833333,15,1472,false,0,1
16,0,159,0.918239,41,1604,false,31,1
118,0,4,0.75,1,15,false,0,0
165,0,5,0.8,15,1470,false,0,1
6,0,81,0.950617,10,568,false,76,1
6,0,80,0.95,10,568,false,76,1
22,0,4,0.75,15,1468,false,0,1
7,0,3,0.666667,15,1468,true,0,1
16,0,79,0.949367,10,567,false,70,1
16,0,78,0.948718,10,567,false,70,1
10,0,66,0.924242,4,364,false,7,1
5,2,2,0.5,15,1467,false,0,1
24,0,1,1,15,1467,false,0,0
17,0,61,0.95082,47,746,false,259,1
