@relation 'node-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R10,30,36,38,40,42,48,50,52,53'

@attribute files_modified numeric
@attribute asserts_per_kloc numeric
@attribute requester {eversojk,bengl,TheAlphaNerd,Fishrock123,jasnell,evanlucas,trevnorris,thlorenz,mhdawson,JacksonTian,lpinca,gareth-ellis,santigimeno,kapouer,drywolf,benjamingr,claudiorodriguez,ofrobots,tomreece,lance,bsegault,cjihrig,WebReflection,Trott,orangemocha,jbergstroem,matthewloring,thefourtheye,joaocgreis,fast0490f,FB55,rvagg,dirceu,kevinoid,mithun-daa,pittyplatsch,alexpenev-s,shigeki,svozza,watilde,phillipj,fanatid,luoziyong,fansworld-claudio,thekemkid,AndreasMadsen,whitlockjc,geek,gnash48,erg0dic,stevemao,mscdex,therewillbecode,axvm,gibm,bnoordhuis,RWOverdijk,entertainyou,othiym23,targos,princejwesley,pmuellr,omsmith,mike182uk,stefanmb,silverwind,arnav-gudibande,robertchiras,eljefedelrodeodeljefe,strawbrary,indutny,zdebyman,firedfox,billautomata,DungarMT,mcollina,zbinlin,kthelgason,vkurchatkin,ronkorving,sam-github,dnalborczyk,chrisdew,SeekTheError,kahwee,Shambhavi,estliberitas,nettofarah,pinggod,glenholmes,zkat,jray319,silentroach,kaero,Ralt,hgwood,jrit,andrewmash,mpotra,mjcuva,MrOutput,chinedufn,tristanls,dimhotepus,IgorKlopov,vaibhav93,NoahRoseLedesma,Avinash-Raj,mikeal,TriAnMan,arlolra,BridgeAR,juliepagano,braydonf,agl,ChALkeR,ncopa,imyller,iarna,a0viedo,ojss,dcposch,tflanagan,JungMinu,raineroviir,osmanager,aayn,Necromos,pra85,piepmatz,romankl,focusaurus,fdaciuk,TimothyGu,techjeffharris,lumberj,dturing,Cangit,chicoxyzzy,Qard,Jimbly,drewfish,obastemur,Chris911,felixfbecker,seokju-na,garrows,wKich,Nibbler999,kunalspathak,drjokepu,richardlau,cusspvz,pgeiss,luckduvip,MichaelTheriot,thejefflarson,exinfinitum,bryce-gibson,littledan,kohei-takata,danielsan,iWuzHere,misterdjules,zeusdeux,greenjava,zoubin,sung-su,saru95,feross,rmg,Sequoia,tomgco,daguej,barisvelioglu,richardsun29,davidvgalbraith,mafintosh,ChuckLangford,ryansobol,designfrontier,jfromaniello,bripkens,iamchenxin,jsheely,dschenkelman,nikolas,juancho1,mbarinov,setun-90,saadq,addaleax,woollybogger,Sup,ashleygwilliams,dnakamura,nicholaswyoung,chrisJohn404,Xotic750,AdriVanHoudt,skilledDeveloper,saghul,lmarkus,martinbark,gagern,yorkie,hidekiy,calvinmetcalf,joerg-krause,baloo,wurde,brycebaril,scottsb,vdemedes,Y--,jkrems,jonathanp,tangxinfa,jscissr,bsnote,gireeshpunathil,pabigot,gromnitsky,martfors,aredridel,TejasManohar,rifler,Zirak,lordjabez,srl295,yosuke-furukawa,minesworld,pmq20,jmm,DaftMonk,neilstuartcraig,thinkingdust,john-yan,hellopao,saquibkhan,hmalphettes,SPGB,mccraveiro,aks-,jas-,fredericosilva,zertosh,emilyaviva,rodmachen,suitupalex,usta,narqo,baslr,fernandezpablo85,birnam,zhangrenyang,mLuby,sitegui,ifdattic,darobin,domenic,Gum-Joe,PabloSuarez,micnic,Skomski,hemanth,calebboyd,reggi,hustxiaoc,dhodder,idoby,Martii,smith-kyle,fabiosantoscode,thorn0,dougshamoo,TooTallNate,MJefferson,pdilyard,jwueller,zyxar,brendanashworth,mareksrom,kulkarniankita,zcbenz,johannhof,sbourdelin,xiangshouding,PaulVI,brodybits,justinmchase,lfortin,mobinni,tjconcept,dgerber,mzgol,vaseker,joepie91,psharma1209,IonicaBizau,sevoma,abbr,DannyNemer,tunniclm,AhoyM,mtharrison,foliveira,daveboivin,agcolom,julianduque,viirya,akroeger1984,walkerlee,mnkhouri,charlierudolph,yoshokatana,saljam,joozek78,sambthompson,yjhjstz,jhamhader,sxa555,jasonkarns,mansona,bmeck,toddself,hertzg,socketpair,MattMS,alexrepin,skeggse,bahamas10,diversario,apechimp,jmdyck,itkoren,OleksandrChekhovskyi,wraithan,manvalls,nathan7,subzey,rlidwka,yury-s,yanxyz,martinheidegger,tellnes,3y3,monsanto,phersh,piscisaureus,Olegas,pierreinglebert,petschekr,mogadanez,sxyizhiren,dominictarr,webPapaya,m0ppers,davidtpate,skenqbx,MauriceButler,michalzagrodzki,joshgummersall,saarons,fsbatista,fhemberger,smikes,chrisdickinson,robertkowalski,mikemaccana,petkaantonov,maqnouch,ivan,enaqx,coderaiser,fastest963,ChrisYip,jomo,hoho,jekrb,standup75,danvarga,alexyursha,ajcrites,not-implemented,modeswitch,Gioyik,super-turbo,adrianblynch,tako-black,Frijol,kaspars,AlexKVal,phlco,coderhaoxin,jagoda,MayhemYDG,fengmk2,xoddong,connor4312,anio,mdarse,runeli,abbshr,Schmoopiie,fundon,laino,pesho,okuryu,blakmatrix,nkt,olov,bnb,MBullington,JCMais,SgtPooki,timoxley,nvcexploder,pmed,kenperkins,Havvy,reqshark,goto-bus-stop,shinnn,kevinmehall,emilyrose,uxp,e-jigsaw,jimmyhsu,charmander,thewazir,ceejbot,skaapgif,ryanseys,cfsghost,remixz,popomore,lllama,zerhacken,lxe,snostorm,sonewman,Demurgos,DsXack,ontouchstart,jonathanong,curtiszimmerman,mathiask88,3674823674252,seishun,a8m,pascalduez,wizicer,toastynerd,jray,sairion,qzaidi,bcbcb,drcapulet,mhart,jongyeol,pwnate,isaacs,MicTech,btd,qbit,ysmood,iamphill,RubenVerborgh,Zuckonit,mathiasbynens,haroldfredshort,chrisalley,jessecogollo,ruimarinho,fixe,crandmck,loyd,ziyunfei,caitp,Cydox,amir-s,rudi-cilibrasi,timruffles,markstos,gdi2290,teppeis,iankronquist,bajtos,rootslab,Jinkwon,algesten,srijs,alvynmcq,wizardzloy,bk2204,smcmurray,ghostbar,ahmdrefat,imjacobclark,leobalter,tkellen,kevinohara80,maraca,xjamundx,maxogden}
@attribute requester_succ_rate numeric
@attribute following numeric
@attribute main_team_member {false,true}
@attribute prior_interaction_pr_events numeric
@attribute prior_interaction_commits numeric
@attribute first_response numeric
@attribute status {0,1}

@data
1,266.044948,dcposch,0,19,true,1,8,1,0
1,266.044948,kthelgason,1,26,false,1,10,225,1
4,266.044948,tflanagan,0.181818,6,true,11,172,28,0
1,266.044948,evanlucas,0.616438,60,true,50,142,14,1
1,266.044948,lumberj,0,28,false,0,4,1207,0
6,266.044948,dturing,0,0,false,0,0,1126,1
1,266.044948,agl,1,0,true,2,1,1902,0
3,266.036482,eljefedelrodeodeljefe,0.333333,43,true,7,23,46,0
1,266.036482,agl,1,0,false,1,0,30,1
1,266.036482,agl,0,0,false,0,0,76,1
4,265.967895,thefourtheye,0.278481,75,true,13,25,17,0
1,265.967895,benjamingr,0.1,11,true,9,21,0,0
31,265.967895,benjamingr,0.111111,11,true,7,20,1,0
1,265.967895,ChALkeR,0.454545,3,false,2,3,3,1
1,265.967895,rvagg,0.379121,17,true,55,401,-1,0
4,265.967895,Trott,0.438424,41,true,194,439,1116,1
1,265.967895,mscdex,0.09434,1,true,37,106,15,0
1,265.967895,Cangit,0,3,false,1,0,34,0
1,265.967895,santigimeno,0.304348,8,true,20,84,186,1
1,265.967895,Trott,0.435644,41,true,192,436,1398,1
4,265.967895,indutny,0.160714,17,true,46,100,3,0
1,265.967895,TimothyGu,0.666667,12,true,2,11,16,1
5,265.962265,evanlucas,625,60,true,49,139,63,0
2,265.962265,evanlucas,0.619718,60,true,48,139,2,1
1,437.99855,chicoxyzzy,0,107,false,0,0,20,0
1,265.962265,thefourtheye,0.269231,75,true,14,20,300,1
7,265.966499,cjihrig,0.274194,19,true,80,169,390,1
1,265.966499,TimothyGu,0.5,12,true,1,5,681,1
1,265.966499,TimothyGu,1,12,false,0,0,663,0
1,265.966499,Trott,0.437811,41,true,188,431,16,0
1,265.966499,kthelgason,0,26,false,0,5,6,1
5,265.966499,Qard,0,72,false,0,0,127,0
2,265.966499,silverwind,125,34,true,30,84,36,1
1,265.951818,Jimbly,0,1,false,0,6,954,1
1,265.951818,drewfish,0,8,false,1,6,0,0
1,259.345334,drewfish,0,8,false,0,0,9,0
2,265.951818,JacksonTian,0,134,true,14,41,1,1
1,265.951818,Trott,435,41,true,190,429,21,1
1,265.951818,Trott,0.432161,41,true,189,429,1,1
1,265.951818,obastemur,0,3,false,0,0,31,0
4,265.951818,dcposch,0,19,true,0,1,15,0
7,265.951818,indutny,0.162162,17,true,45,99,135,0
3,265.917952,Chris911,0,37,false,0,4,172,1
30,265.917952,eljefedelrodeodeljefe,0.4,43,true,5,23,11,0
2,265.917952,felixfbecker,0,7,false,0,4,4,1
2,265.917952,evanlucas,0.614286,60,true,47,134,5,1
1,265.917952,seokju-na,0,10,false,0,0,62,0
1,265.917952,benjamingr,0,11,true,5,16,258,1
13,265.917952,benjamingr,0,11,true,4,12,6,0
3,265.917952,benjamingr,0,11,true,3,6,272,0
1,265.917952,techjeffharris,0,56,false,0,5,154,1
1,265.917952,TheAlphaNerd,0.192308,145,true,41,1019,2,1
1,265.923264,Trott,0.429293,41,true,189,426,961,1
14,265.923264,rvagg,0.383333,17,true,53,386,1,0
15,265.923264,cjihrig,0.262295,19,true,79,168,7,1
1,265.923264,garrows,0,20,false,0,4,144,0
1,265.923264,kevinoid,0,0,false,0,6,206,1
1,260.166527,Trott,0.426396,41,true,188,422,287,1
1,260.169832,TheAlphaNerd,0.2,145,true,40,1010,343,0
1,260.169832,TheAlphaNerd,0.166667,145,true,39,1010,11,1
5,260.143663,eljefedelrodeodeljefe,0.25,43,true,4,23,4,1
3,260.143663,eljefedelrodeodeljefe,0.333333,43,true,3,19,20,0
1,260.143663,mscdex,0.096154,1,true,36,107,6,0
3,260.143663,trevnorris,0.12766,24,true,20,59,87,1
1,260.127823,zkat,0.133333,56,true,6,18,2,1
1,260.127823,Trott,0.423469,41,true,186,418,137,1
1,260.127823,cjihrig,0.266667,19,true,77,163,52,0
1,260.127823,wKich,0,5,false,0,8,4,1
1,260.127823,benjamingr,0,11,true,1,3,53,0
0,260.122486,Trott,0.418848,41,true,182,397,8,1
1,260.126722,Nibbler999,0,1,false,0,6,567,0
1,260.126722,kaero,0,40,false,0,1,243,1
2,260.126722,vkurchatkin,0.088235,15,false,2,9,5,1
695,259.497357,TheAlphaNerd,0.190476,145,true,35,965,4,0
0,260.126722,Fishrock123,0.545455,17,true,44,284,4,1
41,260.127823,kunalspathak,0,0,true,0,3,11,0
1,260.127823,drjokepu,0,1,false,0,0,77,0
2,260.127823,richardlau,0,8,false,1,18,1,0
1,260.127823,evanlucas,0.608696,60,true,46,122,34,1
2,260.127823,bnoordhuis,0.81407,29,true,74,122,52,0
6,260.127823,silverwind,0.109091,34,true,22,58,9,1
1,260.127823,indutny,0.165138,17,true,44,97,0,0
2,260.144765,phillipj,0.166667,2,true,2,6,188,0
2,260.144765,silverwind,0.111111,34,true,21,38,319,0
5,260.170177,eljefedelrodeodeljefe,0.5,43,true,2,13,1,0
3,260.170177,cjihrig,0.254237,19,true,74,158,1,1
3,260.157746,cusspvz,0,114438,false,0,2,181,0
67,257.15822,evanlucas,0.617647,60,true,44,111,21,0
12,260.157746,fansworld-claudio,0.5,0,true,12,23,3,0
1,260.157746,Trott,0.415789,41,true,181,398,11,1
2,260.157746,JacksonTian,0,134,true,10,30,80,0
2,260.157746,JacksonTian,0,134,true,9,30,-1,0
1,260.157746,Trott,0.417989,41,true,180,393,7,0
36,260.157746,eljefedelrodeodeljefe,1,43,true,1,13,461,0
1,260.157746,bnoordhuis,0.813131,29,true,72,120,284,1
1,260.157746,estliberitas,0,16,false,0,6,1549,1
73,260.160122,targos,0.333333,7,true,20,67,4418,0
1,260.160122,pgeiss,0,9,false,0,7,22,1
1,260.160122,pra85,0,149,false,0,0,-1,0
1,260.160122,cjihrig,0.258621,19,true,70,156,1,0
1,260.160122,cjihrig,0.245614,19,true,68,151,8,1
808,260.160122,luckduvip,0,0,false,0,0,38,0
2,260.160122,MichaelTheriot,0,0,false,0,0,7,0
7,260.160122,thejefflarson,0,124,false,0,0,50,0
3,260.141075,exinfinitum,0,4,true,1,5,9,1
1,259.497357,bryce-gibson,0,0,false,0,0,2,0
1,260.141075,littledan,0,0,false,0,0,10,0
3,260.141075,TheAlphaNerd,0.2,145,true,31,898,2,0
13,260.141075,ofrobots,0.322581,11,true,19,33,45,0
2,260.141075,evanlucas,0.61194,60,true,41,98,709,1
1,260.141075,evanlucas,0.621212,60,true,40,96,57,0
1,260.141075,rvagg,0.379888,17,true,58,398,3,1
1,260.141075,kohei-takata,0,18,false,0,0,39,0
2,260.146585,indutny,0.158879,17,true,45,93,0,1
3,259.497357,indutny,0.160377,17,true,44,87,25,0
227,260.146585,jasnell,0.18,39,true,200,701,93,0
1,260.143795,kapouer,0,15,false,0,1,10,0
2,267.238404,Trott,0.431694,41,true,178,396,1,0
1,267.238404,danielsan,0,6,false,2,0,10,0
2,267.238404,mscdex,0.078431,1,true,37,108,1,1
1,267.238404,iWuzHere,0.2,5,true,4,19,26,0
1,267.238404,danielsan,0,6,false,0,0,6,0
0,267.199216,rvagg,0.382022,17,true,56,397,174,0
0,267.199216,rvagg,0.384181,17,true,55,396,252,0
0,267.199216,rvagg,0.386364,17,true,54,395,254,0
0,267.199216,rvagg,0.388571,17,true,53,394,254,0
0,267.199216,rvagg,0.390805,17,true,52,393,258,0
1,267.199216,misterdjules,0.4,20,true,27,34,1,0
1,267.199216,TheAlphaNerd,0.222222,145,true,34,880,1,0
1,267.199216,TheAlphaNerd,0.235294,145,true,33,874,19,0
1,267.199216,romankl,0.5,6,true,7,23,494,0
1,267.168872,cjihrig,0.232143,19,true,63,147,195,1
1,267.168872,zeusdeux,0,90,true,3,10,89,0
1,267.168872,evanlucas,0.615385,60,true,38,92,140,1
1,267.168872,greenjava,0,20,false,0,4,154,0
1,267.168872,Trott,0.434066,41,true,179,403,0,0
1,267.168872,zoubin,1,54,false,1,13,487,0
4,267.168872,mscdex,0.08,1,true,36,104,12324,0
1,267.168872,Trott,0.436464,41,true,180,405,49,0
1,267.168872,TheAlphaNerd,0.25,145,true,31,844,2,0
1,267.168872,Trott,0.433333,41,true,180,401,34,1
1,267.168872,Trott,0.430168,41,true,179,399,80,1
1,267.168872,stefanmb,0.357143,17,true,14,64,88,0
1,267.168872,stefanmb,0.307692,17,true,13,64,90,1
2,267.168872,sung-su,0,5,false,0,0,114,0
1,267.168872,santigimeno,0.285714,8,true,18,75,111,1
39,264.23891,TheAlphaNerd,0.266667,145,true,30,829,1,0
2,264.23891,ofrobots,0.344828,11,true,19,34,1,0
1,267.171149,indutny,0.152381,17,true,45,99,0,1
1,267.140477,Fishrock123,0.539474,17,true,47,279,1,1
1,267.140477,saru95,0,80,false,0,0,6,0
2,267.140477,silverwind,0.113208,34,true,21,36,95,0
1,267.140477,zoubin,0,54,false,0,7,244,1
1,267.126819,Trott,0.426966,41,true,175,394,2,1
0,267.126819,Trott,0.423729,41,true,174,389,0,1
1,267.126819,mscdex,0.081633,1,true,36,103,0,0
1,267.126819,Trott,0.426136,41,true,173,384,1,0
2,267.126819,Trott,0.428571,41,true,172,377,6,0
1,267.126819,eljefedelrodeodeljefe,0,43,false,0,7,31,1
4,267.126819,Trott,0.431034,41,true,171,370,13,0
1,267.126819,Trott,0.433526,41,true,170,363,0,0
1,267.126819,santigimeno,0.25,8,true,17,73,120,1
6,267.126819,AndreasMadsen,0,57,true,0,11,86,0
1,267.126819,Trott,0.430233,41,true,171,358,1003,1
2,267.126819,cjihrig,0.218182,19,true,59,139,753,1
1,267.126819,feross,0,179,true,1,4,47,1
16,267.126819,rmg,0.25,7,true,3,6,3,0
1,267.126819,Sequoia,1,8,true,2,19,1,0
1,267.126819,Sequoia,1,8,true,1,19,0,1
1,267.126819,Sequoia,0,8,true,0,19,3,1
1,267.126819,jasnell,0.1875,39,true,183,689,1,0
1,267.126819,tomgco,0.3,64,true,9,23,13,0
1,267.126819,JungMinu,0.222222,56,true,27,35,1,0
3,267.126819,zeusdeux,0,90,true,2,10,348,0
1,267.112052,daguej,0,0,false,0,7,878,0
1,267.112052,evanlucas,0.609375,60,true,36,84,1,1
1,267.112052,TheAlphaNerd,0.285714,145,true,28,714,6,0
3,267.112052,bnoordhuis,0.817259,29,true,77,118,1,0
0,267.112052,barisvelioglu,0,3,false,0,0,-1,0
11,267.100408,indutny,0.153846,17,true,43,99,0,0
1,267.05158,mscdex,0.083333,1,true,35,96,1,0
560,264.650227,Fishrock123,0.546667,17,true,46,292,13,0
1,267.05158,cjihrig,0.188679,19,true,56,138,94,1
3,267.064363,evanlucas,0.603175,60,true,42,82,98,1
1,267.064363,richardsun29,1,0,false,1,13,247,1
2,267.064363,shigeki,0.111111,7,true,8,30,425,1
25,267.064363,Trott,0.440476,41,true,182,366,2,0
1,267.064363,geek,0.1,28,false,0,6,467,1
1,267.038797,davidvgalbraith,0,0,true,3,19,0,1
1,267.030855,thefourtheye,0.25974,75,true,17,26,635,1
1,267.030855,Trott,0.443114,41,true,178,366,5,0
1,266.960131,santigimeno,0.263158,8,true,16,67,117,0
1,266.960131,Trott,0.445783,41,true,177,360,1,0
2,266.960131,feross,0,179,false,0,0,4,0
1,266.960131,Trott,0.448485,41,true,176,354,0,0
3,266.960131,indutny,0.15534,17,true,44,102,0,0
1,266.964392,mafintosh,0,254,false,0,1,228,0
38,266.964392,Trott,0.445122,41,true,176,355,217,1
2,266.972915,Trott,0.447853,41,true,173,352,1677,0
8,266.972915,indutny,0.156863,17,true,43,97,58,0
2,266.972915,ChuckLangford,0,5,false,0,0,25,0
7,266.972915,trevnorris,0.108696,24,true,34,65,1222,1
1,266.972915,ryansobol,0,21,true,3,13,327,1
2,266.972915,designfrontier,0,26,false,0,2,32,0
13,266.972915,richardsun29,0,0,false,0,0,360,1
1,266.972915,jbergstroem,0.105263,23,true,14,25,4,1
1,266.972915,Trott,0.444444,41,true,173,345,1,1
1,266.978603,Trott,0.440994,41,true,171,340,2,1
1,266.978603,Trott,0.44375,41,true,170,335,184,0
1,266.978603,jasnell,0.191489,39,true,173,717,172,0
1,267.149938,jasnell,0.195652,39,true,158,717,1496,0
2,267.145676,evanlucas,0.606557,60,true,38,75,1,1
2,267.145676,jfromaniello,0,38,false,0,0,30,0
3,267.145676,davidvgalbraith,0,0,true,2,13,18,0
1,267.145676,Trott,0.446541,41,true,169,331,0,0
1,267.145676,jbergstroem,0.089286,23,true,12,20,2,1
1,267.145676,jbergstroem,0.090909,23,true,11,16,23,0
29,267.149938,Trott,0.443038,41,true,166,324,426,1
3,267.149938,Trott,0.43949,41,true,165,320,1079,1
1,267.140538,jasnell,0.2,39,true,157,716,150,0
1,267.144799,ryansobol,0,21,false,1,7,101,0
2,267.144799,santigimeno,0.222222,8,true,15,61,61,1
6,267.144799,bripkens,0,35,false,1,7,293,1
1,267.144799,Trott,0.435897,41,true,163,320,1,1
2,267.238551,mscdex,0.085106,1,true,30,93,2,0
1,267.238551,bripkens,0,35,false,0,5,1423,0
1,267.238551,mscdex,0.086957,1,true,29,86,78,0
1,267.238551,ryansobol,0,21,false,0,7,60,0
1,267.238551,jasnell,0.204545,39,true,154,710,1499,0
1,267.238551,jasnell,0.209302,39,true,153,704,11488,0
1,267.238551,jasnell,0.214286,39,true,152,704,1226,0
1,267.238551,iamchenxin,0,1,false,0,5,255,0
2,267.238551,mscdex,0.088889,1,true,28,80,60,0
2,267.238551,mscdex,0.090909,1,true,27,73,3,0
43,267.232305,Trott,0.43871,41,true,161,322,2,0
1,267.232305,jasnell,0.219512,39,true,152,702,632,0
1,267.232305,jasnell,225,39,true,151,697,3591,0
1,267.232305,jasnell,0.205128,39,true,150,691,5180,1
1,267.232305,Trott,0.435065,41,true,160,314,2343,1
1,267.232305,Trott,0.431373,41,true,159,308,783,1
2,267.232305,Trott,0.427632,41,true,155,302,3,1
7,267.232305,Trott,0.423841,41,true,154,299,12,1
1,267.228889,jsheely,0,0,false,0,0,27,0
1,267.228889,jasnell,0.210526,39,true,149,687,82,0
11,267.228889,Trott,0.42,41,true,157,315,2,1
12,267.228889,Trott,0.416107,41,true,156,312,1,1
21,267.228889,Trott,0.412162,41,true,155,309,66,1
29,267.228889,Trott,0.408163,41,true,154,306,365,1
1,267.233995,Trott,0.40411,41,true,150,303,0,1
2,267.233995,Trott,0.4,41,true,148,299,0,1
2,267.233995,JacksonTian,0,134,true,5,23,119,0
4,267.238551,rvagg,0.387283,17,true,57,434,1,1
1,267.238551,rvagg,0.389535,17,true,56,434,5,0
1,267.238551,TheAlphaNerd,0.307692,145,true,22,559,3,0
1,267.255634,jasnell,0.216216,39,true,145,683,320,0
300,267.255634,Trott,0.395833,41,true,146,294,2,1
1,267.255634,dschenkelman,0,0,false,0,5,91,0
1,267.255634,Trott,0.391608,41,true,145,288,252,1
1,267.255634,Trott,0.387324,41,true,146,284,2,1
1,389.922925,evanlucas,0.616667,60,true,42,81,1,0
102,267.255634,ofrobots,0.357143,11,true,21,55,20,0
18,267.255634,Trott,0.382979,41,true,145,276,172,1
3,267.255634,Trott,0.378571,41,true,144,272,8,1
1,267.255634,Trott,0.374101,41,true,143,269,28,1
64,264.650227,Fishrock123,0.554054,17,true,46,188,1,0
539,267.255634,Fishrock123,0.561644,17,true,44,188,0,0
1,267.255634,nikolas,0,141,false,0,5,10183,0
1,267.240314,indutny,0.148515,17,true,47,102,2,1
2,267.240314,mscdex,0.093023,1,true,25,65,24,0
1,267.240314,juancho1,0,29,false,0,0,61,0
1,267.240314,Trott,0.536842,41,true,140,268,17,1
1,267.240314,jasnell,0.2,39,true,141,678,1036,1
3,267.229512,ofrobots,0.5,11,true,19,55,11,0
11,267.30588,fansworld-claudio,0.444444,0,true,11,30,70,1
2,267.30588,mbarinov,0,45,false,0,2,120,0
6,267.30588,mcollina,0.333333,281,true,5,9,7,1
3,267.30588,JacksonTian,0,134,true,4,21,10888,0
1,267.30588,setun-90,0,4,false,0,0,157,0
1,267.30588,jasnell,0.176471,39,true,140,670,31,1
1,267.30588,saadq,0,26,false,0,0,31,0
1,267.30588,fansworld-claudio,0.5,0,true,10,30,16,0
1,267.30588,jasnell,0.181818,39,true,139,669,11510,0
1,267.30588,santigimeno,0.25,8,true,14,54,3337,0
2,267.30588,addaleax,0,24,false,0,2,1679,0
5,267.30588,woollybogger,0,4,true,0,3,26,0
1,267.30588,jasnell,0.1875,39,true,138,656,103,0
1,267.30588,Sup,0,147,false,2,3,2,0
1,267.30588,Sup,0,147,false,0,0,-1,0
1,267.30588,ashleygwilliams,0,28,false,1,5,8,0
1,267.272658,mcollina,0.5,281,true,4,9,254,0
2,267.272658,santigimeno,0.181818,8,true,13,49,5511,1
1,267.272658,dnakamura,0,0,false,1,0,2,0
1,267.272658,mscdex,0.176471,1,true,22,37,1,0
1,267.272658,JacksonTian,0,134,true,3,20,796,0
5,267.369095,indutny,0.294118,17,true,47,102,1,0
427,254.836018,jasnell,0.193548,39,true,137,649,77,0
1,267.349498,nicholaswyoung,0,12,false,0,5,8,0
1,267.349498,fansworld-claudio,0.428571,0,true,9,25,196,1
1,267.349498,bnoordhuis,0.666667,29,true,94,136,192,1
1,267.359763,JacksonTian,0,134,true,2,15,17,0
2,267.359763,mscdex,0.1875,1,true,18,32,34,0
1,267.359763,chrisJohn404,0,4,false,0,5,438,0
1,267.355497,jasnell,0.166667,39,true,130,640,1365,1
2,267.355497,Xotic750,0,0,false,0,0,44,0
1,267.355497,AdriVanHoudt,0,7,false,0,3,9,0
4,267.355497,zeusdeux,0,90,true,1,9,109,0
1,267.376827,bnoordhuis,0.659574,29,true,92,130,7,1
1,267.368295,ronkorving,0.2,2,true,6,12,5,0
5,267.368295,trevnorris,0.157895,24,true,42,90,1,0
1,267.368295,skilledDeveloper,0,15,false,0,0,54,0
4,267.368295,cjihrig,0.3125,19,true,52,121,45,0
2,267.355497,bnoordhuis,0.652174,29,true,90,127,96,1
7,267.355497,mscdex,0.2,1,true,17,27,70,0
1,267.355497,JacksonTian,0,134,true,1,10,739,0
0,267.355497,evanlucas,0.709677,60,true,41,77,655,1
30,267.334167,jasnell,0.178571,39,true,127,631,1,0
1,267.334167,Fishrock123,0.62963,17,true,44,160,5,0
2,267.334167,mscdex,0.214286,1,true,16,25,9,0
1,267.334167,phillipj,0.5,2,true,2,8,6,0
71,267.334167,saghul,0.25,88,true,3,10,1,1
1,267.334167,lmarkus,0,0,false,0,5,106,0
1,267.334167,martinbark,0,0,false,0,0,31,0
1,267.334167,gagern,0,0,false,0,4,93,0
2,267.334167,indutny,0.30303,17,true,47,102,0,0
1,267.334167,yorkie,0.5,141,true,12,22,185,0
1,267.334167,yorkie,0.555556,141,true,11,22,420,0
1,267.334167,hidekiy,0,34,false,0,4,1334,0
3,267.334167,indutny,0.3125,17,true,46,98,1911,0
1,267.319383,santigimeno,0.2,8,true,12,44,5847,0
1,266.699375,mcollina,0,281,true,1,4,1,1
1,266.699375,rmg,0,7,true,1,6,2,1
1,266.699375,calvinmetcalf,0,112,true,2,8,2,1
2,266.699375,bnoordhuis,0.813472,29,true,87,126,13,1
2,266.699375,bnoordhuis,0.8125,29,true,86,123,35,1
1,266.681457,bnoordhuis,0.811518,29,true,84,120,453,1
1,266.681457,joerg-krause,0.5,1,false,3,6,12,0
1,254.836018,joerg-krause,0,1,false,1,6,6,1
1,266.681457,baloo,0,11,false,0,4,14,0
1,266.681457,santigimeno,0.214286,8,true,11,39,167,0
1,266.681457,rvagg,0.385965,17,true,70,477,25,1
2,266.681457,rvagg,0.382353,17,true,69,472,107,1
1,266.681457,Trott,0.367647,41,true,154,287,590,0
1,266.681457,Trott,0.37037,41,true,153,287,748,0
1,266.681457,Trott,0.373134,41,true,152,287,596,0
1,266.681457,Trott,0.37594,41,true,151,287,746,0
2,266.681457,indutny,0.147368,17,true,44,104,1,1
2,266.681457,rvagg,0.378698,17,true,69,471,2,1
2,263.978928,rvagg,0.380952,17,true,68,467,13,0
706,266.683732,rvagg,0.383234,17,true,66,467,0,0
3,266.461305,romankl,0.444444,6,true,8,20,9,1
1,266.400997,wurde,0,53,false,0,0,1,1
2,266.400997,Trott,0.378788,41,true,154,276,1,0
1,266.400997,davidvgalbraith,0,0,true,1,11,281,0
1,266.400997,princejwesley,0,29,true,0,5,56,0
1,266.400997,mscdex,0.078947,1,true,17,31,285,1
2,266.400997,cjihrig,0.18,19,true,48,78,118,0
4,266.400997,rvagg,0.379518,17,true,71,487,34,1
