@relation 'node-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R10,30,36,38,40,42,48,50,52,53'

@attribute files_modified numeric
@attribute asserts_per_kloc numeric
@attribute requester {eversojk,bengl,TheAlphaNerd,Fishrock123,jasnell,evanlucas,trevnorris,thlorenz,mhdawson,JacksonTian,lpinca,gareth-ellis,santigimeno,kapouer,drywolf,benjamingr,claudiorodriguez,ofrobots,tomreece,lance,bsegault,cjihrig,WebReflection,Trott,orangemocha,jbergstroem,matthewloring,thefourtheye,joaocgreis,fast0490f,FB55,rvagg,dirceu,kevinoid,mithun-daa,pittyplatsch,alexpenev-s,shigeki,svozza,watilde,phillipj,fanatid,luoziyong,fansworld-claudio,thekemkid,AndreasMadsen,whitlockjc,geek,gnash48,erg0dic,stevemao,mscdex,therewillbecode,axvm,gibm,bnoordhuis,RWOverdijk,entertainyou,othiym23,targos,princejwesley,pmuellr,omsmith,mike182uk,stefanmb,silverwind,arnav-gudibande,robertchiras,eljefedelrodeodeljefe,strawbrary,indutny,zdebyman,firedfox,billautomata,DungarMT,mcollina,zbinlin,kthelgason,vkurchatkin,ronkorving,sam-github,dnalborczyk,chrisdew,SeekTheError,kahwee,Shambhavi,estliberitas,nettofarah,pinggod,glenholmes,zkat,jray319,silentroach,kaero,Ralt,hgwood,jrit,andrewmash,mpotra,mjcuva,MrOutput,chinedufn,tristanls,dimhotepus,IgorKlopov,vaibhav93,NoahRoseLedesma,Avinash-Raj,mikeal,TriAnMan,arlolra,BridgeAR,juliepagano,braydonf,agl,ChALkeR,ncopa,imyller,iarna,a0viedo,ojss,dcposch,tflanagan,JungMinu,raineroviir,osmanager,aayn,Necromos,pra85,piepmatz,romankl,focusaurus,fdaciuk,TimothyGu,techjeffharris,lumberj,dturing,Cangit,chicoxyzzy,Qard,Jimbly,drewfish,obastemur,Chris911,felixfbecker,seokju-na,garrows,wKich,Nibbler999,kunalspathak,drjokepu,richardlau,cusspvz,pgeiss,luckduvip,MichaelTheriot,thejefflarson,exinfinitum,bryce-gibson,littledan,kohei-takata,danielsan,iWuzHere,misterdjules,zeusdeux,greenjava,zoubin,sung-su,saru95,feross,rmg,Sequoia,tomgco,daguej,barisvelioglu,richardsun29,davidvgalbraith,mafintosh,ChuckLangford,ryansobol,designfrontier,jfromaniello,bripkens,iamchenxin,jsheely,dschenkelman,nikolas,juancho1,mbarinov,setun-90,saadq,addaleax,woollybogger,Sup,ashleygwilliams,dnakamura,nicholaswyoung,chrisJohn404,Xotic750,AdriVanHoudt,skilledDeveloper,saghul,lmarkus,martinbark,gagern,yorkie,hidekiy,calvinmetcalf,joerg-krause,baloo,wurde,brycebaril,scottsb,vdemedes,Y--,jkrems,jonathanp,tangxinfa,jscissr,bsnote,gireeshpunathil,pabigot,gromnitsky,martfors,aredridel,TejasManohar,rifler,Zirak,lordjabez,srl295,yosuke-furukawa,minesworld,pmq20,jmm,DaftMonk,neilstuartcraig,thinkingdust,john-yan,hellopao,saquibkhan,hmalphettes,SPGB,mccraveiro,aks-,jas-,fredericosilva,zertosh,emilyaviva,rodmachen,suitupalex,usta,narqo,baslr,fernandezpablo85,birnam,zhangrenyang,mLuby,sitegui,ifdattic,darobin,domenic,Gum-Joe,PabloSuarez,micnic,Skomski,hemanth,calebboyd,reggi,hustxiaoc,dhodder,idoby,Martii,smith-kyle,fabiosantoscode,thorn0,dougshamoo,TooTallNate,MJefferson,pdilyard,jwueller,zyxar,brendanashworth,mareksrom,kulkarniankita,zcbenz,johannhof,sbourdelin,xiangshouding,PaulVI,brodybits,justinmchase,lfortin,mobinni,tjconcept,dgerber,mzgol,vaseker,joepie91,psharma1209,IonicaBizau,sevoma,abbr,DannyNemer,tunniclm,AhoyM,mtharrison,foliveira,daveboivin,agcolom,julianduque,viirya,akroeger1984,walkerlee,mnkhouri,charlierudolph,yoshokatana,saljam,joozek78,sambthompson,yjhjstz,jhamhader,sxa555,jasonkarns,mansona,bmeck,toddself,hertzg,socketpair,MattMS,alexrepin,skeggse,bahamas10,diversario,apechimp,jmdyck,itkoren,OleksandrChekhovskyi,wraithan,manvalls,nathan7,subzey,rlidwka,yury-s,yanxyz,martinheidegger,tellnes,3y3,monsanto,phersh,piscisaureus,Olegas,pierreinglebert,petschekr,mogadanez,sxyizhiren,dominictarr,webPapaya,m0ppers,davidtpate,skenqbx,MauriceButler,michalzagrodzki,joshgummersall,saarons,fsbatista,fhemberger,smikes,chrisdickinson,robertkowalski,mikemaccana,petkaantonov,maqnouch,ivan,enaqx,coderaiser,fastest963,ChrisYip,jomo,hoho,jekrb,standup75,danvarga,alexyursha,ajcrites,not-implemented,modeswitch,Gioyik,super-turbo,adrianblynch,tako-black,Frijol,kaspars,AlexKVal,phlco,coderhaoxin,jagoda,MayhemYDG,fengmk2,xoddong,connor4312,anio,mdarse,runeli,abbshr,Schmoopiie,fundon,laino,pesho,okuryu,blakmatrix,nkt,olov,bnb,MBullington,JCMais,SgtPooki,timoxley,nvcexploder,pmed,kenperkins,Havvy,reqshark,goto-bus-stop,shinnn,kevinmehall,emilyrose,uxp,e-jigsaw,jimmyhsu,charmander,thewazir,ceejbot,skaapgif,ryanseys,cfsghost,remixz,popomore,lllama,zerhacken,lxe,snostorm,sonewman,Demurgos,DsXack,ontouchstart,jonathanong,curtiszimmerman,mathiask88,3674823674252,seishun,a8m,pascalduez,wizicer,toastynerd,jray,sairion,qzaidi,bcbcb,drcapulet,mhart,jongyeol,pwnate,isaacs,MicTech,btd,qbit,ysmood,iamphill,RubenVerborgh,Zuckonit,mathiasbynens,haroldfredshort,chrisalley,jessecogollo,ruimarinho,fixe,crandmck,loyd,ziyunfei,caitp,Cydox,amir-s,rudi-cilibrasi,timruffles,markstos,gdi2290,teppeis,iankronquist,bajtos,rootslab,Jinkwon,algesten,srijs,alvynmcq,wizardzloy,bk2204,smcmurray,ghostbar,ahmdrefat,imjacobclark,leobalter,tkellen,kevinohara80,maraca,xjamundx,maxogden}
@attribute requester_succ_rate numeric
@attribute following numeric
@attribute main_team_member {false,true}
@attribute prior_interaction_pr_events numeric
@attribute prior_interaction_commits numeric
@attribute first_response numeric
@attribute status {0,1}

@data
1,511.915524,jbergstroem,0,23,false,15,0,4,0
6,511.915524,indutny,0.037037,17,true,26,1,903,0
18,438.575731,trevnorris,0,24,false,8,0,22,0
1,512.040545,mscdex,0.083333,1,true,12,1,4,0
2,511.338326,santigimeno,0,8,false,0,0,1222,0
3,512.201459,indutny,0.038462,17,true,25,1,0,0
5,512.11086,cjihrig,0,19,false,22,3,2,1
1,505.75017,nkt,0,2,false,0,0,120,0
1,512.11086,piscisaureus,0.56,3,true,50,0,136,1
1,511.749875,piscisaureus,0.583333,3,true,49,0,21,0
1,511.749875,piscisaureus,0.608696,3,true,48,0,-1,0
1,505.651747,olov,0,0,false,0,0,895,0
5,512.042862,tellnes,0.166667,170,true,8,0,117,1
2,511.711382,trevnorris,0,24,false,7,0,6,0
1,511.542573,cjihrig,0,19,false,21,3,62,0
1,511.542573,bnoordhuis,0.777778,29,true,193,4,-1,0
0,511.217625,rvagg,0.186047,17,true,50,19,394,0
1,511.587363,mscdex,0.090909,1,true,11,1,375,0
132,511.711382,jbergstroem,0,23,false,14,0,176,0
1,512.201459,bnoordhuis,775,29,true,192,4,7,1
1,511.671596,indutny,0.04,17,true,24,1,9,0
1,512.004386,bnoordhuis,0.772152,29,true,191,4,67,1
7,512.004386,bnoordhuis,0.769231,29,true,190,4,205,1
1,511.69154,indutny,0.041667,17,true,23,1,0,0
1,511.701174,sam-github,125,8,true,8,2,519,0
1,511.69154,jbergstroem,0,23,false,14,0,-1,0
2,511.217625,tellnes,0,170,false,5,0,7,1
2,511.69154,cjihrig,0,19,false,21,3,52,0
2,511.69154,rvagg,0.190476,17,true,49,19,1,0
2,511.69154,bnoordhuis,0.766234,29,true,185,4,3,1
1,511.69154,bnoordhuis,0.763158,29,true,184,4,46,1
1,437.99855,sam-github,0.142857,8,true,7,2,164,0
2,511.69154,jbergstroem,0,23,false,13,0,10,0
1,511.69154,bnb,0,53,false,0,0,5,0
1,511.69154,julianduque,0,260,false,1,0,1,0
5,437.918246,MBullington,0,11,false,0,1,6350,0
1,511.69154,rvagg,0.195122,17,true,48,18,64,0
1,437.918246,JCMais,0,15,false,0,0,1648,0
6,511.69154,indutny,0.043478,17,true,22,1,1,0
1,511.69154,benjamingr,0,11,false,2,0,6,0
1,511.730982,indutny,0.045455,17,true,21,1,12,0
1,511.730982,indutny,0.047619,17,true,20,1,4,0
1,511.730982,SgtPooki,0,13,false,0,0,11,0
1,511.6539,piscisaureus,0.636364,3,true,48,0,185,0
1,511.6539,timoxley,0,319,false,1,0,-1,0
1,511.6539,indutny,0.05,17,true,19,1,2,0
1,505.722231,nvcexploder,0,29,false,1,0,0,0
1,511.6539,nvcexploder,0,29,false,0,0,0,0
134,511.861499,othiym23,0,32,false,8,0,3,0
1,511.861499,pmed,0,9,false,0,0,-1,0
2,511.701174,trevnorris,0,24,false,6,0,5150,0
6,511.69154,jbergstroem,0,23,false,12,0,22,0
2,511.701174,petkaantonov,0.5,21,false,2,0,2056,0
759,437.918246,domenic,0,57,true,1,5,2,1
1,511.861499,robertkowalski,0,43,false,1,0,1,0
1,511.861499,benjamingr,0,11,false,1,0,43,0
1,511.443713,alexyursha,0,32,false,0,0,24675,0
2,512.004386,bnoordhuis,0.76,29,true,183,4,143,1
1,511.861499,tellnes,0,170,false,4,0,2,0
1,511.861499,mscdex,0.1,1,true,10,1,0,0
1,511.69154,kenperkins,0,3,false,0,0,41,0
1,511.861499,silverwind,0,34,false,9,0,9,0
1,511.861499,timoxley,0,319,false,0,0,-1,0
4,511.861499,bnoordhuis,0.756757,29,true,180,4,1,1
1,511.861499,brendanashworth,0.1,17,false,10,0,62,0
1,511.83258,jbergstroem,0,23,false,11,0,419,0
1,511.83258,evanlucas,0.1,60,false,10,0,5,0
6,511.809961,indutny,0.052632,17,true,19,1,100,0
1103,437.918246,bnoordhuis,0.753425,29,true,177,4,1627,1
20,511.809961,bnoordhuis,0.75,29,true,176,1,140,1
1,511.69154,Havvy,0,5,false,1,0,2092,0
1,511.809961,Havvy,0,5,false,0,0,5,0
1,511.809961,bnoordhuis,0.746479,29,true,173,1,2,1
1,511.809961,benjamingr,0,11,false,0,0,4,0
2,511.848524,evanlucas,0.111111,60,false,9,0,125,0
35,511.6539,chrisdickinson,0,78,false,11,0,2,0
20,511.415261,bnoordhuis,0.757143,29,true,172,1,1,0
1,437.918246,rvagg,0.2,17,true,52,16,129,0
0,511.894877,rvagg,0.205128,17,true,51,16,66,0
1,511.894877,reqshark,0,322,false,1,0,15,0
1,511.846602,jbergstroem,0,23,false,10,0,163,0
185,437.901944,petkaantonov,0,21,false,1,0,769,1
2,511.846602,cjihrig,0,19,false,20,0,65,0
1,511.846602,petkaantonov,0,21,false,0,0,13,0
15,511.846602,indutny,0.055556,17,true,18,1,1087,0
1,511.851544,jbergstroem,0,23,false,9,0,142,0
7,511.848524,chrisdickinson,0,78,false,10,0,7,0
3,511.69154,vkurchatkin,0.086957,15,true,25,0,430,0
1,511.782594,bnoordhuis,0.768116,29,true,171,1,510,0
50,512.275513,brendanashworth,0.111111,17,false,9,0,12,0
1,512.275513,goto-bus-stop,0,23,false,0,0,2,0
855,437.918246,mscdex,0,1,true,9,1,61150,1
1,512.125811,shinnn,0,34,false,0,0,0,0
0,437.918246,mscdex,0,1,false,8,0,61184,0
1,511.848524,mikeal,0,35,false,7,0,8439,0
1,511.848524,kevinmehall,0,14,false,0,0,1115,0
2,512.092565,trevnorris,0,24,false,5,0,10,0
218,512.092565,othiym23,0,32,false,7,0,2149,0
1,512.092565,mscdex,0,1,false,7,0,91,0
1,512.092565,rvagg,0.184211,17,true,48,16,3,1
0,512.092565,rvagg,0.189189,17,true,47,16,431,0
4,512.092565,indutny,0.058824,17,true,17,1,639,0
1,512.092565,emilyrose,0,218,false,0,0,83,0
1,512.092565,cjihrig,0,19,false,19,0,1243,0
3,437.918246,yorkie,0,138,false,0,0,20,1
23,437.99855,micnic,0,15,false,1,0,6,0
2,512.103167,indutny,0.0625,17,true,16,1,4,0
2,437.918246,fhemberger,0,10,true,0,5,216,0
3,512.103167,cjihrig,0,19,false,18,0,460,0
1,511.848524,mikeal,0,35,false,6,0,35,0
1,437.918246,smikes,0,3,false,0,0,1113,0
3,505.722231,ofrobots,0,9,false,0,0,5,0
15,437.918246,evanlucas,0,60,false,8,0,9,1
15,512.092565,Cangit,0,3,false,0,0,10,0
0,512.092565,rvagg,0.194444,17,true,46,16,1,0
1,512.083833,bnoordhuis,0.764706,29,true,168,1,12,1
3,512.083833,uxp,0,23,false,0,0,12,0
1,512.083833,bnoordhuis,0.776119,29,true,167,1,-1,0
2,512.092565,cjihrig,0,19,false,17,0,228,0
1,512.083833,e-jigsaw,0,84,false,0,0,-1,0
1558,437.99855,sam-github,0,8,true,6,1,35432,1
1,512.092565,Fishrock123,0.4,17,true,9,6,0,0
1,512.163051,silverwind,0,34,false,8,0,1,0
1,437.918246,jimmyhsu,0,3,false,1,0,1349,0
1,512.470251,jimmyhsu,0,3,false,0,0,1413,0
10,505.279263,vkurchatkin,0.090909,15,true,24,0,23,0
1,511.443713,mscdex,0,1,false,6,0,12,0
0,512.470251,mscdex,0,1,false,5,0,-1,0
1,512.083833,silverwind,0,34,false,7,0,1582,0
19,512.13123,indutny,0.066667,17,true,15,1,0,0
1,512.092565,sam-github,0,8,false,5,0,16,0
2,512.392856,cjihrig,0,19,false,16,0,122,0
1,512.392856,charmander,0,17,false,0,0,-1,0
1,512.392856,geek,0,28,true,3,1,1,0
9,512.408448,cjihrig,0,19,false,15,0,3,0
2,511.848524,tellnes,0,170,false,3,0,71,0
1,512.340722,brendanashworth,125,17,false,8,0,811,0
3,512.163051,silverwind,0,34,false,6,0,54,0
1,512.092565,vkurchatkin,0.095238,15,true,23,0,9625,0
1,512.340722,thewazir,0,4,false,4,0,46,0
2,505.307294,ceejbot,0,38,false,0,0,23,0
1,512.340722,Fishrock123,0.5,17,true,8,6,21,0
1,512.340722,silverwind,0,34,true,5,1,20,0
1,512.340722,thewazir,0,4,false,3,0,459,0
1,512.340722,thewazir,0,4,false,2,0,-1,0
1,512.340722,rvagg,0.2,17,true,45,8,1,0
34,512.340722,thewazir,0,4,false,1,0,3,0
1,512.092565,bnoordhuis,0.787879,29,true,164,1,17,0
32,506.095232,thewazir,0,4,false,0,0,-1,0
4,512.459718,vkurchatkin,0.1,15,true,22,0,12,0
1,512.459718,targos,0,7,false,2,0,-1,0
1,512.459718,yosuke-furukawa,0,19,false,12,0,3,0
1,506.095232,skaapgif,0,1,false,0,0,6,0
1,512.459718,shigeki,0,7,false,6,7,31,0
1,512.459718,ryanseys,0,216,false,0,0,297,0
1,512.459718,vkurchatkin,0.105263,15,true,21,0,81,0
1,512.459718,chrisdickinson,0,78,false,9,0,2,0
1,512.459718,sam-github,0,8,false,4,0,5,0
3,512.459718,chrisdickinson,0,78,false,8,0,17,0
1104,437.901944,cfsghost,0,18,false,0,0,91,1
1,512.464677,mscdex,0,1,false,4,0,17,0
1,512.459718,shigeki,0,7,false,5,7,1,0
1,511.443713,brendanashworth,0.142857,17,false,7,0,25,0
10,437.918246,remixz,0,9,false,1,1,51,1
2,437.918246,bnoordhuis,0.8,29,true,163,0,1,0
10,512.682984,saghul,0,87,false,3,0,-1,0
3,505.307294,Fishrock123,0.666667,17,true,7,6,148,0
2,513.105239,vkurchatkin,0.111111,15,true,20,0,426,0
1,512.772555,popomore,0,267,false,1,0,-1,0
1,512.772555,lllama,0,4,false,0,0,149,0
1,512.772555,popomore,0,267,false,0,0,19,0
2,513.105239,shigeki,0,7,false,4,0,36,0
1,512.772555,silverwind,0,34,true,4,1,519,0
2,511.848524,zerhacken,0,31,false,0,0,493,0
1,512.578007,targos,0,7,false,1,0,11,0
1,512.578007,targos,0,7,false,0,0,18,0
30,512.762617,bnoordhuis,0.8125,29,true,162,0,5,0
1,512.578007,indutny,0.071429,17,true,14,1,0,0
3,505.91618,tellnes,0,170,false,2,0,22,0
5,512.508117,bnoordhuis,0.825397,29,true,161,0,5,0
1,512.871748,lxe,0,114,false,2,0,7,0
3,512.508117,silverwind,0,34,true,3,1,8,0
2,512.508117,vkurchatkin,0.117647,15,true,19,0,1,0
1,499.76219,bnoordhuis,0.822581,29,true,158,0,1,1
2,512.578007,vkurchatkin,125,15,true,18,0,9,0
289,499.757436,othiym23,0,32,false,6,0,465,0
1,499.757436,bnoordhuis,0.819672,29,true,155,0,2,1
4,499.757436,trevnorris,0,24,false,4,0,5,0
0,499.757436,mscdex,0,1,false,3,0,9,0
1,505.307294,snostorm,0,1,false,0,0,2,0
31,511.69154,shigeki,0,7,false,3,0,253,0
1,499.79547,calvinmetcalf,0,112,false,6,0,-1,0
1,499.79547,remixz,0,9,false,0,0,34,0
1,499.79547,indutny,0.076923,17,true,13,1,44,0
1,512.682984,vkurchatkin,0.133333,15,true,17,0,119,0
1,499.79066,evanlucas,0,60,false,7,0,19,0
2,512.459718,rvagg,0.176471,17,true,42,7,61,1
1,499.79066,mscdex,0,1,false,2,0,445,0
1,499.79066,chrisdickinson,0,78,false,7,0,2,0
5,499.79066,indutny,0.083333,17,true,12,1,114,0
1,499.79066,thekemkid,0,62,false,3,0,6,0
13,512.508117,thekemkid,0,62,false,2,0,5,0
6,499.79066,cjihrig,0,19,false,14,0,1,0
0,499.79066,rvagg,0.181818,17,true,41,7,751,0
7,499.79547,sonewman,0,8,false,0,0,32,0
6,499.467174,thekemkid,0,62,false,1,0,2,0
7,512.092565,yosuke-furukawa,0,19,false,11,0,66,0
4,437.918246,sam-github,0,8,false,3,0,128,0
5,499.467174,sam-github,0,8,false,2,0,781,0
2,499.79066,rvagg,0.1875,17,true,40,7,1456,0
1,502.70348,mikeal,0,35,false,5,0,1,0
8,502.69379,piscisaureus,0.619048,3,true,45,0,9,1
5,512.092565,calvinmetcalf,0,112,false,5,0,64,0
1,511.848524,Demurgos,0,2,false,0,0,378,0
2,502.665133,indutny,0.090909,17,true,11,1,6,0
2,502.665133,cjihrig,0,19,false,13,0,155,0
26,512.340722,bnoordhuis,0.816667,29,true,152,0,4,1
4,437.918246,AndreasMadsen,0,57,false,0,0,20,0
3,502.665133,indutny,0.1,17,true,10,1,4,0
184,502.665133,othiym23,0,32,false,5,0,-1,0
1,502.70348,brendanashworth,0.166667,17,false,6,0,106,0
1,502.665133,calvinmetcalf,0,112,false,4,0,117,0
2,502.70348,bnoordhuis,0.813559,29,true,151,0,12,1
2,502.655546,bnoordhuis,0.810345,29,true,148,0,11,1
1,502.655546,micnic,0,15,false,0,0,3,0
2,502.655546,brendanashworth,0.2,17,false,5,0,578,0
37,502.80915,cjihrig,0,19,false,12,0,12,0
1,502.655546,DsXack,0,44,false,0,0,-1,0
46,502.655546,saghul,0,87,false,2,0,-1,0
1,502.655546,ontouchstart,0,3,false,0,0,1,0
3,512.762617,vkurchatkin,0.142857,15,true,16,0,47,0
1,502.655546,silverwind,0,34,true,2,1,-1,0
2,499.79547,vkurchatkin,0.153846,15,true,15,0,75,0
1,511.69154,jonathanong,0.142857,128,true,7,1,65,0
1,502.655546,jonathanong,0.166667,128,true,6,1,338,0
8,511.848524,jonathanong,0.2,128,true,5,1,3,0
1400,437.99855,jonathanong,0,128,true,4,1,7011,1
0,437.918246,chrisdickinson,0,78,false,6,0,40,0
1,502.655546,Fishrock123,0.5,17,true,4,6,536,1
10,502.626786,bnoordhuis,0.807018,29,true,143,0,43,1
3,499.438598,calvinmetcalf,0,112,false,3,0,3,0
5,503.042226,indutny,0.111111,17,true,9,1,0,0
0,502.655546,silverwind,0,34,true,1,1,266,0
1,503.042226,saghul,0,87,false,1,0,3,0
4,503.042226,vkurchatkin,0.166667,15,true,14,0,33,0
0,503.042226,curtiszimmerman,0,20,false,0,0,-1,0
1,502.655546,bnoordhuis,0.803571,29,true,140,0,16,1
1,503.018205,jbergstroem,0,23,false,8,0,4,0
4,503.018205,mathiask88,0,2,false,0,0,37,0
1,503.018205,lxe,0,114,false,1,0,6,0
1,503.018205,calvinmetcalf,0,112,false,2,0,1,0
2,499.410086,yosuke-furukawa,0,19,false,10,0,52,0
1,503.013436,fundon,0,704,false,0,0,163,0
1,503.013436,3674823674252,0,0,false,0,0,3,0
1,511.69154,brendanashworth,0.25,17,false,4,0,277,0
4,503.013436,indutny,125,17,true,8,1,1,0
2,512.508117,mscdex,0,1,false,1,0,1726,0
1,503.018205,mikeal,0,35,false,4,0,96,0
1,503.008608,seishun,0,13,false,4,0,14,0
5,437.918246,a8m,0,57,false,0,0,44,0
1,506.095232,pascalduez,0,42,false,0,0,68,0
1,502.998954,jonathanong,0,128,false,3,0,147,0
1,502.998954,jonathanong,0,128,false,2,0,17,0
1,502.998954,vkurchatkin,0.181818,15,false,11,0,30,0
1,502.998954,brendanashworth,0.333333,17,false,3,0,4,0
5,503.018205,bnoordhuis,0.8,29,true,139,0,3,1
1,503.018205,yosuke-furukawa,0,19,false,9,0,2679,0
1,502.998954,rvagg,0.16129,17,true,37,7,1,1
1,502.998954,evanlucas,0,60,false,6,0,65,0
1,502.998954,Fishrock123,0,17,true,1,6,2,1
3,502.998954,cjihrig,0,19,false,11,0,41,0
1,502.998954,Qard,0,72,false,0,0,3,0
1,502.978249,thlorenz,0,26,false,1,0,1,0
2,503.127552,bnoordhuis,0.796296,29,true,136,0,4,1
180,503.127552,othiym23,0,32,false,4,0,7,0
1,503.132387,vkurchatkin,0.2,15,false,10,0,32,0
1,502.998954,zertosh,0,8,false,1,0,-1,0
1,503.132387,brendanashworth,0.5,17,false,2,0,103,0
1,503.132387,cjihrig,0,19,false,10,0,632,0
2,502.993897,cjihrig,0,19,false,9,0,2030,0
3,511.231738,trevnorris,0,24,false,3,0,5,0
2,503.117884,bnoordhuis,0.792453,29,true,131,0,16,1
3,503.117884,calvinmetcalf,0,112,false,1,0,110,0
7,503.117884,bnoordhuis,0.788462,29,true,126,0,5,1
1,503.018205,MattMS,0,42,false,0,0,330,0
1,503.132387,wizicer,0,25,false,0,0,18,0
0,503.117884,rvagg,0.166667,17,true,36,7,1218,0
1,503.117884,piscisaureus,0.6,3,true,42,0,0,1
1,503.117884,calvinmetcalf,0,112,false,0,0,79,0
1,503.132387,toddself,0,0,false,0,0,130,0
48,503.11305,cjihrig,0,19,false,8,0,9,0
2,503.11305,vkurchatkin,0.222222,15,false,9,0,4,0
1,503.117884,bnoordhuis,0.784314,29,true,123,0,198,1
2,503.11305,bnoordhuis,0.78,29,true,122,0,10,1
1,499.79547,trevnorris,0,24,false,2,0,3,0
2,503.200077,trevnorris,0,24,false,1,0,1,0
3,437.918246,piscisaureus,0.631579,3,true,41,0,12582,0
4,503.200077,bnoordhuis,0.77551,29,true,119,0,4,1
8,503.209748,bnoordhuis,0.770833,29,true,116,0,15,1
4,503.018205,vkurchatkin,0.25,15,false,8,0,15,0
1,503.209748,cjihrig,0,19,false,7,0,195,0
2,503.204974,cjihrig,0,19,false,6,0,9,0
1,503.195303,yosuke-furukawa,0,19,false,8,0,1,0
1,503.195303,toastynerd,0,36,false,0,0,12,0
1,503.195303,cjihrig,0,19,false,5,0,31,0
2,503.195303,piscisaureus,0.611111,3,true,38,0,18,1
1,503.008608,vkurchatkin,0.142857,15,false,7,0,5992,1
0,503.214893,rvagg,0.172414,17,true,35,7,3973,0
1,503.11305,JacksonTian,0,134,false,2,0,3,0
1,503.214893,jbergstroem,0,23,false,7,0,4,0
3,502.998954,zertosh,0,8,false,0,0,5860,0
1,502.998954,jray,0,4,false,1,0,11734,0
3,503.195303,bnoordhuis,0.765957,29,true,113,0,71,1
1,503.214893,jray,0,4,false,0,0,200,0
1,503.214893,tjconcept,0,18,false,0,0,-1,0
3,503.2681,yosuke-furukawa,0,19,false,7,0,23,0
1,503.214893,sairion,0,352,false,0,0,128,0
6,437.918246,rvagg,0.178571,17,true,34,7,293,0
2,503.214893,othiym23,0,32,false,3,0,4,0
52,503.109829,bnoordhuis,0.76087,29,true,110,0,3,1
1,503.109829,bnoordhuis,0.777778,29,true,109,0,5,0
1,503.172711,yosuke-furukawa,0,19,false,6,0,-1,0
1,512.092565,yosuke-furukawa,0,19,false,5,0,11,0
1,503.214893,silverwind,0,34,true,0,1,473,0
2,503.172711,yosuke-furukawa,0,19,false,4,0,520,0
1,503.018205,qzaidi,0,13,false,0,0,187,0
198,503.172711,othiym23,0,32,false,2,0,134,0
1485,437.99855,rvagg,0.148148,17,true,33,3,0,1
1,503.172711,bcbcb,0,63,false,0,0,-1,0
1,503.172711,yosuke-furukawa,0,19,false,3,0,113,0
1,503.172711,drcapulet,0,3,false,0,0,4,0
1,503.018205,mhart,0,103,false,0,0,305,0
1,503.132387,bnoordhuis,0.772727,29,true,108,0,182,1
4,503.200077,vkurchatkin,0.166667,15,false,6,0,65,0
2,503.172711,jongyeol,0,15,false,0,0,9,0
1,503.172711,bnoordhuis,0.790698,29,true,105,0,5,0
1,502.665133,bnoordhuis,0.809524,29,true,104,0,1,0
4,437.918246,chrisdickinson,0,78,false,5,0,335,0
3,503.172711,shigeki,0,7,false,2,0,-1,0
2,503.172711,rvagg,0.153846,17,true,32,3,53,0
1,503.172711,pwnate,0,8,false,0,0,-1,0
1,503.172711,isaacs,0,12,false,1,0,42,1
6,503.172711,bnoordhuis,0.829268,29,true,103,0,3,0
1,503.172711,bnoordhuis,825,29,true,102,0,187,1
3,503.214893,vkurchatkin,0.2,15,false,5,0,12,0
34,513.284231,yosuke-furukawa,0,19,false,2,0,-1,0
1,506.095232,MicTech,0,16,false,0,0,2,0
1,503.214893,thekemkid,0,62,false,0,0,95,0
4,512.508117,btd,0,14,false,0,0,13,0
1,513.284231,rvagg,0.16,17,true,31,3,661,0
6,503.172711,rvagg,0.166667,17,true,30,3,1275,0
6,512.508117,evanlucas,0,60,false,5,0,163,0
2,513.284231,piscisaureus,0.588235,3,true,33,0,11,1
1,513.284231,qbit,0,80,false,0,0,10,0
1,513.284231,bnoordhuis,0.820513,29,true,99,0,1,1
23,513.284231,saghul,0,87,false,0,0,4,0
3,513.284231,piscisaureus,0.5625,3,true,32,0,2,1
1,512.508117,ysmood,0,5,false,0,0,39,0
1,513.284231,bnoordhuis,0.842105,29,true,98,0,-1,0
1,513.284231,mafintosh,0,253,false,0,0,-1,0
1,513.284231,bnoordhuis,0.837838,29,true,95,0,-1,1
6,513.284231,yosuke-furukawa,0,19,false,1,0,-1,0
