@relation 'metasploit-framework-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R36,38,42,45,53'

@attribute requester {wchen-r7,hdm,FireFart,jlee-r7,acammack-r7,shipcod3,dmaloney-r7,timwr,wvu-r7,bcook-r7,d0lph1n98,bpatterson-r7,gmikeska-r7,jbarnett-r7,sempervictus,talos-arch3y,RubenRocha,dmohanty-r7,LennonCMJ,joevennix,farias-r7,OJ,all3g,nstarke,nikaiw,omriher,umerov1999,jhale85446,bigendiansmalls,wwebb-r7,ghettoeinstein,pedrib,shin-sugar-yi,flowztul,rastating,kfr-ma,psychomario,Sinkmanu,chrisdcmoore,lsato-r7,darkbushido,zeroSteiner,bcoles,nopnopnoppopopret,vysec,Atul9,todb-r7,princeofdarkness76,cdoughty-r7,mubix,g0tmi1k,jhart-r7,karllll,llmora,stufus,martinvigo,pyllyukko,madmike33,elia,radekk,r3naissance,busterb,joncave,sammbertram,jww519,m0t,KINGSABRI,jlmurray,hmoore-r7,addy-sh,jvoisin,jvazquez-r7,jakxx,fraf0,tomspencer,void-in,shuckins-r7,ccatalan-r7,xistence,brandonprry,securecurebt5,espreto,jaguasch,mandreko,metacom27,danilbaz,inkrypto,mcsaban,h0ng10,b6938236,earthquake,Meatballs1,MuhammetDilmac,scriptjunkie,MSadek-r7,samvartaka,crashbrz,Jack64,kernelsmith,altjx,AlexanderSalmin,justarandomuser,mfadzilr,alexcwatt,potmdehex,jabra-,kn0,St0rn,alexlipman1,crsanders,rcvalle,madmantm,vallejocc,rwhitcroft,h00die,leoloobeek,dmaasland,dozernz,datenschrott,blincoln682F048A,cldrn,t0nyhj,Karogh,trevrosen,jharms,HugoDelval,aushack,Th3R3p0,dnkolegov,benpturner,m-1-k-3,omarix,amatus,jsherwood0,kaospunk,cliffe,after100,sgonzalez-r7,erwanlr,sejr,dfreamon,TomSellers,mbuck-r7,lanjelot,gorums,ztgrace,limhoff-r7,lightsey,sekritskwurl,anantshri,matusso,nullbind,DrDinosaur,C-P-949,FrUh,andygoblins,pyrohaz4good,adamziaja,flashspys,disenchant,Jervelund,julianvilas,ricardojba,enioh,n0b1dy,enigma0x3,FerencSpala,jacksupinu,KoreLogicSecurity,vulp1n3,wez3,bannedit,snar5,bturner-r7,guikcd,nanomebia,claudijd,jvennix-r7,IMcPwn,BorjaMerino,sgabe,eyalgr,pdeardorff-r7,jstnkndy,b00stfr3ak,dlanner,EricGershman,dmooray,rcnunez,jduck,m7x,mzet-,bushwack,pielgrzym,E-Goldstein,techpeace,metasploitminute,andrew-morris,marcwickenden,EgiX,us3r777,Jaywalker,Lesage,headlesszeke,henshin,rasta-mouse,hacksysteam,spdfire,jezzus,mschloesser-r7,addenial,tatehansen,kbronstein,webstersprodigy,julioauto,itseco,FreedomCoder,agix,parzamendi-r7,dheiland-r7,fozavci,ikkini,fmunozs,plaguna,ir0njaw,paimei,0a2940,kost,ronibachar,rains31,dcnoren,sashs,todb,henryk,joridos,grutz,Ceenix,nnam,ringt,jakoblell,ChrisTruncer,johnhsawyer,Lutzy,epinna,OsandaMalith,iquaba,veritysr,darknight007,byt3bl33d3r,stamparm,nakilon,ytisf,philophobia78,msfcd3r,PagedeGeek,luisco,midnitesnake,nodeofgithub,AnwarMohamed,chrisukgit,attackdebris,84a0deba7af552d68c80a16b20cdef32,zombie042,TecR0c,mcfakepants,mercd,inokii,bugch3ck,tkisason,jholgui,mvdevnull,dougy2,0x41414141,arnaudsoullie,Zinterax,lsanchez-r7,Th4nat0s,allfro,herself,fillfish,musalbas,jjarmoc,abes975,dchan,gigstorm,p4tchw0rk,sensepost,mmetince,7a69,phikshun,0x3fcoma,Karmanovskii,dummys,jemjensen,rick2600,sappirate,net-ninja,mcantoni,trosen-r7,silascutler,ZeroChaos,bonsaiviking,Ensopado,kyuz0,malthusianhedonist,schierlm,sagishahar,jgor,Fr330wn4g3,ribeirux,sho-luv,aczire,j0hnf,bit4bit,R3dy,pyoor,bwall,dmaciejak,grimmlin,juushya,Mekanismen,rangercha,rsmudge,dukebarman,Ahmed-Elhady-Mohamed,ethack,jubaisamurai,shoxxdj,jiuweigui,g1ldedm1n1on,nieldk,kicks4kittens,totaldowner,rbsec,morisson,mwulftange,SeawolfRN,zeknox,floyd-fuh,trustedsec,russell,denandz,yehualiu,peto01,F1gure8,JonValt,corelanc0d3r,Bruk0ut,pnegry,ChrisJohnRiley,0pc0deFR,jhonnyboy,ethicalhack3r,averagesecurityguy,booboule,FiloSottile,titanous,Kentsson,MrXors,ddouhine,'7,3696E+069',3v0lver,Winterspite,TsCl,jwpari,alexiacole,SteveJM,jamcut,rwincey,nanotechz9l,MosDefAssassin,tyll,geyslan,sgaudet,tkrpata,shellster,dzruyk,CharlieEriksen,ndavis-r7,swtornio,Ruslaideemin,PsychoSpy,icewall,somename11111,viable-hartman,ll11010,frederic,kholia,alexmaloteaux,joernchen,staaldraad,frank2,modpr0be,froschi,Jimvin,Keebie4e,zyx2k,matthiaskaiser,jtesta,cmaruti,salcho,dougsko,twinvega,tasos-r7,darkoperator,c0mpound,cbgabriel,xard4s,steponequit,picchioni,carnal0wnage,dcbz,Console,nxnrt,linuxgeek247,viris,enaqx,nmonkee,gregory-m,marthieubean,andrewkabai,djmanilaice,steeve85,ant1,dominicwang,melihsarica,RogueBit,drimgere,msidagni,integgroll,heyder,jasbro,infodox,whoisshop,L1ghtn1ng,nahualito,ettisan,tmc,gerry,jrozner,smilingraccoon,nemski,SphaZ,lmercer-r7,rogueclown,truekonrads,kacpern,charles-n2netsec,digininja,Newpid0,svnk42,jselvi,danielemartini,defendtheworld,stephenfewer,bouk,espes,gspillman-r7,zgrace,gb2,SherifEldeeb,sput-nick,t0x1c-1,luh2,nikolai-r,msware,evil-e,malerisch,erran,mephos,bpoole,donctl,zombieCraig,esmnemon,satishb3,lincoln-corelan,erran-r7,sectorix,tdtds,dalton,v10l3nt,eddiezab,robin-francois,saintpatrick,jcran,calennert,phillips321,balgan,nevdull77,raesene,LittleLightLittleFire,tdoan-r7,lcashdol,sqlifuzzer,badishi,efraintorres,mrmee,3vi1john,justincmsf,rootman,graingert,johnnykv,wvandevanter,trolldbois,mdietz94,evilwurst,wireghoul,silviupopescu,juanvazquez,TheJacksonBrownie,b0telh0,alech,Datacut,wvandevanter-r7,ohdae,deadbyte,noperand,olliwolli,minlex,mak,matugm,syndrowm,ToxicRoot,jhartftw,threatagent,ygoltsev,sohilgarg,cd1zz,argp,Baldanos,davehull,chao-mu,okami41,andurin,mHarshal,dirtyfilthy,smorrison017,mbevand-r7,mboman,snarez,XeroHawk,exarkun634,d1n,neriberto,rickyz,tecknicaltom}
@attribute requester_succ_rate numeric
@attribute main_team_member {true,false}
@attribute integrator_follows_req {false,true}
@attribute status {0,1}

@data
todb-r7,0.905556,true,false,1
wvu-r7,0.919355,true,false,1
bcook-r7,0.906977,true,false,1
bcook-r7,0.904762,true,false,1
sejr,0,false,false,1
jvazquez-r7,0.957143,true,true,1
bcook-r7,0.902439,true,false,1
dfreamon,0.8,false,false,1
m-1-k-3,0.820513,false,false,1
OJ,0.916667,true,false,1
benpturner,0.333333,false,false,1
hmoore-r7,0.907563,true,false,1
dfreamon,1,false,false,1
hmoore-r7,0.90678,true,false,1
joevennix,0.909091,true,false,1
FireFart,0.842697,true,false,1
TomSellers,0.85,true,false,1
TomSellers,0.842105,true,false,1
TomSellers,0.833333,false,false,1
dfreamon,1,false,false,1
wchen-r7,0.904398,true,false,1
dmaloney-r7,0.868132,true,false,1
dmaloney-r7,0.866667,true,false,1
bcook-r7,925,true,false,0
todb-r7,0.905292,true,false,1
mbuck-r7,1,true,false,1
m-1-k-3,0.818182,false,false,1
jlee-r7,0.94086,true,false,1
m-1-k-3,0.815789,false,false,1
m-1-k-3,0.813333,false,false,1
lanjelot,0,false,false,1
jvazquez-r7,0.957055,true,true,1
bcook-r7,0.923077,true,false,1
dfreamon,1,false,false,1
bcook-r7,0.921053,true,false,1
Meatballs1,0.878205,true,false,1
dfreamon,0,false,false,1
wvu-r7,0.92623,true,false,1
bcook-r7,0.918919,true,false,1
hmoore-r7,0.905983,true,false,1
hmoore-r7,0.913793,true,false,0
espreto,0.741935,true,false,0
espreto,0.766667,true,false,0
espreto,0.793103,true,false,0
espreto,0.821429,true,false,0
espreto,0.814815,true,false,1
hmoore-r7,0.913043,true,false,1
espreto,0.807692,true,false,1
wchen-r7,0.904215,true,false,1
kaospunk,0.8,false,false,1
espreto,0.8,true,false,1
espreto,0.791667,true,false,1
void-in,0.545455,true,true,1
trevrosen,1,true,false,1
void-in,0.5,true,true,1
espreto,0.782609,true,false,1
zeroSteiner,0.88,true,false,0
m-1-k-3,0.810811,false,false,1
espreto,0.818182,true,false,0
xistence,1,false,false,1
void-in,0.444444,true,false,1
bcook-r7,0.916667,true,false,1
jvazquez-r7,0.956967,true,false,1
OJ,0.915493,true,false,1
wchen-r7,0.904031,true,false,1
Meatballs1,0.877419,true,true,1
wvu-r7,0.92562,true,false,1
gmikeska-r7,0,true,false,0
FireFart,0.852273,true,false,0
Meatballs1,0.876623,true,false,1
void-in,0.5,true,false,0
aushack,0.666667,false,false,1
brandonprry,0.756757,false,false,1
FireFart,0.850575,true,false,1
benpturner,0.5,false,false,0
benpturner,0,false,false,1
benpturner,0,false,false,0
joevennix,0.9,true,false,1
OJ,0.914286,true,false,1
joevennix,1,true,false,0
bcook-r7,0.942857,true,false,0
gorums,0,false,false,0
wchen-r7,0.903846,true,false,1
wchen-r7,0.903661,true,false,1
m-1-k-3,0.808219,false,false,1
wchen-r7,0.903475,true,false,1
Meatballs1,0.881579,true,false,1
ztgrace,0,false,false,1
karllll,0,false,false,1
FireFart,0.848837,true,false,1
FireFart,0.847059,true,false,1
joevennix,1,true,false,1
FireFart,0.845238,true,false,1
wchen-r7,0.903288,true,false,1
rwhitcroft,0.833333,false,false,1
wchen-r7,0.903101,true,false,1
brandonprry,0.75,false,false,1
limhoff-r7,0.914286,true,false,1
FireFart,0.843373,true,false,1
FireFart,0.841463,true,false,1
espreto,0.809524,true,false,1
espreto,0.8,true,false,1
wvu-r7,925,true,false,1
espreto,0.789474,true,false,1
wvu-r7,0.92437,true,false,1
wvu-r7,0.923729,true,false,1
limhoff-r7,0.913043,true,true,1
wchen-r7,0.902913,true,false,1
jvazquez-r7,0.956879,true,true,1
mbuck-r7,1,true,false,1
Meatballs1,0.880795,true,false,1
wchen-r7,0.902724,true,false,1
espreto,0.777778,true,false,1
joevennix,1,true,false,1
lightsey,0,false,false,1
espreto,0.764706,true,false,1
limhoff-r7,0.911765,true,false,1
wvu-r7,0.923077,true,false,1
wchen-r7,0.902534,true,false,1
OJ,0.913043,true,false,1
wchen-r7,0.902344,true,false,1
bcook-r7,0.941176,true,false,1
bcook-r7,0.939394,true,false,1
espreto,0.75,true,false,1
espreto,0.733333,true,false,1
todb-r7,0.907303,true,false,1
espreto,0.714286,true,false,1
espreto,0.692308,true,false,1
joevennix,1,true,false,1
joevennix,1,true,false,1
rwhitcroft,0.8,false,false,1
jvazquez-r7,0.95679,true,true,1
joncave,1,false,false,1
joncave,1,false,false,1
rwhitcroft,0.75,false,false,1
jvazquez-r7,0.956701,true,true,1
wvu-r7,0.922414,true,false,1
hmoore-r7,0.912281,true,false,1
shuckins-r7,0.933333,true,false,1
wchen-r7,0.902153,true,false,1
sekritskwurl,1,false,false,1
limhoff-r7,0.910448,true,false,1
OJ,0.911765,true,false,1
void-in,0.428571,true,true,1
anantshri,0,false,false,1
wchen-r7,0.901961,true,false,1
espreto,0.666667,true,false,1
todb-r7,0.907042,true,false,1
wchen-r7,0.901768,true,false,1
espreto,0.636364,true,false,1
bcook-r7,0.9375,true,false,1
todb-r7,0.909605,true,false,0
hmoore-r7,0.911504,true,false,1
pedrib,0.9375,true,false,1
OJ,0.910448,true,false,1
jlee-r7,0.940541,true,false,1
wvu-r7,0.921739,true,false,1
ccatalan-r7,0.5,false,false,1
rwhitcroft,0.666667,false,false,1
wvu-r7,0.929825,true,false,0
todb-r7,0.909348,true,false,1
jlee-r7,0.940217,true,false,1
void-in,0.333333,true,false,1
OJ,0.909091,true,false,1
bcook-r7,0.935484,true,false,1
joncave,1,false,false,1
joncave,1,false,false,1
matusso,0,false,false,0
hmoore-r7,0.910714,true,false,1
matusso,0,false,false,0
jlee-r7,0.939891,true,false,1
todb-r7,0.909091,true,false,1
wchen-r7,0.901575,true,false,1
jlee-r7,0.93956,true,true,1
OJ,0.907692,true,false,1
dmaloney-r7,0.865169,true,false,1
wchen-r7,0.901381,true,false,1
void-in,0.2,false,false,1
wvu-r7,0.929204,true,false,1
wvu-r7,0.928571,true,false,1
wchen-r7,0.901186,true,false,1
todb-r7,0.908832,true,false,1
jlee-r7,0.939227,false,false,1
nullbind,0.6,true,false,1
wchen-r7,0.90099,true,false,1
todb-r7,0.908571,true,false,1
OJ,0.90625,true,false,1
dmaloney-r7,0.863636,true,true,1
todb-r7,0.908309,true,false,1
jlee-r7,0.938889,false,false,1
hmoore-r7,0.918919,true,false,0
bcook-r7,0.933333,true,false,1
brandonprry,0.742857,true,true,1
todb-r7,0.91092,true,false,0
jlee-r7,0.938547,false,false,1
jlee-r7,0.938202,false,false,1
OJ,0.904762,true,false,1
jvazquez-r7,0.956612,true,true,1
DrDinosaur,1,false,false,1
DrDinosaur,1,false,false,1
DrDinosaur,1,false,false,1
brandonprry,0.735294,true,true,1
wchen-r7,0.900794,true,true,1
sekritskwurl,0,false,false,1
C-P-949,0,false,false,1
dmaloney-r7,0.862069,true,false,1
dnkolegov,0.5,false,false,1
espreto,0.6,true,false,1
wchen-r7,0.900596,true,false,1
FrUh,0,false,false,0
FrUh,0,false,false,0
jvazquez-r7,0.956522,true,false,1
jvazquez-r7,0.956432,true,true,1
jlee-r7,0.937853,false,false,1
wchen-r7,0.900398,true,false,1
jvazquez-r7,0.956341,true,false,1
rastating,1,true,false,1
todb-r7,0.910663,true,false,1
jlee-r7,0.9375,false,false,1
wchen-r7,0.9002,true,false,1
todb-r7,0.910405,true,false,1
sempervictus,0.397436,false,false,1
wchen-r7,0.9,true,false,1
wchen-r7,0.8998,true,false,1
wchen-r7,0.899598,true,false,1
OJ,0.903226,true,false,1
jlee-r7,0.937143,false,false,1
hmoore-r7,0.926606,true,false,1
andygoblins,0,false,false,1
todb-r7,0.910145,true,false,1
pyrohaz4good,0,false,false,1
aushack,0.636364,false,false,1
wchen-r7,0.899396,true,false,1
hmoore-r7,0.925926,true,false,1
adamziaja,1,false,false,0
zeroSteiner,0.877551,true,false,1
bcook-r7,0.931034,true,false,1
wchen-r7,0.899194,true,false,1
wchen-r7,0.89899,true,false,1
adamziaja,1,false,false,1
adamziaja,0,false,false,1
wvu-r7,0.927928,true,false,1
Meatballs1,0.88,true,false,1
wchen-r7,0.898785,true,false,1
jvazquez-r7,0.958333,true,false,0
jvazquez-r7,0.960334,true,false,0
OJ,0.901639,true,false,1
zeroSteiner,875,true,false,1
wchen-r7,0.89858,true,false,1
hmoore-r7,0.925234,true,false,1
wchen-r7,0.898374,true,false,1
wchen-r7,0.898167,true,false,1
bcook-r7,0.928571,true,false,1
hmoore-r7,0.924528,true,false,1
bcook-r7,0.925926,true,false,1
rwhitcroft,0.5,false,false,1
h0ng10,0.923077,false,false,1
wchen-r7,0.897959,true,false,1
todb-r7,0.912791,true,false,0
Meatballs1,0.879195,true,true,1
Meatballs1,0.878378,true,true,1
hmoore-r7,0.933333,true,false,0
bcook-r7,0.923077,true,false,1
flashspys,0,false,false,1
hmoore-r7,0.932692,true,false,1
nullbind,0.578947,false,false,1
hmoore-r7,0.932039,true,false,1
disenchant,0.666667,true,false,1
h0ng10,0.916667,false,false,1
zeroSteiner,0.87234,true,false,1
OJ,0.9,true,false,1
m-1-k-3,0.805556,false,false,1
jlee-r7,0.936782,false,false,1
nstarke,0.8,true,false,1
wchen-r7,0.89959,true,false,1
hmoore-r7,0.931373,true,true,1
hmoore-r7,0.930693,true,false,1
hmoore-r7,0.93,true,false,1
all3g,0,true,false,0
hmoore-r7,0.929293,true,false,1
todb-r7,0.912536,true,false,1
scriptjunkie,0.857143,true,false,1
jvazquez-r7,0.960251,true,true,1
todb-r7,0.912281,true,false,1
jvazquez-r7,0.960168,true,true,1
bcook-r7,0.958333,true,false,1
Jervelund,0,false,false,1
nstarke,0.777778,true,false,1
jvazquez-r7,0.960084,true,true,1
h0ng10,0.909091,false,false,1
todb-r7,0.912023,true,false,1
hmoore-r7,0.938144,true,false,1
wvu-r7,0.927273,true,false,1
wchen-r7,0.899384,true,false,1
julianvilas,1,true,false,1
h00die,0,false,false,1
joevennix,1,false,false,1
Meatballs1,0.877551,true,false,1
wchen-r7,0.899177,true,false,1
aushack,0.6,false,false,1
wchen-r7,0.898969,true,false,1
hmoore-r7,0.9375,true,false,1
todb-r7,0.914454,true,false,1
ricardojba,1,false,false,1
enioh,0,false,false,0
dmaloney-r7,0.880952,true,false,1
wvu-r7,0.926606,true,false,1
n0b1dy,0,false,false,1
n0b1dy,0,false,false,0
OJ,0.898305,true,false,1
wchen-r7,0.89876,true,false,1
wchen-r7,0.898551,true,false,1
wchen-r7,0.89834,true,false,1
enigma0x3,0,false,false,0
enigma0x3,0,false,false,0
dmaloney-r7,0.879518,true,false,1
wvu-r7,0.925926,true,false,1
wvu-r7,0.925234,true,false,1
danilbaz,1,false,false,1
hmoore-r7,0.936842,true,false,1
rastating,1,true,false,1
joevennix,1,false,false,1
wvu-r7,0.924528,true,false,1
wvu-r7,0.92381,true,false,1
wvu-r7,0.923077,true,false,1
wvu-r7,0.932039,true,false,0
todb-r7,0.914201,true,false,1
bcook-r7,0.956522,true,false,1
bcook-r7,0.954545,true,false,1
wvu-r7,0.931373,true,false,1
wvu-r7,0.930693,true,false,1
wchen-r7,0.898129,true,false,1
hmoore-r7,0.93617,true,true,1
hmoore-r7,0.935484,true,true,1
hmoore-r7,0.945055,true,true,1
kernelsmith,0.693878,false,true,1
hmoore-r7,0.944444,true,true,1
sempervictus,0.38961,false,false,1
hmoore-r7,0.94382,true,true,1
wchen-r7,0.897917,true,false,1
wchen-r7,0.897704,true,false,1
wchen-r7,0.89749,true,false,1
wchen-r7,0.897275,true,false,1
wchen-r7,0.897059,true,false,1
wchen-r7,0.896842,true,false,1
rastating,1,true,false,1
bcook-r7,0.952381,true,false,1
Meatballs1,0.876712,true,false,1
jvazquez-r7,0.962105,true,false,0
jvazquez-r7,0.962025,true,true,1
FerencSpala,1,false,false,1
jacksupinu,0,false,false,0
wchen-r7,0.895966,true,false,1
wchen-r7,0.895745,true,false,1
dnkolegov,0,false,false,1
darkbushido,1,false,false,1
jakxx,1,false,false,1
KoreLogicSecurity,0.8,false,false,1
joevennix,1,false,false,1
rastating,1,true,false,1
hmoore-r7,0.943182,true,false,1
hmoore-r7,0.942529,true,false,1
hmoore-r7,0.94186,true,false,1
hmoore-r7,0.941176,true,false,1
vulp1n3,0,false,false,1
wchen-r7,0.895522,true,false,1
bcook-r7,1,true,false,1
bcook-r7,1,true,false,1
wchen-r7,0.897436,true,false,0
farias-r7,0,true,false,1
todb-r7,0.913947,true,false,1
wvu-r7,0.93,true,false,1
wvu-r7,0.929293,true,false,1
Meatballs1,0.875862,true,false,1
rastating,1,true,false,1
rastating,1,true,false,1
jvazquez-r7,0.961945,true,false,1
wchen-r7,0.897216,true,false,1
ccatalan-r7,0.4,false,false,1
sgonzalez-r7,1,false,false,1
joevennix,1,false,false,1
wchen-r7,0.896996,true,false,1
dmaloney-r7,0.878049,true,true,1
bcook-r7,1,true,false,1
jvazquez-r7,0.961864,true,true,1
dmaloney-r7,0.876543,true,false,1
wchen-r7,0.896774,true,true,1
todb-r7,0.91369,true,false,1
zeroSteiner,0.869565,true,false,1
rastating,1,true,false,1
wvu-r7,0.928571,true,false,1
wvu-r7,0.927835,true,false,1
sgonzalez-r7,1,false,false,1
bcook-r7,1,true,false,1
rastating,1,true,false,1
wchen-r7,0.896552,true,false,1
Meatballs1,875,true,false,1
bcook-r7,1,true,false,1
todb-r7,0.913433,true,false,1
mbuck-r7,1,true,false,1
zeroSteiner,0.866667,true,false,1
wvu-r7,0.927083,true,false,1
hmoore-r7,0.940476,true,true,1
wvu-r7,0.936842,true,false,0
wez3,1,true,false,1
hmoore-r7,0.939759,true,false,1
hmoore-r7,0.95122,true,false,0
todb-r7,0.913174,true,false,1
jvazquez-r7,0.961783,true,true,1
sgonzalez-r7,1,false,false,1
wchen-r7,0.896328,true,false,1
Meatballs1,0.874126,true,false,1
Meatballs1,0.880282,true,false,0
sgonzalez-r7,0,false,false,1
bannedit,1,false,false,0
limhoff-r7,0.924242,true,false,0
todb-r7,0.912913,true,false,1
wchen-r7,0.896104,true,false,1
wvu-r7,0.93617,true,false,1
julianvilas,1,true,false,1
ccatalan-r7,0.25,false,false,1
hmoore-r7,0.950617,true,false,1
hmoore-r7,0.95,true,false,1
joevennix,0,false,false,1
wvu-r7,0.935484,true,false,1
bcook-r7,1,true,false,1
FireFart,0.85,true,false,1
ccatalan-r7,0,false,false,1
wchen-r7,0.895879,true,false,1
jvazquez-r7,0.963753,true,true,1
snar5,0,false,false,0
void-in,0,false,true,1
shuckins-r7,0.928571,true,false,1
bturner-r7,875,false,false,1
shuckins-r7,0.923077,true,false,1
shuckins-r7,0.916667,true,false,1
FireFart,0.848101,true,false,1
void-in,0,false,false,0
julianvilas,1,true,false,1
jlee-r7,0.936416,false,false,1
wvu-r7,0.934783,true,false,1
todb-r7,0.912651,true,false,1
danilbaz,0,false,false,1
wez3,1,true,false,1
jvazquez-r7,0.965812,true,false,0
jvazquez-r7,0.96788,true,false,0
FireFart,0.846154,true,false,1
wvu-r7,0.934066,true,false,1
wchen-r7,0.895652,true,false,1
earthquake,0,false,false,1
guikcd,0,false,false,1
ccatalan-r7,0,false,false,0
bcook-r7,1,true,false,1
KoreLogicSecurity,0.75,false,false,1
wchen-r7,0.895425,true,false,1
jlee-r7,0.936047,false,true,1
jlee-r7,0.935673,false,true,1
pedrib,0.933333,true,false,1
pedrib,0.928571,true,false,1
ccatalan-r7,0,false,false,0
nanomebia,0,false,false,1
wchen-r7,0.895197,true,false,1
bcook-r7,1,true,false,1
wchen-r7,0.894967,true,false,1
wchen-r7,0.894737,true,false,1
todb-r7,0.912387,true,false,1
Meatballs1,0.879433,true,true,1
todb-r7,0.912121,true,false,1
wchen-r7,0.894505,true,false,1
claudijd,1,true,false,1
jlee-r7,0.935294,false,true,1
todb-r7,0.911854,true,true,1
todb-r7,0.911585,true,false,1
FireFart,0.844156,true,false,1
wvu-r7,0.944444,true,false,0
wchen-r7,0.894273,true,false,1
wchen-r7,0.89404,true,false,1
bcook-r7,1,true,false,1
wchen-r7,0.893805,true,false,1
wchen-r7,0.89357,true,false,1
todb-r7,0.911315,true,false,1
todb-r7,0.911043,true,false,1
jvennix-r7,0.901639,true,false,1
todb-r7,0.910769,true,false,1
wvu-r7,0.94382,true,false,1
wvu-r7,0.943182,true,false,1
todb-r7,0.910494,true,false,1
bcook-r7,1,true,false,1
jlee-r7,0.934911,false,true,1
wez3,1,true,false,1
wchen-r7,0.893333,true,false,1
IMcPwn,0,false,false,1
h0ng10,0.9,false,false,1
BorjaMerino,0.764706,true,false,1
wvu-r7,0.942529,true,true,1
wvu-r7,0.94186,true,true,1
sgabe,0.909091,true,false,1
eyalgr,0,false,false,1
wchen-r7,0.893096,true,false,1
jvazquez-r7,0.967811,true,false,1
ccatalan-r7,0,false,false,0
pdeardorff-r7,0,true,false,1
FireFart,0.842105,true,false,1
jvennix-r7,0.900826,true,false,1
sgabe,0.9,true,false,1
brandonprry,0.75,true,false,1
jstnkndy,0,false,false,1
sgabe,0.888889,true,false,1
jhart-r7,0.939394,true,false,1
b00stfr3ak,0.666667,false,false,0
dlanner,0,false,false,1
nstarke,0.75,true,false,1
dmaloney-r7,875,true,false,1
rastating,1,false,false,1
OJ,0.896552,true,false,1
jhart-r7,0.9375,true,false,1
FireFart,0.84,true,false,1
bcook-r7,1,true,false,1
wchen-r7,0.892857,true,false,1
jvazquez-r7,0.967742,true,true,1
FireFart,0.837838,true,false,1
FireFart,0.835616,true,false,1
trevrosen,1,true,false,1
OJ,0.894737,true,false,1
EricGershman,0,false,false,1
rastating,1,false,false,1
dmaloney-r7,0.873418,true,false,1
bcook-r7,1,true,false,1
dmaloney-r7,0.871795,true,false,1
jhart-r7,0.967742,true,false,0
trevrosen,1,true,false,1
dmaloney-r7,0.87013,true,false,1
wchen-r7,0.892617,true,false,1
dmaloney-r7,0.868421,true,false,1
Meatballs1,0.878571,true,false,1
wchen-r7,0.892377,true,false,1
dmooray,0,false,false,1
dmaloney-r7,0.866667,true,false,1
wchen-r7,0.894382,true,false,0
wchen-r7,0.894144,true,false,1
FireFart,0.847222,true,false,0
FireFart,0.84507,true,false,1
wchen-r7,0.896163,true,false,0
wchen-r7,0.895928,true,false,1
rcnunez,1,false,false,1
rastating,0,false,false,1
pedrib,0.923077,true,false,1
sgabe,1,true,false,0
bcook-r7,1,true,false,1
jduck,0.826087,false,false,1
OJ,0.892857,true,false,1
wchen-r7,0.895692,true,false,1
todb-r7,0.910217,true,false,1
disenchant,0.5,false,false,1
m7x,0,false,false,1
jvazquez-r7,0.967672,true,true,1
FireFart,0.842857,true,false,1
limhoff-r7,0.923077,true,true,1
limhoff-r7,0.921875,true,false,1
todb-r7,0.909938,true,false,1
hmoore-r7,0.949367,true,true,1
todb-r7,0.909657,true,false,1
FireFart,0.84058,true,false,1
pedrib,0.916667,true,false,1
bcook-r7,1,true,false,1
bcook-r7,1,true,false,1
jhart-r7,0.966667,true,false,1
todb-r7,0.909375,true,false,1
FireFart,0.838235,true,false,1
jhart-r7,0.965517,true,false,1
wchen-r7,0.895455,true,false,1
bcoles,0.948718,true,false,1
bcook-r7,1,true,false,1
bcook-r7,1,true,false,1
mzet-,0,false,false,0
jvazquez-r7,0.967603,true,true,1
bcook-r7,1,true,false,1
FireFart,0.835821,true,false,1
BorjaMerino,0.75,true,false,1
crashbrz,1,false,false,0
void-in,0,false,false,0
void-in,0,false,false,0
bushwack,0,false,false,1
jvennix-r7,0.9,true,false,1
Meatballs1,0.877698,true,false,1
bcoles,0.947368,true,false,1
jvennix-r7,0.89916,true,false,1
jvazquez-r7,0.967532,true,true,1
jvennix-r7,0.898305,true,false,1
bcook-r7,1,true,false,1
todb-r7,0.912226,true,false,0
joncave,1,false,false,1
sgabe,1,false,false,1
sgabe,1,false,false,1
wchen-r7,0.895216,true,false,1
