@relation 'metasploit-framework-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R36,38,42,45,53'

@attribute requester {wchen-r7,hdm,FireFart,jlee-r7,acammack-r7,shipcod3,dmaloney-r7,timwr,wvu-r7,bcook-r7,d0lph1n98,bpatterson-r7,gmikeska-r7,jbarnett-r7,sempervictus,talos-arch3y,RubenRocha,dmohanty-r7,LennonCMJ,joevennix,farias-r7,OJ,all3g,nstarke,nikaiw,omriher,umerov1999,jhale85446,bigendiansmalls,wwebb-r7,ghettoeinstein,pedrib,shin-sugar-yi,flowztul,rastating,kfr-ma,psychomario,Sinkmanu,chrisdcmoore,lsato-r7,darkbushido,zeroSteiner,bcoles,nopnopnoppopopret,vysec,Atul9,todb-r7,princeofdarkness76,cdoughty-r7,mubix,g0tmi1k,jhart-r7,karllll,llmora,stufus,martinvigo,pyllyukko,madmike33,elia,radekk,r3naissance,busterb,joncave,sammbertram,jww519,m0t,KINGSABRI,jlmurray,hmoore-r7,addy-sh,jvoisin,jvazquez-r7,jakxx,fraf0,tomspencer,void-in,shuckins-r7,ccatalan-r7,xistence,brandonprry,securecurebt5,espreto,jaguasch,mandreko,metacom27,danilbaz,inkrypto,mcsaban,h0ng10,b6938236,earthquake,Meatballs1,MuhammetDilmac,scriptjunkie,MSadek-r7,samvartaka,crashbrz,Jack64,kernelsmith,altjx,AlexanderSalmin,justarandomuser,mfadzilr,alexcwatt,potmdehex,jabra-,kn0,St0rn,alexlipman1,crsanders,rcvalle,madmantm,vallejocc,rwhitcroft,h00die,leoloobeek,dmaasland,dozernz,datenschrott,blincoln682F048A,cldrn,t0nyhj,Karogh,trevrosen,jharms,HugoDelval,aushack,Th3R3p0,dnkolegov,benpturner,m-1-k-3,omarix,amatus,jsherwood0,kaospunk,cliffe,after100,sgonzalez-r7,erwanlr,sejr,dfreamon,TomSellers,mbuck-r7,lanjelot,gorums,ztgrace,limhoff-r7,lightsey,sekritskwurl,anantshri,matusso,nullbind,DrDinosaur,C-P-949,FrUh,andygoblins,pyrohaz4good,adamziaja,flashspys,disenchant,Jervelund,julianvilas,ricardojba,enioh,n0b1dy,enigma0x3,FerencSpala,jacksupinu,KoreLogicSecurity,vulp1n3,wez3,bannedit,snar5,bturner-r7,guikcd,nanomebia,claudijd,jvennix-r7,IMcPwn,BorjaMerino,sgabe,eyalgr,pdeardorff-r7,jstnkndy,b00stfr3ak,dlanner,EricGershman,dmooray,rcnunez,jduck,m7x,mzet-,bushwack,pielgrzym,E-Goldstein,techpeace,metasploitminute,andrew-morris,marcwickenden,EgiX,us3r777,Jaywalker,Lesage,headlesszeke,henshin,rasta-mouse,hacksysteam,spdfire,jezzus,mschloesser-r7,addenial,tatehansen,kbronstein,webstersprodigy,julioauto,itseco,FreedomCoder,agix,parzamendi-r7,dheiland-r7,fozavci,ikkini,fmunozs,plaguna,ir0njaw,paimei,0a2940,kost,ronibachar,rains31,dcnoren,sashs,todb,henryk,joridos,grutz,Ceenix,nnam,ringt,jakoblell,ChrisTruncer,johnhsawyer,Lutzy,epinna,OsandaMalith,iquaba,veritysr,darknight007,byt3bl33d3r,stamparm,nakilon,ytisf,philophobia78,msfcd3r,PagedeGeek,luisco,midnitesnake,nodeofgithub,AnwarMohamed,chrisukgit,attackdebris,84a0deba7af552d68c80a16b20cdef32,zombie042,TecR0c,mcfakepants,mercd,inokii,bugch3ck,tkisason,jholgui,mvdevnull,dougy2,0x41414141,arnaudsoullie,Zinterax,lsanchez-r7,Th4nat0s,allfro,herself,fillfish,musalbas,jjarmoc,abes975,dchan,gigstorm,p4tchw0rk,sensepost,mmetince,7a69,phikshun,0x3fcoma,Karmanovskii,dummys,jemjensen,rick2600,sappirate,net-ninja,mcantoni,trosen-r7,silascutler,ZeroChaos,bonsaiviking,Ensopado,kyuz0,malthusianhedonist,schierlm,sagishahar,jgor,Fr330wn4g3,ribeirux,sho-luv,aczire,j0hnf,bit4bit,R3dy,pyoor,bwall,dmaciejak,grimmlin,juushya,Mekanismen,rangercha,rsmudge,dukebarman,Ahmed-Elhady-Mohamed,ethack,jubaisamurai,shoxxdj,jiuweigui,g1ldedm1n1on,nieldk,kicks4kittens,totaldowner,rbsec,morisson,mwulftange,SeawolfRN,zeknox,floyd-fuh,trustedsec,russell,denandz,yehualiu,peto01,F1gure8,JonValt,corelanc0d3r,Bruk0ut,pnegry,ChrisJohnRiley,0pc0deFR,jhonnyboy,ethicalhack3r,averagesecurityguy,booboule,FiloSottile,titanous,Kentsson,MrXors,ddouhine,'7,3696E+069',3v0lver,Winterspite,TsCl,jwpari,alexiacole,SteveJM,jamcut,rwincey,nanotechz9l,MosDefAssassin,tyll,geyslan,sgaudet,tkrpata,shellster,dzruyk,CharlieEriksen,ndavis-r7,swtornio,Ruslaideemin,PsychoSpy,icewall,somename11111,viable-hartman,ll11010,frederic,kholia,alexmaloteaux,joernchen,staaldraad,frank2,modpr0be,froschi,Jimvin,Keebie4e,zyx2k,matthiaskaiser,jtesta,cmaruti,salcho,dougsko,twinvega,tasos-r7,darkoperator,c0mpound,cbgabriel,xard4s,steponequit,picchioni,carnal0wnage,dcbz,Console,nxnrt,linuxgeek247,viris,enaqx,nmonkee,gregory-m,marthieubean,andrewkabai,djmanilaice,steeve85,ant1,dominicwang,melihsarica,RogueBit,drimgere,msidagni,integgroll,heyder,jasbro,infodox,whoisshop,L1ghtn1ng,nahualito,ettisan,tmc,gerry,jrozner,smilingraccoon,nemski,SphaZ,lmercer-r7,rogueclown,truekonrads,kacpern,charles-n2netsec,digininja,Newpid0,svnk42,jselvi,danielemartini,defendtheworld,stephenfewer,bouk,espes,gspillman-r7,zgrace,gb2,SherifEldeeb,sput-nick,t0x1c-1,luh2,nikolai-r,msware,evil-e,malerisch,erran,mephos,bpoole,donctl,zombieCraig,esmnemon,satishb3,lincoln-corelan,erran-r7,sectorix,tdtds,dalton,v10l3nt,eddiezab,robin-francois,saintpatrick,jcran,calennert,phillips321,balgan,nevdull77,raesene,LittleLightLittleFire,tdoan-r7,lcashdol,sqlifuzzer,badishi,efraintorres,mrmee,3vi1john,justincmsf,rootman,graingert,johnnykv,wvandevanter,trolldbois,mdietz94,evilwurst,wireghoul,silviupopescu,juanvazquez,TheJacksonBrownie,b0telh0,alech,Datacut,wvandevanter-r7,ohdae,deadbyte,noperand,olliwolli,minlex,mak,matugm,syndrowm,ToxicRoot,jhartftw,threatagent,ygoltsev,sohilgarg,cd1zz,argp,Baldanos,davehull,chao-mu,okami41,andurin,mHarshal,dirtyfilthy,smorrison017,mbevand-r7,mboman,snarez,XeroHawk,exarkun634,d1n,neriberto,rickyz,tecknicaltom}
@attribute requester_succ_rate numeric
@attribute main_team_member {true,false}
@attribute integrator_follows_req {false,true}
@attribute status {0,1}

@data
m-1-k-3,0.777778,true,false,1
R3dy,0.882353,false,false,0
scriptjunkie,0.870968,true,false,0
R3dy,0.9375,false,false,0
jvazquez-r7,0.95288,true,true,1
jvazquez-r7,0.952632,true,true,1
msidagni,0,false,false,0
m-1-k-3,0.771429,true,false,1
dmaloney-r7,0.8,true,true,1
nmonkee,0.92,false,false,1
jvazquez-r7,0.952381,true,false,1
scriptjunkie,0.866667,true,false,1
scriptjunkie,0.862069,true,true,1
bturner-r7,0.8,true,false,1
nmonkee,0.916667,false,false,1
wchen-r7,0.935294,true,false,1
nmonkee,0.913043,false,false,1
nmonkee,0.909091,false,false,1
nmonkee,0.904762,false,false,1
nmonkee,0.9,false,false,1
PsychoSpy,0.4,false,false,1
nmonkee,0.894737,false,false,1
nmonkee,0.888889,false,false,1
nmonkee,0.882353,false,false,1
m-1-k-3,0.764706,true,false,1
scriptjunkie,0.857143,false,false,1
jvazquez-r7,0.952128,true,true,1
m-1-k-3,0.787879,true,false,0
bwall,1,false,false,1
bwall,1,false,false,1
bwall,1,false,false,1
bwall,0,false,false,1
m-1-k-3,0.78125,true,false,1
integgroll,0,false,false,1
m-1-k-3,0.774194,true,true,1
m-1-k-3,0.8,true,false,0
m-1-k-3,0.793103,true,false,1
m-1-k-3,0.821429,true,false,0
m-1-k-3,0.851852,true,false,0
m-1-k-3,0.846154,true,false,1
PsychoSpy,0.25,false,false,1
jvazquez-r7,0.951872,true,true,1
wchen-r7,0.934911,true,false,1
shellster,1,false,false,1
PsychoSpy,0,false,false,1
PsychoSpy,0,false,false,0
shellster,1,false,false,1
heyder,0,false,false,1
jvazquez-r7,0.951613,true,true,1
Console,0,false,false,1
PsychoSpy,0,false,false,0
dougsko,1,true,false,1
sempervictus,0.322581,false,false,0
bturner-r7,0.777778,true,false,1
sempervictus,0.327869,false,false,0
m-1-k-3,0.84,true,false,1
tasos-r7,0.894737,true,false,1
m-1-k-3,0.833333,true,false,1
tasos-r7,0.888889,true,false,1
jwpari,0,false,false,1
wchen-r7,0.934524,true,false,1
PsychoSpy,0,false,false,0
limhoff-r7,0.941176,true,false,1
jvazquez-r7,0.951351,true,true,1
dougsko,1,true,false,1
jasbro,0.285714,true,false,1
jasbro,0.230769,true,false,1
jasbro,0.166667,true,false,1
jasbro,0.181818,true,false,0
sempervictus,0.333333,false,false,0
jasbro,0.2,true,false,0
jasbro,0.222222,true,false,0
jasbro,0.25,true,false,0
jasbro,0.285714,true,false,0
jasbro,0.333333,true,false,0
jasbro,0.4,true,false,0
jasbro,0.5,true,false,0
jasbro,0.333333,true,false,1
jasbro,0.5,true,false,0
jasbro,1,true,false,0
todb-r7,0.844828,true,false,1
limhoff-r7,0.9375,true,false,1
dougsko,1,true,false,1
R3dy,1,false,false,0
kn0,0,false,false,1
jvazquez-r7,0.951087,true,true,1
zeroSteiner,1,true,false,1
jasbro,0,true,false,1
jvazquez-r7,0.95082,true,true,1
scriptjunkie,0.851852,false,false,1
rsmudge,0.938776,true,false,1
tasos-r7,0.882353,true,false,1
tasos-r7,0.9375,true,false,0
dougsko,0,false,false,1
sempervictus,0.322034,false,false,1
tasos-r7,0.933333,true,false,1
mubix,0.829268,true,false,0
jvazquez-r7,0.950549,true,false,1
sempervictus,0.310345,false,false,1
R3dy,1,false,false,1
R3dy,1,false,false,1
R3dy,1,false,false,1
infodox,0,false,false,1
whoisshop,0,false,false,0
Meatballs1,0.962963,false,false,1
averagesecurityguy,1,false,false,0
tasos-r7,0.928571,true,false,1
L1ghtn1ng,0.666667,false,false,0
jlee-r7,0.95,true,true,1
limhoff-r7,0.933333,true,false,1
limhoff-r7,0.928571,true,false,1
Meatballs1,1,false,false,0
sempervictus,0.298246,false,false,1
sempervictus,0.303571,false,false,0
tasos-r7,0.923077,true,false,1
zeroSteiner,1,true,false,1
jvazquez-r7,0.950276,true,true,1
rsmudge,0.9375,true,true,1
L1ghtn1ng,0.5,false,false,1
sempervictus,0.290909,false,false,1
sempervictus,0.277778,false,false,1
rsmudge,0.93617,true,true,1
nahualito,1,false,false,1
nahualito,1,false,false,1
nahualito,1,false,false,1
nahualito,1,false,false,1
nahualito,0,false,false,1
twinvega,0,false,false,1
L1ghtn1ng,1,false,false,0
sempervictus,0.264151,false,false,1
bturner-r7,0.75,true,false,1
ettisan,1,false,false,1
jvazquez-r7,0.955556,true,false,0
bturner-r7,0.714286,true,false,1
todb-r7,0.859649,true,false,0
jvazquez-r7,0.955307,true,true,1
jvazquez-r7,0.955056,true,true,1
limhoff-r7,0.923077,true,false,1
tasos-r7,0.916667,true,false,1
tasos-r7,0.909091,true,false,1
limhoff-r7,0.916667,true,false,1
jvazquez-r7,0.960452,true,false,0
wchen-r7,0.934132,true,false,1
ettisan,0,false,false,1
wchen-r7,0.939759,true,false,0
tmc,0,false,false,0
gerry,0,false,false,1
tasos-r7,0.9,true,false,1
jrozner,0,false,false,1
L1ghtn1ng,0,false,false,1
wchen-r7,0.939394,true,false,1
wchen-r7,0.939024,true,false,1
ChrisJohnRiley,0.818182,true,false,1
kernelsmith,0.705882,true,false,0
todb-r7,875,true,false,0
rsmudge,0.934783,false,false,1
hmoore-r7,0.928571,true,false,1
hmoore-r7,0.925926,true,false,1
bcoles,0.866667,false,false,1
todb-r7,0.872727,true,false,1
Meatballs1,1,false,false,1
bcoles,0.857143,false,false,1
mandreko,0.8,false,false,1
jvazquez-r7,0.960227,true,false,1
jlee-r7,0.949367,true,false,1
jlee-r7,0.948718,true,true,1
todb-r7,0.87037,true,false,1
sempervictus,0.269231,false,false,0
rsmudge,0.933333,false,true,1
corelanc0d3r,0.5,false,false,1
dmaloney-r7,0.791667,false,true,1
jvazquez-r7,0.96,true,true,1
jvazquez-r7,0.95977,true,true,1
kholia,1,false,false,0
m-1-k-3,0.826087,true,false,1
jvazquez-r7,0.959538,true,true,1
jvazquez-r7,0.959302,true,true,1
ChrisJohnRiley,0.809524,false,false,1
ChrisJohnRiley,0.8,false,false,1
jjarmoc,1,true,false,1
jjarmoc,1,true,false,1
sempervictus,0.27451,false,false,0
sempervictus,0.28,false,false,0
tasos-r7,0.888889,true,false,1
jvazquez-r7,0.959064,true,true,1
hmoore-r7,0.923077,true,false,1
ChrisJohnRiley,0.789474,false,false,1
todb-r7,0.867925,true,false,1
todb-r7,0.865385,true,false,1
rsmudge,0.931818,false,true,1
jjarmoc,1,true,false,1
dmaloney-r7,0.782609,false,true,1
todb-r7,0.862745,true,false,1
todb-r7,0.88,true,false,0
dmaloney-r7,0.772727,false,false,1
jjarmoc,1,true,false,1
smilingraccoon,0.666667,true,false,1
Meatballs1,1,true,false,1
jvazquez-r7,0.964706,true,false,0
bturner-r7,0.666667,true,false,1
Meatballs1,1,true,true,1
jvazquez-r7,0.964497,true,true,1
nemski,0,false,false,1
darkoperator,0.727273,true,false,1
darkoperator,0.714286,true,false,1
darkoperator,0.7,true,false,1
darkoperator,0.684211,true,false,1
Meatballs1,1,true,false,1
zeroSteiner,1,true,false,1
wchen-r7,0.93865,true,false,1
jlee-r7,0.948052,true,true,1
jlee-r7,0.947368,true,false,1
darkoperator,0.666667,true,false,1
darkoperator,0.705882,true,false,0
darkoperator,0.75,true,false,0
jvazquez-r7,0.964286,true,true,1
bturner-r7,0.8,true,false,0
wchen-r7,0.938272,true,false,1
todb-r7,0.897959,true,false,0
todb-r7,0.895833,true,true,1
hmoore-r7,0.92,true,true,1
todb-r7,0.893617,true,false,1
sempervictus,0.285714,false,false,0
tasos-r7,875,true,false,1
jjarmoc,1,true,false,1
scriptjunkie,0.846154,true,true,1
dmaloney-r7,0.761905,false,false,1
jjarmoc,1,false,false,1
jlee-r7,0.946667,true,true,1
jjarmoc,1,false,false,1
fozavci,0,false,false,0
jvazquez-r7,0.964072,true,true,1
jvazquez-r7,0.963855,true,true,1
m-1-k-3,0.818182,true,false,1
hmoore-r7,0.916667,true,false,1
sempervictus,0.291667,false,false,0
jjarmoc,1,false,false,1
sempervictus,0.276596,false,false,1
sempervictus,0.282609,false,false,0
todb-r7,0.891304,true,true,1
todb-r7,0.888889,true,false,1
todb-r7,0.886364,true,true,1
hmoore-r7,0.956522,true,false,0
jvazquez-r7,0.963636,true,true,1
SphaZ,0.5,false,false,1
SphaZ,0,false,false,1
wchen-r7,0.937888,true,false,1
jlee-r7,0.945946,true,true,1
Meatballs1,1,true,false,1
Meatballs1,1,true,false,1
SphaZ,0,false,false,0
jvazquez-r7,0.963415,true,true,1
wchen-r7,0.9375,true,false,1
lmercer-r7,0.647059,false,false,0
lmercer-r7,625,false,false,1
jvazquez-r7,0.96319,true,true,1
kernelsmith,0.69697,false,true,1
wchen-r7,0.943396,true,false,0
m-1-k-3,0.809524,false,false,1
lmercer-r7,0.6,false,false,1
lmercer-r7,0.571429,false,false,1
jjarmoc,1,false,false,1
jjarmoc,1,false,false,1
hmoore-r7,0.954545,true,false,1
lmercer-r7,0.538462,false,false,1
jlee-r7,0.945205,true,false,1
lmercer-r7,0.5,false,false,1
bcoles,0.923077,false,false,0
wchen-r7,0.943038,true,false,1
cbgabriel,1,false,false,0
dmaloney-r7,0.8,false,true,0
wchen-r7,0.942675,true,false,1
somename11111,0,false,false,1
rogueclown,0,true,false,1
sempervictus,0.288889,false,false,0
sempervictus,0.295455,false,false,0
sempervictus,0.302326,false,false,0
sempervictus,0.309524,false,false,0
zeknox,0.7,true,false,1
mubix,0.85,true,false,0
mubix,0.846154,true,false,1
mubix,0.842105,true,true,1
truekonrads,0.5,false,false,0
jvazquez-r7,0.969136,true,false,0
jlee-r7,0.944444,true,false,1
zeknox,0.666667,true,false,1
truekonrads,1,false,false,0
todb-r7,0.883721,true,false,1
sempervictus,0.317073,false,false,0
booboule,1,false,false,1
zeknox,0.75,true,false,0
sempervictus,325,false,false,0
wchen-r7,0.942308,true,false,1
wchen-r7,0.941935,true,false,1
zeknox,0.714286,true,false,1
sempervictus,0.307692,false,false,1
sempervictus,0.315789,false,false,0
jvazquez-r7,0.975155,true,false,0
wchen-r7,0.941558,true,false,1
hmoore-r7,0.952381,true,true,1
tasos-r7,0.857143,true,false,1
todb-r7,0.880952,true,false,1
lmercer-r7,0.454545,false,false,1
wchen-r7,0.941176,true,false,1
booboule,1,false,false,1
booboule,0,false,false,1
kacpern,1,false,false,1
jvazquez-r7,975,true,true,1
bcoles,1,false,false,0
rsmudge,0.930233,false,true,1
charles-n2netsec,0.6,false,false,1
digininja,0.333333,false,false,1
bcoles,1,false,false,1
kacpern,0,false,false,1
rsmudge,0.928571,false,true,1
julianvilas,0,false,false,1
m-1-k-3,0.8,false,false,1
digininja,0.5,false,false,0
kernelsmith,0.6875,false,true,1
wchen-r7,0.940789,true,false,1
averagesecurityguy,1,false,true,1
Newpid0,1,false,false,1
Newpid0,0,false,false,1
sempervictus,0.297297,false,false,1
digininja,0,false,false,1
bcoles,1,false,false,1
digininja,0,false,false,0
kernelsmith,0.709677,false,false,0
zeroSteiner,1,true,false,1
limhoff-r7,0.909091,true,false,1
kernelsmith,0.733333,false,false,0
FireFart,0.666667,true,false,1
charles-n2netsec,0.5,false,false,1
jvazquez-r7,0.974843,true,false,1
jvazquez-r7,0.974684,true,false,1
charles-n2netsec,0.666667,false,false,0
charles-n2netsec,1,false,false,0
charles-n2netsec,1,false,false,1
wchen-r7,0.940397,true,false,1
wchen-r7,0.94,true,false,1
kernelsmith,0.724138,false,true,1
lmercer-r7,0.4,false,false,1
lmercer-r7,0.333333,false,false,1
jlee-r7,0.943662,true,true,1
wchen-r7,0.939597,true,false,1
kernelsmith,0.714286,false,false,1
smilingraccoon,0.5,true,false,1
svnk42,0,false,false,0
wchen-r7,0.939189,true,false,1
jlee-r7,0.942857,true,true,1
wchen-r7,0.938776,true,false,1
jselvi,0,false,false,1
danielemartini,1,false,false,0
nullbind,0.5,false,false,0
todb-r7,0.878049,true,false,1
jlee-r7,0.942029,true,true,1
lmercer-r7,0.25,false,false,1
wchen-r7,0.938356,true,false,1
lmercer-r7,0.285714,false,false,0
jvazquez-r7,0.974522,true,true,1
jvennix-r7,0.5,true,false,1
jlee-r7,0.941176,true,true,1
defendtheworld,0,false,false,0
danielemartini,1,false,false,1
CharlieEriksen,1,true,false,0
FireFart,625,true,false,1
wchen-r7,0.937931,true,false,1
sempervictus,0.305556,false,false,0
hmoore-r7,0.95,true,false,1
wchen-r7,0.9375,true,false,1
kernelsmith,0.740741,false,false,0
wchen-r7,0.937063,true,false,1
wchen-r7,0.93662,true,false,1
lmercer-r7,0.333333,false,false,0
wchen-r7,0.93617,true,false,1
limhoff-r7,0.9,true,false,1
jvazquez-r7,0.974359,true,true,1
wchen-r7,0.935714,true,false,1
jlee-r7,0.940299,true,false,1
jvazquez-r7,0.974194,true,true,1
stephenfewer,1,false,true,1
bouk,0,false,false,1
kernelsmith,0.730769,false,true,1
hmoore-r7,0.947368,true,true,1
espes,0,false,false,1
kernelsmith,0.72,false,true,1
wchen-r7,0.935252,true,false,1
kernelsmith,0.708333,false,false,1
hmoore-r7,0.944444,true,false,1
tasos-r7,0.833333,true,false,1
zeroSteiner,1,false,false,1
Meatballs1,1,true,true,1
sgaudet,0,false,false,1
lmercer-r7,0.4,false,false,0
lmercer-r7,0.5,false,false,0
bturner-r7,0.75,true,false,1
jvazquez-r7,0.974026,true,true,1
jlee-r7,0.939394,true,false,1
lmercer-r7,0.333333,false,false,1
bturner-r7,1,true,false,0
lmercer-r7,0.5,false,false,0
lmercer-r7,1,false,false,0
jduck,1,false,true,1
jduck,1,false,false,1
todb-r7,875,true,true,1
wchen-r7,0.934783,true,false,1
lmercer-r7,0,false,false,1
jlee-r7,0.938462,true,true,1
gspillman-r7,0,false,false,1
R3dy,1,false,false,1
R3dy,1,false,false,1
timwr,0,false,false,0
mubix,0.837838,true,false,1
CharlieEriksen,1,true,false,1
wchen-r7,0.934307,true,false,1
jvazquez-r7,0.973856,true,true,1
smilingraccoon,0,false,false,1
wchen-r7,0.933824,true,false,1
tasos-r7,0.8,true,false,1
rsmudge,0.926829,true,false,1
rsmudge,925,true,false,1
Meatballs1,1,true,false,1
Meatballs1,1,true,false,1
FireFart,0.571429,true,false,1
FireFart,0.5,false,false,1
Meatballs1,1,true,false,1
bturner-r7,1,true,false,1
FireFart,0.6,false,false,0
tkisason,0,false,false,1
wchen-r7,0.933333,true,false,1
zeknox,0.833333,true,false,0
carnal0wnage,0,false,false,1
jvazquez-r7,0.973684,true,true,1
wchen-r7,0.932836,true,false,1
wchen-r7,0.932331,true,false,1
bturner-r7,1,true,false,1
shellster,0,false,false,1
FireFart,0.5,false,false,1
jlee-r7,0.9375,true,true,1
todb-r7,0.871795,true,false,1
mubix,0.833333,true,true,1
CharlieEriksen,0,false,false,1
schierlm,0.714286,false,false,1
todb-r7,0.868421,true,true,1
bcoles,1,false,false,1
FireFart,0.333333,false,false,1
jvazquez-r7,0.97351,true,true,1
schierlm,0.692308,false,false,1
jduck,1,false,false,1
danielemartini,0,false,false,1
jvazquez-r7,0.973333,true,true,1
jvazquez-r7,0.973154,true,true,1
dmaloney-r7,0.789474,false,false,1
zeknox,0.8,true,false,1
alexmaloteaux,0.571429,false,false,1
jvazquez-r7,0.972973,true,true,1
zgrace,1,false,false,1
jvazquez-r7,0.972789,true,true,1
jvazquez-r7,0.972603,true,true,1
jvazquez-r7,0.972414,true,true,1
gb2,0,false,false,0
h0ng10,1,false,false,0
jlee-r7,0.936508,true,true,1
darkoperator,0.733333,true,true,1
darkoperator,0.785714,true,false,0
darkoperator,0.769231,true,true,1
wchen-r7,0.931818,true,false,1
todb-r7,0.864865,true,true,1
jvazquez-r7,0.972222,true,true,1
dmaloney-r7,0.777778,false,true,1
wchen-r7,0.931298,true,false,1
todb-r7,0.861111,true,true,1
ChrisJohnRiley,0.777778,true,false,1
jvazquez-r7,0.972028,true,true,1
ChrisJohnRiley,0.764706,true,false,1
hmoore-r7,0.941176,true,true,1
Meatballs1,1,true,false,1
SherifEldeeb,0,false,false,1
jvazquez-r7,0.971831,true,true,1
sput-nick,1,true,false,1
sput-nick,1,true,false,1
jvazquez-r7,0.971631,true,true,1
truekonrads,0,false,false,1
picchioni,0,false,false,1
nmonkee,875,true,false,1
shuckins-r7,0,true,false,1
mubix,0.828571,true,true,1
jvennix-r7,0.333333,true,false,1
R3dy,1,false,false,1
jvazquez-r7,0.971429,true,true,1
wchen-r7,0.930769,true,false,1
wchen-r7,0.930233,true,false,1
wchen-r7,0.929688,true,false,1
wchen-r7,0.929134,true,false,1
jlee-r7,0.935484,true,true,1
t0x1c-1,0,false,false,1
luh2,0,false,false,1
Meatballs1,1,true,false,1
Meatballs1,1,true,false,1
Meatballs1,1,true,false,1
Meatballs1,1,true,false,1
jlee-r7,0.934426,true,true,1
wchen-r7,0.928571,true,false,1
jlee-r7,0.933333,true,false,1
wchen-r7,928,true,false,1
mubix,0.852941,true,false,0
mubix,0.848485,true,true,1
rsmudge,0.923077,true,false,1
jvazquez-r7,0.971223,true,true,1
wchen-r7,0.927419,true,false,1
darkoperator,0.75,true,false,1
jvazquez-r7,0.971014,true,true,1
wchen-r7,0.926829,true,false,1
rsmudge,0.947368,true,false,0
wchen-r7,0.92623,true,false,1
dmaloney-r7,0.764706,false,true,1
darkoperator,0.818182,true,false,0
wchen-r7,0.92562,true,false,1
nikolai-r,0,false,false,1
msware,0,false,false,0
wchen-r7,925,true,false,1
wchen-r7,0.92437,true,false,1
jlee-r7,0.932203,true,true,1
dmaloney-r7,0.75,false,false,1
wchen-r7,0.923729,true,false,1
t0x1c-1,0,false,false,0
jvazquez-r7,0.970803,true,true,1
R3dy,1,false,false,1
R3dy,1,false,false,1
averagesecurityguy,1,false,true,1
jvazquez-r7,0.970588,true,true,1
hmoore-r7,0.9375,true,false,1
wchen-r7,0.923077,true,false,1
wchen-r7,0.922414,true,false,1
evil-e,0,false,false,0
malerisch,0,false,false,1
kernelsmith,0.695652,false,true,1
mubix,0.84375,true,true,1
jvazquez-r7,0.97037,true,true,1
mubix,0.83871,true,true,1
jlee-r7,0.931034,true,false,1
wchen-r7,0.921739,true,false,1
h0ng10,1,false,false,1
tasos-r7,0.75,true,false,1
jvazquez-r7,0.970149,true,true,1
hmoore-r7,0.933333,true,false,1
todb-r7,0.857143,true,false,1
todb-r7,0.852941,true,false,1
todb-r7,0.848485,true,false,1
jlee-r7,0.929825,true,true,1
mandreko,0.75,false,false,1
bturner-r7,0,false,false,1
wchen-r7,0.921053,true,false,1
bcoles,1,false,false,1
hmoore-r7,0.928571,true,true,1
zeknox,0.75,true,false,1
alexmaloteaux,0.5,false,false,1
wchen-r7,0.920354,true,false,1
jvazquez-r7,0.969925,true,false,1
todb-r7,0.84375,true,false,1
charles-n2netsec,0,false,false,1
scriptjunkie,0.84,true,false,1
h0ng10,1,false,false,1
hmoore-r7,0.923077,true,false,1
wchen-r7,0.919643,true,false,1
Meatballs1,1,true,false,1
jvazquez-r7,0.969697,true,true,1
wchen-r7,0.918919,true,false,1
tasos-r7,0.666667,true,false,1
rsmudge,0.945946,true,false,1
kost,1,false,false,1
kost,1,false,false,1
hmoore-r7,0.916667,true,true,1
jvazquez-r7,0.969466,true,true,1
Meatballs1,1,true,false,1
erran,1,false,false,1
hmoore-r7,0.909091,true,true,1
jlee-r7,0.928571,true,true,1
jlee-r7,0.927273,true,true,1
jvazquez-r7,0.969231,true,true,1
nmonkee,0.866667,true,false,1
hmoore-r7,0.9,true,true,1
wchen-r7,0.918182,true,false,1
kernelsmith,0.681818,false,true,1
mephos,0.25,false,false,0
ChrisJohnRiley,0.75,true,false,1
scriptjunkie,0.833333,true,true,1
jlee-r7,0.925926,true,true,1
jvazquez-r7,0.968992,true,true,1
aushack,0.75,true,false,0
kost,1,false,false,1
kost,1,false,false,1
kost,1,false,false,1
