@relation 'diaspora-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R4,28,34,36,38,44,45,49,53'

@attribute forward_links {false,true}
@attribute test_lines_per_kloc numeric
@attribute workload numeric
@attribute requester {SuperTux88,cmrd-senya,svbergerem,denschub,Flaburgan,k0kubun,Faldrian,celber,visualsayed,korun,dmorley,theworldbright,Fensterbank,manuelVo,fiedl,jhass,Thor77,balasankarc,kas70,ujdhesa,avikpal,atulonruby,stragu,apsc92,Zauberstuhl,AugierLe42e,sarithats,tamatsyk,lstoll,marienfressinaud,jaywink,SansPseudoFix,axilleas,jpope777,pravi,Darael,sjain1107,Raven24,zaziemo,johand,AntonTkachov,morashid92,mikicaivosevic,RichKavanagh,yithian,giniouxe,Realtin,joebew42,RyDroid,Haidy777,fap-,pablocubico,arlogn,efstrian,strivedi183,teslasmoustache,ita1024,margori,goobertron,mrbrdo,artoartnik,szlend,zachrab,desyncr,MothOnMars,lislis,sam09,S-Ercan,aka001,WebDevFromScratch,fscz,salbertson,dimaursu,gdpelican,maliktunga,SWW13,aykevl93,jonsger,collimarco,flamontagne,ThomasLeister,joshk,Gallaecio,DharmaCommunity,JesseWeinstein,RoseTheFlower,hferee,Reifenpilot24de,zikalify,StefOfficiel,MarcBurt,roymckenzie,goofy-bz,taro-k,18augst,deepy,polsVoice,theatre-x,max258,jaideng123,remcohh,khall,lyzellis,dan-mi-sun,damzcodes,blase,MrFrety,rundkorn,theutahkate,blackwarthog,mmn,kpcyrd,hpetru,maxwell,wiegelmann,Chocobozzz,taratatach,jbelanich,MrZYX,Ruxton,nviennot,santosgabriel,hank789,amyilake,JannikStreek,rootwyrm,ilake,mehmetaergun,olorin,abhineet08,hincupetru,MatrixCrawler,seanbrant,onpon4,dash-rai,geirkairam,bronislav,rsofaer,qmaruf,ivanzotov,fabianrbz,ZBarg,zapiens,PallaviTS,marciol,rezapaya,pkallberg,manwithtwowatches,nitinsurfs,RoonyH,AraanBranco,alisoncassidy,0TWAIN0,ssrihari,redrik,movilla,WebSpider,marekjm,fubik,emilceh,gilhyun,manuels,colindean,dorman,rogerbraun,andrewcsmith,oliverbarnes,juliaguar,netom,kvsatya,meitar,L3MNcakes,jguyon,carolinagc,bjozzi,rivendale2010,tsrivishnu,davexunit,dukex,fabianfiorotto,kevivmatrix,juanazam,lnakamura,eloydegen,brauliomartinezlm,diasp,brunomachado,embs,wenzowski,marceloeloelo,workwareusa,marpo60,pestrada,jishnu7,afrerich,mtparet,prellele,somethree,alininja,DeadSuperHero,divout,fhsdi2,malavbhavsar,tubbo,archSeer,marco-gallardo,YaNoo,yurkobb,liamn,davecocoa,PatBarret,bobbywilson0,rschaden,EJW1,grimreaper,grzuy,simonsmiley,mklew,hfase01,devendram,gutobenn,billyoc,jeremyjh,alimony,dotkrnl,flipkick,fermionic,sfawaz,Goutte,kikuchiyo,L2G,brynary,justindthomas,Rawk,stevenh512,wubwubwubcr3w,zscott,ChaosCoder,kostasnw,nsdevaraj,caarlos0,fechterjm,clavisound,OhaiBBQ,agconnor,panckreous,pubis,tsujigiri,ktkaushik,xray7224,m4tze,christophe-de,denniscollective,vcuculo,shavit,s-f-s,ChFernandez,jbivins,pixelistik,gandaro,beardedninja,Carabas,JMSilla,prathamesh-sonpatki,stefi,Pistos,rekado,stwf,nolith,Stultus2,Yajo,sailing,fred,robhogg,gouthamvel,torrancew,arions,CodeBlock,judytuna,ChaseReid,memarko,futurechimp,vanhalt,one-dash,DusanM97,laserlemon,aabril,tmlee,geckoxx,kaleemullah,aboire,michaelklishin,carzil,groovehunter,kapcom01,jperyl,21echoes,mrtee,Robsteranium,Gonzih,buddhamagnet,walternelson,doot0,svoop,bagilevi,halfd,firefly21,spieker,wcs,Flink,bdjnk,gladiac,uiri,johnedmonds,sofian,Flashinator,alda519,jtimberman,NaleagDeco,robin-drexler,cparker15,everplays,untitaker,brianwisti,andrejpodzimek,lksnyder0,leonardolaporte,ticho,isaacsanders,galaxor,anassahmed,ajft,jancborchardt,disconn3ct,mblog,gvx,protowouter,drummondj,shawnwebs,ndee,cyberkov,paddyez,vidkun,nannubest,yolk,rtznprmpftl,imw,anishsheela,jerinphilip,Dorian,arzumy,jamiew,NPerry,ritchiewilson,adonix,evant,williamtheaker,jrichardlai,kiranh,mnutt,siefca,brandonkernell,ramiromagalhaes,benoit934,dangold1138,soukron,raid5,lfortin,jairodiaz,berkes,frank-r-schmidt,lusum,Pasta,joedavis,TomK32,nickvdb,flah00,utkarshkukreti,rajesh672,oacis,pupeno,themasch,sentientwaffle,iurikothe,digination,jish,masterdot,adedommelin,Hexagon,Vanuan,blackxored,silviorelli,antimatter15,rtxanson,yarons,jandom,jdeisenberg,alepane21,mattbaker,danieleds,robotarmy,robustdj,rnevitt,michiwend,ecleel,onewland,ultrasaurus,jwinky,ggilder,rmaskey,maelsoucaze,theBernd,tristil,archi,UserAd,bigbash,binarycleric,tenaciousflea,leamas,patcito,Crimer,sgayda2,Stigjb,jeffrydegrande,koo5,jbhannah,kashif,minilibra,maco,duke-,guilleiguaran,yuvadm,drt24,bastos,sarahmei,sennewood,D4nte,cirnatdan,diogenes,michael-k,mousey,apardo,adelcasse,CAFxX,tkrehbiel,Setheck,Chiggins,mastooo,cmelbye,spack,moziz,brinchj,manveru,pedrosilva,CodeBleu,stefanotravelli,arielo,mishudark,danillos,sloser,7h0ma5,ubikuity,sirmacik,kyber,Otacon,Darkmagister,madmaze,MrBison,zturtleman,halfdan,voxdolo,tdpsk,nh2,ebruning,donpdonp,rwaldron,gosuri,steveklabnik,5v3n,sterops,zeph,ccoenen,soychicka,felgru,fbrubacher,cryptix,hemanth,jarinudom,hbons,jcdyer,ashcrow,dlo}
@attribute requester_succ_rate numeric
@attribute req_follows_integrator {false,true}
@attribute integrator_follows_req {false,true}
@attribute prior_interaction_pr_comments numeric
@attribute status {0,1}

@data
false,944.076894,104,maxwell,0.8,false,false,0,0
true,944.076894,57,maxwell,1,false,false,0,0
false,944.076894,54,Zauberstuhl,0.5,true,true,12,1
true,944.076894,54,wiegelmann,0,false,false,0,0
false,944.076894,51,wiegelmann,0,false,false,0,0
false,944.076894,53,goobertron,0.928571,false,true,1,1
false,944.076894,52,Chocobozzz,0,false,false,0,1
false,944.076894,56,taratatach,0.666667,false,false,0,1
false,944.076894,53,jaywink,0.827586,true,true,3,1
false,944.076894,52,jaywink,0.821429,true,true,3,1
true,944.076894,54,taratatach,0.6,false,false,0,1
true,944.076894,86,jaywink,0.851852,false,false,3,0
false,943.757803,49,taratatach,0.5,false,false,0,1
false,943.757803,48,Zauberstuhl,0.5,false,false,13,1
true,943.816718,94,jbelanich,0,false,false,0,1
false,943.816718,46,jaywink,0.846154,false,true,3,1
false,943.816718,66,Flaburgan,0.830769,true,false,3,0
true,943.816718,50,jaywink,0.88,false,false,3,0
false,943.816718,65,MrZYX,0.943662,false,false,96,1
false,943.816718,59,MrZYX,0.942857,false,false,96,1
false,943.816718,45,MrZYX,0.942029,false,false,96,1
false,943.816718,44,jaywink,875,false,true,2,1
false,943.816718,42,MrZYX,0.941176,false,false,100,1
false,943.993506,43,Flaburgan,0.828125,true,false,3,1
false,943.993506,43,Flaburgan,0.84127,false,false,3,0
false,943.993506,42,taratatach,0.5,false,false,0,1
false,942.621414,46,marienfressinaud,0,false,false,0,1
false,942.621414,45,Ruxton,0.714286,false,false,2,1
false,942.158579,45,Zauberstuhl,0.333333,false,false,13,1
false,942.158579,66,Flaburgan,0.83871,true,false,3,1
false,936.460099,44,MrZYX,0.940299,false,false,107,1
false,936.5189,108,hpetru,0.933333,false,false,1,1
false,939.273803,59,hpetru,0.928571,false,false,1,1
false,939.273803,97,nviennot,0,false,false,0,0
false,939.273803,43,hpetru,1,false,false,0,0
false,939.273803,43,Raven24,0.908163,false,false,9,1
false,939.081183,41,santosgabriel,0,false,false,0,1
true,939.081183,96,hpetru,1,false,false,0,1
false,939.081183,40,hank789,0,false,false,0,0
false,943.406976,45,amyilake,0,false,false,0,0
false,943.406976,48,Flaburgan,0.836066,true,true,3,1
false,943.526432,63,pablocubico,0,false,false,0,0
false,943.526432,52,hpetru,1,false,false,0,1
false,943.392642,43,hpetru,1,false,false,0,1
false,943.392642,51,hpetru,1,false,false,0,1
false,942.062939,47,goobertron,0.923077,false,false,8,1
false,942.062939,43,JannikStreek,1,false,false,3,1
false,942.062939,42,hpetru,1,false,false,0,1
false,942.062939,41,amyilake,0,false,false,0,0
false,942.062939,65,rootwyrm,0,false,false,0,0
false,941.619705,41,goobertron,0.916667,false,true,8,1
false,941.619705,40,hpetru,1,false,false,0,1
false,941.619705,40,ilake,0,false,false,0,0
false,941.619705,40,MrZYX,0.939394,true,true,112,1
false,941.619705,42,hpetru,1,false,false,0,1
false,941.619705,42,mehmetaergun,0,false,false,0,1
false,941.619705,41,hpetru,1,false,false,0,1
false,941.679331,41,hpetru,1,false,false,0,1
false,941.679331,40,hpetru,1,false,false,0,1
false,941.679331,41,svbergerem,0.916667,false,false,30,1
false,941.679331,41,hpetru,1,false,false,0,1
true,941.679331,101,goobertron,1,false,false,8,0
false,944.34805,49,jaywink,0.869565,false,true,3,1
false,944.34805,43,MrZYX,0.938462,false,false,102,1
false,944.34805,48,MrZYX,0.9375,true,false,100,1
false,944.34805,45,hpetru,1,false,false,0,1
false,944.34805,45,svbergerem,0.915254,false,true,27,1
false,944.34805,42,hpetru,0,false,false,0,1
false,944.34805,41,olorin,0,false,false,0,1
true,944.590859,42,svbergerem,0.913793,false,true,28,1
false,944.590859,41,svbergerem,0.928571,false,true,28,1
false,944.498163,44,JannikStreek,1,false,false,0,1
true,944.498163,107,abhineet08,0,false,false,0,0
false,944.498163,44,hincupetru,1,false,false,0,1
false,944.498163,42,hincupetru,1,false,false,0,1
false,944.498163,38,hincupetru,1,false,false,0,1
false,944.498163,41,MrZYX,0.936508,true,true,57,1
false,943.807192,49,Flaburgan,0.833333,true,true,5,1
false,943.807192,40,hincupetru,1,false,false,0,1
false,943.807192,39,MatrixCrawler,0.5,false,false,0,0
false,943.807192,39,MatrixCrawler,1,false,false,0,0
false,943.807192,40,hincupetru,1,false,false,0,1
false,943.807192,38,Flaburgan,0.830508,true,true,5,1
false,943.162779,40,svbergerem,0.927273,false,true,19,1
false,943.162779,39,svbergerem,0.925926,false,true,19,1
false,946.733603,39,seanbrant,0,false,false,0,1
false,943.162779,39,MatrixCrawler,0,false,false,0,1
true,943.483871,86,onpon4,0,false,false,0,1
false,943.483871,49,MrZYX,0.935484,true,false,56,1
true,943.179619,41,Faldrian,0.5,false,false,0,1
false,943.179619,41,Faldrian,1,false,false,0,0
true,943.179619,41,MrZYX,0.934426,false,false,56,1
true,943.179619,101,Flaburgan,0.827586,true,true,6,1
false,943.179619,40,Flaburgan,0.839286,true,false,4,1
false,943.179619,37,Flaburgan,0.836364,true,false,5,1
false,943.179619,47,svbergerem,0.924528,false,true,15,1
true,944.641819,49,svbergerem,0.923077,true,false,15,1
false,944.641819,37,Gallaecio,0.846154,false,false,0,1
false,945.309975,39,Flaburgan,0.833333,true,false,14,1
false,945.482765,38,JannikStreek,0,false,false,0,1
false,945.482765,38,goobertron,1,false,false,6,1
false,945.482765,38,Flaburgan,0.830189,true,true,14,1
false,945.482765,47,Flaburgan,0.826923,true,false,14,1
false,945.482765,37,Flaburgan,0.823529,true,true,14,1
false,945.482765,38,arlogn,1,false,false,0,1
false,945.482765,45,hincupetru,0,false,false,0,1
false,945.482765,33,svbergerem,0.921569,false,false,15,1
false,945.482765,36,jaywink,0.952381,false,false,13,0
false,945.482765,33,dash-rai,1,false,false,0,1
true,945.482765,33,dash-rai,0,false,false,0,1
false,945.727408,37,svbergerem,0.92,false,true,15,1
false,945.299366,43,svbergerem,0.918367,false,true,15,1
false,945.299366,47,Ruxton,0.692308,false,false,5,1
false,945.17714,48,MrZYX,0.933333,false,false,74,1
false,945.360491,48,goobertron,1,false,true,5,1
false,945.360491,69,Ruxton,0.75,false,false,7,0
false,945.360491,110,geirkairam,0,false,false,0,1
false,945.360491,67,bronislav,0,false,false,0,1
false,945.360491,50,goobertron,1,false,true,3,1
true,945.360491,50,svbergerem,0.916667,false,true,12,1
false,945.360491,46,svbergerem,0.914894,false,true,12,1
false,945.360491,42,svbergerem,0.913043,false,true,12,1
false,944.404893,50,Raven24,0.907216,true,true,18,1
false,944.404893,43,svbergerem,0.911111,false,true,12,1
false,944.404893,94,theatre-x,0,false,false,0,0
false,944.404893,49,arlogn,1,false,false,0,1
false,944.404893,40,Gallaecio,0.833333,false,false,0,1
false,944.404893,43,MrZYX,0.932203,true,true,67,1
false,944.343774,40,svbergerem,0.909091,false,true,12,1
false,944.343774,43,rsofaer,1,false,false,0,1
false,944.343774,40,svbergerem,0.906977,false,true,12,1
false,944.343774,44,Zauberstuhl,1,false,false,0,0
false,944.649446,38,svbergerem,0.904762,false,true,10,1
false,944.649446,38,Ruxton,0.727273,false,false,8,1
false,946.795332,40,Flaburgan,0.82,true,false,25,1
true,946.795332,61,goobertron,1,false,true,0,1
false,946.795332,47,goobertron,1,false,true,0,1
false,946.795332,50,goobertron,1,false,true,0,1
false,947.66038,39,qmaruf,0,false,false,5,1
false,947.66038,39,qmaruf,0,false,false,5,0
false,947.66038,39,goobertron,1,false,true,0,1
false,949.131514,41,svbergerem,0.902439,false,true,9,1
false,949.131514,42,ivanzotov,1,false,false,0,0
false,948.883666,43,ivanzotov,1,false,false,0,1
true,948.883666,42,ivanzotov,0,false,false,0,1
false,948.883666,42,goobertron,1,false,true,0,1
false,948.557253,54,fabianrbz,1,true,true,19,1
false,948.557253,57,svbergerem,0.9,false,true,7,1
false,948.557253,40,arlogn,1,false,false,0,1
true,948.557253,55,Flaburgan,0.836735,true,false,24,0
false,948.557253,52,Flaburgan,0.833333,true,false,23,1
false,949.028332,42,arlogn,1,false,false,0,1
false,949.028332,41,ZBarg,1,false,false,0,1
false,949.028332,40,Flaburgan,0.829787,true,false,23,1
false,949.028332,43,jaywink,0.95,false,true,13,1
false,949.028332,41,svbergerem,0.897436,false,true,7,1
false,948.557253,43,Raven24,0.915789,true,true,18,1
false,949.028332,42,jaywink,0.947368,false,true,12,1
true,949.028332,88,svbergerem,0.894737,false,false,7,1
false,949.028332,49,svbergerem,0.891892,false,true,7,1
false,948.469788,39,svbergerem,0.888889,false,true,7,1
false,948.469788,37,svbergerem,0.885714,false,false,7,1
false,948.469788,37,arlogn,1,false,false,0,1
true,948.469788,87,qmaruf,0,true,false,4,0
false,948.469788,36,svbergerem,0.882353,false,false,6,1
false,948.655896,38,zapiens,0,false,false,0,0
false,948.655896,36,MrZYX,0.931034,true,true,89,1
false,948.655896,44,MrZYX,0.929825,true,true,89,1
false,938.722632,35,fabianrbz,1,true,true,22,1
false,948.780009,38,jaywink,0.944444,false,true,8,1
true,948.531816,44,qmaruf,0,true,false,0,0
false,948.531816,35,fabianrbz,1,true,true,25,1
false,948.780009,103,PallaviTS,0.6,false,false,0,0
false,948.780009,42,Flaburgan,0.826087,true,false,27,1
true,948.780009,37,svbergerem,0.878788,false,true,4,1
false,948.780009,32,marciol,0,false,false,0,0
false,950.126796,33,jaywink,0.941176,false,true,8,1
false,950.126796,33,svbergerem,875,false,true,4,1
false,950.126796,33,jaywink,0.9375,false,true,8,1
false,947.875945,34,Flaburgan,0.822222,true,false,21,1
false,950.126796,37,fabianrbz,1,true,true,22,1
false,947.875945,40,Gallaecio,0.818182,false,false,0,1
false,947.875945,40,rezapaya,0,true,false,0,0
false,947.875945,39,rezapaya,0,true,false,0,0
false,947.875945,61,pkallberg,0,false,false,0,0
false,947.875945,39,manwithtwowatches,0,false,false,4,1
false,947.875945,39,Flaburgan,0.818182,true,false,19,1
false,947.875945,40,Flaburgan,0.813953,true,false,19,1
false,947.875945,36,jaywink,0.933333,false,true,1,1
false,947.875945,108,jaywink,0.928571,false,false,0,1
false,948.061258,37,Flaburgan,0.809524,true,false,12,1
false,948.061258,40,Flaburgan,0.804878,true,false,12,1
false,948.061258,37,Flaburgan,0.8,true,true,12,1
false,948.061258,39,rsofaer,0,false,true,0,1
false,948.061258,36,Flaburgan,0.794872,true,true,10,1
true,948.061258,48,manwithtwowatches,0,false,false,0,0
false,948.061258,98,Raven24,0.914894,true,false,8,1
false,948.061258,31,Flaburgan,0.789474,true,false,9,1
false,948.061258,31,fabianrbz,1,false,false,13,1
false,948.865119,33,svbergerem,0.870968,false,true,23,1
false,948.865119,32,taratatach,0,false,false,0,1
false,948.865119,47,svbergerem,0.866667,false,true,26,1
false,948.865119,47,Flaburgan,0.810811,false,false,9,0
false,948.865119,31,nitinsurfs,0,false,false,0,1
true,948.865119,40,Flaburgan,0.833333,true,false,7,0
false,948.865119,39,Flaburgan,0.828571,true,true,6,1
false,948.865119,30,Flaburgan,0.823529,true,true,6,1
true,948.865119,32,Flaburgan,0.818182,true,true,6,1
true,948.865119,32,Raven24,0.924731,false,false,5,0
false,949.112735,26,Raven24,0.923913,true,true,5,1
true,949.112735,106,RoonyH,1,false,false,0,0
false,949.112735,25,AraanBranco,0,true,false,0,0
false,949.732341,26,alisoncassidy,0,false,false,0,0
false,949.732341,25,Raven24,0.923077,true,true,5,1
true,949.732341,81,0TWAIN0,1,false,false,3,0
false,946.914789,40,fabianrbz,1,true,true,9,1
false,946.914789,25,Raven24,0.922222,true,true,5,1
false,947.131094,26,ssrihari,0.857143,true,true,3,1
false,947.131094,25,Flaburgan,0.8125,true,false,8,1
false,947.131094,24,Raven24,0.921348,true,false,4,1
false,947.131094,24,ssrihari,0.846154,true,true,2,1
false,947.866989,24,Flaburgan,0.806452,true,false,7,1
true,947.866989,93,Flaburgan,0.833333,false,false,7,0
false,947.805069,30,redrik,0,false,false,0,0
false,947.805069,38,movilla,0.753333,false,false,0,0
false,947.805069,29,Flaburgan,0.827586,true,false,6,1
false,947.743158,28,WebSpider,0.5,false,false,0,1
false,947.743158,29,Flaburgan,0.821429,true,false,5,1
false,947.743158,54,taratatach,0,false,false,0,0
false,947.062663,29,movilla,0.751678,false,false,0,1
false,947.062663,29,marekjm,0,false,false,0,1
false,947.062663,29,Flaburgan,0.814815,true,true,5,1
false,947.062663,32,fubik,1,false,false,0,1
false,947.062663,28,emilceh,0,false,false,0,1
false,947.062663,49,Zauberstuhl,0,false,false,0,1
false,947.062663,27,fubik,0,false,false,0,1
false,947.062663,26,gilhyun,0,false,false,0,1
false,947.062663,46,MrZYX,0.928571,true,true,120,1
false,947.062663,28,fabianrbz,1,true,true,1,1
true,947.062663,95,sjain1107,0,true,false,6,0
false,947.248156,32,WebSpider,1,false,false,0,0
false,947.248156,89,manuels,0.714286,false,false,0,0
false,947.805069,26,arlogn,1,false,false,0,1
false,947.805069,25,colindean,0,false,false,0,1
false,947.805069,31,Flaburgan,0.846154,false,false,5,0
false,947.805069,33,PallaviTS,0.5,false,false,0,1
false,947.805069,68,MrZYX,0.927273,false,false,119,1
false,947.805069,26,Raven24,0.920455,true,true,7,1
false,947.866989,23,ssrihari,0.833333,true,true,2,1
false,947.866989,23,WebSpider,0,false,false,0,1
false,947.866989,25,svbergerem,0.862069,false,true,29,1
false,947.866989,23,svbergerem,0.857143,false,true,29,1
false,947.866989,71,svbergerem,0.888889,false,false,29,0
false,947.866989,22,ssrihari,0.818182,true,true,2,1
false,947.866989,22,movilla,0.75,false,false,0,1
false,947.866989,23,ssrihari,0.8,true,true,1,1
false,947.866989,22,ssrihari,0.777778,true,true,1,1
true,947.866989,54,dorman,0,false,false,0,1
false,947.866989,88,ssrihari,875,false,false,1,0
false,947.866989,26,dorman,0,false,false,0,0
false,936.910758,28,svbergerem,0.884615,false,true,29,1
false,936.910758,27,ssrihari,0.857143,true,true,1,1
false,936.910758,27,ssrihari,0.833333,true,true,1,1
false,936.910758,31,ssrihari,0.8,true,true,1,1
false,936.910758,24,Flaburgan,0.84,true,false,5,1
false,938.06168,27,ssrihari,1,false,false,1,0
false,938.06168,28,ssrihari,1,true,true,1,1
false,937.847626,24,Flaburgan,0.833333,true,false,5,1
false,937.847626,24,MrZYX,0.925926,true,true,113,1
false,937.847626,27,ssrihari,1,true,true,1,1
false,937.847626,24,ssrihari,1,false,false,0,1
false,937.847626,24,ssrihari,0,false,false,0,1
false,937.847626,24,MrZYX,0.924528,true,true,112,1
false,937.847626,22,svbergerem,0.88,false,true,22,1
false,937.847626,22,svbergerem,875,false,true,22,1
false,937.847626,22,MrZYX,0.923077,true,true,104,1
false,937.847626,56,Flaburgan,0.826087,true,true,5,1
false,938.632833,24,Flaburgan,0.818182,true,false,5,1
true,938.632833,85,PallaviTS,0.666667,false,false,0,0
false,938.632833,33,sjain1107,0,true,false,0,0
false,938.357938,23,svbergerem,0.869565,false,false,15,1
false,938.357938,23,svbergerem,0.863636,false,false,15,1
true,938.722632,27,rogerbraun,1,false,true,0,1
false,938.722632,26,movilla,0.748299,false,false,0,1
false,938.722632,26,movilla,0.746575,false,false,0,1
false,938.722632,27,rogerbraun,0,false,false,0,1
true,938.722632,60,PallaviTS,1,false,false,0,0
false,938.722632,36,svbergerem,0.857143,false,true,12,1
false,940.069962,28,PallaviTS,1,false,false,0,1
false,940.069962,29,PallaviTS,0,false,false,0,1
false,938.722632,28,sjain1107,0,false,false,0,0
false,938.722632,29,movilla,0.744828,false,false,0,1
false,938.722632,27,movilla,0.743056,false,false,0,1
false,938.722632,34,fabianrbz,1,true,true,0,1
false,938.463532,26,movilla,0.741259,false,false,0,1
true,939.474538,31,Flaburgan,0.809524,true,false,4,1
false,939.413596,26,Flaburgan,0.8,true,false,4,1
false,939.413596,26,MrZYX,0.921569,false,true,87,1
false,939.962355,40,MrZYX,0.92,true,true,87,1
false,939.846694,29,Faldrian,0,false,true,0,1
false,939.846694,33,Flaburgan,0.789474,true,false,4,1
false,939.846694,30,andrewcsmith,1,false,false,0,1
false,939.846694,31,oliverbarnes,1,false,false,5,1
false,939.846694,29,goobertron,1,false,false,0,1
false,939.846694,30,goobertron,1,false,false,0,1
false,939.846694,28,Flaburgan,0.777778,true,false,4,1
false,939.846694,29,Flaburgan,0.764706,true,false,4,1
false,939.846694,27,max258,0,false,false,8,0
false,939.846694,31,svbergerem,0.85,false,true,11,1
false,939.846694,27,Flaburgan,0.75,true,false,3,1
false,939.846694,28,MrZYX,0.918367,true,true,83,1
true,939.846694,27,juliaguar,0.333333,false,false,0,1
false,939.254158,20,oliverbarnes,1,false,false,5,1
false,939.254158,29,oliverbarnes,1,false,false,5,1
true,939.846694,26,svbergerem,0.842105,false,false,9,1
false,939.254158,18,goobertron,0,false,false,0,1
false,938.881664,28,arlogn,1,false,false,0,1
false,940.312153,31,Flaburgan,0.733333,true,false,3,1
false,940.312153,23,Flaburgan,0.714286,true,false,3,1
false,940.312153,22,Flaburgan,0.692308,true,false,3,1
false,940.312153,31,netom,0.714286,false,false,2,1
false,940.312153,47,netom,0.666667,false,false,2,1
false,940.312153,31,netom,0.6,false,false,2,1
false,940.312153,19,andrewcsmith,1,false,false,0,1
false,940.312153,18,arlogn,0,false,false,0,1
false,940.312153,22,svbergerem,0.833333,false,false,5,1
false,940.312153,21,oliverbarnes,1,false,false,0,1
false,938.948894,35,MrZYX,0.916667,true,true,69,1
false,940.069962,23,juliaguar,0.5,false,false,0,0
false,940.815113,30,oliverbarnes,0,false,false,0,1
false,934.200106,23,kvsatya,0,false,false,0,0
false,943.217041,32,juliaguar,0,false,false,0,1
false,939.361983,29,Flaburgan,0.666667,true,false,3,1
false,939.361983,28,MrZYX,0.914894,true,true,67,1
false,939.361983,29,meitar,0,false,false,0,1
false,939.361983,28,andrewcsmith,0,false,false,0,1
false,939.361983,34,Flaburgan,0.636364,true,false,1,1
false,939.361983,24,max258,0,false,false,0,0
false,939.361983,29,L3MNcakes,0.5,false,false,0,1
false,939.361983,36,max258,0,false,false,0,0
false,939.423901,23,jguyon,0.9,false,false,0,1
false,939.423901,29,carolinagc,1,false,false,0,1
true,939.423901,55,bjozzi,0,false,false,0,0
false,939.423901,27,MrZYX,0.913043,false,false,49,1
false,939.423901,30,carolinagc,0,false,false,0,1
false,939.423901,26,jguyon,0.888889,false,false,0,1
false,939.423901,29,Ruxton,0.7,false,false,1,1
false,939.423901,19,rivendale2010,0.666667,true,false,0,1
false,935.760454,35,tsrivishnu,0,false,false,0,1
false,935.760454,56,Ruxton,0.666667,false,false,0,1
false,935.760454,22,Ruxton,625,false,false,0,1
false,935.905045,20,davexunit,1,false,false,2,1
false,935.905045,31,L3MNcakes,0.666667,false,false,0,0
false,935.905045,20,L3MNcakes,1,false,false,0,0
false,934.200106,22,svbergerem,0.823529,false,false,11,1
false,934.953444,28,netom,0.75,false,false,2,0
false,934.953444,24,Gallaecio,0.8,false,false,0,1
false,934.953444,27,netom,0.666667,false,false,2,1
false,934.953444,24,netom,0.5,false,false,2,1
false,934.953444,34,ZBarg,0,false,false,0,1
false,934.953444,23,netom,0,false,false,2,1
false,934.953444,24,Raven24,0.91954,true,true,11,1
false,934.953444,26,0TWAIN0,0,false,false,0,1
true,934.953444,49,dukex,1,false,false,0,0
false,934.548577,27,MrZYX,0.911111,true,true,38,1
false,934.548577,19,rezapaya,0,false,false,0,0
false,934.548577,24,fabianfiorotto,0,false,false,0,1
false,934.548577,19,svbergerem,0.8125,false,false,10,1
false,934.548577,23,davexunit,1,false,false,0,1
false,934.548577,18,dukex,0,false,false,0,1
false,934.548577,19,jaywink,0.923077,false,true,6,1
false,934.548577,24,Flaburgan,0.6,false,false,0,1
false,932.963477,14,Flaburgan,0.555556,false,false,0,1
false,932.963477,13,davexunit,0,false,false,0,1
false,932.963477,23,kevivmatrix,0,false,false,0,1
false,932.963477,21,svbergerem,0.8,false,false,9,1
false,932.963477,13,rivendale2010,0.5,true,false,0,1
false,932.963477,12,svbergerem,0.785714,false,false,9,1
false,933.580067,11,svbergerem,0.769231,false,false,9,1
false,933.580067,11,svbergerem,0.75,false,false,9,1
false,933.580067,22,netom,0,false,false,0,0
false,933.580067,13,svbergerem,0.727273,false,false,8,1
false,929.08319,16,svbergerem,0.7,false,false,8,1
true,928.590408,50,MrZYX,0.909091,true,true,37,1
false,928.590408,18,svbergerem,0.666667,false,false,8,1
false,928.590408,17,svbergerem,625,false,false,8,1
false,928.78969,18,Ruxton,0.714286,false,false,0,0
false,928.78969,19,jaywink,0.916667,false,true,0,1
false,928.78969,17,juanazam,1,false,false,0,1
false,928.78969,19,RoonyH,1,false,false,1,1
false,927.859705,18,MrZYX,0.906977,false,false,39,1
false,929.284194,17,lnakamura,0,false,false,0,1
